pid,hid,housenum,p20ans,p21ans,gender,year,age,school,school1,school2,mar,income1,med_income,income,job_yes,job2,job,job3,relig,ott_yes,ott_main,ott_freq,ott_weekday_min,ott_weekend_min,ott_min,sns_yes,sns_main,sns_weekday_min,sns_weekend_min,sns_min,sns_purpose,e_com_yes,e_com_freq,satis_1,satis_2,satis_3,satis,mental_1,mental_2,mental_3,mental_4,mental_5,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,neg_1,neg_2,neg_3,neg_4,neg_5,neg_6,neg_7,neg_8,neg_9,neg_10,esteem_1,esteem_2,esteem_3,esteem_4,esteem_5,esteem_6,esteem_7,esteem_8,esteem_9,esteem_10,esteem
24270002,242700,2,1,1,2,1955,66,4,3,5,2,4,125,4,1,1,1,42,2,1,10,5,10,0,10,2, , , ,0, ,2, ,5,5,5,5,5,4,5,4,5,5,4,5,1,2,1,1,3,3,2,3,2,3,1,2,2,2,3,4,1,3,2,3,3,3,2,1,27
24280001,242800,1,1,1,1,1966,55,5,4,5,2,10,425,7,1,1,1,44,2,1,10,5,0,30,30,2, , , ,0, ,2, ,5,6,5,5.33,6,6,5,4,5,6,6,5,4,5,3,4,2,1,2,3,2,1,1,1,2,1,3,4,1,4,1,2,2,1,1,1,30
24280002,242800,2,1,1,2,1972,49,5,4,5,2,1,0,1,2, ,0, ,1,1,10,5,30,60,90,1,15,30,60,90,3,1,24,5,5,4,4.67,5,5,4,6,4,5,5,4,1,2,3,2,3,2,3,1,2,3,2,1,2,2,2,2,1,2,2,3,2,1,1,2,24
24280004,242800,4,1,1,2,1999,22,5,4,5,1,1,0,1,2, ,0, ,2,1,10,1,240,240,480,1,15,120,120,240,2,1,132,5,6,5,5.33,5,5,4,4,2,5,6,5,4,4,5,3,1,1,2,2,1,1,1,2,1,1,4,4,1,4,1,3,3,2,1,1,32
24280005,242800,5,1,1,1,2000,21,5,4,1,1,2,25,2,2, ,0, ,1,1,10,1,180,180,360,1,15,120,120,240,2,1,24,5,4,4,4.33,4,5,4,3,2,5,5,4,2,3,4,3,3,2,3,2,1,2,3,1,2,2,3,2,1,3,2,2,3,2,1,1,26
24300001,243000,1,1,1,1,1958,63,4,3,5,2,1,0,1,2, ,0, ,2,1,10,1,30,40,70,1,16,30,30,60,1,2, ,4,4,4,4,3,3,3,3,3,4,4,4,3,3,3,5,3,3,3,2,2,2,3,3,2,2,2,2,1,2,2,1,2,2,2,1,21
24300003,243000,3,0,1,2,1959,62,4,3,5,2,5,175,4,1,1,1,44,2,1,10,2,30,40,70,1,12,30,30,60,1,1,24,4,4,4,4,3,3,2,3,3,4,4,4,5,5,5,5,2,3,3,3,2,2,2,1,2,2,3,2,2,3,2,2,1,1,1,1,24
24310001,243100,1,1,1,2,1958,63,4,3,5,1,5,175,4,1,1,1,51,2,1,10,1,30,30,60,1,12,30,30,60,1,1,36,4,4,4,4,5,5,5,4,4,3,3,3,4,4,4,4,3,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,2,1,1,22
24330004,243300,4,0,1,1,1940,81,5,4,5,2,5,175,4,2, ,0, ,2,1,10,1,60,60,120,2, , , ,0, ,2, ,3,3,4,3.33,3,3,3,4,4,4,4,4,5,4,4,4,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,22
24330005,243300,5,0,1,2,1944,77,5,4,5,2,1,0,1,2, ,0, ,2,1,10,2,30,30,60,2, , , ,0, ,2, ,3,3,3,3,4,4,3,4,3,4,4,4,5,4,4,4,2,2,1,2,3,2,2,1,1,1,2,2,1,2,2,1,1,2,1,1,21
24340002,243400,2,1,1,2,1954,67,4,3,5,2,1,0,1,2, ,0, ,2,1,10,1,30,50,80,1,16,30,30,60,1,1,36,4,4,4,4,3,3,3,2,3,4,4,3,4,3,3,3,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,21
24350001,243500,1,1,1,1,1979,42,4,3,5,2,5,175,4,1,3,3,52,2,1,10,1,60,120,180,1,16,30,30,60,1,1,3,4,4,4,4,4,3,4,4,3,5,5,5,4,4,3,3,2,3,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,23
24350002,243500,2,1,1,2,1981,40,4,3,5,2,5,175,4,1,1,1,42,2,1,10,1,30,50,80,1,12,20,30,50,1,1,24,4,4,4,4,3,3,3,4,4,5,5,5,4,4,3,3,2,3,3,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,21
24350003,243500,3,0,1,2,2001,20,5,4,1,1,1,0,1,2, ,0, ,2,1,10,1,90,120,210,1,15,60,60,120,1,2, ,4,4,4,4,3,3,4,4,3,4,4,4,3,3,4,4,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,23
24360002,243600,2,1,1,2,1956,65,3,2,5,2,1,0,1,2, ,0, ,2,1,10,2,30,30,60,1,12,20,20,40,1,1,24,4,4,4,4,3,4,3,3,3,4,4,4,3,3,3,3,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,20
24360003,243600,3,1,1,2,1985,36,4,3,5,1,5,175,4,1,1,1,52,2,1,10,1,60,90,150,1,15,30,60,90,1,1,24,4,4,4,4,4,4,4,3,4,4,4,4,3,4,5,5,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,1,22
24370001,243700,1,1,1,1,1960,61,5,4,5,2,9,375,6,1,1,1,27,2,1,10,2,30,120,150,2, , , ,0, ,2, ,3,4,4,3.67,5,5,5,4,3,5,5,5,3,3,2,1,2,1,1,1,2,1,1,1,2,1,3,3,1,1,1,4,4,4,1,1,27
24370002,243700,2,1,1,2,1962,59,5,4,5,2,1,0,1,2, ,0, ,2,1,10,5,90,60,150,2, , , ,0, ,2, ,5,6,5,5.33,5,5,6,6,5,5,5,5,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,3,1,1,1,3,3,3,1,1,26
24370003,243700,3,1,1,1,1993,28,5,4,5,1,8,325,6,1,1,1,31,2,1,10,1,120,300,420,1,2,540,300,840,4,1,3,6,6,5,5.67,4,4,5,5,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,3,3,3,1,1,26
24370004,243700,4,1,1,1,1995,26,5,4,5,2,7,275,5,1,1,1,23,2,1,10,2,120,240,360,1,15,60,120,180,4,1,3,6,5,6,5.67,5,6,5,6,5,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,4,4,4,1,1,29
24380001,243800,1,1,1,1,1958,63,5,4,5,2,8,325,6,1,1,1,24,1,1,10,1,30,60,90,2, , , ,0, ,2, ,5,5,4,4.67,5,6,5,5,5,5,5,5,1,3,1,1,2,1,1,2,1,1,1,2,1,1,3,2,1,3,1,3,4,3,1,1,28
24380002,243800,2,1,1,2,1967,54,5,4,5,2,1,0,1,2, ,0, ,1,1,10,4,20,30,50,2, , , ,0, ,2, ,5,6,5,5.33,5,5,6,6,5,5,4,5,1,1,2,1,2,1,2,2,1,1,2,2,1,1,3,4,1,3,1,3,4,3,1,1,30
24390001,243900,1,1,1,1,1978,43,5,4,5,2,10,425,7,1,1,1,27,2,1,10,2,60,180,240,2, , , ,0, ,1,24,6,7,6,6.33,4,5,5,5,6,6,6,6,1,1,1,1,2,2,2,1,2,2,1,1,2,2,3,3,1,3,1,3,3,3,1,1,28
24390002,243900,2,1,1,2,1979,42,4,3,5,2,1,0,1,2, ,0, ,2,1,10,2,30,70,100,2, , , ,0, ,1, ,6,5,5,5.33,4,5,5,5,6,5,5,4,2,2,2,2,2,2,1,3,2,3,2,1,2,2,3,3,2,3,2,3,3,3,2,2,24
24400001,244000,1,1,1,2,1974,47,4,3,5,4,6,225,5,1,1,1,52,2,1,10,3,30,60,90,2, , , ,0, ,2, ,5,5,4,4.67,5,5,4,4,4,5,5,5,3,3,3,3,2,2,1,1,1,2,2,2,2,2,3,3,2,2,2,3,3,3,2,2,23
24400002,244000,2,1,1,2,1993,28,5,4,5,1,8,325,6,1,1,1,27,2,1,10,2,60,300,360,1,15,180,360,540,1,1,24,6,6,5,5.67,4,5,5,4,4,5,5,5,2,2,3,3,1,1,1,2,1,1,2,1,1,1,2,2,1,3,1,3,3,2,1,1,27
24410101,244101,1,1,1,1,1983,38,5,4,5,2,9,375,6,1,1,1,31,2,1,10,1,60,180,240,2, , , ,0, ,1,12,5,6,5,5.33,5,5,6,6,5,6,6,6,1,1,1,1,1,2,1,1,2,2,1,1,2,2,3,3,1,3,1,4,3,3,1,1,29
24410102,244101,2,1,1,2,1983,38,5,4,5,2,1,0,1,2, ,0, ,2,1,10,3,30,60,90,2, , , ,0, ,1,24,5,5,6,5.33,5,6,6,6,5,6,6,6,1,4,1,1,1,1,2,1,1,2,1,1,1,1,3,4,1,3,1,3,3,3,1,1,29
24420003,244200,3,1,1,1,1983,38,5,4,5,2,9,375,6,1,1,1,31,2,1,10,1,40,120,160,2, , , ,0, ,1,24,6,6,5,5.67,5,6,5,5,5,6,6,6,1,1,1,1,2,1,1,2,1,1,1,2,1,1,3,3,1,3,1,3,4,3,1,1,29
24420005,244200,5,1,1,2,1984,37,5,4,5,2,1,0,1,2, ,0, ,2,1,10,3,10,30,40,2, , , ,0, ,1,36,5,6,5,5.33,5,5,6,6,5,5,5,5,2,2,2,2,1,2,1,1,2,1,1,1,2,2,3,3,1,3,1,3,3,3,1,1,28
24450001,244500,1,1,1,1,1959,62,5,4,5,2,7,275,5,1,1,1,24,2,1,10,5,60,120,180,2, , , ,0, ,2, ,6,6,6,6,6,5,6,6,5,6,6,6,3,3,2,2,3,2,1,2,2,2,3,2,2,2,3,2,2,3,2,2,2,3,2,2,21
24450002,244500,2,1,1,2,1966,55,5,4,5,2,6,225,5,1,1,1,24,2,1,10,6,60,60,120,1,12,5,5,10,1,2, ,5,5,5,5,6,5,5,5,5,6,6,6,3,3,2,2,3,2,1,2,2,2,2,3,2,2,3,2,2,3,2,2,3,2,2,2,23
24450003,244500,3,1,1,2,1999,22,5,4,1,1,1,0,1,2, ,0, ,2,1,10,1,60,120,180,1,2,20,40,60,1,1, ,5,5,5,5,5,4,5,5,4,6,5,5,1,1,1,1,3,2,3,2,2,2,3,1,2,2,2,2,3,2,2,2,3,2,2,2,20
24470001,244700,1,1,1,1,1961,60,4,3,5,2,8,325,6,1,1,1,85,1,1,10,3,50,110,160,1,16,10,10,20,1,1,3,5,4,4,4.33,4,5,5,4,4,5,5,5,3,2,2,2,2,2,1,2,1,2,2,1,2,2,3,3,1,3,1,3,3,2,1,1,29
24470002,244700,2,1,1,2,1965,56,4,3,5,2,4,125,4,1,1,1,94,1,1,10,2,60,60,120,1,2,10,10,20,2,2, ,4,4,4,4,3,2,4,3,3,4,4,4,4,2,2,2,3,2,2,3,2,2,2,3,2,2,3,2,2,3,2,3,3,2,2,2,24
24470004,244700,4,1,1,1,1991,30,5,4,5,1,1,0,1,2, ,0, ,1,1,10,1,90,90,180,1,15,630,30,660,1,1,10,3,4,4,3.67,4,5,4,4,4,4,4,4,3,3,3,3,3,2,2,2,3,3,2,2,2,2,3,3,2,2,3,3,3,3,2,2,22
24480001,244800,1,1,1,2,1982,39,5,4,5,1,9,375,6,1,1,1,25,1,1,10,1,120,120,240,1,15,60,60,120,1,1,120,6,6,6,6,5,5,6,6,5,6,6,6,5,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,1,4,2,3,3,3,1,1,30
24490001,244900,1,1,1,2,1966,55,5,4,5,4,6,225,5,1,1,1,42,1,1,10,1,120,180,300,1,16,60,60,120,1,1, ,5,6,4,5,5,5,6,5,4,7,7,7,3,2,1,1,3,3,2,2,2,1,2,1,1,1,4,4,1,3,2,3,3,4,1,1,28
24490002,244900,2,1,1,1,1998,23,4,3,5,1,6,225,5,1,1,1,86,1,1,10,3,120,120,240,1,12,60,60,120,1,1,24,5,4,4,4.33,5,6,4,5,5,6,7,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,1,4,2,3,3,4,1,1,27
24510001,245100,1,1,1,2,1963,58,5,4,5,2,1,0,1,2, ,0, ,1,1,10,1,90,180,270,1,16,20,20,40,1,1,120,4,4,4,4,5,4,5,4,4,5,5,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,2,1,1,3,3,4,2,2,24
24510002,245100,2,1,1,1,1960,61,5,4,5,2,6,225,5,1,1,1,43,1,1,10,3,20,90,110,1,2,0,30,30,1,2, ,5,5,5,5,6,5,5,4,4,5,5,4,3,2,3,3,2,3,1,2,1,1,1,1,1,1,4,4,1,4,1,3,4,4,2,1,30
24520003,245200,3,1,1,1,1955,66,5,4,5,2,7,275,5,1,1,1,51,1,1,10,1,150,270,420,1,1,60,90,150,1,2, ,5,5,5,5,4,5,5,5,4,5,6,6,2,1,2,2,1,1,1,1,1,1,1,2,1,1,4,4,2,2,2,4,3,3,3,3,24
24520004,245200,4,1,1,2,1961,60,5,4,5,2,7,275,5,1,1,1,27,1,1,4,1,90,90,180,1,1,90,120,210,1,1,24,5,5,5,5,4,5,5,5,4,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,3,3,3,4,3,3,3,3,23
24520005,245200,5,1,1,1,1988,33,5,4,5,1,6,225,5,1,1,1,31,1,1,8,1,150,180,330,1,15,90,120,210,1,1,168,5,6,6,5.67,4,4,5,5,4,6,5,5,5,5,4,4,3,2,2,2,1,2,2,2,2,1,4,4,3,3,2,4,4,3,2,3,26
24530001,245300,1,1,1,1,1949,72,5,4,5,3,4,125,4,1,1,1,99,1,1,10,1,30,30,60,2, , , ,0, ,2, ,5,6,7,6,6,5,5,4,5,5,5,5,1,1,1,1,3,3,2,2,3,1,2,2,1,2,3,4,2,1,1,3,3,4,2,2,23
24540001,245400,1,1,1,1,1942,79,2,1,5,2,1,0,1,2, ,0, ,2,1,10,1,180,180,360,2, , , ,0, ,2, ,6,6,6,6,5,5,5,5,5,6,6,5,3,2,2,3,2,2,1,2,2,1,2,2,1,2,3,3,1,3,2,3,3,2,1,1,28
24540002,245400,2,1,1,2,1948,73,2,1,5,2,1,0,1,2, ,0, ,1,1,9,3,60,60,120,2, , , ,0, ,2, ,6,6,6,6,6,5,6,5,5,6,6,6,3,2,2,2,2,1,1,2,1,2,2,1,2,1,3,2,3,3,2,3,2,1,1,1,25
24580001,245800,1,1,1,1,1964,57,5,4,5,2,7,275,5,1,1,1,22,1,1,2,4,20,30,50,2, , , ,0, ,1,24,4,5,5,4.67,4,4,5,3,3,4,5,5,4,3,3,4,2,2,2,1,2,2,1,1,1,1,3,2,1,3,2,3,2,2,1,1,26
24580002,245800,2,1,1,2,1967,54,5,4,5,2,1,0,1,2, ,0, ,1,1,2,4,10,20,30,2, , , ,0, ,1,36,4,3,4,3.67,4,3,4,3,3,4,4,5,4,3,3,4,3,3,2,2,2,1,2,1,1,1,3,2,2,3,2,3,3,3,1,2,24
24580003,245800,3,1,1,1,1998,23,5,4,1,1,1,0,1,2, ,0, ,1,1,2,2,60,60,120,1,15,60,30,90,1,1,48,4,5,5,4.67,4,5,4,4,3,4,4,3,4,3,3,4,2,2,1,1,2,2,1,1,2,1,3,3,1,3,1,3,2,2,1,1,28
24590001,245900,1,1,1,1,1975,46,5,4,5,1,9,375,6,1,2,2,51,2,1,8,1,120,240,360,1,1,30,30,60,4,1,120,6,6,6,6,6,5,6,6,5,6,7,6,4,3,3,4,1,1,1,1,1,1,1,1,1,1,3,4,2,3,1,3,3,4,2,2,25
24600001,246000,1,1,1,2,1952,69,5,4,5,3,1,0,1,2, ,0, ,1,1,10,6,30,60,90,1,2,10,10,20,1,1, ,3,4,3,3.33,3,5,5,4,4,4,6,6,2,3,4,3,3,2,2,2,3,3,2,2,2,2,3,4,2,3,2,2,3,4,2,2,23
24600002,246000,2,1,1,1,1978,43,5,4,5,4,8,325,6,1,1,1,51,1,1,10,1,60,90,150,1,15,30,30,60,2,1,60,6,6,5,5.67,6,5,5,5,4,6,6,5,5,1,1,1,2,2,1,1,1,1,2,2,1,2,3,4,3,3,2,3,3,3,3,3,22
24610001,246100,1,1,1,1,1965,56,4,3,5,2,7,275,5,1,1,1,51,2,1,2,2,10,30,40,1,16,10,30,40,3,1,36,4,5,4,4.33,4,4,5,4,3,5,4,5,4,3,3,4,2,2,1,2,2,1,2,1,1,1,3,2,1,3,1,2,2,3,1,1,25
24610002,246100,2,1,1,2,1965,56,5,4,5,2,1,0,1,2, ,0, ,2,1,2,2,15,25,40,1,15,30,30,60,1,1,24,4,5,4,4.33,4,5,5,4,3,4,4,5,4,3,3,4,3,2,2,3,2,2,1,1,1,1,3,2,2,3,2,2,3,3,1,2,23
24670001,246700,1,1,1,1,1980,41,5,4,5,2,9,375,6,1,1,1,31,2,1,10,2,60,120,180,2, , , ,0, ,1,24,5,5,4,4.67,4,4,5,5,4,5,5,5,3,4,3,3,2,2,1,2,2,1,1,1,2,2,3,3,1,4,1,3,3,3,1,1,29
24670002,246700,2,1,1,2,1982,39,5,4,5,2,1,0,1,2, ,0, ,2,1,10,2,20,60,80,2, , , ,0, ,2, ,6,6,5,5.67,5,5,4,5,5,5,5,5,2,2,2,2,1,1,1,2,1,1,1,1,2,2,3,3,1,3,1,3,3,3,1,1,28
24680001,246800,1,1,1,2,1935,86,2,1,5,3,1,0,1,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,5,4,4,4.33,3,3,4,4,4,4,5,4,3,3,3,3,2,2,2,2,1,1,1,1,1,1,3,3,2,2,2,3,3,3,2,2,23
24680002,246800,2,1,1,1,1956,65,5,4,5,2,8,325,6,1,1,1,14,2,1,10,5,60,120,180,2, , , ,0, ,2, ,5,5,5,5,5,5,4,5,5,5,5,5,2,2,2,2,3,3,3,2,2,3,3,3,2,3,3,3,2,2,2,3,3,3,2,2,23
24680003,246800,3,0,1,2,1955,66,5,4,5,2,1,0,1,2, ,0, ,2,1,10,2,30,60,90,2, , , ,0, ,2, ,5,5,4,4.67,4,5,4,5,5,5,5,5,2,2,2,2,2,2,1,1,1,2,2,2,1,1,3,3,2,2,2,3,3,3,2,2,23
24690001,246900,1,1,1,1,1954,67,4,3,5,2,6,225,5,1,1,1,91,2,1,10,3,10,30,40,2, , , ,0, ,2, ,4,4,4,4,5,4,5,5,4,5,6,5,2,2,2,2,2,2,2,1,3,2,1,2,3,2,3,4,2,3,2,3,3,3,2,2,25
24690002,246900,2,1,1,2,1959,62,4,3,5,2,1,0,1,2, ,0, ,2,1,10,3,40,40,80,2, , , ,0, ,2, ,4,5,5,4.67,4,4,3,5,4,4,4,4,2,3,2,2,1,1,2,1,2,1,1,2,1,1,2,2,1,3,1,2,2,2,1,1,25
24700001,247000,1,1,1,1,1976,45,5,4,5,2,9,375,6,1,1,1,27,2,1,10,1,120,240,360,1,15,90,120,210,4,1,36,5,5,4,4.67,5,6,5,5,4,6,6,4,5,3,2,4,1,1,2,1,1,1,2,2,1,1,3,4,1,4,1,3,3,2,1,1,31
24700002,247000,2,1,1,2,1979,42,5,4,5,2,14,625,8,1,1,1,52,2,1,10,1,120,240,360,2, , , ,0, ,1, ,5,5,4,4.67,5,6,5,4,5,6,6,4,5,5,3,4,1,1,2,1,1,1,2,1,2,2,3,4,1,4,1,3,3,2,1,1,31
24700003,247000,3,1,1,1,2006,15,3,2,1,1,1,0,1,2, ,0, ,2,1,8,5,60,60,120,1,12,60,30,90,1,2, ,4,5,4,4.33,4,4,4,3,4,5,5,5,2,3,4,3,3,3,3,2,3,2,3,3,3,3,3,3,3,2,3,4,2,3,3,3,19
24710002,247100,2,1,1,2,1971,50,5,4,5,2,6,225,5,1,3,3,52,2,1,10,1,120,120,240,2, , , ,0, ,1, ,4,4,4,4,4,4,3,4,4,5,5,4,5,3,3,3,3,3,3,2,3,2,3,2,2,2,3,3,3,2,3,2,2,1,2,2,21
24710004,247100,4,1,1,2,2006,15,3,2,1,1,1,0,1,2, ,0, ,2,1,10,1,180,180,360,2, , , ,0, ,1,3,4,3,4,3.67,4,4,3,4,4,4,4,4,3,4,2,3,2,3,3,3,3,2,3,2,2,2,3,3,3,3,2,3,2,2,2,2,23
24710005,247100,5,1,1,2,2007,14,3,2,1,1,1,0,1,2, ,0, ,2,1,10,1,90,120,210,2, , , ,0, ,2, ,5,4,4,4.33,3,3,4,4,3,5,5,4,4,3,3,2,2,2,1,2,3,2,2,2,1,1,2,2,2,3,1,2,1,2,3,2,20
24730001,247300,1,0,1,1,1973,48,5,4,5,2,9,375,6,1,1,1,23,2,1,10,2,150,90,240,1,15,60,60,120,4,1,36,6,6,5,5.67,5,6,5,6,4,6,6,4,4,3,4,3,1,1,2,2,1,1,2,1,1,1,4,3,1,4,1,3,2,2,1,1,30
24730002,247300,2,1,1,2,1976,45,5,4,5,2,7,275,5,1,1,1,27,1,1,2,1,240,180,420,1,12,20,20,40,1,1,10,6,5,4,5,4,4,5,5,4,4,5,5,4,5,6,5,2,2,3,3,2,2,2,1,2,3,2,3,2,1,2,3,3,3,2,3,20
24730003,247300,3,1,1,1,2002,19,4,3,5,1,1,0,1,2, ,0, ,2,1,10,4,60,120,180,1,15,60,60,120,2,1,5,4,3,4,3.67,4,4,3,3,3,4,5,4,4,3,4,5,2,2,3,2,2,3,2,3,3,3,2,2,3,2,1,1,1,1,2,2,19
24730004,247300,4,1,1,1,2007,14,3,2,1,1,1,0,1,2, ,0, ,2,1,10,2,60,120,180,1,15,60,60,120,2,1,4,3,2,3,2.67,4,4,3,3,3,4,4,4,5,4,5,4,2,2,3,2,2,3,3,2,3,2,2,2,3,2,1,1,1,1,2,3,18
24740001,247400,1,1,1,1,1975,46,5,4,5,2,9,375,6,1,1,1,32,1,1,10,3,60,120,180,1,2,30,0,30,1,1,4,4,5,4,4.33,4,4,3,4,4,3,3,4,3,4,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3,2,2,3,2,3,2,2,21
24740002,247400,2,1,1,2,1978,43,5,4,5,2,1,0,1,2, ,0, ,1,1,10,4,60,90,150,1,12,30,10,40,1,1,5,4,3,4,3.67,4,4,4,3,3,5,5,5,4,3,4,4,2,2,2,3,2,2,2,2,2,2,2,3,2,2,1,2,2,2,1,1,24
24740003,247400,3,1,1,2,2008,13,3,2,1,1,1,0,1,2, ,0, ,1,1,10,3,60,60,120,1,12,60,60,120,1,2, ,4,4,4,4,3,3,4,3,3,3,3,4,2,3,3,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,2,3,2,2,2,2,22
24750001,247500,1,1,1,2,1973,48,5,4,5,2,9,375,6,1,1,1,52,2,1,10,4,20,60,80,1,15,10,30,40,1,1,48,6,5,6,5.67,6,5,5,5,6,6,6,7,5,4,4,2,2,2,1,1,2,2,2,1,2,2,4,4,1,3,1,4,3,2,2,1,31
24750002,247500,2,1,1,1,1974,47,5,4,5,2,9,375,6,1,1,1,27,2,1,10,2,30,30,60,1,15,30,30,60,1,1,12,6,6,5,5.67,5,4,5,4,2,5,5,4,2,4,3,4,3,2,2,3,2,1,2,2,3,1,3,3,2,2,3,2,3,2,1,1,24
24750003,247500,3,1,1,1,2006,15,3,2,1,1,1,0,1,2, ,0, ,2,1,10,1,120,210,330,1,15,30,60,90,2,1,6,4,3,5,4,3,4,4,3,4,4,3,3,5,6,1,5,3,3,2,2,3,2,2,3,3,4,2,2,3,3,2,1,2,1,2,3,19
24770001,247700,1,1,1,1,1965,56,5,4,5,2,10,425,7,1,1,1,14,2,1,10,6,30,30,60,2, , , ,0, ,2, ,6,6,5,5.67,4,5,3,4,3,5,4,5,3,3,2,3,3,3,2,3,1,2,3,2,1,2,2,3,2,1,2,2,1,3,2,2,18
24770002,247700,2,1,1,2,1969,52,5,4,5,2,1,0,1,2, ,0, ,1,1,10,2,20,40,60,2, , , ,0, ,1,24,5,4,5,4.67,4,5,4,3,4,4,5,4,3,3,2,2,2,1,1,1,2,1,2,2,1,1,3,3,1,2,3,2,2,1,2,2,23
24770003,247700,3,1,1,2,1999,22,5,4,1,1,1,0,1,2, ,0, ,2,1,8,4,60,60,120,1,15,60,120,180,1,1,4,5,4,5,4.67,5,5,5,4,5,5,5,6,4,5,5,5,3,3,3,2,3,4,2,3,3,3,3,3,2,3,4,2,3,2,3,3,20
24780001,247800,1,1,1,1,1972,49,5,4,5,2,10,425,7,1,1,1,31,1,1,10,5,0,60,60,1,15,20,30,50,1,1,24,6,5,6,5.67,5,4,5,5,3,5,5,4,3,2,1,2,2,2,1,1,2,1,2,3,2,1,3,4,1,2,2,3,3,2,1,1,28
24780002,247800,2,1,1,2,1976,45,5,4,5,2,6,225,5,1,1,1,28,1,1,10,5,210,210,420,1,15,60,60,120,2,1,180,5,6,6,5.67,5,4,5,5,2,5,6,4,4,1,1,4,2,2,1,1,2,1,1,2,3,2,3,3,1,2,2,3,2,2,2,1,25
24780003,247800,3,1,1,2,2004,17,4,3,1,1,1,0,1,2, ,0, ,2,1,10,1,90,120,210,1,15,60,60,120,2,1,11,4,4,3,3.67,4,3,3,2,3,4,3,4,5,2,1,3,3,2,1,2,1,2,2,3,1,1,3,3,2,2,2,3,3,2,2,3,23
24780004,247800,4,1,1,2,2006,15,3,2,1,1,1,0,1,2, ,0, ,2,1,10,2,60,60,120,1,24,60,60,120,4,1,3,4,5,5,4.67,4,3,3,2,3,5,4,5,3,3,2,3,1,2,1,1,1,2,2,1,2,1,3,3,1,2,2,4,3,2,1,1,28
24790001,247900,1,1,1,2,1944,77,4,3,3,3,4,125,4,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,2, ,3,3,3,3,2,2,2,2,2,4,4,4,5,5,5,5,2,1,3,3,2,2,3,2,2,1,2,2,1,1,2,2,2,2,1,1,22
24830001,248300,1,1,1,1,1972,49,4,3,5,2,7,275,5,1,1,1,74,1,1,1,1,120,90,210,2, , , ,0, ,1,2,5,6,5,5.33,5,5,6,6,5,6,6,7,3,2,2,1,3,3,2,1,1,2,2,1,1,2,3,2,2,3,1,3,2,1,1,2,26
24830002,248300,2,1,1,2,1974,47,4,3,5,2,5,175,4,1,1,1,39,1,1,10,1,210,120,330,2, , , ,0, ,1,24,6,5,5,5.33,7,6,6,7,6,6,5,5,3,2,2,3,3,2,1,1,2,2,1,1,2,1,3,3,2,3,1,3,2,3,2,2,24
24830003,248300,3,1,1,2,1998,23,5,4,5,1,1,0,1,2, ,0, ,2,1,8,1,290,230,520,1,15,90,30,120,1,1,5,6,7,7,6.67,6,6,7,6,6,7,6,6,4,3,3,2,3,2,2,1,1,2,2,1,1,2,4,4,2,3,3,2,3,1,2,1,27
24830004,248300,4,1,1,2,2000,21,5,4,1,1,1,0,1,2, ,0, ,2,1,6,3,210,0,210,1,1,180,0,180,2,1,7,7,6,6,6.33,7,6,6,5,5,5,6,6,2,2,1,2,2,1,1,2,2,1,1,2,2,1,4,3,1,3,2,3,2,1,1,2,28
24840001,248400,1,1,1,1,1946,75,3,2,5,2,4,125,4,1,3,3,61,2,2, , , , ,0,2, , , ,0, ,2, ,6,5,4,5,5,4,3,4,4,6,5,5,2,1,2,2,2,1,2,2,1,2,2,1,2,2,3,2,2,4,3,3,2,3,1,1,24
24840002,248400,2,1,1,2,1949,72,2,1,5,2,2,25,2,1,4,4,61,2,2, , , , ,0,2, , , ,0, ,2, ,5,4,5,4.67,5,6,5,4,5,6,5,6,2,1,2,2,1,2,2,1,2,2,1,2,2,2,3,2,2,4,3,2,3,3,1,1,24
24840101,248401,1,1,1,1,1977,44,5,4,5,2,8,325,6,1,3,3,61,2,1,10,3,30,30,60,2, , , ,0, ,2, ,6,5,5,5.33,5,4,5,5,5,6,6,6,2,1,2,2,1,2,2,1,2,2,1,2,2,2,3,4,2,4,3,3,3,4,2,2,24
