key,key1
1001480CS2000303,1001480CS200030
1000359CS2000373,1000359CS200037
1000245CS1000083,1000245CS100008
1000520CS3000093,1000520CS300009
1000207CS1000073,1000207CS100007
1000373CS3000113,1000373CS300011
1001235CS3000283,1001235CS300028
1000542CS2000283,1000542CS200028
1001241CS1000093,1001241CS100009
1001041CS2000083,1001041CS200008
1000404CS3000223,1000404CS300022
1001213CS3000113,1001213CS300011
1000591CS2000013,1000591CS200001
1001199CS3000213,1001199CS300021
1000383CS1000093,1000383CS100009
1001199CS2000063,1001199CS200006
1000615CS1000083,1000615CS100008
1000979CS1000083,1000979CS100008
1000714CS3000093,1000714CS300009
1000579CS3000013,1000579CS300001
1000579CS2000083,1000579CS200008
1001022CS2000053,1001022CS200005
1001057CS3000353,1001057CS300035
1000592CS2000013,1000592CS200001
1000760CS1000073,1000760CS100007
1000597CS2000263,1000597CS200026
1000381CS3000113,1000381CS300011
1001365CS1000053,1001365CS100005
1001338CS3000093,1001338CS300009
1001220CS1000063,1001220CS100006
1001198CS2000343,1001198CS200034
1000561CS1000013,1000561CS100001
1001051CS2000033,1001051CS200003
1001221CS2000033,1001221CS200003
1000361CS3000323,1000361CS300032
1001066CS3000223,1001066CS300022
1001198CS3000333,1001198CS300033
1000585CS3000113,1000585CS300011
1001413CS3000293,1001413CS300029
1000433CS1000053,1000433CS100005
1000587CS2000313,1000587CS200031
1000908CS3000103,1000908CS300010
1001140CS2000163,1001140CS200016
1000585CS3000073,1000585CS300007
1001410CS2000283,1001410CS200028
1001111CS1000013,1001111CS100001
1001093CS3000013,1001093CS300001
1000907CS3000113,1000907CS300011
1000940CS3000243,1000940CS300024
1000887CS2000033,1000887CS200003
1000958CS1000083,1000958CS100008
1001110CS2000073,1001110CS200007
1001002CS2000283,1001002CS200028
1000674CS3000183,1000674CS300018
1001041CS3000213,1001041CS300021
1000526CS1000063,1000526CS100006
1000902CS1000103,1000902CS100010
1001093CS3000103,1001093CS300010
1000193CS1000013,1000193CS100001
1000957CS2000073,1000957CS200007
1001220CS3000273,1001220CS300027
1001412CS1000063,1001412CS100006
1000587CS1000053,1000587CS100005
1000198CS2000283,1000198CS200028
1001107CS1000043,1001107CS100004
1000933CS3000223,1000933CS300022
1000933CS2000283,1000933CS200028
1000953CS1000093,1000953CS100009
1000961CS1000053,1000961CS100005
1000366CS3000193,1000366CS300019
1001070CS3000163,1001070CS300016
1001110CS1000033,1001110CS100003
1001101CS2000253,1001101CS200025
1000904CS3000013,1000904CS300001
1000402CS2000283,1000402CS200028
1000939CS1000053,1000939CS100005
1001065CS2000013,1001065CS200001
1000404CS2000163,1000404CS200016
1000951CS2000243,1000951CS200024
1000571CS3000273,1000571CS300027
1001496CS1000023,1001496CS100002
1001054CS2000313,1001054CS200031
1000918CS3000023,1000918CS300002
1001125CS1000103,1001125CS100010
1001480CS2000343,1001480CS200034
1000952CS1000083,1000952CS100008
1000952CS3000213,1000952CS300021
1000871CS3000163,1000871CS300016
1000427CS1000073,1000427CS100007
1001030CS1000053,1001030CS100005
1000027CS2000343,1000027CS200034
1000859CS3000223,1000859CS300022
1000870CS2000303,1000870CS200030
1001137CS1000103,1001137CS100010
1001034CS3000333,1001034CS300033
1001024CS3000163,1001024CS300016
1000960CS3000183,1000960CS300018
1001088CS2000073,1001088CS200007
1000941CS1000023,1000941CS100002
1000872CS3000073,1000872CS300007
1000893CS1000063,1000893CS100006
1001141CS1000073,1001141CS100007
1000917CS2000023,1000917CS200002
1000945CS3000063,1000945CS300006
1000943CS2000293,1000943CS200029
1000867CS2000163,1000867CS200016
1001039CS3000013,1001039CS300001
1000956CS1000083,1000956CS100008
1001063CS1000063,1001063CS100006
1001063CS2000053,1001063CS200005
1001062CS3000013,1001062CS300001
1001162CS3000173,1001162CS300017
1000941CS2000293,1000941CS200029
1000850CS1000023,1000850CS100002
1000959CS2000073,1000959CS200007
1000960CS3000283,1000960CS300028
1000144CS2000243,1000144CS200024
1001060CS1000083,1001060CS100008
1000260CS2000343,1000260CS200034
1001063CS2000073,1001063CS200007
1001060CS3000013,1001060CS300001
1000404CS2000013,1000404CS200001
1001105CS1000033,1001105CS100003
1001441CS1000013,1001441CS100001
1000972CS2000303,1000972CS200030
1000833CS2000283,1000833CS200028
1000957CS3000183,1000957CS300018
1000815CS2000283,1000815CS200028
1000785CS3000093,1000785CS300009
1000497CS2000283,1000497CS200028
1000815CS1000093,1000815CS100009
1001460CS1000053,1001460CS100005
1001179CS1000063,1001179CS100006
1000972CS2000083,1000972CS200008
1000957CS2000053,1000957CS200005
1001430CS3000163,1001430CS300016
1000980CS1000013,1000980CS100001
1000829CS2000053,1000829CS200005
1001458CS2000013,1001458CS200001
1001482CS1000033,1001482CS100003
1000637CS2000053,1000637CS200005
1001459CS3000273,1001459CS300027
1001002CS3000043,1001002CS300004
1000799CS3000333,1000799CS300033
1000386CS3000163,1000386CS300016
1001453CS1000053,1001453CS100005
1001173CS1000033,1001173CS100003
1001417CS3000113,1001417CS300011
1000830CS1000033,1000830CS100003
1001220CS2000303,1001220CS200030
1000984CS1000103,1000984CS100010
1000837CS1000083,1000837CS100008
1000991CS2000033,1000991CS200003
1000911CS3000113,1000911CS300011
1001105CS2000363,1001105CS200036
1000404CS2000303,1000404CS200030
1000698CS2000343,1000698CS200034
1000012CS3000023,1000012CS300002
1000979CS2000303,1000979CS200030
1001031CS3000283,1001031CS300028
1001417CS1000013,1001417CS100001
1000716CS2000343,1000716CS200034
1000764CS1000013,1000764CS100001
1000984CS2000253,1000984CS200025
1001119CS3000283,1001119CS300028
1000710CS3000333,1000710CS300033
1000719CS1000023,1000719CS100002
1001484CS2000313,1001484CS200031
1000981CS2000073,1000981CS200007
1001438CS3000013,1001438CS300001
1000714CS1000013,1000714CS100001
1001008CS1000103,1001008CS100010
1001158CS2000283,1001158CS200028
1000691CS2000013,1000691CS200001
1000993CS1000013,1000993CS100001
1001144CS3000433,1001144CS300043
1001025CS3000193,1001025CS300019
1000381CS2000373,1000381CS200037
1000984CS3000023,1000984CS300002
1001009CS1000013,1001009CS100001
1001159CS2000023,1001159CS200002
1000502CS2000083,1000502CS200008
1001009CS3000113,1001009CS300011
1000500CS1000023,1000500CS100002
1001163CS1000053,1001163CS100005
1000971CS2000033,1000971CS200003
1001178CS3000113,1001178CS300011
1000466CS1000053,1000466CS100005
1000466CS1000103,1000466CS100010
1000993CS2000243,1000993CS200024
1000804CS2000373,1000804CS200037
1000492CS2000013,1000492CS200001
1000185CS2000253,1000185CS200025
1000977CS2000063,1000977CS200006
1000246CS3000113,1000246CS300011
1000592CS3000073,1000592CS300007
1001451CS3000323,1001451CS300032
1001451CS3000073,1001451CS300007
1001137CS3000203,1001137CS300020
1000644CS1000033,1000644CS100003
1001256CS2000243,1001256CS200024
1000967CS3000013,1000967CS300001
1000482CS3000013,1000482CS300001
1001137CS2000073,1001137CS200007
1000437CS3000183,1000437CS300018
1001137CS3000353,1001137CS300035
1001216CS3000333,1001216CS300033
1000997CS1000023,1000997CS100002
1000440CS1000083,1000440CS100008
1000739CS2000373,1000739CS200037
1000985CS3000333,1000985CS300033
1000451CS3000023,1000451CS300002
1001483CS3000283,1001483CS300028
1000505CS1000093,1000505CS100009
1001166CS2000073,1001166CS200007
1000985CS3000023,1000985CS300002
1001206CS3000183,1001206CS300018
1001112CS1000103,1001112CS100010
1001360CS1000093,1001360CS100009
1001156CS2000073,1001156CS200007
1000985CS3000093,1000985CS300009
1001000CS2000293,1001000CS200029
1001156CS2000163,1001156CS200016
1001259CS2000083,1001259CS200008
1001259CS2000303,1001259CS200030
1000351CS2000283,1000351CS200028
1000987CS1000013,1000987CS100001
1001006CS3000293,1001006CS300029
1000336CS3000013,1000336CS300001
1001169CS2000373,1001169CS200037
1001072CS3000283,1001072CS300028
1000589CS3000183,1000589CS300018
1000346CS2000033,1000346CS200003
1001446CS1000053,1001446CS100005
1000580CS2000373,1000580CS200037
1000347CS2000253,1000347CS200025
1000199CS2000013,1000199CS200001
1000347CS2000023,1000347CS200002
1000602CS3000073,1000602CS300007
1001414CS2000283,1001414CS200028
1000263CS2000083,1000263CS200008
1000301CS1000023,1000301CS100002
1000033CS2000343,1000033CS200034
1000284CS2000063,1000284CS200006
1000279CS2000163,1000279CS200016
1000570CS1000083,1000570CS100008
1000107CS2000063,1000107CS200006
1000264CS2000313,1000264CS200031
1000295CS2000373,1000295CS200037
1000977CS1000063,1000977CS100006
1001247CS3000323,1001247CS300032
1000556CS3000183,1000556CS300018
1001271CS1000093,1001271CS100009
1000454CS1000093,1000454CS100009
1000085CS1000013,1000085CS100001
1000344CS2000013,1000344CS200001
1001351CS1000013,1001351CS100001
1001150CS2000373,1001150CS200037
1001140CS1000013,1001140CS100001
1000291CS2000073,1000291CS200007
1001491CS3000363,1001491CS300036
1000266CS1000023,1000266CS100002
1000556CS2000073,1000556CS200007
1001330CS3000183,1001330CS300018
1000020CS1000013,1000020CS100001
1000246CS2000253,1000246CS200025
1000744CS3000113,1000744CS300011
1001082CS2000373,1001082CS200037
1000338CS3000163,1000338CS300016
1001196CS3000183,1001196CS300018
1000058CS1000013,1000058CS100001
1000276CS1000103,1000276CS100010
1000073CS3000223,1000073CS300022
1000287CS3000163,1000287CS300016
1001414CS3000083,1001414CS300008
1000227CS2000253,1000227CS200025
1000242CS1000093,1000242CS100009
1001414CS3000023,1001414CS300002
1000072CS3000103,1000072CS300010
1001331CS3000153,1001331CS300015
1000151CS3000213,1000151CS300021
1000583CS2000063,1000583CS200006
1000595CS3000333,1000595CS300033
1001210CS3000023,1001210CS300002
1000132CS2000023,1000132CS200002
1001210CS2000073,1001210CS200007
1000583CS1000103,1000583CS100010
1001419CS1000023,1001419CS100002
1001186CS1000043,1001186CS100004
1000067CS1000053,1000067CS100005
1001071CS2000243,1001071CS200024
1001340CS1000063,1001340CS100006
1000592CS3000193,1000592CS300019
1000067CS1000103,1000067CS100010
1000575CS2000253,1000575CS200025
1001178CS2000033,1001178CS200003
1000564CS3000023,1000564CS300002
1001178CS1000043,1001178CS100004
1001145CS1000023,1001145CS100002
1001475CS1000093,1001475CS100009
1000552CS1000013,1000552CS100001
1000938CS2000313,1000938CS200031
1001185CS3000013,1001185CS300001
1001180CS1000103,1001180CS100010
1001186CS2000033,1001186CS200003
1000564CS3000363,1000564CS300036
1000598CS1000103,1000598CS100010
1001147CS3000433,1001147CS300043
1000081CS2000343,1000081CS200034
1001095CS2000313,1001095CS200031
1001343CS3000173,1001343CS300017
1000894CS3000113,1000894CS300011
1000623CS2000313,1000623CS200031
1001087CS1000103,1001087CS100010
1001430CS2000373,1001430CS200037
1000797CS1000013,1000797CS100001
1000788CS1000013,1000788CS100001
1000636CS1000023,1000636CS100002
1000655CS3000013,1000655CS300001
1001254CS2000063,1001254CS200006
1000071CS1000063,1000071CS100006
1000638CS3000113,1000638CS300011
1000071CS3000203,1000071CS300020
1001078CS2000073,1001078CS200007
1000615CS3000113,1000615CS300011
1000158CS1000103,1000158CS100010
1001149CS3000353,1001149CS300035
1001095CS3000213,1001095CS300021
1000896CS1000093,1000896CS100009
1001417CS3000093,1001417CS300009
1000630CS1000023,1000630CS100002
1001074CS1000023,1001074CS100002
1001076CS1000103,1001076CS100010
1001076CS2000373,1001076CS200037
1000634CS3000013,1000634CS300001
1000635CS1000013,1000635CS100001
1000617CS2000073,1000617CS200007
1000100CS2000063,1000100CS200006
1001493CS3000163,1001493CS300016
1001254CS1000043,1001254CS100004
1000669CS1000073,1000669CS100007
1000119CS3000013,1000119CS300001
1000616CS3000023,1000616CS300002
1000616CS2000173,1000616CS200017
1000616CS3000223,1000616CS300022
1001050CS1000043,1001050CS100004
1000096CS2000283,1000096CS200028
1000101CS1000013,1000101CS100001
1001078CS1000063,1001078CS100006
1001035CS1000013,1001035CS100001
1000925CS1000103,1000925CS100010
1001321CS3000013,1001321CS300001
1001267CS3000013,1001267CS300001
1001294CS2000063,1001294CS200006
1000631CS3000013,1000631CS300001
1000664CS1000033,1000664CS100003
1001494CS1000023,1001494CS100002
1000641CS2000373,1000641CS200037
1001260CS1000103,1001260CS100010
1000671CS1000023,1000671CS100002
1000110CS2000163,1000110CS200016
1000622CS1000093,1000622CS100009
1000671CS2000283,1000671CS200028
1001023CS1000013,1001023CS100001
1000095CS2000063,1000095CS200006
1000931CS1000083,1000931CS100008
1000659CS3000113,1000659CS300011
1000621CS3000183,1000621CS300018
1001427CS1000013,1001427CS100001
1000614CS2000013,1000614CS200001
1000092CS3000023,1000092CS300002
1000670CS1000093,1000670CS100009
1000117CS2000023,1000117CS200002
1000091CS2000313,1000091CS200031
1001027CS2000293,1001027CS200029
1000673CS2000373,1000673CS200037
1000165CS1000083,1000165CS100008
1000165CS1000023,1000165CS100002
1000141CS1000013,1000141CS100001
1001050CS2000163,1001050CS200016
1001492CS3000243,1001492CS300024
1001232CS3000073,1001232CS300007
1001227CS2000023,1001227CS200002
1001227CS3000213,1001227CS300021
1001227CS2000033,1001227CS200003
1000165CS1000053,1000165CS100005
1001127CS3000043,1001127CS300004
1001286CS3000013,1001286CS300001
1001265CS3000013,1001265CS300001
1000666CS2000283,1000666CS200028
1001297CS1000073,1001297CS100007
1001265CS3000143,1001265CS300014
1000833CS3000213,1000833CS300021
1000110CS3000143,1000110CS300014
1000203CS1000073,1000203CS100007
1000833CS3000113,1000833CS300011
1000665CS2000343,1000665CS200034
1001492CS3000263,1001492CS300026
1001078CS2000243,1001078CS200024
1001273CS2000323,1001273CS200032
1001050CS3000183,1001050CS300018
1001117CS1000083,1001117CS100008
1001282CS2000373,1001282CS200037
1000039CS1000093,1000039CS100009
1000136CS1000103,1000136CS100010
1001209CS3000023,1001209CS300002
1001208CS3000023,1001208CS300002
1001200CS2000303,1001200CS200030
1001493CS2000053,1001493CS200005
1001290CS2000283,1001290CS200028
1001297CS3000013,1001297CS300001
1000046CS3000023,1000046CS300002
1001290CS1000013,1001290CS100001
1001290CS3000013,1001290CS300001
1001092CS1000043,1001092CS100004
1001493CS3000313,1001493CS300031
1000222CS2000343,1000222CS200034
1001282CS2000083,1001282CS200008
1001211CS3000023,1001211CS300002
1000061CS2000283,1000061CS200028
1001427CS3000203,1001427CS300020
1001211CS3000163,1001211CS300016
1001211CS3000113,1001211CS300011
1001165CS1000093,1001165CS100009
1000878CS3000113,1000878CS300011
1000038CS2000313,1000038CS200031
1000038CS3000173,1000038CS300017
1001143CS1000043,1001143CS100004
1001292CS1000093,1001292CS100009
1000104CS3000023,1000104CS300002
1000222CS1000063,1000222CS100006
1001011CS1000103,1001011CS100010
1001011CS1000073,1001011CS100007
1000049CS3000183,1000049CS300018
1000032CS3000013,1000032CS300001
1001201CS1000043,1001201CS100004
1000057CS3000113,1000057CS300011
1001011CS2000073,1001011CS200007
1000057CS2000283,1000057CS200028
1000248CS2000283,1000248CS200028
1000057CS1000013,1000057CS100001
1001146CS3000013,1001146CS300001
1001169CS1000063,1001169CS100006
1001296CS3000223,1001296CS300022
1001022CS1000033,1001022CS100003
1001011CS2000053,1001011CS200005
1000030CS1000023,1000030CS100002
1000077CS2000163,1000077CS200016
1000103CS2000313,1000103CS200031
1001289CS2000373,1001289CS200037
1000069CS2000023,1000069CS200002
1000052CS3000143,1000052CS300014
1000052CS3000023,1000052CS300002
1001291CS1000103,1001291CS100010
1001195CS2000053,1001195CS200005
1001172CS1000013,1001172CS100001
1000091CS1000053,1000091CS100005
1000086CS3000063,1000086CS300006
1000107CS1000093,1000107CS100009
1000138CS2000163,1000138CS200016
1000118CS3000013,1000118CS300001
1000115CS1000013,1000115CS100001
1000110CS2000253,1000110CS200025
1001330CS3000313,1001330CS300031
1000150CS3000183,1000150CS300018
1000148CS3000073,1000148CS300007
1001307CS3000113,1001307CS300011
1000126CS2000083,1000126CS200008
1000677CS1000013,1000677CS100001
1000136CS2000243,1000136CS200024
1000160CS3000203,1000160CS300020
1000135CS2000053,1000135CS200005
1000150CS3000163,1000150CS300016
1000230CS2000373,1000230CS200037
1000251CS2000163,1000251CS200016
1000226CS1000083,1000226CS100008
1000146CS1000063,1000146CS100006
1001160CS3000173,1001160CS300017
1000152CS1000083,1000152CS100008
1000161CS3000023,1000161CS300002
1000161CS2000163,1000161CS200016
1000154CS1000093,1000154CS100009
1001152CS1000083,1001152CS100008
1001230CS2000083,1001230CS200008
1000277CS1000053,1000277CS100005
1001331CS2000283,1001331CS200028
1000227CS2000033,1000227CS200003
1001330CS2000083,1001330CS200008
1001238CS3000143,1001238CS300014
1000144CS2000193,1000144CS200019
1000218CS1000093,1000218CS100009
1000242CS1000103,1000242CS100010
1000252CS3000213,1000252CS300021
1001332CS1000023,1001332CS100002
1000244CS2000013,1000244CS200001
1000244CS1000063,1000244CS100006
1000267CS2000083,1000267CS200008
1000278CS2000283,1000278CS200028
1000287CS2000373,1000287CS200037
1001330CS1000053,1001330CS100005
1000235CS1000013,1000235CS100001
1000317CS1000083,1000317CS100008
1000237CS2000163,1000237CS200016
1000246CS2000053,1000246CS200005
1000237CS2000243,1000237CS200024
1000225CS2000283,1000225CS200028
1000233CS3000183,1000233CS300018
1001335CS1000093,1001335CS100009
1000876CS3000213,1000876CS300021
1000438CS3000013,1000438CS300001
1000311CS3000023,1000311CS300002
1000342CS2000373,1000342CS200037
1000352CS1000053,1000352CS100005
1000775CS3000113,1000775CS300011
1000758CS2000073,1000758CS200007
1000264CS3000163,1000264CS300016
1001343CS2000283,1001343CS200028
1000294CS3000183,1000294CS300018
1001351CS3000183,1001351CS300018
1000274CS2000013,1000274CS200001
1000310CS3000093,1000310CS300009
1000318CS2000253,1000318CS200025
1000344CS2000283,1000344CS200028
1000298CS3000113,1000298CS300011
1000298CS1000013,1000298CS100001
1000273CS3000223,1000273CS300022
1000286CS3000163,1000286CS300016
1000288CS3000043,1000288CS300004
1000314CS3000213,1000314CS300021
1000605CS1000013,1000605CS100001
1000405CS1000083,1000405CS100008
1001256CS3000163,1001256CS300016
1000271CS3000163,1000271CS300016
1000271CS1000093,1000271CS100009
1000775CS1000073,1000775CS100007
1000324CS2000283,1000324CS200028
1001251CS1000103,1001251CS100010
1001229CS3000213,1001229CS300021
1000308CS3000023,1000308CS300002
1000349CS2000073,1000349CS200007
1000320CS1000013,1000320CS100001
1000270CS2000193,1000270CS200019
1001379CS1000083,1001379CS100008
1001377CS1000073,1001377CS100007
1001379CS3000083,1001379CS300008
1000319CS2000053,1000319CS200005
1000349CS2000253,1000349CS200025
1000435CS3000023,1000435CS300002
1000453CS2000083,1000453CS200008
1000399CS3000013,1000399CS300001
1000351CS1000093,1000351CS100009
1001446CS3000223,1001446CS300022
1000733CS3000073,1000733CS300007
1000316CS3000183,1000316CS300018
1001257CS2000063,1001257CS200006
1000315CS2000013,1000315CS200001
1000337CS2000013,1000337CS200001
1001259CS3000193,1001259CS300019
1000449CS3000033,1000449CS300003
1001206CS3000213,1001206CS300021
1000347CS2000313,1000347CS200031
1000402CS3000073,1000402CS300007
1000338CS3000213,1000338CS300021
1000336CS1000063,1000336CS100006
1001348CS1000053,1001348CS100005
1000336CS2000303,1000336CS200030
1000323CS2000073,1000323CS200007
1000335CS1000083,1000335CS100008
1000337CS3000093,1000337CS300009
1001484CS3000163,1001484CS300016
1001349CS3000223,1001349CS300022
1001349CS3000083,1001349CS300008
1000769CS2000063,1000769CS200006
1001350CS1000013,1001350CS100001
1000340CS1000063,1000340CS100006
1000345CS3000023,1000345CS300002
1000966CS1000073,1000966CS100007
1000471CS2000083,1000471CS200008
1000505CS3000073,1000505CS300007
1001182CS3000283,1001182CS300028
1000323CS3000173,1000323CS300017
1000491CS1000013,1000491CS100001
1000683CS2000313,1000683CS200031
1000702CS3000023,1000702CS300002
1000702CS1000013,1000702CS100001
1000437CS2000373,1000437CS200037
1000437CS1000043,1000437CS100004
1000447CS3000073,1000447CS300007
1001022CS2000333,1001022CS200033
1001380CS1000093,1001380CS100009
1001213CS3000013,1001213CS300001
1000439CS1000073,1000439CS100007
1001439CS2000283,1001439CS200028
1000464CS2000033,1000464CS200003
1000436CS1000053,1000436CS100005
1001185CS3000213,1001185CS300021
1000504CS2000053,1000504CS200005
1000488CS2000253,1000488CS200025
1000451CS3000013,1000451CS300001
1000451CS2000293,1000451CS200029
1000488CS2000033,1000488CS200003
1000460CS1000083,1000460CS100008
1000264CS1000073,1000264CS100007
1000439CS3000273,1000439CS300027
1000737CS2000013,1000737CS200001
1000774CS1000083,1000774CS100008
1001016CS2000243,1001016CS200024
1001051CS1000013,1001051CS100001
1000464CS3000223,1000464CS300022
1000811CS2000283,1000811CS200028
1000744CS2000253,1000744CS200025
1000831CS1000023,1000831CS100002
1000774CS1000023,1000774CS100002
1001252CS1000073,1001252CS100007
1000954CS3000013,1000954CS300001
1000497CS2000263,1000497CS200026
1000459CS2000313,1000459CS200031
1000476CS1000053,1000476CS100005
1000480CS1000043,1000480CS100004
1000773CS3000013,1000773CS300001
1000756CS3000073,1000756CS300007
1000273CS2000073,1000273CS200007
1000470CS2000283,1000470CS200028
1000480CS3000213,1000480CS300021
1000493CS2000263,1000493CS200026
1000465CS1000103,1000465CS100010
1001056CS2000343,1001056CS200034
1000289CS3000033,1000289CS300003
1001385CS3000173,1001385CS300017
1000381CS1000093,1000381CS100009
1000726CS3000293,1000726CS300029
1001144CS3000043,1001144CS300004
1000470CS1000103,1000470CS100010
1000737CS3000073,1000737CS300007
1001164CS3000333,1001164CS300033
1000689CS2000303,1000689CS200030
1000950CS3000013,1000950CS300001
1000690CS1000063,1000690CS100006
1001164CS1000083,1001164CS100008
1001167CS3000223,1001167CS300022
1001164CS1000063,1001164CS100006
1000502CS2000163,1000502CS200016
1000474CS1000023,1000474CS100002
1001134CS1000033,1001134CS100003
1000691CS3000213,1000691CS300021
1000472CS2000173,1000472CS200017
1000471CS1000083,1000471CS100008
1000463CS2000083,1000463CS200008
1001025CS3000223,1001025CS300022
1001134CS3000203,1001134CS300020
1000826CS1000073,1000826CS100007
1000727CS2000283,1000727CS200028
1001142CS1000083,1001142CS100008
1001170CS2000063,1001170CS200006
1000768CS2000053,1000768CS200005
1000688CS2000033,1000688CS200003
1001158CS2000373,1001158CS200037
1000727CS2000083,1000727CS200008
1000744CS1000023,1000744CS100002
1001158CS2000063,1001158CS200006
1000708CS3000153,1000708CS300015
1000712CS2000083,1000712CS200008
1000816CS1000093,1000816CS100009
1000598CS1000013,1000598CS100001
1000720CS1000013,1000720CS100001
1000772CS3000183,1000772CS300018
1000719CS2000163,1000719CS200016
1001031CS1000063,1001031CS100006
1001119CS1000033,1001119CS100003
1001031CS2000303,1001031CS200030
1001031CS2000283,1001031CS200028
1000708CS3000333,1000708CS300033
1000731CS3000163,1000731CS300016
1000817CS3000353,1000817CS300035
1001032CS1000043,1001032CS100004
1001031CS2000083,1001031CS200008
1001032CS3000113,1001032CS300011
1000817CS3000163,1000817CS300016
1001158CS3000283,1001158CS300028
1000698CS1000073,1000698CS100007
1000722CS3000113,1000722CS300011
1000697CS1000093,1000697CS100009
1000883CS1000043,1000883CS100004
1000685CS3000023,1000685CS300002
1000358CS2000013,1000358CS200001
1000785CS2000173,1000785CS200017
1000695CS2000053,1000695CS200005
1000687CS2000343,1000687CS200034
1001458CS1000103,1001458CS100010
1000371CS3000013,1000371CS300001
1000793CS2000373,1000793CS200037
1000797CS1000053,1000797CS100005
1001124CS3000213,1001124CS300021
1000718CS3000113,1000718CS300011
1001113CS1000013,1001113CS100001
1001439CS1000013,1001439CS100001
1000796CS1000103,1000796CS100010
1001124CS3000223,1001124CS300022
1000837CS2000083,1000837CS200008
1000837CS3000163,1000837CS300016
1000745CS3000013,1000745CS300001
1000829CS1000103,1000829CS100010
1000785CS3000113,1000785CS300011
1001448CS3000073,1001448CS300007
1000783CS2000013,1000783CS200001
1001459CS3000073,1001459CS300007
1001028CS1000093,1001028CS100009
1000836CS2000083,1000836CS200008
1000799CS2000373,1000799CS200037
1000779CS2000283,1000779CS200028
1001040CS2000373,1001040CS200037
1001031CS2000343,1001031CS200034
1000793CS3000293,1000793CS300029
1000829CS2000033,1000829CS200003
1000803CS3000023,1000803CS300002
1000801CS3000183,1000801CS300018
1000784CS3000333,1000784CS300033
1001046CS2000073,1001046CS200007
1000827CS1000073,1000827CS100007
1000815CS3000183,1000815CS300018
1000818CS3000163,1000818CS300016
1000833CS2000083,1000833CS200008
1000834CS2000063,1000834CS200006
1000834CS2000163,1000834CS200016
1001455CS3000113,1001455CS300011
1000786CS2000063,1000786CS200006
1000786CS1000083,1000786CS100008
1000870CS3000283,1000870CS300028
1001455CS1000083,1001455CS100008
1001441CS2000063,1001441CS200006
1000864CS2000303,1000864CS200030
1000798CS2000023,1000798CS200002
1001441CS2000313,1001441CS200031
1001244CS1000073,1001244CS100007
1000793CS2000083,1000793CS200008
1001039CS3000223,1001039CS300022
1001063CS1000013,1001063CS100001
1001374CS2000063,1001374CS200006
1000850CS2000253,1000850CS200025
1000412CS2000073,1000412CS200007
1000850CS2000073,1000850CS200007
1001033CS2000373,1001033CS200037
1001042CS2000173,1001042CS200017
1001062CS2000303,1001062CS200030
1000825CS2000023,1000825CS200002
1001109CS3000113,1001109CS300011
1001224CS3000203,1001224CS300020
1001109CS2000283,1001109CS200028
1001224CS1000083,1001224CS100008
1001224CS1000023,1001224CS100002
1000864CS1000013,1000864CS100001
1000867CS2000033,1000867CS200003
1000866CS1000053,1000866CS100005
1001458CS3000173,1001458CS300017
1000852CS1000013,1000852CS100001
1001088CS2000013,1001088CS200001
1000884CS1000013,1000884CS100001
1000870CS2000283,1000870CS200028
1000854CS3000073,1000854CS300007
1000917CS3000283,1000917CS300028
1000704CS2000073,1000704CS200007
1000864CS2000073,1000864CS200007
1001135CS3000163,1001135CS300016
1000835CS3000093,1000835CS300009
1001088CS3000103,1001088CS300010
1000930CS2000173,1000930CS200017
1001085CS3000183,1001085CS300018
1000232CS1000013,1000232CS100001
1001085CS2000073,1001085CS200007
1000268CS2000053,1000268CS200005
1000880CS1000013,1000880CS100001
1001034CS2000163,1001034CS200016
1000858CS1000023,1000858CS100002
1000330CS3000223,1000330CS300022
1001034CS2000193,1001034CS200019
1001024CS2000193,1001024CS200019
1001047CS3000113,1001047CS300011
1000869CS2000253,1000869CS200025
1001068CS1000013,1001068CS100001
1000892CS3000113,1000892CS300011
1001102CS2000313,1001102CS200031
1000870CS2000373,1000870CS200037
1000860CS1000103,1000860CS100010
1001029CS1000063,1001029CS100006
1000922CS3000023,1000922CS300002
1001069CS1000013,1001069CS100001
1001069CS3000203,1001069CS300020
1001103CS3000213,1001103CS300021
1000889CS2000033,1000889CS200003
1000918CS2000073,1000918CS200007
1000889CS1000023,1000889CS100002
1001329CS3000363,1001329CS300036
1001125CS1000093,1001125CS100009
1001131CS2000163,1001131CS200016
1001103CS3000153,1001103CS300015
1000927CS3000023,1000927CS300002
1000909CS3000333,1000909CS300033
1001054CS3000103,1001054CS300010
1000254CS2000373,1000254CS200037
1001496CS3000113,1001496CS300011
1001082CS2000293,1001082CS200029
1001065CS3000273,1001065CS300027
1000892CS2000373,1000892CS200037
1001162CS1000023,1001162CS100002
1001104CS1000093,1001104CS100009
1001065CS2000023,1001065CS200002
1001382CS3000113,1001382CS300011
1001054CS1000043,1001054CS100004
1001068CS1000103,1001068CS100010
1001120CS1000033,1001120CS100003
1000151CS1000063,1000151CS100006
1001117CS3000183,1001117CS300018
1001112CS3000223,1001112CS300022
1000921CS3000023,1000921CS300002
1001018CS3000043,1001018CS300004
1001018CS2000283,1001018CS200028
1001359CS3000283,1001359CS300028
1000934CS3000223,1000934CS300022
1000964CS2000013,1000964CS200001
1000846CS3000183,1000846CS300018
1000229CS2000083,1000229CS200008
1001420CS3000093,1001420CS300009
1001106CS1000063,1001106CS100006
