pid,hid,housenum,p21gender,p21age1,p21school,p21mar,p21income1,p21job1,p21relig1,ott_score_21,sns_score_21,pc_ability_21,smart_ability_21,esteem_21,ott_score_20,sns_score_20,pc_ability_20,smart_ability_20,esteem_20,ott_change,sns_change,pc_change,smart_change,esteem_change
350001,3500,1,1,66,4,2,4,1,2,0,0,1.095238095,2.44,24,0,0,3,3.08,21,0,0,-1.904761905,-0.64,0.3
350002,3500,2,1,34,5,1,7,1,2,0,0,3.666666667,3.76,25,0,6.25,4.571428571,4.44,28,0,-6.25,-0.904761904,-0.68,-0.3
350003,3500,3,2,67,4,2,1,2,1,0,0,1.095238095,2.16,23,0,0,2,2.2,26,0,0,-0.904761905,-0.04,-0.3
360001,3600,1,1,49,5,2,8,1,2,0,1.5,4.142857143,4.36,28,0,0,2.523809524,3.28,27,0,1.5,1.619047619,1.08,0.1
360002,3600,2,2,44,5,2,1,2,2,0,0,2.571428571,3.08,31,0,0,2.047619048,3.04,26,0,0,0.523809523,0.04,0.5
380001,3800,1,1,44,5,2,8,1,2,5,3,3.80952381,4.08,23,6,2,3.047619048,3.44,20,-1,1,0.761904762,0.64,0.3
380002,3800,2,2,42,6,2,8,1,2,5,2.75,4.142857143,3.96,28,0,0,2.571428571,3.12,27,5,2.75,1.571428572,0.84,0.1
390001,3900,1,2,53,4,2,1,2,1,0,2.75,3.619047619,4.44,31,0,2.75,3.952380952,3.76,32,0,0,-0.333333333,0.68,-0.1
390002,3900,2,2,27,5,1,6,1,1,5,6.75,4.428571429,4.56,35,8,5.5,4.428571429,4.44,29,-3,1.25,0,0.12,0.6
390003,3900,3,1,24,5,1,1,2,1,8,2.25,4.952380952,4.96,31,8,2.75,4.428571429,4.44,31,0,-0.5,0.523809523,0.52,0
390004,3900,4,1,54,5,2,18,1,1,0,0,4.714285714,4.92,22,0,0,4.857142857,4.92,27,0,0,-0.142857143,0,-0.5
400001,4000,1,1,64,4,2,6,1,1,0,0,1.571428571,2.6,30,0,0,2.80952381,3.16,29,0,0,-1.238095239,-0.56,0.1
400002,4000,2,2,60,3,2,1,2,1,0,0,1.761904762,2.88,30,0,0,2.761904762,3.12,33,0,0,-1,-0.24,-0.3
410002,4100,2,2,56,4,4,3,1,1,7,0,2.80952381,3.52,23,4,0,3.333333333,3.96,30,3,0,-0.523809523,-0.44,-0.7
410003,4100,3,2,17,4,1,1,2,1,9,2.75,4,4.44,25,0,3,4,5,31,9,-0.25,0,-0.56,-0.6
420001,4200,1,1,41,4,2,7,1,1,9,5,3.571428571,4.24,25,0,1.25,4.380952381,4.64,37,9,3.75,-0.80952381,-0.4,-1.2
420002,4200,2,2,41,4,2,3,1,2,9,2,3.428571429,4.6,25,8,2,3.333333333,4.04,26,1,0,0.095238096,0.56,-0.1
420003,4200,3,1,14,3,1,1,2,2,5,2.25,3.380952381,4.52,33,9,2.25,2.80952381,3.56,34,-4,0,0.571428571,0.96,-0.1
430001,4300,1,1,40,4,2,8,1,2,9,0,3.904761905,4,25,5,0,4,4,25,4,0,-0.095238095,0,0
430002,4300,2,2,40,4,2,8,1,2,9,0,3.571428571,3.92,31,5,0,2.857142857,4,26,4,0,0.714285714,-0.08,0.5
440001,4400,1,1,59,5,2,1,2,2,9,0,2.857142857,3.36,31,9,0,3.095238095,3.56,32,0,0,-0.238095238,-0.2,-0.1
440002,4400,2,2,56,4,2,1,2,2,9,0,1.285714286,1.88,28,9,0,1,1.84,29,0,0,0.285714286,0.04,-0.1
440003,4400,3,2,31,5,1,6,1,2,6,2.5,4.380952381,4.48,29,9,0,4.476190476,4.52,31,-3,2.5,-0.095238095,-0.04,-0.2
440004,4400,4,2,28,5,1,6,1,2,7,6,4.333333333,4.68,26,8,6,4.666666667,4.68,31,-1,0,-0.333333334,0,-0.5
460001,4600,1,1,49,5,2,9,1,2,5,3,3.857142857,4.28,33,4,0,3.904761905,4.12,25,1,3,-0.047619048,0.16,0.8
460002,4600,2,2,45,4,2,7,1,1,4,3,3.523809524,4.56,34,9,3.25,3.047619048,3.64,25,-5,-0.25,0.476190476,0.92,0.9
470001,4700,1,1,59,4,2,8,1,2,0,0,2.666666667,3.28,26,0,0,3.285714286,3.76,24,0,0,-0.619047619,-0.48,0.2
470002,4700,2,2,85,2,4,1,2,1,0,0,1,1.2,29,0,0,1,1.32,25,0,0,0,-0.12,0.4
470003,4700,3,2,52,4,2,1,1,2,0,0,2.761904762,3.48,25,0,0,3,3.52,30,0,0,-0.238095238,-0.04,-0.5
480001,4800,1,1,81,3,2,4,2,2,0,0,1.19047619,1.56,27,0,0,1.714285714,1.88,30,0,0,-0.523809524,-0.32,-0.3
480002,4800,2,2,75,3,2,1,2,2,0,0,1.714285714,1.6,25,0,0,1.714285714,1.56,33,0,0,0,0.04,-0.8
490001,4900,1,2,57,4,2,10,1,2,0,0,3.285714286,3.16,24,0,0,2.476190476,2.68,20,0,0,0.80952381,0.48,0.4
490003,4900,3,1,26,5,1,1,2,2,6,0,2.19047619,3.28,21,8,2.5,4.142857143,4.28,21,-2,-2.5,-1.952380953,-1,0
500001,5000,1,2,60,4,2,5,1,2,5,4,3.19047619,3.52,25,5,4.75,2.952380952,2.92,28,0,-0.75,0.238095238,0.6,-0.3
510001,5100,1,2,77,2,3,6,1,1,0,0,1.047619048,1.16,23,0,0,1.714285714,2.04,29,0,0,-0.666666666,-0.88,-0.6
520001,5200,1,1,60,4,2,7,1,2,5,0,2.238095238,4.12,27,8,0,4,4.16,27,-3,0,-1.761904762,-0.04,0
520002,5200,2,2,49,4,2,5,1,2,4,4.75,2.428571429,3.16,28,9,4.75,3.047619048,3.76,29,-5,0,-0.619047619,-0.6,-0.1
530001,5300,1,1,73,3,2,5,1,2,0,0,1.333333333,1.8,24,0,0,1.80952381,2.24,25,0,0,-0.476190477,-0.44,-0.1
530002,5300,2,2,74,3,2,1,2,2,5,0,1.285714286,1.4,26,0,0,1.761904762,2.24,23,5,0,-0.476190476,-0.84,0.3
530003,5300,3,1,52,4,2,8,1,2,0,0,3.476190476,3.72,28,0,0,3.619047619,3.52,19,0,0,-0.142857143,0.2,0.9
530004,5300,4,2,49,4,2,5,1,2,8,4.25,3.428571429,3.6,26,8,4.5,3.238095238,3.08,23,0,-0.25,0.190476191,0.52,0.3
540001,5400,1,1,74,3,2,11,1,2,0,0,1.619047619,2.84,26,0,0,1,1.52,25,0,0,0.619047619,1.32,0.1
540002,5400,2,2,64,3,2,1,2,2,0,0,1.285714286,2.88,23,0,0,1,1.48,26,0,0,0.285714286,1.4,-0.3
540003,5400,3,2,33,4,1,5,1,2,8,0,2.904761905,3.12,22,8,5.5,3.095238095,3.88,33,0,-5.5,-0.19047619,-0.76,-1.1
550001,5500,1,1,76,2,4,4,1,2,7,0,1.047619048,1.48,28,0,0,2.142857143,2.16,30,7,0,-1.095238095,-0.68,-0.2
550002,5500,2,1,40,4,2,6,1,2,8,4.25,3.666666667,3.2,27,8,3.25,4.047619048,4.24,26,0,1,-0.380952381,-1.04,0.1
550003,5500,3,2,38,4,2,7,1,2,8,4,2.714285714,2.72,33,9,2.75,3.095238095,3.8,22,-1,1.25,-0.380952381,-1.08,1.1
560001,5600,1,1,47,5,2,10,1,2,6,4.75,4.333333333,4.32,29,0,0,3.80952381,4.16,26,6,4.75,0.523809523,0.16,0.3
560002,5600,2,2,44,4,2,1,2,2,5,4,3.714285714,4.32,27,9,3.75,3.285714286,3.68,23,-4,0.25,0.428571428,0.64,0.4
570001,5700,1,1,63,4,2,8,1,1,8,3.25,2.904761905,2.8,32,0,0,2.714285714,3.64,26,8,3.25,0.190476191,-0.84,0.6
570002,5700,2,2,63,4,2,5,1,1,8,0,2.761904762,2.84,31,0,0,2.476190476,3.12,23,8,0,0.285714286,-0.28,0.8
580001,5800,1,1,77,3,2,9,1,2,0,0,3.380952381,3.52,27,0,0,1.904761905,2.52,22,0,0,1.476190476,1,0.5
580002,5800,2,2,73,3,2,1,2,2,0,3.25,1.904761905,2.08,29,0,0,2,2.16,25,0,3.25,-0.095238095,-0.08,0.4
590001,5900,1,1,46,4,1,8,1,2,5,0,2.857142857,3.56,28,0,0,2.428571429,3,31,5,0,0.428571428,0.56,-0.3
600002,6000,2,2,59,3,2,5,1,2,0,3.5,2.952380952,3.52,26,0,0,1.476190476,2.08,24,0,3.5,1.476190476,1.44,0.2
600005,6000,5,1,25,5,1,1,2,2,9,4,4.095238095,3.96,31,9,6.5,4.571428571,4.56,34,0,-2.5,-0.476190476,-0.6,-0.3
610001,6100,1,2,30,5,1,8,1,2,4,4,3.80952381,4,30,6,9,4.380952381,4.44,32,-2,-5,-0.571428571,-0.44,-0.2
620001,6200,1,2,38,5,1,8,1,2,5,4,3.714285714,4,29,6,8.75,4.476190476,4.68,37,-1,-4.75,-0.761904762,-0.68,-0.8
630001,6300,1,1,43,5,2,10,1,2,5,3.5,3.19047619,2.24,25,6,6.5,4.619047619,4.56,33,-1,-3,-1.428571429,-2.32,-0.8
630002,6300,2,2,41,4,2,5,1,2,4,4,2.904761905,3.04,27,6,5.75,4.476190476,4.36,34,-2,-1.75,-1.571428571,-1.32,-0.7
640001,6400,1,2,58,4,2,8,1,2,5,0,2.19047619,2.68,27,5,5.25,2.333333333,3.32,33,0,-5.25,-0.142857143,-0.64,-0.6
650002,6500,2,2,81,2,2,1,2,2,7,0,1,1.64,28,0,0,2.047619048,2,22,7,0,-1.047619048,-0.36,0.6
660001,6600,1,1,59,4,2,11,1,2,9,0,3.619047619,3.76,31,6,0,4.095238095,4.44,27,3,0,-0.476190476,-0.68,0.4
660002,6600,2,2,56,5,2,8,1,2,5,4.5,4.047619048,4.08,34,6,8.75,3.19047619,4.52,32,-1,-4.25,0.857142858,-0.44,0.2
660004,6600,4,1,28,5,1,7,1,2,7,5.5,4.19047619,4.72,33,9,6.75,4.476190476,4.36,33,-2,-1.25,-0.285714286,0.36,0
670001,6700,1,1,55,5,2,8,1,1,9,6.25,3.857142857,4,28,7,6,4.238095238,4.28,34,2,0.25,-0.380952381,-0.28,-0.6
670002,6700,2,2,53,5,2,1,2,1,9,6.5,4.714285714,4.64,36,6,5.5,4,4.12,31,3,1,0.714285714,0.52,0.5
680002,6800,2,2,84,4,2,1,2,1,0,0,1.095238095,1.16,25,0,2.25,2.714285714,2.96,28,0,-2.25,-1.619047619,-1.8,-0.3
690001,6900,1,1,55,6,2,10,1,1,9,6,4.80952381,4.92,36,8,3.75,4.571428571,4.96,26,1,2.25,0.238095239,-0.04,1
690002,6900,2,2,52,5,2,6,1,1,9,6.5,4.904761905,4.88,35,6,7.5,4.476190476,4.92,35,3,-1,0.428571429,-0.04,0
700001,7000,1,1,62,5,2,10,1,1,7,3.5,1.761904762,3.84,22,8,2.75,3.80952381,4.52,34,-1,0.75,-2.047619048,-0.68,-1.2
700002,7000,2,2,55,4,2,6,1,1,8,4.75,4.047619048,4.36,27,8,3,3.333333333,3.64,33,0,1.75,0.714285715,0.72,-0.6
720002,7200,2,2,38,5,2,1,2,1,9,6.75,4.904761905,4.96,26,6,8,3.571428571,4.28,34,3,-1.25,1.333333334,0.68,-0.8
730001,7300,1,1,60,5,2,10,1,1,9,3,2.857142857,3.48,34,6,5.5,3.571428571,4.48,32,3,-2.5,-0.714285714,-1,0.2
730002,7300,2,2,56,5,2,7,1,1,9,3.75,3.285714286,3.88,27,6,6.75,3.904761905,4.76,32,3,-3,-0.619047619,-0.88,-0.5
740001,7400,1,1,57,5,2,11,1,2,5,3.75,3.857142857,4.28,30,7,5.5,3.666666667,3.76,33,-2,-1.75,0.19047619,0.52,-0.3
740002,7400,2,2,53,4,2,1,2,2,6,3.75,4.333333333,4.48,33,7,5.5,3.523809524,4.52,33,-1,-1.75,0.809523809,-0.04,0
750002,7500,2,2,58,5,2,1,2,1,9,5,2.857142857,3.72,28,9,5,3.761904762,4.32,34,0,0,-0.904761905,-0.6,-0.6
750004,7500,4,2,28,5,2,5,1,1,9,7,4.952380952,4.56,29,8,8,4.904761905,4.92,36,1,-1,0.047619047,-0.36,-0.7
760002,7600,2,2,56,4,2,6,1,1,7,5.25,3.428571429,4,32,9,5.25,3.428571429,4.76,35,-2,0,0,-0.76,-0.3
780001,7800,1,1,88,3,2,1,2,2,0,0,1.047619048,1.2,26,0,0,1,1.16,31,0,0,0.047619048,0.04,-0.5
780002,7800,2,2,89,2,2,1,2,2,0,0,1.047619048,1.2,26,0,0,1.571428571,1.32,28,0,0,-0.523809523,-0.12,-0.2
810001,8100,1,1,71,4,2,6,2,2,0,0,1.19047619,1.2,30,0,0,1.571428571,1.56,22,0,0,-0.380952381,-0.36,0.8
810002,8100,2,2,66,4,2,3,1,1,0,0,1.19047619,1.68,31,0,0,2.333333333,2.8,31,0,0,-1.142857143,-1.12,0
810101,8101,1,1,31,5,1,9,1,1,9,6.25,5,5,37,6,4,5,5,35,3,2.25,0,0,0.2
820001,8200,1,1,51,5,2,12,1,1,8,8.5,4.571428571,4.8,26,5,9,4.428571429,4.48,33,3,-0.5,0.142857142,0.32,-0.7
820002,8200,2,2,48,5,2,1,2,1,8,8,4.714285714,4.76,25,6,9,4.428571429,4.48,30,2,-1,0.285714285,0.28,-0.5
820003,8200,3,1,19,5,1,1,2,1,9,8.25,4.857142857,4.8,27,8,9,4.047619048,4,26,1,-0.75,0.809523809,0.8,0.1
820004,8200,4,2,16,4,1,1,2,1,6,9,4.666666667,4.6,28,9,9,3.80952381,3.4,30,-3,0,0.857142857,1.2,-0.2
820005,8200,5,2,75,2,3,2,2,1,0,0,1,1.16,23,0,0,1,1.24,30,0,0,0,-0.08,-0.7
830001,8300,1,1,51,5,2,12,1,1,7,6,4.333333333,4.52,26,6,9,4.571428571,4.6,32,1,-3,-0.238095238,-0.08,-0.6
830002,8300,2,2,49,5,2,12,1,1,6,5.5,4.333333333,4.36,25,6,9,4.428571429,4.6,30,0,-3.5,-0.095238096,-0.24,-0.5
830003,8300,3,2,22,5,1,1,2,1,8,9,4.523809524,4.48,26,6,9,4.476190476,4.52,26,2,0,0.047619048,-0.04,0
830004,8300,4,2,17,4,1,1,2,1,7,8,4.285714286,4.68,27,7,9,4.571428571,4.76,30,0,-1,-0.285714285,-0.08,-0.3
870001,8700,1,1,59,5,2,11,1,2,7,8,4.333333333,4.6,28,4,6,3.857142857,4.2,29,3,2,0.476190476,0.4,-0.1
870002,8700,2,2,54,5,2,1,2,1,8,8.25,3.380952381,4.48,28,8,9,4.428571429,4.48,32,0,-0.75,-1.047619048,0,-0.4
870003,8700,3,2,23,5,1,1,2,1,7,9,4.428571429,4.56,30,9,9,4.476190476,4.36,31,-2,0,-0.047619047,0.2,-0.1
900001,9000,1,1,58,4,2,5,1,1,6,4,4.19047619,4.32,26,6,4,3.238095238,3.88,25,0,0,0.952380952,0.44,0.1
900002,9000,2,2,55,4,2,12,1,1,6,8.25,3.952380952,4.56,27,7,6,4.523809524,4.6,25,-1,2.25,-0.571428572,-0.04,0.2
900003,9000,3,1,30,5,1,7,1,1,6,8,4.428571429,4.52,28,6,8,4.666666667,4.8,27,0,0,-0.238095238,-0.28,0.1
900004,9000,4,1,27,5,1,1,2,1,6,8,4.333333333,4.52,26,9,8,4.714285714,4.6,30,-3,0,-0.380952381,-0.08,-0.4
930001,9300,1,1,70,4,2,8,1,2,6,0,3,3.76,33,5,0,3.714285714,3.2,30,1,0,-0.714285714,0.56,0.3
930002,9300,2,2,63,4,2,8,1,2,6,0,4.142857143,4.68,31,5,0,1.714285714,3.12,31,1,0,2.428571429,1.56,0
940001,9400,1,1,57,5,2,7,1,1,7,3.75,3.238095238,4,33,6,0,3.857142857,4.44,33,1,3.75,-0.619047619,-0.44,0
940002,9400,2,2,53,4,2,4,1,1,8,3.75,4.095238095,4.4,35,6,5.25,3.666666667,3.84,34,2,-1.5,0.428571428,0.56,0.1
940003,9400,3,2,30,5,1,6,1,1,8,7.5,4.857142857,4.84,34,9,7.25,4,4.64,33,-1,0.25,0.857142857,0.2,0.1
960002,9600,2,2,46,5,2,1,2,1,6,6.75,3.857142857,3.92,33,8,7.5,3.714285714,4.4,34,-2,-0.75,0.142857143,-0.48,-0.1
960003,9600,3,1,15,3,1,1,2,1,7,7.75,5,4.84,31,6,6.25,3.952380952,4.52,34,1,1.5,1.047619048,0.32,-0.3
970001,9700,1,1,73,3,2,6,1,1,0,0,1.952380952,1.92,30,0,0,1.428571429,1.68,33,0,0,0.523809523,0.24,-0.3
970002,9700,2,2,71,2,2,1,2,1,0,0,1.333333333,1.96,33,0,0,1,1.68,28,0,0,0.333333333,0.28,0.5
980001,9800,1,1,61,5,2,10,1,1,6,6.5,2.19047619,3.6,31,8,6.5,3.714285714,4.12,35,-2,0,-1.523809524,-0.52,-0.4
980002,9800,2,2,61,4,2,6,1,1,5,2.25,3.619047619,4.16,28,9,3.75,3.095238095,3.96,36,-4,-1.5,0.523809524,0.2,-0.8
980003,9800,3,2,39,5,2,6,1,1,9,7.5,4.380952381,4.2,25,7,8.5,4.761904762,4.72,37,2,-1,-0.380952381,-0.52,-1.2
980004,9800,4,1,41,5,2,8,1,1,9,4.75,4.142857143,4.44,25,7,6.75,4.380952381,4.24,36,2,-2,-0.238095238,0.2,-1.1
1000001,10000,1,1,44,5,2,8,1,1,9,4.5,3.952380952,4.96,35,8,6.25,3.857142857,4.56,36,1,-1.75,0.095238095,0.4,-0.1
1000002,10000,2,2,43,5,2,6,1,1,9,6.25,3.761904762,4.24,32,7,7,4.19047619,4.72,33,2,-0.75,-0.428571428,-0.48,-0.1
1010002,10100,2,2,46,5,2,6,1,1,7,7,4.761904762,4.8,33,6,8.25,3.857142857,4.04,31,1,-1.25,0.904761905,0.76,0.2
1020002,10200,2,2,79,3,3,1,2,1,0,3,1.428571429,2.44,30,0,2.25,2,3.12,32,0,0.75,-0.571428571,-0.68,-0.2
1020003,10200,3,1,55,4,2,7,1,1,9,4,3.333333333,3.64,26,7,4.5,3.333333333,3.44,32,2,-0.5,0,0.2,-0.6
1030001,10300,1,1,73,4,2,1,2,1,7,2.75,1,3.88,32,7,2.75,2.523809524,3.28,27,0,0,-1.523809524,0.6,0.5
1030002,10300,2,2,66,3,2,1,2,1,5,4.5,2.619047619,3,29,9,2.5,2.523809524,3.36,33,-4,2,0.095238095,-0.36,-0.4
1040001,10400,1,1,52,5,2,8,1,1,9,6.25,2.571428571,3.88,27,9,3.5,2.666666667,3.84,29,0,2.75,-0.095238096,0.04,-0.2
1040002,10400,2,2,52,5,2,4,1,1,9,6.25,3.476190476,3.48,30,6,4.75,3.571428571,4.16,34,3,1.5,-0.095238095,-0.68,-0.4
1040003,10400,3,1,26,5,1,7,1,1,9,7.5,4.714285714,4.72,31,8,6.25,4.523809524,4.44,36,1,1.25,0.19047619,0.28,-0.5
1060001,10600,1,1,55,5,2,12,1,2,6,0,4.857142857,4.84,29,5,0,4.857142857,4.92,30,1,0,0,-0.08,-0.1
1060002,10600,2,2,53,5,2,1,2,2,6,0,4.714285714,4.96,30,5,0,4.619047619,4.88,29,1,0,0.095238095,0.08,0.1
1070001,10700,1,1,50,5,2,8,1,1,6,0,4.80952381,4.88,30,5,0,4.619047619,4.88,33,1,0,0.190476191,0,-0.3
1070002,10700,2,2,47,5,2,9,1,1,6,0,4.904761905,4.96,30,6,0,4.714285714,4.84,27,0,0,0.190476191,0.12,0.3
1080002,10800,2,2,72,2,2,4,1,2,6,3,1.666666667,2.56,26,6,3,2.095238095,2.36,26,0,0,-0.428571428,0.2,0
1090001,10900,1,1,49,5,2,7,1,2,5,0,3.19047619,3.4,30,6,3.75,3.333333333,3.36,26,-1,-3.75,-0.142857143,0.04,0.4
1090002,10900,2,2,49,5,2,1,2,2,5,4,3.19047619,3.36,28,6,3,2.714285714,3.44,26,-1,1,0.476190476,-0.08,0.2
1100001,11000,1,1,51,5,1,7,1,2,6,2.5,3.428571429,3.52,25,5,3.5,3.80952381,3.64,25,1,-1,-0.380952381,-0.12,0
1110001,11100,1,1,65,5,2,6,1,2,4,0,3.238095238,3.44,30,6,3.5,3.952380952,4.2,27,-2,-3.5,-0.714285714,-0.76,0.3
1110002,11100,2,2,60,5,2,1,2,2,5,3.5,2.904761905,2.72,26,5,3.5,2.428571429,2.56,25,0,0,0.476190476,0.16,0.1
1120001,11200,1,1,55,5,2,7,1,1,6,5,3.285714286,3.36,31,5,5,3.476190476,3.92,25,1,0,-0.19047619,-0.56,0.6
1120002,11200,2,2,50,5,2,6,1,1,5,5.25,3.285714286,3.24,25,5,5.25,3.571428571,3.36,26,0,0,-0.285714285,-0.12,-0.1
1120003,11200,3,2,23,5,1,4,1,1,5,4,3.619047619,3.8,27,9,9,4.714285714,4.56,35,-4,-5,-1.095238095,-0.76,-0.8
1150001,11500,1,1,51,5,2,7,1,1,6,3,3.666666667,3.84,30,5,3,4.19047619,3.84,26,1,0,-0.523809523,0,0.4
1150002,11500,2,2,48,5,2,1,2,1,5,5,3.238095238,3,22,7,6,3.666666667,3.6,25,-2,-1,-0.428571429,-0.6,-0.3
1160001,11600,1,1,52,4,2,9,1,1,7,3.5,4.142857143,4.16,31,5,0,4.238095238,4.28,25,2,3.5,-0.095238095,-0.12,0.6
1160002,11600,2,2,53,5,2,5,1,1,8,1.25,3.904761905,3.96,29,5,0,3.380952381,3.16,26,3,1.25,0.523809524,0.8,0.3
1170001,11700,1,1,52,5,2,8,1,2,4,2.25,3.904761905,4.08,29,8,3.25,3.476190476,3.44,23,-4,-1,0.428571429,0.64,0.6
1170002,11700,2,2,47,5,2,5,1,2,6,2.75,4.095238095,4.12,27,0,4.75,3.380952381,3.44,24,6,-2,0.714285714,0.68,0.3
1170003,11700,3,1,20,5,1,1,2,1,5,3.75,4.476190476,4.4,26,6,5.25,4.19047619,4.2,31,-1,-1.5,0.285714286,0.2,-0.5
1180001,11800,1,1,50,6,2,6,1,1,7,2.25,4,4.16,31,5,3.5,3.714285714,4.56,26,2,-1.25,0.285714286,-0.4,0.5
1180002,11800,2,2,51,5,2,1,2,1,8,2.25,3.952380952,3.96,29,5,5.5,2.952380952,2.96,27,3,-3.25,1,1,0.2
1190002,11900,2,2,43,5,2,6,1,1,5,6.75,5,4.92,33,6,5.5,4,4.12,31,-1,1.25,1,0.8,0.2
1190003,11900,3,1,18,4,1,1,2,1,8,4.75,4.761904762,5,30,7,5.25,3.904761905,4.44,30,1,-0.5,0.857142857,0.56,0
1200001,12000,1,1,60,5,2,8,1,1,8,1.75,3.714285714,4,36,9,0,2.619047619,2.92,30,-1,1.75,1.095238095,1.08,0.6
1200002,12000,2,2,57,5,2,1,2,1,7,1.25,2.523809524,3.6,29,0,0,2.571428571,3,22,7,1.25,-0.047619047,0.6,0.7
1210001,12100,1,1,61,5,2,12,1,2,6,0,4.428571429,4.6,31,6,3,4.476190476,4.68,30,0,-3,-0.047619047,-0.08,0.1
1210002,12100,2,2,58,5,2,1,2,2,6,0,4.619047619,4.6,26,5,3,2.666666667,3.96,32,1,-3,1.952380952,0.64,-0.6
1210004,12100,4,1,30,5,1,7,1,2,6,6.75,4.952380952,4.96,29,6,6,4.714285714,5,30,0,0.75,0.238095238,-0.04,-0.1
1220001,12200,1,2,83,2,3,3,2,1,6,0,1.952380952,2.32,29,4,3,1,1,31,2,-3,0.952380952,1.32,-0.2
1230002,12300,2,1,65,4,2,6,1,2,7,0,2.666666667,2.88,31,6,0,1.476190476,2.64,30,1,0,1.190476191,0.24,0.1
1230003,12300,3,2,62,4,2,1,2,2,6,0,2.571428571,2.84,30,5,0,2.380952381,3.56,29,1,0,0.19047619,-0.72,0.1
1240001,12400,1,1,79,4,2,6,1,1,0,0,2.619047619,2.64,29,0,0,1.095238095,1.72,30,0,0,1.523809524,0.92,-0.1
1240002,12400,2,2,75,2,2,1,2,1,6,0,2.571428571,2.6,31,0,0,1.19047619,1.84,28,6,0,1.380952381,0.76,0.3
1260001,12600,1,1,59,4,2,8,1,2,6,0,3.333333333,4.48,31,6,0,3.476190476,3.92,31,0,0,-0.142857143,0.56,0
1260002,12600,2,2,58,4,2,1,2,2,6,0,4.523809524,4.68,31,6,0,2,3.64,29,0,0,2.523809524,1.04,0.2
1270001,12700,1,1,59,5,2,12,1,2,5,0,4.619047619,4.84,32,6,0,3.857142857,4.96,28,-1,0,0.761904762,-0.12,0.4
1270002,12700,2,2,55,4,2,1,2,2,6,0,4.428571429,4.72,31,0,0,3.666666667,4.28,31,6,0,0.761904762,0.44,0
1280001,12800,1,2,52,4,4,8,1,1,5,0,4.80952381,4.96,32,6,0,3.333333333,3.96,30,-1,0,1.476190477,1,0.2
1290001,12900,1,1,57,4,2,10,1,2,7,0,4.619047619,4.88,33,5,0,3.761904762,4.12,32,2,0,0.857142857,0.76,0.1
1290002,12900,2,2,57,4,2,1,2,2,6,0,4.523809524,4.64,33,5,0,4.19047619,4.6,27,1,0,0.333333334,0.04,0.6
1290003,12900,3,1,31,5,1,8,1,2,6,5.75,4.952380952,4.92,32,6,6,5,5,30,0,-0.25,-0.047619048,-0.08,0.2
1300001,13000,1,1,63,5,2,13,1,2,6,0,4.761904762,4.68,33,5,3,3.571428571,3.76,25,1,-3,1.190476191,0.92,0.8
1300002,13000,2,2,58,5,2,1,2,2,7,0,4.761904762,4.64,30,6,0,3.666666667,3.8,33,1,0,1.095238095,0.84,-0.3
1300004,13000,4,1,31,5,1,7,1,2,7,0,4.80952381,4.68,30,6,4.25,4.904761905,5,31,1,-4.25,-0.095238095,-0.32,-0.1
1310001,13100,1,2,44,5,2,1,2,2,9,0,4.761904762,4.96,31,6,0,4.619047619,4.56,25,3,0,0.142857143,0.4,0.6
1310002,13100,2,1,45,5,2,9,1,2,8,0,4.761904762,4.84,33,6,0,3.761904762,4.44,31,2,0,1,0.4,0.2
1320001,13200,1,1,66,5,2,8,1,1,6,0,4.761904762,4.84,31,5,0,4.380952381,4.64,29,1,0,0.380952381,0.2,0.2
1320002,13200,2,2,64,5,2,7,1,1,6,0,4.523809524,4.76,31,6,0,2.761904762,4.28,30,0,0,1.761904762,0.48,0.1
1320101,13201,1,1,36,5,2,10,1,1,6,0,4.761904762,4.68,33,6,0,4.523809524,4.64,31,0,0,0.238095238,0.04,0.2
1320102,13201,2,2,31,5,2,9,1,1,6,0,4.904761905,4.8,30,6,0,4.571428571,4.72,33,0,0,0.333333334,0.08,-0.3
1330001,13300,1,2,59,4,3,7,1,2,6,0,4,4.44,32,6,0,3.904761905,4.24,31,0,0,0.095238095,0.2,0.1
1340001,13400,1,1,40,5,2,9,1,2,8,2.75,4.476190476,4.44,31,9,0,4.285714286,4.44,34,-1,2.75,0.19047619,0,-0.3
1340002,13400,2,2,40,5,2,5,1,1,0,0,4.857142857,4.88,37,0,0,5,5,35,0,0,-0.142857143,-0.12,0.2
1350001,13500,1,2,71,4,4,4,1,1,5,0,1.476190476,2.04,24,0,0,1.857142857,2.44,26,5,0,-0.380952381,-0.4,-0.2
1360001,13600,1,1,75,2,2,3,2,2,9,0,1.19047619,2.32,24,0,0,2,2.4,27,9,0,-0.80952381,-0.08,-0.3
1360002,13600,2,2,67,2,2,1,2,2,5,0,1.095238095,2.08,25,0,0,1,1.16,27,5,0,0.095238095,0.92,-0.2
1380001,13800,1,1,72,3,2,4,2,1,9,0,1.238095238,1.72,25,0,0,1,1.16,24,9,0,0.238095238,0.56,0.1
1380002,13800,2,2,71,3,2,1,2,1,0,0,1.095238095,1.16,24,0,0,1,1.16,26,0,0,0.095238095,0,-0.2
1500002,15000,2,2,46,4,2,5,1,2,9,0,3.380952381,3.72,24,8,0,2.857142857,3.36,27,1,0,0.523809524,0.36,-0.3
1500003,15000,3,1,17,4,1,1,2,2,9,0,3.428571429,3.56,25,9,0,3.80952381,4.08,26,0,0,-0.380952381,-0.52,-0.1
