시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
서울특별시 중구 회현동1가,146-1,146,1,삼풍,63.87,202304,17,"43,000",5,1975,소공로3길 29-8
서울특별시 서초구 방배동,770-1,770,1,삼호1동~3동,116.13,202302,2,"165,000",5,1975,방배로43길 21
서울특별시 영등포구 여의도동,42,42,0,한양,105.72,202310,4,"160,000",6,1975,국제금융로 79
서울특별시 영등포구 여의도동,42,42,0,한양,105.72,202305,8,"185,000",6,1975,국제금융로 79
서울특별시 영등포구 여의도동,42,42,0,한양,192.73,202309,11,"330,000",7,1975,국제금융로 79
서울특별시 용산구 이촌동,301-160,301,160,현대맨숀,121.44,202309,1,"232,000",7,1975,이촌로 303
서울특별시 영등포구 여의도동,Feb-30,30,2,삼부,92.13,202306,2,"195,000",7,1975,국제금융로7길 27
서울특별시 영등포구 여의도동,42,42,0,한양,193.03,202301,28,"280,000",7,1975,국제금융로 79
서울특별시 영등포구 여의도동,Feb-30,30,2,삼부,135.8,202308,31,"285,000",8,1975,국제금융로7길 27
서울특별시 영등포구 여의도동,Feb-30,30,2,삼부,92.13,202308,21,"220,000",8,1975,국제금융로7길 27
서울특별시 영등포구 여의도동,Feb-30,30,2,삼부,92.13,202306,14,"205,000",8,1975,국제금융로7길 27
서울특별시 영등포구 여의도동,42,42,0,한양,109.42,202305,5,"191,000",8,1975,국제금융로 79
서울특별시 영등포구 여의도동,42,42,0,한양,109.42,202305,5,"191,000",8,1975,국제금융로 79
서울특별시 중구 회현동1가,146-1,146,1,삼풍,63.88,202303,14,"41,000",8,1975,소공로3길 29-8
서울특별시 서초구 방배동,770-1,770,1,삼호1동~3동,81.39,202312,12,"149,000",9,1975,방배로43길 21
서울특별시 중구 회현동1가,146-1,146,1,삼풍,63.88,202308,7,"43,000",9,1975,소공로3길 29-8
서울특별시 영등포구 여의도동,Feb-30,30,2,삼부,92.13,202306,30,"215,000",9,1975,국제금융로7길 27
서울특별시 영등포구 여의도동,41,41,0,대교,95.5,202306,23,"200,000",9,1975,국제금융로7길 20
서울특별시 서초구 방배동,770-1,770,1,삼호1동~3동,80.33,202309,13,"149,000",10,1975,방배로43길 5
서울특별시 용산구 이촌동,301-160,301,160,현대맨숀,83.3,202308,28,"187,298",10,1975,이촌로 303
서울특별시 영등포구 여의도동,Feb-30,30,2,삼부,135.8,202306,20,"255,000",10,1975,국제금융로7길 27
서울특별시 영등포구 여의도동,41,41,0,대교,95.5,202305,22,"176,000",10,1975,국제금융로7길 20
서울특별시 영등포구 여의도동,42,42,0,한양,109.42,202311,21,"220,000",11,1975,국제금융로 79
서울특별시 영등포구 여의도동,Feb-30,30,2,삼부,92.13,202309,1,"226,000",11,1975,국제금융로7길 27
서울특별시 영등포구 여의도동,42,42,0,한양,149.59,202307,26,"263,000",11,1975,국제금융로 79
서울특별시 서초구 방배동,770-1,770,1,삼호1동~3동,81.39,202308,11,"150,000",12,1975,방배로43길 21
서울특별시 영등포구 여의도동,Feb-30,30,2,삼부,92.13,202305,12,"180,000",12,1975,국제금융로7길 27
서울특별시 영등포구 여의도동,Feb-30,30,2,삼부,92.13,202307,4,"214,500",13,1975,국제금융로7길 27
서울특별시 용산구 이촌동,301-160,301,160,현대맨숀,83.3,202310,13,"219,998",14,1975,이촌로 303
서울특별시 영등포구 여의도동,Feb-30,30,2,삼부,135.8,202308,10,"280,000",15,1975,국제금융로7길 27
서울특별시 영등포구 여의도동,Feb-30,30,2,삼부,135.8,202306,24,"270,000",15,1975,국제금융로7길 27
서울특별시 광진구 중곡동,191-77,191,77,중곡1단지,48.46,202311,11,"45,000",1,1976,동일로72길 17
서울특별시 강남구 압구정동,443,443,0,현대3차(61~64동),82.5,202310,6,"350,000",1,1976,압구정로39길 58
서울특별시 영등포구 여의도동,41,41,0,대교,133.65,202309,17,"246,000",1,1976,국제금융로7길 20
서울특별시 영등포구 신길동,1343,1343,0,대방전철,75.9,202305,25,"75,300",1,1976,여의대방로61길 6
서울특별시 영등포구 여의도동,32,32,0,수정,150.65,202305,10,"210,000",1,1976,국제금융로7길 1
서울특별시 성동구 금호동2가,500-7,500,7,상기,46.28,202312,9,"69,000",2,1976,금호산9가길 52
서울특별시 영등포구 여의도동,02월 21일,21,2,공작,91.97,202309,26,"245,000",2,1976,여의대로6길 17
서울특별시 서초구 방배동,758-4,758,4,삼호2,131.41,202309,11,"209,500",2,1976,방배로43길 2
서울특별시 영등포구 여의도동,01월 21일,21,1,서울,139.31,202306,12,"400,000",2,1976,여의나루로 121
서울특별시 강남구 압구정동,369-1,369,1,"현대1차(12,13,21,22,31,32,33동)",161.18,202306,8,"500,000",2,1976,압구정로29길 71
서울특별시 서초구 방배동,758-4,758,4,삼호2,131.41,202302,22,"172,000",2,1976,방배로43길 2
서울특별시 강남구 압구정동,369-1,369,1,"현대1차(12,13,21,22,31,32,33동)",131.48,202302,17,"355,000",2,1976,압구정로29길 71
서울특별시 용산구 한남동,732-19,732,19,장미1,75.31,202302,9,"170,000",2,1976,우사단로10길 39-96
서울특별시 영등포구 여의도동,Feb-30,30,2,삼부,106.38,202301,10,"200,000",2,1976,국제금융로7길 27
서울특별시 강남구 압구정동,369-1,369,1,"현대1차(12,13,21,22,31,32,33동)",196.21,202310,4,"670,000",3,1976,압구정로29길 71
서울특별시 영등포구 여의도동,02월 21일,21,2,공작,93.06,202308,8,"217,000",3,1976,여의대로6길 17
서울특별시 광진구 중곡동,191-77,191,77,중곡1단지,48.46,202307,29,"48,500",3,1976,동일로72길 17
서울특별시 영등포구 신길동,1343,1343,0,대방전철,75.88,202304,27,"75,000",3,1976,여의대방로61길 6
서울특별시 광진구 중곡동,190-26,190,26,중곡2단지,55.87,202301,5,"55,000",3,1976,긴고랑로1길 55
서울특별시 강남구 압구정동,443,443,0,현대3차(61~64동),82.5,202308,9,"358,000",4,1976,압구정로39길 58
서울특별시 구로구 고척동,Sep-57,57,9,산업인,47,202308,7,"31,000",4,1976,경인로47다길 43
서울특별시 강남구 압구정동,443,443,0,현대3차(61~64동),82.5,202307,25,"365,000",4,1976,압구정로39길 58
서울특별시 영등포구 여의도동,32,32,0,수정,74.55,202307,11,"174,000",4,1976,국제금융로7길 1
서울특별시 영등포구 여의도동,32,32,0,수정,74.55,202307,11,"174,000",4,1976,국제금융로7길 1
서울특별시 강남구 논현동,Mar-62,62,3,"청학아파트에이동,비동,씨동",85.12,202306,15,"140,000",4,1976,도산대로 232
서울특별시 영등포구 여의도동,32,32,0,수정,150.65,202306,5,"240,000",4,1976,국제금융로7길 1
서울특별시 강남구 압구정동,369-1,369,1,"현대1차(12,13,21,22,31,32,33동)",131.48,202304,5,"405,000",4,1976,압구정로29길 71
서울특별시 구로구 고척동,Sep-57,57,9,산업인,47,202302,2,"31,000",4,1976,경인로47다길 43
서울특별시 영등포구 여의도동,32,32,0,수정,150.65,202308,30,"265,000",5,1976,국제금융로7길 1
서울특별시 동작구 흑석동,Feb-97,97,2,명수대,79.24,202304,5,"149,000",5,1976,서달로 158
서울특별시 용산구 한남동,732-19,732,19,장미1,78.01,202301,12,"178,000",5,1976,우사단로10길 39-96
서울특별시 서초구 방배동,758-4,758,4,삼호2,177.52,202307,8,"250,000",6,1976,방배로43길 30
서울특별시 강남구 압구정동,443,443,0,현대3차(61~64동),82.5,202311,23,"390,000",7,1976,압구정로39길 58
서울특별시 영등포구 여의도동,32,32,0,수정,150.65,202305,24,"230,500",7,1976,국제금융로7길 1
서울특별시 영등포구 여의도동,Feb-30,30,2,삼부,77.69,202302,11,"170,000",7,1976,국제금융로7길 27
서울특별시 영등포구 여의도동,Feb-30,30,2,삼부,77.69,202302,11,"170,000",7,1976,국제금융로7길 27
서울특별시 영등포구 여의도동,02월 21일,21,2,공작,125.75,202310,27,"260,000",8,1976,여의대로6길 17
서울특별시 서초구 방배동,758-4,758,4,삼호2,177.52,202308,25,"250,000",8,1976,방배로43길 30
서울특별시 서초구 방배동,757-3,757,3,삼호3,257.12,202308,5,"262,000",10,1976,방배로43길 30
서울특별시 영등포구 여의도동,01월 21일,21,1,서울,139.31,202307,12,"470,000",11,1976,여의나루로 121
서울특별시 강남구 압구정동,443,443,0,현대3차(61~64동),82.5,202307,8,"350,000",11,1976,압구정로39길 58
서울특별시 강남구 압구정동,369-1,369,1,"현대2차(10,11,20,23,24,25동)",160.51,202305,10,"545,000",11,1976,압구정로29길 71
서울특별시 영등포구 여의도동,41,41,0,대교,133.65,202311,23,"250,000",12,1976,국제금융로7길 20
서울특별시 용산구 이촌동,301-155,301,155,두산위브트레지움,89.09,202302,27,"131,000",12,1976,이촌로 177
서울특별시 강남구 압구정동,369-1,369,1,"현대1차(12,13,21,22,31,32,33동)",196.21,202304,27,"780,000",13,1976,압구정로29길 71
서울특별시 용산구 이촌동,301-155,301,155,두산위브트레지움,89.09,202303,14,"130,000",13,1976,이촌로 177
서울특별시 강남구 압구정동,369-1,369,1,"현대2차(10,11,20,23,24,25동)",160.28,202307,27,"650,000",15,1976,압구정로29길 71
서울특별시 구로구 고척동,Mar-97,97,3,삼명,43.74,202310,14,"31,800",1,1977,경서로1길 14
서울특별시 구로구 고척동,Mar-97,97,3,삼명,43.74,202310,13,"30,000",1,1977,경서로1길 14
서울특별시 구로구 고척동,Mar-97,97,3,삼명,43.74,202310,10,"30,000",1,1977,경서로1길 14
서울특별시 영등포구 여의도동,54,54,0,진주,48.26,202309,23,"150,000",1,1977,국제금융로 108-6
서울특별시 영등포구 신길동,3002,3002,0,남서울,42.98,202304,6,"75,500",1,1977,신길로 108
서울특별시 영등포구 신길동,3002,3002,0,남서울,42.98,202303,4,"77,000",1,1977,신길로 108
서울특별시 구로구 고척동,Sep-57,57,9,산업인,47.01,202302,6,"35,000",1,1977,경인로47다길 43
서울특별시 성북구 정릉동,780,780,0,"산장아파트가동,나동",52.89,202301,5,"33,300",1,1977,보국문로 167
서울특별시 강남구 압구정동,490,490,0,한양1차(영동한양),78.05,202312,17,"350,000",2,1977,압구정로 321
서울특별시 구로구 고척동,Mar-97,97,3,삼명,43.74,202309,8,"30,000",2,1977,경서로1길 14
서울특별시 영등포구 여의도동,54,54,0,진주,48.26,202308,26,"146,000",2,1977,국제금융로 108-6
서울특별시 동대문구 제기동,892-68,892,68,경동미주,67.21,202306,8,"63,000",2,1977,정릉천동로 80
서울특별시 강남구 압구정동,490,490,0,한양1차(영동한양),63.87,202301,6,"218,500",2,1977,압구정로 321
서울특별시 강남구 압구정동,462,462,0,현대4차저층(51~56동),117.91,202312,18,"535,000",3,1977,압구정로33길 70
서울특별시 강남구 압구정동,462,462,0,현대4차저층(51~56동),117.91,202312,18,"535,000",3,1977,압구정로33길 70
서울특별시 성북구 정릉동,780,780,0,"산장아파트가동,나동",52.89,202312,3,"32,000",3,1977,보국문로 167
서울특별시 강남구 압구정동,490,490,0,한양1차(영동한양),63.87,202311,30,"318,000",3,1977,압구정로 321
서울특별시 강남구 압구정동,462,462,0,현대4차저층(51~56동),117.91,202310,4,"538,000",3,1977,압구정로33길 70
서울특별시 강남구 압구정동,462,462,0,현대4차저층(51~56동),117.91,202310,4,"538,000",3,1977,압구정로33길 70
서울특별시 구로구 고척동,Mar-97,97,3,삼명,43.74,202309,8,"30,000",3,1977,경서로1길 14
서울특별시 강남구 압구정동,490,490,0,한양1차(영동한양),78.05,202309,5,"350,000",3,1977,압구정로 321
서울특별시 영등포구 신길동,3002,3002,0,남서울,42.98,202309,2,"84,007",3,1977,신길로 108
서울특별시 영등포구 신길동,3002,3002,0,남서울,42.98,202309,2,"84,007",3,1977,신길로 108
서울특별시 성북구 정릉동,780,780,0,"산장아파트가동,나동",52.89,202308,30,"39,500",3,1977,보국문로 167
서울특별시 영등포구 신길동,3002,3002,0,남서울,42.98,202308,25,"102,400",3,1977,신길로 108
서울특별시 영등포구 신길동,3002,3002,0,남서울,41.62,202306,16,"63,800",3,1977,신길로 108
서울특별시 영등포구 신길동,3002,3002,0,남서울,41.62,202305,13,"67,000",3,1977,신길로 108
서울특별시 용산구 원효로4가,118-16,118,16,산호,103.67,202305,2,"174,000",3,1977,원효로 66
서울특별시 동대문구 제기동,892-68,892,68,경동미주,67.21,202303,23,"58,100",3,1977,정릉천동로 80
서울특별시 동대문구 제기동,892-68,892,68,경동미주,67.21,202303,22,"58,100",3,1977,정릉천동로 80
서울특별시 구로구 고척동,Mar-97,97,3,삼명,43.74,202310,24,"30,000",4,1977,경서로1길 14
서울특별시 영등포구 신길동,3002,3002,0,남서울,42.98,202309,23,"81,000",4,1977,신길로 108
서울특별시 영등포구 여의도동,30,30,0,목화,89.26,202308,14,"208,000",4,1977,여의나루로 126
서울특별시 영등포구 여의도동,54,54,0,진주,63.83,202308,4,"140,439",4,1977,국제금융로 108-6
서울특별시 강남구 압구정동,490,490,0,한양1차(영동한양),91.21,202307,12,"360,000",4,1977,압구정로 321
서울특별시 강남구 압구정동,490,490,0,한양1차(영동한양),63.87,202307,12,"270,000",4,1977,압구정로 321
서울특별시 강남구 압구정동,490,490,0,한양1차(영동한양),63.87,202307,11,"270,000",4,1977,압구정로 321
서울특별시 구로구 고척동,Mar-97,97,3,삼명,43.74,202305,10,"30,000",4,1977,경서로1길 14
서울특별시 영등포구 신길동,3002,3002,0,남서울,41.69,202304,8,"65,800",4,1977,신길로 108
서울특별시 영등포구 신길동,3002,3002,0,남서울,42.98,202303,18,"76,507",4,1977,신길로 108
서울특별시 영등포구 신길동,3002,3002,0,남서울,41.62,202303,2,"66,000",4,1977,신길로 108
서울특별시 성북구 정릉동,780,780,0,"산장아파트가동,나동",71.5,202302,27,"50,000",4,1977,보국문로 167
서울특별시 영등포구 여의도동,Feb-30,30,2,삼부,146.68,202310,28,"340,000",5,1977,국제금융로7길 27
서울특별시 동대문구 제기동,892-68,892,68,경동미주,67.21,202309,26,"79,000",5,1977,정릉천동로 80
서울특별시 영등포구 신길동,3002,3002,0,남서울,42.98,202309,1,"82,300",5,1977,신길로 108
서울특별시 동대문구 제기동,892-68,892,68,경동미주,96.96,202307,28,"91,000",5,1977,정릉천동로 80
서울특별시 영등포구 여의도동,30,30,0,목화,89.26,202306,30,"208,000",5,1977,여의나루로 126
서울특별시 동대문구 제기동,892-68,892,68,경동미주,67.21,202306,7,"59,900",5,1977,정릉천동로 80
서울특별시 영등포구 여의도동,54,54,0,진주,63.83,202305,23,"147,000",5,1977,국제금융로 108-6
서울특별시 영등포구 신길동,3002,3002,0,남서울,42.98,202305,23,"78,007",5,1977,신길로 108
서울특별시 영등포구 신길동,3002,3002,0,남서울,42.98,202302,15,"75,000",5,1977,신길로 108
서울특별시 강남구 압구정동,490,490,0,한양1차(영동한양),91.21,202306,20,"345,000",6,1977,압구정로 321
서울특별시 강남구 압구정동,490,490,0,한양1차(영동한양),49.98,202306,19,"200,000",6,1977,압구정로 321
서울특별시 강남구 압구정동,490,490,0,한양1차(영동한양),63.87,202305,26,"250,000",6,1977,압구정로 321
서울특별시 영등포구 여의도동,54,54,0,진주,63.83,202305,23,"116,380",6,1977,국제금융로 108-6
서울특별시 영등포구 여의도동,Feb-30,30,2,삼부,146.68,202305,22,"310,000",6,1977,국제금융로7길 27
서울특별시 영등포구 여의도동,Feb-30,30,2,삼부,146.68,202305,22,"310,000",6,1977,국제금융로7길 27
서울특별시 성북구 정릉동,780,780,0,"산장아파트가동,나동",52.89,202305,12,"42,000",6,1977,보국문로 167
서울특별시 강남구 압구정동,490,490,0,한양1차(영동한양),49.98,202311,10,"250,000",7,1977,압구정로 321
서울특별시 용산구 이촌동,301-170,301,170,반도,136.21,202307,20,"270,000",7,1977,이촌로 324-10
서울특별시 영등포구 여의도동,54,54,0,진주,48.26,202306,22,"143,000",7,1977,국제금융로 108-6
서울특별시 영등포구 여의도동,54,54,0,진주,63.83,202311,2,"141,439",8,1977,국제금융로 108-6
서울특별시 동대문구 제기동,892-68,892,68,경동미주,67.21,202307,25,"63,000",8,1977,정릉천동로 80
서울특별시 영등포구 여의도동,30,30,0,목화,67.11,202305,23,"165,000",8,1977,여의나루로 126
서울특별시 성북구 정릉동,780,780,0,"산장아파트가동,나동",52.89,202305,2,"37,000",8,1977,보국문로 167
서울특별시 성북구 정릉동,780,780,0,"산장아파트가동,나동",52.89,202307,30,"31,500",9,1977,보국문로 167
서울특별시 영등포구 여의도동,Apr-40,40,4,화랑,104.5,202307,11,"205,000",9,1977,국제금융로7가길 21
서울특별시 영등포구 여의도동,54,54,0,진주,72,202304,19,"150,000",9,1977,국제금융로 108-6
서울특별시 강남구 압구정동,490,490,0,한양1차(영동한양),121.32,202301,13,"390,000",10,1977,압구정로 321
