pid,hid,p21age1,est_1,est_2,est_3,est_4,est_5,est_6,est_7,est_8,est_9,est_10,satis_1,satis_2,satis_3
52160002,521600,77,3,2,2,2,2,1,1,3,2,1,2,3,3
52170001,521700,80,3,3,1,3,2,3,2,3,1,1,4,5,5
52180001,521800,55,3,2,2,3,2,2,2,3,1,1,4,4,3
52190002,521900,53,3,2,1,3,2,3,2,3,1,1,4,5,5
52200002,522000,74,3,2,1,3,2,2,1,3,2,1,4,5,4
52210001,522100,83,3,3,2,2,3,3,3,3,2,2,4,4,4
52220002,522200,54,3,3,2,3,2,3,3,3,2,2,5,5,5
52230001,522300,47,3,3,2,3,2,3,3,3,2,2,4,5,5
52230002,522300,48,3,3,2,3,2,3,3,3,2,2,5,5,5
52230003,522300,24,3,3,2,3,2,3,3,3,2,2,4,5,4
52230004,522300,17,3,3,2,3,2,3,3,3,2,2,5,5,5
52240001,522400,81,3,3,2,2,3,3,2,2,2,2,3,3,3
52240002,522400,78,3,2,2,3,3,2,2,2,1,1,3,3,3
52240003,522400,54,3,3,2,3,2,3,3,3,2,2,3,3,3
52240004,522400,54,3,3,2,3,2,3,3,3,2,2,5,5,5
52240005,522400,27,3,3,2,3,2,3,3,3,2,2,4,4,4
52240006,522400,22,3,3,2,3,2,3,3,3,2,2,5,5,5
52250001,522500,78,2,3,3,2,2,2,3,3,2,2,2,2,2
52250002,522500,74,3,2,2,3,3,2,2,2,3,2,3,3,3
52260002,522600,74,3,2,2,3,3,3,2,2,3,3,3,3,3
52270002,522700,66,3,2,2,3,3,2,2,3,3,3,3,3,4
52280001,522800,65,2,3,2,2,2,2,3,2,2,2,3,3,3
52280002,522800,61,3,3,2,2,3,3,2,3,2,2,3,3,3
52280003,522800,94,2,2,2,1,2,2,2,2,2,1,3,3,3
52290001,522900,77,3,2,2,2,3,3,3,2,2,2,2,2,2
52290002,522900,70,3,2,2,3,3,2,2,2,3,3,2,2,2
52300001,523000,56,3,3,4,2,3,2,2,3,3,3,3,4,3
52300002,523000,50,3,3,4,4,3,3,3,4,4,3,2,2,2
52300003,523000,26,3,2,2,3,3,2,2,2,3,3,3,4,3
52300004,523000,24,3,2,2,2,3,3,3,3,2,3,3,3,3
52310001,523100,48,2,3,1,3,2,3,3,2,1,1,3,4,5
52310002,523100,62,2,2,1,3,2,3,3,2,2,2,4,4,5
52320001,523200,78,2,3,1,3,3,3,3,2,1,1,4,4,5
52330001,523300,83,2,2,1,2,3,2,2,1,2,2,4,4,3
52330002,523300,81,2,1,2,2,1,1,2,2,2,2,2,3,3
52350001,523500,66,2,3,1,3,2,3,3,2,2,1,2,2,4
52360001,523600,70,3,3,1,2,1,2,2,2,1,1,4,5,3
52360002,523600,65,2,1,2,3,2,1,2,2,2,2,4,4,3
52370001,523700,64,2,2,3,3,2,1,2,2,1,1,5,5,4
52370002,523700,63,2,2,3,2,2,3,3,2,1,1,4,4,5
52400001,524000,62,3,3,1,4,2,3,3,2,1,1,5,5,5
52400002,524000,61,3,3,1,3,2,3,3,2,1,1,4,4,5
52400003,524000,21,2,3,1,3,2,3,2,2,1,1,4,6,2
52410001,524100,88,2,1,2,3,2,2,2,1,1,1,5,5,5
52420001,524200,91,2,1,2,1,2,1,1,1,2,2,2,4,4
52430001,524300,83,2,2,3,2,2,1,2,2,1,1,4,4,5
52430002,524300,77,3,2,1,2,2,2,1,2,2,2,3,3,5
52440003,524400,54,2,2,3,2,1,2,2,2,1,2,4,4,5
52450001,524500,82,2,2,3,3,2,2,2,2,1,1,4,4,6
52450002,524500,75,3,3,1,3,2,2,3,1,1,1,5,4,5
52460001,524600,88,1,2,2,3,2,2,3,2,2,2,4,4,4
52460002,524600,85,2,3,2,2,1,2,2,2,1,1,3,3,4
52470001,524700,82,3,3,1,2,2,3,3,1,1,1,5,5,5
52470002,524700,79,2,2,1,3,2,3,3,1,1,1,5,4,5
52480001,524800,88,3,3,3,2,2,2,3,2,1,1,4,4,5
52480002,524800,83,3,2,1,2,2,2,3,2,1,1,5,5,5
52490001,524900,61,2,2,2,1,2,2,2,1,1,1,4,4,5
52490002,524900,92,2,2,1,2,2,2,1,1,1,1,4,4,5
52490003,524900,90,2,2,3,2,1,2,2,2,1,1,4,4,4
52490004,524900,58,2,2,2,2,1,2,3,2,2,2,4,4,5
52490005,524900,31,2,2,1,1,1,2,3,2,1,1,2,3,4
52490006,524900,32,2,2,1,2,2,2,1,2,1,1,3,5,5
52500001,525000,66,2,2,1,2,2,2,3,2,1,1,3,4,4
52500002,525000,64,2,3,2,1,2,2,2,1,1,1,5,5,4
52500005,525000,34,2,2,2,3,3,2,2,1,1,1,4,4,4
52510001,525100,62,2,3,2,3,3,3,3,2,1,1,3,3,5
52510002,525100,49,3,3,1,2,2,2,3,2,1,1,5,5,5
52510003,525100,89,2,2,2,3,3,3,2,2,2,2,4,5,5
52510005,525100,22,2,3,1,3,2,3,3,2,1,1,4,6,5
52520001,525200,75,1,2,3,2,3,2,2,3,3,2,2,2,4
52520002,525200,66,2,3,2,3,3,2,2,2,2,2,5,5,5
52520003,525200,95,2,2,1,1,1,2,2,2,1,1,3,4,4
52530001,525300,86,3,2,1,2,3,3,3,2,1,1,5,5,5
52540001,525400,88,2,3,1,2,3,2,3,2,1,1,2,4,4
52550001,525500,65,2,3,2,3,2,2,3,2,1,1,2,2,5
52560001,525600,77,2,2,1,2,3,2,2,1,1,1,4,4,5
52560002,525600,74,2,2,3,2,2,2,2,2,1,1,3,3,3
52570001,525700,84,3,2,1,2,2,2,2,1,1,1,2,4,5
52580001,525800,86,3,2,2,2,2,1,2,2,1,1,4,4,4
52580002,525800,81,3,2,2,3,3,2,2,1,2,2,4,4,5
52590001,525900,81,3,3,3,2,1,1,2,2,1,1,4,4,5
52590002,525900,81,3,2,3,3,2,1,2,2,1,1,3,4,5
52600001,526000,69,3,3,2,2,2,3,3,3,1,1,4,3,4
52600002,526000,66,2,1,2,2,3,2,2,2,1,1,4,3,4
52610001,526100,68,3,2,3,1,2,2,2,1,1,1,5,5,5
52620001,526200,77,2,2,1,2,2,3,2,3,2,2,5,3,4
52620002,526200,76,2,2,3,2,2,3,3,2,1,1,5,5,5
52630001,526300,42,2,2,2,1,2,2,3,2,2,2,5,5,5
52630002,526300,43,3,3,1,3,2,3,3,2,1,1,5,5,5
52630004,526300,14,2,3,1,3,3,3,3,2,1,1,4,5,5
52640001,526400,79,2,2,1,2,3,2,1,2,1,1,3,4,4
52640002,526400,23,2,2,3,2,1,2,2,1,1,1,4,4,4
52660001,526600,67,3,2,3,3,2,2,2,2,2,2,4,4,6
52660002,526600,65,2,2,1,2,2,3,2,2,1,1,4,4,5
52680001,526800,71,2,3,1,3,2,3,3,3,1,1,4,5,5
52680002,526800,65,3,2,2,3,3,2,1,2,2,2,5,3,5
52690001,526900,59,2,2,1,3,2,3,3,2,2,2,3,4,5
52690002,526900,61,2,2,1,1,2,3,2,2,1,1,5,5,5
52690003,526900,35,2,2,3,2,2,3,2,2,2,2,4,4,3
52690004,526900,33,3,3,2,3,2,3,2,2,2,2,5,5,5
52700001,527000,62,2,2,3,3,2,2,3,2,2,2,4,5,5
52700002,527000,56,2,3,2,2,2,3,3,2,2,2,5,5,6
52700004,527000,30,2,3,1,3,2,3,3,2,1,1,4,6,6
52710002,527100,41,3,2,1,3,2,2,1,3,1,1,4,5,5
52740002,527400,78,2,2,2,2,2,1,1,3,2,1,3,4,3
52750002,527500,81,2,2,2,2,2,2,1,3,1,1,4,4,4
52770001,527700,87,2,1,2,1,3,1,1,2,3,1,3,3,3
52780002,527800,46,3,2,1,3,2,2,2,3,1,1,4,5,5
52790002,527900,55,2,2,1,3,2,2,2,2,1,1,4,5,4
52800002,528000,53,3,2,1,4,1,3,3,2,1,1,5,6,6
52810002,528100,96,2,3,2,2,2,3,3,3,2,2,2,3,2
52830001,528300,38,3,3,1,3,2,3,3,3,1,2,5,5,4
52840002,528400,50,3,3,2,3,2,3,3,3,2,1,5,6,5
52840003,528400,48,3,2,3,2,2,3,3,2,2,2,5,4,5
52840004,528400,19,3,3,2,3,3,3,2,3,2,2,5,5,5
52880001,528800,82,3,3,3,3,2,3,3,3,2,2,5,6,5
52900001,529000,44,3,3,2,3,2,3,3,3,2,2,5,6,5
52900002,529000,45,3,3,3,3,2,3,3,3,1,1,3,5,5
52910002,529100,41,3,3,2,3,3,3,3,2,2,2,5,5,5
52930001,529300,50,3,3,1,3,2,3,3,2,3,3,4,4,5
52930002,529300,46,2,2,1,2,2,3,2,3,1,1,4,4,5
52930004,529300,15,3,4,1,2,2,3,2,3,1,1,4,4,4
52950001,529500,45,3,3,2,3,2,3,3,3,2,2,5,5,4
52950002,529500,42,4,3,2,3,1,3,4,3,2,1,5,4,4
52970001,529700,79,3,3,3,3,2,3,3,3,3,3,4,4,4
52970002,529700,73,3,3,3,3,2,3,3,3,3,3,4,4,4
52980002,529800,40,4,4,2,3,2,3,3,3,2,2,5,5,5
52990001,529900,42,3,3,2,3,2,3,3,3,2,2,5,4,4
52990002,529900,42,3,4,1,3,2,3,3,3,2,1,7,5,5
52990003,529900,16,3,4,1,3,2,4,4,3,1,2,6,6,6
53000002,530000,49,3,3,2,3,2,3,3,3,2,2,5,6,5
53030001,530300,54,2,2,1,3,3,3,3,3,1,1,4,3,5
53050001,530500,57,3,2,1,3,3,3,3,3,1,1,5,5,6
53050002,530500,51,2,2,2,2,2,3,2,2,1,1,3,6,6
53060001,530600,75,2,2,1,2,2,2,1,2,1,1,4,4,4
53060002,530600,72,2,2,2,2,2,1,1,1,1,1,4,4,4
53160001,531600,48,3,3,4,3,3,3,3,3,1,1,5,5,5
53160002,531600,46,3,3,1,3,1,3,3,2,2,2,4,3,4
53190002,531900,69,4,3,1,3,2,3,3,3,1,1,5,5,3
53200001,532000,59,2,3,2,2,2,2,2,2,1,1,5,5,4
53200002,532000,57,3,3,1,3,2,3,3,3,1,1,4,4,4
53220001,532200,70,3,3,1,3,3,3,3,3,2,1,5,5,4
53220002,532200,65,4,3,1,2,3,3,3,3,2,1,5,5,5
53230001,532300,82,2,2,1,1,3,2,2,2,1,1,3,3,3
53260001,532600,48,4,4,1,3,2,3,3,3,2,2,5,5,5
53260002,532600,44,4,3,1,3,1,3,3,3,1,1,5,5,4
53280001,532800,45,4,4,1,3,1,3,3,3,1,1,5,6,5
53280002,532800,42,4,3,1,4,1,3,3,3,1,1,5,5,5
53390001,533900,74,2,1,2,1,3,3,2,1,2,2,2,6,4
53420001,534200,82,3,3,1,2,2,3,3,2,1,1,5,5,4
53420002,534200,76,3,3,1,3,2,3,3,1,1,1,5,5,5
53430001,534300,84,2,2,1,1,2,2,3,2,1,1,4,4,4
53430002,534300,80,2,3,3,2,2,1,2,2,2,2,5,5,5
53450001,534500,60,2,2,2,2,3,2,1,2,2,2,3,3,4
53480001,534800,67,2,2,3,3,3,2,3,2,1,1,4,4,5
53480002,534800,61,2,3,2,1,2,2,3,2,2,2,5,5,6
53490001,534900,49,3,3,1,3,2,3,3,2,1,1,5,5,5
53490002,534900,44,3,2,2,3,2,2,2,1,1,1,3,4,3
53490003,534900,18,3,3,1,2,2,3,3,2,1,1,3,4,6
53490004,534900,16,3,3,2,3,3,3,3,2,2,2,4,4,5
53500001,535000,52,2,2,1,3,2,3,2,2,1,1,4,5,5
53500002,535000,87,2,2,1,2,3,3,3,2,1,1,3,5,5
53500003,535000,81,2,2,3,2,2,2,2,1,1,1,4,4,5
53500004,535000,46,2,3,2,2,2,3,2,2,1,1,3,4,4
53500005,535000,21,3,3,2,2,2,3,3,2,2,2,4,4,5
53500006,535000,20,3,3,1,3,2,3,2,3,1,1,2,5,4
53510001,535100,64,2,3,3,2,2,2,3,2,3,3,4,5,5
53520001,535200,63,3,2,1,3,2,3,3,3,2,2,6,5,6
53520002,535200,61,3,3,2,3,2,3,3,2,2,1,5,6,5
53530001,535300,71,3,2,2,3,3,4,3,3,2,3,4,5,4
53530002,535300,69,2,3,3,2,3,3,2,3,3,2,4,3,5
53540001,535400,51,4,4,1,4,3,4,4,1,1,1,7,7,7
53540002,535400,46,4,3,1,4,2,4,4,1,1,1,7,7,7
53540003,535400,21,4,4,1,4,1,4,4,1,1,1,7,7,7
53540004,535400,19,4,4,1,4,1,4,4,1,1,1,7,7,7
53540005,535400,15,4,4,1,4,1,4,4,1,1,1,7,7,7
53550001,535500,84,3,3,2,2,3,2,3,4,3,3,4,3,5
53550002,535500,83,3,3,2,3,3,2,2,3,2,3,4,5,4
53580001,535800,79,2,3,3,3,2,3,3,2,3,3,4,5,5
53580002,535800,79,3,3,2,3,3,3,3,3,2,3,5,4,4
53610001,536100,63,4,4,1,4,1,3,4,3,1,1,6,6,6
53610002,536100,53,3,3,1,3,2,3,3,3,1,2,5,6,6
53620001,536200,72,3,3,3,3,1,2,3,3,1,1,4,4,4
53620002,536200,67,3,3,1,3,1,3,3,3,1,1,5,5,5
53620003,536200,47,3,3,3,3,3,2,2,3,2,2,5,5,5
53630002,536300,73,2,2,2,2,3,3,2,3,1,1,3,3,3
53650001,536500,43,3,3,2,4,1,3,4,4,1,1,6,6,6
53650002,536500,37,3,3,2,3,2,2,2,3,3,3,2,2,2
53650003,536500,13,3,3,2,4,4,4,2,1,1,1,6,5,4
53660004,536600,35,3,3,1,2,1,2,2,2,2,2,5,5,5
53660006,536600,38,2,2,2,2,2,3,2,2,2,2,5,5,5
53670001,536700,79,3,2,1,3,2,3,3,2,2,2,5,4,5
53670002,536700,69,3,3,1,3,2,3,3,2,2,3,5,5,5
53680001,536800,40,4,4,1,4,1,4,4,4,1,1,7,6,7
53680002,536800,38,4,4,1,4,1,3,3,2,1,2,5,6,6
53680003,536800,13,3,3,1,3,2,3,3,4,2,2,6,5,7
53720001,537200,67,3,3,1,3,1,3,3,3,1,1,6,6,6
53720003,537200,69,3,3,1,4,2,3,3,3,1,1,6,7,6
53760001,537600,74,2,2,3,3,3,3,3,3,1,1,4,4,4
53780001,537800,76,3,2,3,3,2,2,3,3,2,1,4,4,4
53790001,537900,44,4,4,1,4,1,4,4,4,1,1,7,7,7
53790002,537900,42,3,3,1,2,2,3,3,2,1,1,6,5,5
53790003,537900,16,3,3,1,3,1,3,3,2,1,1,6,6,6
53790004,537900,15,2,2,2,1,2,2,2,2,1,1,5,5,5
53810001,538100,66,2,2,2,2,2,2,2,2,2,2,5,5,5
53810002,538100,59,3,3,3,3,3,3,3,3,1,1,5,5,5
53810003,538100,34,3,2,1,2,2,2,3,3,1,1,6,6,5
53830001,538300,64,4,4,1,4,1,4,4,2,1,1,7,6,6
53830002,538300,60,3,3,1,3,1,3,3,2,1,1,6,6,6
53830102,538301,38,4,4,1,4,1,4,4,2,1,1,7,7,7
53860001,538600,51,4,4,1,4,1,4,3,3,1,1,7,7,7
53860002,538600,50,3,3,3,3,3,3,3,3,2,2,6,5,5
53860003,538600,19,4,4,1,4,1,4,3,3,1,1,7,6,7
53860004,538600,18,4,4,4,4,1,4,4,4,1,1,7,7,7
53870001,538700,61,3,2,1,2,2,2,1,1,3,3,1,2,1
53870002,538700,45,3,2,2,2,2,1,2,2,1,1,4,4,3
53870003,538700,16,2,2,2,2,2,2,2,2,2,2,4,7,7
53890002,538900,66,3,3,1,3,2,4,4,3,1,1,6,6,6
53900001,539000,63,3,3,1,2,1,3,2,3,1,1,5,5,5
53910002,539100,70,3,4,1,3,1,3,3,3,1,1,6,6,6
53940001,539400,71,4,4,1,3,1,4,4,4,2,1,5,5,5
53950001,539500,43,3,2,1,3,2,2,2,1,1,2,4,4,4
53950002,539500,42,3,2,1,3,2,2,2,1,1,2,4,4,4
53970001,539700,61,3,3,2,2,3,3,3,4,2,2,4,4,3
53970002,539700,58,3,4,3,3,3,3,4,3,3,3,4,5,5
53980001,539800,60,3,3,2,3,2,3,3,3,2,2,4,3,4
53980002,539800,59,3,2,2,3,2,3,2,2,2,2,4,5,5
53990001,539900,85,2,2,2,2,2,2,2,2,3,3,3,3,3
54000001,540000,84,3,3,2,3,2,3,3,2,2,3,4,4,4
54000002,540000,84,3,2,2,3,2,3,3,2,2,2,3,4,4
54010001,540100,64,3,3,2,3,2,3,3,4,2,2,2,5,5
54010002,540100,60,3,3,2,2,1,3,3,2,2,2,5,5,4
54020001,540200,49,2,2,2,2,2,2,2,2,2,2,4,4,4
54020002,540200,52,2,2,2,2,2,2,2,2,2,2,5,4,5
54020003,540200,25,2,2,2,2,2,2,2,2,2,2,3,3,3
54020004,540200,22,2,2,2,2,2,2,2,2,2,2,3,3,3
54020005,540200,73,2,2,2,2,2,2,2,2,2,2,4,4,4
54050001,540500,50,4,4,1,4,1,4,4,2,1,1,6,6,5
54050002,540500,46,4,4,1,4,1,4,4,2,1,1,7,7,7
54050003,540500,23,4,4,1,4,1,4,4,2,1,1,6,6,7
54050004,540500,19,4,4,1,4,1,4,4,3,1,1,6,6,6
54060001,540600,49,3,3,1,2,2,4,3,3,1,1,6,6,6
54060002,540600,46,3,3,3,3,2,3,3,3,1,2,5,5,6
54060003,540600,21,4,4,1,3,3,3,3,3,2,2,6,6,6
54060004,540600,18,3,2,3,3,2,3,3,3,3,3,5,5,5
54090001,540900,94,2,2,1,2,2,3,2,2,3,2,3,2,3
54100002,541000,78,2,2,2,3,3,2,3,2,2,3,4,4,3
54130002,541300,68,2,2,2,2,3,2,2,2,2,1,4,4,5
54140001,541400,82,3,3,2,2,2,3,2,3,2,2,3,4,3
54140002,541400,83,2,2,3,2,2,2,2,3,2,2,3,3,2
54160002,541600,67,3,2,1,3,2,2,2,3,3,3,4,5,5
54190001,541900,81,2,2,1,2,3,2,2,3,2,2,3,3,3
54190002,541900,80,2,2,2,3,3,2,2,3,2,2,3,3,4
54200002,542000,63,3,3,2,2,2,3,3,3,2,2,4,3,5
54210002,542100,77,3,2,2,2,3,2,2,3,2,2,4,5,4
54210004,542100,38,1,1,3,2,2,2,1,2,4,4,2,2,2
54220001,542200,69,2,2,1,2,2,1,2,2,3,2,3,3,4
54220002,542200,70,2,2,2,3,2,2,1,2,2,1,3,3,4
54230001,542300,45,3,3,1,2,1,3,2,2,1,1,4,2,2
54230002,542300,44,3,3,2,2,1,3,3,3,1,1,6,6,6
54230003,542300,16,3,3,1,3,1,3,3,2,1,1,4,3,3
54250001,542500,48,3,2,1,3,2,3,3,2,3,2,5,5,5
54250002,542500,23,4,4,1,3,2,3,3,2,1,2,6,6,6
54250003,542500,20,3,3,2,2,3,3,3,2,2,2,6,6,6
54250004,542500,56,3,3,3,3,2,3,3,2,2,2,6,6,5
54260001,542600,47,2,2,2,2,2,2,2,2,2,2,4,4,4
54260003,542600,22,2,2,2,2,2,2,2,2,2,2,3,3,3
54260004,542600,18,2,2,2,2,2,2,2,2,2,2,3,3,3
54260005,542600,52,2,2,2,2,2,2,2,2,2,2,5,4,5
54320002,543200,78,4,4,1,3,1,3,4,3,1,1,5,5,5
54330001,543300,80,2,2,2,2,2,2,2,2,2,2,4,4,4
54330002,543300,71,2,2,2,2,2,2,2,2,2,2,4,4,4
54330004,543300,22,2,2,2,2,2,2,2,2,2,2,4,4,4
54350002,543500,74,3,3,1,4,1,3,3,3,1,1,5,6,6
54390001,543900,82,3,4,1,3,1,3,3,3,1,1,4,5,4
54460001,544600,79,3,3,2,2,3,3,3,3,3,2,4,5,5
54470001,544700,79,3,3,3,2,3,3,3,3,2,3,4,4,5
54470002,544700,69,3,2,3,3,2,3,2,2,2,3,4,4,4
54500001,545000,88,3,2,2,3,2,3,3,2,2,3,4,3,3
54510001,545100,88,2,3,2,2,2,3,3,3,2,2,4,4,5
54510002,545100,85,3,2,3,3,2,3,2,3,3,3,5,5,4
54520001,545200,85,3,2,2,3,4,3,2,3,1,3,5,4,4
54520002,545200,77,3,2,2,2,3,3,2,3,2,2,4,3,4
54530001,545300,93,3,3,2,3,3,2,3,2,3,2,4,5,5
54530002,545300,58,3,2,2,3,3,2,3,2,3,3,5,4,5
54540002,545400,78,2,3,2,4,2,3,2,3,3,2,4,3,3
54550002,545500,55,3,3,2,3,2,3,4,3,2,2,5,5,6
54560002,545600,75,2,2,3,2,3,3,2,3,2,2,5,4,4
54570001,545700,63,3,3,2,3,2,3,3,3,1,2,4,5,5
54570002,545700,60,3,3,2,3,2,3,3,3,1,2,4,5,6
54570003,545700,87,2,2,2,1,2,2,3,2,2,2,5,6,6
54580002,545800,65,2,3,3,3,2,3,2,3,3,2,4,4,5
54590001,545900,56,2,3,2,2,2,2,2,2,2,2,5,5,2
54590002,545900,51,2,2,2,2,2,2,2,2,2,2,5,5,5
54610001,546100,74,2,2,2,2,1,2,1,2,2,2,4,5,5
54610002,546100,69,2,2,2,2,2,2,2,2,2,2,4,5,5
54610003,546100,41,2,3,2,4,1,2,3,2,1,1,3,4,4
54620001,546200,48,4,4,1,4,1,4,4,2,1,1,6,6,6
54620002,546200,48,1,2,3,2,2,2,2,3,4,4,2,2,2
54620003,546200,22,4,4,1,4,1,4,2,2,1,1,7,7,7
54620004,546200,20,3,3,1,3,1,3,3,3,1,1,6,6,6
54630001,546300,74,3,3,1,3,1,4,3,3,1,1,6,6,6
54650001,546500,85,3,3,1,3,1,3,3,3,1,1,4,6,6
54660001,546600,82,3,3,1,3,1,3,3,2,1,1,4,4,4
54670001,546700,70,3,3,2,3,2,4,3,3,2,1,5,5,5
54670002,546700,64,3,3,2,3,4,3,3,3,1,1,5,4,4
54690001,546900,69,3,3,4,3,3,4,4,2,2,1,6,6,6
54690002,546900,64,3,3,1,2,2,3,3,3,1,1,5,5,5
54700002,547000,77,3,3,1,4,1,3,3,3,1,1,5,5,5
54710001,547100,50,3,3,2,3,2,3,3,2,1,2,6,6,6
54710002,547100,77,2,2,1,2,1,2,2,1,1,1,4,4,4
54720002,547200,71,3,3,2,3,2,4,2,2,2,2,4,4,5
54730001,547300,80,3,3,1,3,2,3,3,3,1,1,5,5,5
54740001,547400,77,2,3,2,1,1,2,3,1,1,1,6,6,6
54770001,547700,49,3,2,2,2,2,2,2,2,2,2,5,5,5
54770002,547700,46,4,4,1,4,1,4,4,2,1,1,6,6,6
54770003,547700,13,3,3,1,4,1,3,3,2,1,1,5,5,5
54780001,547800,65,3,3,2,3,2,3,3,3,1,1,5,5,5
54780002,547800,61,4,4,1,3,2,3,3,2,2,1,5,5,5
54790002,547900,83,2,2,2,3,3,2,3,3,2,3,4,3,4
54810002,548100,60,3,2,2,3,1,2,3,2,2,2,4,5,4
54810003,548100,59,2,1,3,2,2,1,1,2,2,2,5,4,4
54810004,548100,27,3,2,2,3,1,2,3,2,2,2,6,5,6
54810005,548100,23,3,2,1,2,3,2,2,2,2,2,5,6,6
54820002,548200,69,2,2,1,2,1,2,2,2,2,2,4,3,4
54830001,548300,78,3,3,3,3,3,3,3,3,3,3,6,5,6
54830002,548300,76,3,2,1,2,1,2,2,1,2,2,6,5,6
54840001,548400,54,2,2,1,2,2,2,2,2,2,1,4,4,4
54840002,548400,21,3,3,1,3,1,4,3,2,1,1,6,6,6
54850001,548500,71,3,3,2,3,2,3,3,2,3,1,6,6,6
54850002,548500,69,3,2,1,3,2,3,3,2,1,1,4,5,5
54860001,548600,75,3,2,2,3,1,3,2,1,1,1,5,6,5
54860002,548600,80,3,2,3,3,3,3,3,2,2,2,5,6,5
54860003,548600,54,2,1,3,2,2,2,2,1,1,1,5,5,5
54860004,548600,15,2,3,1,2,2,2,2,1,1,1,5,5,5
54870001,548700,71,3,3,2,3,2,3,3,2,2,2,5,5,5
54870002,548700,68,3,3,3,3,3,3,3,2,3,2,6,5,6
54880001,548800,60,3,3,1,3,1,3,3,2,1,1,6,6,6
54880002,548800,58,3,3,2,3,1,3,3,1,1,1,6,6,6
54880003,548800,25,3,2,3,3,3,3,2,2,2,2,5,6,5
54890001,548900,75,2,2,1,3,3,3,3,2,1,1,4,4,5
54890002,548900,48,2,2,1,2,1,2,2,2,1,1,5,5,5
54890003,548900,20,3,3,2,3,2,3,3,2,2,2,5,5,5
54900001,549000,70,3,3,1,2,2,3,2,3,1,1,6,6,6
54900002,549000,70,3,3,1,3,2,3,3,2,1,2,5,6,5
54920001,549200,81,3,3,1,2,3,3,3,2,2,2,5,5,5
54940001,549400,81,3,3,2,3,1,3,3,2,1,1,5,5,5
54940002,549400,75,3,3,2,3,1,3,3,2,1,1,6,5,6
54970001,549700,79,2,2,3,1,3,3,2,3,3,2,2,3,4
54970002,549700,76,3,3,2,3,3,2,2,3,2,3,4,4,3
54980002,549800,77,2,3,2,2,3,3,3,2,3,3,4,4,4
55000001,550000,51,4,3,1,3,1,3,3,3,1,1,6,6,6
55000002,550000,50,1,1,3,2,3,1,1,3,2,2,3,3,3
55000003,550000,22,4,4,1,4,2,4,4,2,1,1,5,6,6
55000004,550000,20,4,4,1,2,2,4,3,3,1,1,5,6,6
55020001,550200,81,3,3,2,3,2,3,3,3,2,2,5,6,6
55020002,550200,79,3,3,2,2,2,3,3,2,2,2,5,5,5
55040001,550400,54,3,2,2,3,2,2,2,3,2,2,2,3,3
55060001,550600,85,3,4,3,2,3,3,2,3,3,3,4,5,4
55060002,550600,86,3,2,3,2,3,2,2,2,3,3,4,4,4
55070001,550700,63,3,4,3,3,3,2,3,3,3,3,5,4,5
55090001,550900,73,3,2,1,2,2,2,2,2,1,2,5,4,4
55090002,550900,68,3,2,2,1,1,1,1,2,1,1,4,3,3
55100001,551000,57,2,1,2,3,2,3,2,2,2,2,2,2,2
55100002,551000,51,2,2,2,2,2,2,2,2,2,2,3,3,2
55100003,551000,25,2,2,1,3,3,2,2,2,2,2,3,3,3
55100004,551000,24,2,3,1,3,2,2,2,2,1,2,3,5,4
55130001,551300,58,2,2,1,2,2,2,2,2,1,1,7,5,2
55130002,551300,53,2,2,1,3,2,3,3,2,1,1,7,7,7
55140001,551400,43,4,4,1,4,1,4,4,3,1,1,7,7,6
55140002,551400,48,3,4,1,4,1,4,3,3,1,1,6,6,6
55160001,551600,79,3,2,2,2,2,3,3,3,2,2,4,4,4
55160002,551600,72,3,2,2,2,2,3,2,2,1,2,4,3,4
55180002,551800,55,3,3,3,4,1,2,2,3,1,1,5,5,6
55180003,551800,22,3,3,2,3,2,3,3,3,2,2,7,5,5
55180004,551800,18,4,4,1,3,2,4,4,2,1,1,5,6,6
55220001,552200,79,3,2,2,1,2,2,2,2,1,2,4,5,5
55230002,552300,78,3,2,2,2,2,3,3,3,1,2,4,4,5
55240001,552400,66,3,3,1,3,2,3,3,3,1,2,5,6,6
55240002,552400,60,3,3,2,3,3,3,3,3,2,3,5,6,6
55260001,552600,75,4,3,1,3,2,4,3,2,1,1,4,4,4
55260002,552600,72,3,3,1,3,2,3,3,2,1,2,5,5,4
55270004,552700,28,3,3,1,3,1,3,3,4,1,1,6,5,5
55300001,553000,62,2,2,3,2,2,2,1,2,2,2,3,2,3
55300002,553000,63,3,2,2,3,2,2,2,2,2,2,4,3,3
55300003,553000,37,3,2,2,2,3,3,2,3,2,3,4,3,3
55340001,553400,40,3,2,2,2,2,1,1,3,2,1,2,2,2
55340002,553400,69,2,2,2,2,2,2,2,2,2,2,4,4,4
55340003,553400,65,3,3,1,3,1,3,3,1,1,1,6,5,5
55350001,553500,82,3,3,2,3,2,2,2,3,3,2,5,5,4
55380001,553800,102,1,1,1,1,4,1,1,1,4,4,1,1,1
55400001,554000,63,3,3,2,3,2,3,3,4,3,3,4,5,5
55400002,554000,61,3,2,2,4,2,3,3,3,2,2,4,4,4
55410001,554100,82,1,2,2,2,3,2,2,2,2,2,3,3,3
55420001,554200,93,1,1,1,1,4,1,1,1,2,2,3,2,3
55430002,554300,80,3,2,2,3,3,2,2,2,3,3,4,4,4
55460002,554600,78,3,2,3,2,2,3,2,2,2,3,4,5,4
55480001,554800,70,3,3,1,3,2,4,4,4,1,1,6,6,6
