pid,hid,p21age1,est_1,est_2,est_3,est_4,est_5,est_6,est_7,est_8,est_9,est_10,satis_1,satis_2,satis_3
2220001,22200,65,2,3,1,3,2,3,3,2,1,2,5,4,4
2220002,22200,61,3,2,1,2,3,2,2,3,2,1,5,4,4
2220003,22200,28,3,3,1,4,2,3,3,2,1,2,5,5,5
2230001,22300,85,2,2,2,2,3,2,2,3,3,2,3,3,3
2230002,22300,49,3,3,1,4,2,3,3,1,1,1,5,5,4
2340001,23400,43,4,4,1,4,1,4,4,1,1,1,7,7,6
2340002,23400,43,3,3,1,3,1,3,3,1,1,1,5,6,5
2340003,23400,13,3,3,1,4,1,3,3,1,1,1,3,6,6
2350001,23500,44,3,3,1,3,1,4,3,3,1,1,5,5,4
2350002,23500,47,3,2,1,3,1,3,3,3,1,1,4,4,4
2350003,23500,13,3,3,1,3,1,3,3,3,1,1,5,5,5
2350005,23500,71,2,2,2,2,2,2,2,2,2,2,3,3,3
2360001,23600,46,3,3,1,3,2,3,3,3,1,1,7,7,7
2360002,23600,45,2,1,2,3,2,2,2,2,1,1,6,6,6
2360003,23600,18,4,3,1,3,1,3,3,1,1,1,6,6,6
2360004,23600,16,4,3,1,3,1,4,4,4,1,2,6,6,6
2400001,24000,68,2,2,1,2,1,2,2,2,2,2,5,6,5
2400002,24000,67,2,2,1,2,1,2,2,2,2,2,5,5,5
2410001,24100,63,3,3,1,3,1,3,3,2,1,2,5,5,5
2410002,24100,56,3,3,1,3,1,3,3,3,1,2,5,5,5
2410003,24100,32,4,3,1,3,1,4,3,1,1,1,7,6,6
2420001,24200,62,4,3,2,3,2,4,3,4,1,1,6,6,7
2420002,24200,55,3,2,2,2,3,3,3,2,1,1,5,5,5
2420003,24200,28,4,4,4,1,3,2,1,2,1,1,1,1,1
2420004,24200,24,3,3,1,4,1,4,4,2,1,1,6,7,5
2430001,24300,45,2,3,2,2,2,2,2,2,2,2,5,5,5
2430002,24300,45,3,3,1,3,2,3,3,2,2,1,6,6,6
2430003,24300,18,2,2,2,2,2,2,2,2,2,2,5,5,5
2430004,24300,15,3,3,1,2,2,3,3,3,2,1,5,5,5
2440001,24400,36,4,3,1,3,1,3,3,1,1,1,6,6,6
2440002,24400,36,4,3,1,3,3,3,3,1,1,1,6,6,6
2450001,24500,46,3,3,1,4,1,3,3,3,1,1,5,5,5
2450002,24500,46,3,2,1,2,3,2,2,3,2,2,5,5,5
2450003,24500,19,3,3,2,3,1,3,3,3,1,1,6,6,6
2450004,24500,17,3,2,1,3,2,2,2,3,1,2,5,5,4
2450005,24500,16,3,3,1,3,1,3,3,2,1,1,6,6,6
2460001,24600,69,2,2,2,2,1,2,2,2,2,1,5,5,5
2460002,24600,65,2,2,1,2,1,2,2,2,1,1,5,5,5
2620001,26200,46,2,2,2,2,2,3,3,3,3,2,5,5,4
2620002,26200,45,3,3,3,2,2,3,2,2,3,3,5,5,5
2620003,26200,17,3,3,3,3,2,3,3,3,2,2,6,6,6
2620004,26200,14,3,3,3,3,2,3,2,3,3,2,5,5,5
2640001,26400,57,3,3,3,3,1,3,3,3,1,2,6,5,5
2640002,26400,52,4,4,4,4,4,4,4,4,4,4,7,7,7
2640003,26400,30,3,3,2,4,1,4,4,4,2,2,5,4,7
2640004,26400,28,3,3,4,4,2,3,3,4,1,2,7,7,7
2640005,26400,25,3,3,2,2,1,3,3,4,1,2,7,7,7
2690001,26900,61,3,3,1,3,3,3,3,3,1,1,6,6,6
2690002,26900,58,3,3,2,3,3,3,3,3,2,2,6,5,6
2690003,26900,33,3,3,3,3,3,3,2,3,2,1,6,6,6
2700001,27000,68,3,3,2,3,3,3,3,2,2,2,5,6,5
2700002,27000,61,3,3,1,3,3,3,3,3,1,1,6,6,5
2700003,27000,28,3,3,1,3,3,3,3,3,1,1,6,5,6
2710001,27100,51,3,3,1,3,3,3,3,3,1,1,6,5,6
2710002,27100,48,3,3,2,3,3,3,3,2,2,2,6,6,5
2710003,27100,17,3,3,3,3,3,3,3,3,1,1,5,5,5
2720001,27200,47,3,3,3,2,3,3,3,2,3,3,5,5,4
2720002,27200,45,3,3,2,3,3,3,3,3,2,2,4,4,5
2730001,27300,44,3,3,1,3,3,3,3,3,2,1,6,5,6
2730002,27300,42,3,3,2,3,3,3,3,3,2,2,6,6,5
2750001,27500,60,2,3,2,2,3,3,2,3,2,2,6,5,6
2750002,27500,52,3,3,1,3,3,3,3,3,2,1,5,5,6
2760001,27600,56,3,3,2,3,3,3,3,3,2,1,5,6,5
2760002,27600,58,3,3,2,3,3,3,3,3,2,1,5,5,5
2770001,27700,44,3,3,1,3,3,3,3,3,2,1,5,5,5
2770002,27700,44,3,3,2,3,3,3,3,3,2,2,6,5,6
2780001,27800,63,3,3,1,3,3,3,3,3,1,1,6,5,6
2780002,27800,63,3,3,2,3,3,3,3,3,2,2,6,5,6
2780003,27800,38,2,2,2,3,3,3,3,3,3,2,6,6,5
2800001,28000,46,3,3,2,3,3,3,3,3,2,1,6,5,6
2800002,28000,45,4,4,2,4,4,4,3,4,1,2,4,4,4
2810001,28100,37,3,3,2,3,3,3,3,3,2,2,6,6,5
2810002,28100,34,3,3,2,3,3,3,3,3,1,2,5,5,5
2820002,28200,79,3,3,2,3,3,3,3,3,1,1,4,4,4
2820003,28200,26,3,3,2,3,3,3,3,3,2,2,6,6,6
2820004,28200,20,3,3,2,3,3,3,3,3,2,1,5,5,5
2830001,28300,57,3,3,1,3,3,3,3,3,1,1,5,4,5
2830002,28300,56,3,3,1,3,3,3,3,3,2,1,4,4,4
2840001,28400,62,3,3,2,3,3,3,3,3,1,1,5,5,5
2840002,28400,59,4,4,3,4,4,4,4,4,2,2,6,6,5
2850001,28500,89,2,2,2,3,3,3,4,3,1,1,4,3,4
2850002,28500,49,3,3,2,3,2,3,4,3,1,1,5,6,4
2870002,28700,86,2,3,1,2,2,3,3,4,1,1,5,4,4
2890001,28900,59,3,2,1,3,2,3,3,3,2,1,5,4,4
2890002,28900,54,4,3,1,2,1,3,3,4,1,1,6,7,6
2890005,28900,18,3,4,2,3,3,3,3,4,1,1,6,5,5
2890006,28900,14,2,3,2,3,4,4,3,4,1,1,6,4,5
2930002,29300,77,2,2,3,2,3,2,2,2,3,3,3,4,4
2930003,29300,38,3,2,1,3,2,3,4,4,1,1,5,6,5
3020001,30200,40,3,3,2,3,2,4,4,3,2,2,7,7,7
3020002,30200,40,2,2,1,2,2,2,2,2,1,1,4,4,4
3060004,30600,25,3,3,1,3,1,3,3,2,1,1,4,4,4
3070001,30700,55,2,2,1,2,2,3,3,2,1,1,5,4,4
3070002,30700,52,3,4,2,4,2,3,4,3,1,1,6,7,7
3100002,31000,55,3,3,3,3,2,3,3,3,3,1,5,6,4
3100003,31000,28,4,3,2,3,2,4,4,3,2,2,6,6,7
3110001,31100,57,4,3,1,3,2,3,3,2,1,1,6,6,5
3110002,31100,56,4,3,1,3,1,4,3,2,1,1,6,5,5
3110003,31100,26,3,4,2,4,1,3,4,3,2,2,6,7,5
3120001,31200,55,3,2,1,3,2,3,3,2,1,1,4,5,5
3120002,31200,57,3,3,1,3,2,2,3,3,1,2,4,4,4
3120003,31200,28,3,3,1,4,1,3,3,3,1,2,5,4,5
3160001,31600,91,2,2,1,2,1,2,2,3,1,1,5,5,5
3160002,31600,86,2,3,1,3,2,2,3,3,1,1,4,5,4
3170001,31700,54,2,2,1,3,2,3,3,3,1,1,5,4,5
3170002,31700,53,3,3,1,3,2,2,3,3,2,2,6,6,5
3170003,31700,31,3,3,1,3,2,4,3,4,1,1,6,6,6
3180001,31800,68,3,3,3,3,2,2,3,2,3,3,4,6,5
3180003,31800,38,3,3,2,1,2,3,3,3,3,2,6,6,5
3190002,31900,38,3,4,3,4,3,3,3,2,2,3,3,3,4
3200001,32000,75,3,2,1,2,1,3,2,2,2,2,4,4,4
3200002,32000,49,3,2,2,4,2,3,3,3,2,2,6,6,5
3210001,32100,58,2,2,2,3,3,2,2,2,2,2,4,4,4
3220001,32200,61,3,2,1,2,2,2,3,3,2,2,4,4,4
3220002,32200,59,2,2,2,3,2,3,1,2,2,2,4,4,4
3220004,32200,28,3,3,3,2,2,4,3,3,3,3,5,6,5
3240001,32400,47,4,3,1,3,1,3,3,3,1,3,6,6,6
3250001,32500,51,3,3,1,4,1,3,4,2,1,1,6,5,6
3250002,32500,50,3,3,2,3,3,3,2,2,2,2,6,6,5
3260001,32600,49,3,3,2,3,2,3,3,2,1,2,6,5,5
3260002,32600,43,3,3,3,2,2,2,3,2,3,1,5,4,6
3270001,32700,57,3,2,1,3,1,3,3,2,2,1,5,4,5
3270003,32700,27,3,3,1,3,1,3,3,3,1,1,6,5,5
3270004,32700,57,2,3,3,2,2,1,2,3,2,2,6,4,2
3280002,32800,50,3,3,2,2,3,3,2,2,1,1,6,6,5
3280003,32800,25,3,3,2,2,2,1,1,2,3,2,5,4,5
3290002,32900,64,3,2,2,3,3,3,3,2,2,1,5,5,6
3290003,32900,35,3,3,1,3,2,3,3,3,1,1,6,6,6
3300001,33000,55,3,3,2,3,3,1,2,2,1,1,5,6,4
3300002,33000,54,3,4,1,3,1,2,3,2,1,1,6,5,6
3300003,33000,21,3,4,1,3,2,3,3,3,1,1,6,5,6
3300004,33000,20,3,3,1,3,2,3,3,3,1,1,6,6,6
3310002,33100,53,3,2,2,1,2,3,2,2,2,1,3,4,5
3330001,33300,51,3,2,1,3,1,2,2,2,1,1,7,5,6
3330002,33300,49,3,3,2,2,1,3,2,3,1,1,4,3,4
3330003,33300,23,3,3,1,3,2,3,3,3,1,1,5,5,5
3330004,33300,22,3,3,1,3,1,3,3,3,1,1,5,6,5
3340001,33400,48,4,4,1,3,1,4,4,2,1,1,6,6,5
3340002,33400,45,4,4,1,3,1,4,3,3,1,1,6,6,5
3350001,33500,54,4,3,1,4,1,3,4,2,1,1,6,5,5
3350002,33500,50,2,3,3,2,2,1,1,2,3,1,6,6,7
3350003,33500,25,4,3,1,3,1,3,3,3,1,1,6,6,5
3360001,33600,64,3,2,1,3,1,2,2,2,1,1,6,6,5
3360002,33600,64,3,3,1,3,1,3,3,3,1,1,5,6,5
3370001,33700,65,4,3,1,4,1,3,3,2,1,1,5,5,6
3370002,33700,60,2,3,2,2,3,3,4,3,2,1,6,7,6
3370004,33700,33,4,3,1,4,1,3,4,2,1,1,6,7,6
3390001,33900,69,3,2,1,1,2,3,2,2,1,1,7,7,7
3390101,33901,46,2,2,2,2,2,2,2,2,2,2,3,3,2
3390102,33901,44,3,3,1,3,2,3,3,3,2,1,4,5,5
3390103,33901,19,2,2,1,2,2,2,2,2,2,2,5,5,4
3390104,33901,18,2,3,2,2,2,2,2,2,3,1,3,3,4
3410002,34100,76,3,3,1,3,2,3,3,3,1,1,6,6,6
3410101,34101,50,2,2,2,2,2,2,2,2,2,2,4,4,4
3410102,34101,24,2,2,2,2,2,2,2,2,2,2,4,4,4
3420001,34200,54,2,2,2,3,2,2,3,3,2,2,3,3,4
3420002,34200,54,2,2,3,2,3,2,1,3,3,2,3,4,4
3420003,34200,27,3,3,1,3,2,3,3,3,1,3,3,3,3
3420004,34200,26,3,2,2,3,2,3,2,2,2,1,2,2,3
3430001,34300,73,2,2,1,2,1,2,2,2,1,1,5,5,5
3430002,34300,69,3,3,3,3,2,3,3,2,2,1,6,6,6
3430003,34300,46,2,2,1,2,2,2,1,3,2,2,4,4,2
3440001,34400,48,2,3,1,3,2,3,2,2,1,1,6,6,6
3440002,34400,47,3,3,1,4,1,3,3,1,1,1,7,7,6
3440003,34400,19,2,2,1,2,2,3,2,3,1,2,6,6,6
3440004,34400,17,3,2,1,2,2,3,3,3,1,1,5,5,5
3460001,34600,58,2,2,2,3,2,2,2,2,2,2,4,4,4
3460002,34600,52,2,1,2,3,2,2,2,3,1,1,3,4,4
3460004,34600,17,3,2,2,2,2,2,2,3,1,1,4,4,4
3480001,34800,55,3,3,1,3,2,3,3,3,3,2,4,5,5
3480002,34800,50,4,4,1,4,1,4,4,3,3,1,7,7,7
3480003,34800,21,4,3,1,4,2,3,2,2,1,1,6,7,7
3480004,34800,17,3,3,1,3,1,3,3,2,3,2,5,4,5
3490001,34900,81,3,3,4,3,2,3,3,2,3,3,5,4,4
3490002,34900,72,3,3,2,2,3,3,2,3,2,2,5,4,4
3500001,35000,59,3,4,3,3,4,3,2,3,3,3,6,5,5
3500002,35000,35,3,3,4,3,3,4,3,2,3,2,6,5,6
3500003,35000,31,4,3,3,2,3,3,2,2,2,2,6,5,5
3520001,35200,71,3,2,2,2,3,3,3,3,2,3,5,4,5
3520002,35200,65,3,2,2,3,3,3,2,2,3,2,4,5,4
3530001,35300,55,3,4,1,3,2,4,3,3,1,1,5,5,5
3530002,35300,54,4,3,1,3,1,4,3,3,1,1,6,5,6
3540003,35400,24,4,4,1,4,1,4,4,4,1,1,6,6,6
3540004,35400,22,4,4,1,4,1,4,4,4,2,1,6,6,5
3560001,35600,97,3,2,2,3,3,3,3,3,1,1,5,5,5
3560002,35600,84,2,2,1,1,2,2,2,2,1,1,5,5,5
3580001,35800,56,4,3,1,3,2,4,3,3,1,1,6,5,6
3580002,35800,46,4,4,1,4,2,4,3,3,1,1,5,5,5
3580003,35800,22,3,4,1,4,1,4,3,3,1,1,6,5,6
3590001,35900,77,3,3,1,1,3,3,2,2,1,1,5,6,5
3590002,35900,77,3,3,2,3,2,3,3,3,1,2,5,6,5
3600001,36000,43,3,3,2,3,2,3,3,3,1,2,6,5,6
3600002,36000,44,3,3,2,3,2,3,3,3,2,1,6,6,6
3610001,36100,49,3,3,1,3,2,3,3,3,1,1,6,5,6
3610002,36100,50,3,3,2,4,1,4,3,3,1,1,6,6,6
3620001,36200,50,3,3,1,3,1,3,3,3,2,1,5,6,6
3620002,36200,50,3,3,1,3,1,3,3,3,1,1,6,5,5
3640001,36400,48,2,2,1,3,2,3,3,3,2,2,5,6,6
3640002,36400,47,3,3,1,3,2,3,3,3,1,1,5,5,5
3660001,36600,60,2,2,1,1,1,2,1,1,1,1,5,6,5
3660002,36600,56,1,2,1,2,1,1,1,1,1,1,6,5,6
3660003,36600,35,1,1,2,1,1,2,1,1,1,1,6,6,6
3660004,36600,32,1,2,1,2,1,1,1,1,1,1,6,7,6
3670001,36700,85,3,3,2,3,2,3,3,3,1,2,5,6,5
3690001,36900,49,3,3,3,4,3,4,3,3,1,1,5,6,5
3690002,36900,36,3,4,2,3,1,2,3,3,1,1,6,6,6
3710001,37100,55,3,3,1,3,2,4,3,3,3,1,5,6,5
3710002,37100,51,3,3,2,4,4,2,3,2,3,3,6,5,6
3710003,37100,26,3,4,3,3,3,3,3,3,2,2,5,6,5
3710004,37100,22,3,3,1,3,2,4,3,3,1,1,5,4,5
3720001,37200,68,3,3,1,3,2,3,3,3,2,1,6,5,6
3720002,37200,67,2,2,1,3,2,2,2,3,1,1,5,5,5
3730001,37300,55,3,4,1,3,2,3,4,3,1,1,6,5,6
3730002,37300,53,4,4,1,3,1,3,3,4,1,1,6,7,6
3730003,37300,26,4,4,1,3,1,4,3,3,1,1,6,6,5
3730004,37300,26,4,4,1,3,1,4,4,3,1,1,6,7,6
3740001,37400,53,3,3,1,3,2,3,3,3,1,1,5,5,5
3740002,37400,53,1,1,1,2,1,1,2,1,1,1,6,5,6
3740003,37400,26,4,4,1,4,2,4,4,3,1,1,6,5,6
3740004,37400,23,4,4,1,3,1,4,4,3,1,1,6,5,5
3750001,37500,59,3,4,1,3,2,3,4,3,1,1,6,5,5
3750002,37500,54,4,4,1,3,1,3,3,4,1,1,6,7,6
3750003,37500,30,4,4,1,3,1,4,3,3,1,1,6,6,5
3750004,37500,28,4,4,1,3,1,4,4,3,1,1,6,7,6
3760002,37600,55,4,4,1,4,1,3,3,3,1,1,6,5,6
3760003,37600,28,4,3,1,4,2,3,4,3,1,1,6,7,6
3760004,37600,23,4,4,1,4,1,4,3,3,1,1,6,6,6
3770002,37700,53,4,4,1,4,2,4,3,3,1,1,6,5,6
3770004,37700,27,4,4,1,4,1,4,4,3,1,1,6,7,6
3780001,37800,37,4,3,1,4,2,3,4,3,1,1,6,6,6
3780002,37800,56,2,2,3,2,3,2,2,3,3,2,5,5,5
3780003,37800,34,4,3,1,3,2,4,3,3,1,1,6,5,6
3920001,39200,70,4,4,1,4,1,3,3,3,1,1,6,6,6
3920002,39200,65,4,4,1,4,1,3,3,3,1,1,6,6,6
3930001,39300,70,4,3,1,4,1,3,4,3,1,1,6,6,6
3930002,39300,74,3,4,1,4,1,3,3,3,1,1,6,7,6
3930003,39300,50,3,4,3,3,1,4,3,3,1,1,6,6,6
3960001,39600,57,3,2,3,3,2,2,2,3,2,2,3,3,2
3960002,39600,51,3,3,1,2,2,3,3,3,1,2,5,5,5
3970001,39700,72,3,3,1,3,1,3,3,3,1,1,5,5,5
3970002,39700,67,3,3,1,3,1,3,3,3,1,1,5,5,5
3990001,39900,57,4,4,4,1,4,4,2,2,1,1,5,5,6
3990002,39900,55,4,4,1,4,2,3,4,3,1,1,7,7,7
3990003,39900,27,3,4,1,4,1,3,3,2,1,1,5,5,5
3990004,39900,23,4,3,1,3,2,4,4,3,1,1,6,6,6
4000002,40000,61,3,3,1,3,2,3,3,3,1,1,5,5,5
4000003,40000,32,2,3,2,1,1,1,2,3,2,2,3,3,2
4060001,40600,47,2,2,2,2,2,2,2,3,2,2,2,2,2
4060002,40600,48,3,2,2,2,2,2,2,2,2,2,4,4,4
4060003,40600,15,3,2,2,3,2,2,2,3,2,2,4,3,3
4080001,40800,50,3,3,1,4,2,2,2,2,2,1,4,5,5
4080002,40800,40,3,3,1,3,1,3,3,2,1,1,6,6,6
4080003,40800,15,4,4,1,4,1,4,4,4,1,2,7,7,7
4100001,41000,57,2,2,1,2,2,2,2,2,2,2,5,5,5
4100002,41000,21,3,3,1,3,1,3,3,3,3,3,6,6,6
4110001,41100,51,3,3,1,3,1,3,3,3,1,1,6,6,6
4110002,41100,51,3,3,1,2,1,3,3,2,1,1,5,5,4
4110003,41100,24,4,4,1,3,1,3,4,3,2,2,6,6,6
4110004,41100,21,4,4,1,2,1,3,4,3,2,2,7,6,5
4140001,41400,44,3,3,3,2,2,3,3,1,1,1,3,3,3
4140002,41400,44,3,3,2,2,3,3,2,2,2,2,3,3,3
4140003,41400,16,3,3,3,2,2,2,3,3,3,3,4,4,3
4140004,41400,15,3,3,3,2,2,2,3,3,2,2,4,4,4
4140005,41400,15,3,3,3,2,2,3,3,3,3,3,4,4,4
4150001,41500,48,4,4,1,4,1,4,4,2,1,1,7,7,7
4150002,41500,44,4,3,1,4,1,3,3,3,1,1,6,5,6
4150003,41500,17,4,3,1,2,1,3,3,4,1,2,7,7,7
4150004,41500,15,4,3,1,1,2,2,1,3,2,1,3,3,4
4180001,41800,56,3,3,2,3,3,3,3,3,2,1,5,5,5
4180002,41800,65,3,3,2,3,3,3,3,3,2,2,5,5,5
4180003,41800,36,3,3,2,3,3,3,3,3,2,1,5,6,5
4190001,41900,83,3,3,1,2,2,3,2,2,1,1,4,4,4
4220001,42200,57,3,3,3,3,2,3,3,3,2,2,4,4,4
4220002,42200,56,3,3,1,2,3,3,3,3,2,1,6,5,5
4230001,42300,59,3,3,2,3,3,3,3,3,2,1,5,5,5
4230002,42300,58,3,3,2,3,3,3,3,3,1,1,6,6,6
4230003,42300,28,3,3,1,3,3,3,3,3,2,1,6,6,6
4240001,42400,56,3,3,1,3,3,3,3,3,2,1,6,5,5
4240002,42400,53,3,3,3,3,3,3,3,3,2,2,6,6,5
4240003,42400,22,3,3,2,3,3,3,3,3,2,1,6,5,6
4250001,42500,47,3,3,1,3,1,3,3,3,1,1,6,6,6
4250002,42500,46,3,3,1,4,1,3,3,3,1,1,6,5,5
4250003,42500,18,3,3,1,3,1,3,3,3,1,1,6,5,5
4250004,42500,16,3,3,1,3,1,3,4,3,1,1,6,6,6
4270001,42700,60,2,2,1,2,2,2,2,2,2,2,5,5,5
4270002,42700,57,2,2,1,3,1,2,2,2,1,1,6,6,6
4270003,42700,29,3,3,1,3,1,2,3,2,1,1,6,5,6
4270004,42700,27,3,3,1,3,1,2,3,2,1,1,6,6,6
4280001,42800,49,4,3,2,3,2,3,3,3,1,1,6,5,5
4280002,42800,47,3,3,1,3,1,3,3,2,1,1,6,6,6
4280003,42800,21,4,4,2,3,1,3,3,3,1,1,7,7,6
4290001,42900,73,3,3,1,3,2,3,3,2,1,1,5,5,4
4310002,43100,42,3,3,1,3,3,3,3,2,1,2,5,4,5
4330002,43300,66,3,3,1,3,3,2,2,3,1,2,4,5,4
4330003,43300,21,3,3,2,3,2,3,3,2,1,2,4,3,4
4340001,43400,46,2,2,3,2,2,2,3,3,2,2,4,5,4
4340002,43400,44,3,3,1,3,2,3,2,3,2,1,4,4,4
4350001,43500,48,2,3,2,3,3,2,2,3,1,1,4,4,4
4350002,43500,40,3,3,2,3,3,2,3,2,1,1,4,5,4
4360001,43600,43,3,3,2,2,3,2,2,3,2,2,5,4,4
4360002,43600,41,2,2,1,1,2,2,3,2,1,2,5,4,4
4380001,43800,89,3,3,2,2,2,2,2,3,3,2,4,3,4
4390001,43900,43,3,2,2,3,3,2,2,3,2,2,4,4,4
4390002,43900,39,3,2,1,3,3,2,2,3,2,2,4,5,4
4390003,43900,13,3,3,1,2,3,2,2,3,2,1,4,3,4
4400001,44000,49,3,3,2,3,3,3,4,3,2,2,5,5,5
4400002,44000,46,3,3,2,3,3,3,4,2,2,1,5,6,5
4410001,44100,48,2,3,3,3,2,3,4,4,3,2,6,6,6
4410002,44100,50,3,3,1,2,3,3,3,2,2,2,5,4,4
4430001,44300,46,4,4,1,4,1,3,4,2,1,2,5,5,5
4430002,44300,45,3,3,3,4,4,3,3,3,3,3,5,5,5
4440001,44400,67,3,2,1,3,2,3,2,3,3,3,5,5,4
4440002,44400,60,3,3,2,3,3,1,3,3,1,2,5,5,5
4460001,44600,57,4,4,1,4,1,3,4,2,1,1,6,5,6
4460002,44600,56,3,3,2,3,3,1,2,1,2,1,6,6,5
4480001,44800,53,3,3,1,3,2,3,3,3,1,1,6,5,5
4480002,44800,51,4,3,1,4,1,3,4,4,1,1,5,6,6
4490001,44900,48,3,2,1,3,2,3,2,3,2,2,5,6,4
4490002,44900,48,3,3,2,3,3,1,3,2,1,2,5,6,5
4500001,45000,47,3,3,1,4,2,3,4,3,1,1,6,6,6
4500002,45000,45,4,3,1,3,2,4,3,3,1,1,6,5,6
4510001,45100,59,3,3,1,2,2,3,4,2,1,1,6,6,5
4510002,45100,53,3,3,2,1,2,2,3,3,2,1,5,6,5
4520001,45200,61,3,3,2,2,2,3,3,3,2,2,5,5,5
4520002,45200,55,3,3,2,2,1,3,2,3,1,1,4,3,4
4540001,45400,61,4,4,1,3,1,3,3,2,1,1,6,6,5
4540002,45400,57,3,3,2,3,3,1,2,2,1,1,5,6,4
4560001,45600,45,2,2,2,2,2,3,3,2,3,2,5,5,5
4560002,45600,39,2,1,2,3,2,2,3,3,2,2,4,4,2
4570001,45700,51,4,3,3,2,3,3,3,2,2,2,5,5,4
4570002,45700,57,3,3,2,2,4,4,3,2,3,3,6,6,5
4590001,45900,78,3,2,1,3,2,3,3,2,2,2,4,5,4
4590002,45900,73,3,3,1,3,1,3,3,2,1,2,5,5,5
4610001,46100,50,3,3,1,3,1,3,3,3,1,1,6,6,6
4610002,46100,49,3,3,1,3,3,3,3,3,1,1,5,5,5
4610004,46100,13,3,3,3,1,3,3,3,3,1,1,6,6,6
4630001,46300,66,3,3,1,3,4,3,2,1,1,1,7,6,6
4690001,46900,47,2,2,1,3,2,3,3,2,1,2,4,4,3
4690002,46900,52,2,2,2,2,2,2,2,2,2,2,3,3,3
4690003,46900,14,2,2,2,2,2,2,2,2,2,2,4,4,4
4730003,47300,28,3,2,1,3,2,2,2,3,2,2,4,6,5
4730004,47300,25,3,2,1,3,2,2,1,3,2,1,4,5,4
4750001,47500,61,4,3,2,2,2,3,2,4,1,1,4,4,3
4750002,47500,59,4,4,1,4,1,4,4,3,1,1,6,6,7
4760002,47600,69,2,2,2,3,2,3,2,2,1,2,3,3,3
4760003,47600,45,2,2,2,2,2,2,2,2,2,2,2,4,3
4760004,47600,42,4,4,1,4,1,4,3,3,1,2,5,5,5
4820001,48200,71,3,3,1,3,1,3,4,2,1,1,4,4,4
4820002,48200,41,4,4,1,3,1,4,4,4,1,1,5,5,5
4920001,49200,46,3,3,2,3,3,3,3,3,2,2,5,4,4
4920002,49200,46,2,2,2,3,2,2,1,3,1,2,4,4,5
4920003,49200,13,2,3,2,2,1,2,3,3,1,2,6,7,7
4930001,49300,82,2,2,1,2,2,3,3,2,2,2,4,4,4
4930002,49300,74,2,2,2,3,1,3,3,2,1,1,4,5,4
4950001,49500,44,3,3,1,3,2,3,3,3,1,1,4,5,4
4950002,49500,43,3,2,1,3,2,3,2,2,1,1,5,6,6
4960001,49600,48,3,3,1,3,1,3,3,2,1,1,4,4,4
4960002,49600,45,3,3,1,3,1,4,4,2,1,1,5,5,5
4960004,49600,74,2,2,2,2,1,2,3,2,2,2,4,4,4
4960101,49601,43,3,3,1,3,1,3,3,2,1,1,5,5,5
4980001,49800,39,3,3,1,4,1,4,3,3,1,2,7,7,7
4980002,49800,36,3,2,1,2,4,1,3,3,1,2,5,3,4
4980003,49800,14,2,1,2,3,4,3,2,2,3,1,4,2,3
4990001,49900,46,3,3,1,4,1,4,4,3,1,1,6,7,6
4990002,49900,45,2,2,2,2,2,3,2,2,1,1,5,5,5
4990003,49900,14,4,2,1,2,3,4,4,2,1,1,7,7,7
5010001,50100,83,3,3,1,3,2,3,3,3,1,1,6,6,6
5010002,50100,80,3,3,2,4,2,3,3,2,1,1,4,5,5
5010003,50100,56,3,3,2,4,1,3,2,2,1,1,5,5,5
5010005,50100,19,4,3,1,4,1,3,3,2,1,1,6,7,6
5030001,50300,66,2,2,3,2,2,2,1,3,2,3,5,6,6
5030002,50300,63,3,3,2,2,2,2,2,2,2,2,5,5,5
5030003,50300,30,3,2,2,3,2,2,2,3,2,1,4,4,4
5030004,50300,29,3,3,1,3,1,2,3,4,1,2,4,4,5
5030005,50300,92,3,3,1,4,1,3,2,2,1,1,6,6,4
5070001,50700,54,3,3,1,2,3,3,3,2,2,2,5,5,5
5070002,50700,54,2,2,2,3,2,2,2,2,2,2,3,4,3
5070005,50700,21,3,2,1,3,2,2,2,2,2,2,3,4,4
5090001,50900,51,3,3,2,3,2,3,3,2,1,1,4,4,4
5090002,50900,50,4,3,1,4,1,3,3,2,1,1,6,6,6
5090003,50900,21,3,3,1,3,2,3,3,2,1,1,4,4,4
5090004,50900,17,2,3,1,2,2,2,3,2,1,1,4,4,4
5100001,51000,47,2,2,2,2,2,2,2,2,2,2,3,3,3
5100002,51000,45,2,2,3,2,3,1,1,2,3,2,3,3,3
5100003,51000,17,2,2,2,2,2,2,2,2,2,1,4,4,4
5100004,51000,16,3,3,3,3,2,3,3,2,1,1,5,5,5
5110001,51100,53,2,2,2,2,2,2,2,2,2,2,4,4,4
5110002,51100,46,3,3,1,3,1,1,1,2,1,2,5,5,5
5110004,51100,17,3,3,1,1,1,3,3,2,1,2,5,6,5
5110005,51100,14,2,1,2,3,3,2,2,2,3,3,3,5,5
5130001,51300,39,3,3,1,3,2,3,3,3,1,1,6,5,6
5130002,51300,39,4,3,1,3,1,4,4,2,1,1,7,7,7
5160001,51600,44,3,2,1,3,2,3,2,2,1,1,5,5,4
5160002,51600,45,3,3,2,2,2,2,2,3,2,2,5,5,6
5180001,51800,49,3,2,1,2,2,3,3,2,1,1,5,4,4
5180002,51800,47,2,3,2,3,2,3,2,3,2,1,4,4,4
5180003,51800,15,4,4,4,4,2,4,4,4,1,1,7,7,7
5190001,51900,58,3,2,1,2,2,2,2,2,1,1,4,4,4
