pid,d20wt,d20wt2,d20wt_org,d20wt_org2,KMPS10,d20CB7,d20CB8,d20CB60,d20CB61,d20CB62,d20M_fre39
8530001,0.794602314,1.090675056,0.124667986, , ,0,0,0,0,0,0
8530001,0.794602314,1.090675056,0.124667986, , ,0,0,0,0,0,0
8530001,0.794602314,1.090675056,0.124667986, , ,0,0,0,0,0,0
8530002,0.777096493,1.055321894,0.115007842, , ,0,0,0,0,0,0
8530002,0.777096493,1.055321894,0.115007842, , ,0,0,0,0,0,0
8530002,0.777096493,1.055321894,0.115007842, , ,0,0,0,0,0,0
8530003,0.686342518,0.970250936,0.122940838, , ,0,0,0,0,0,0
8530003,0.686342518,0.970250936,0.122940838, , ,0,0,0,0,0,0
8530003,0.686342518,0.970250936,0.122940838, , ,0,0,0,0,0,0
8540001,0.381003214,0.548164311,0.071346363, , ,0,0,0,0,0,0
8540001,0.381003214,0.548164311,0.071346363, , ,0,0,0,0,0,0
8540001,0.381003214,0.548164311,0.071346363, , ,0,0,0,0,0,0
8540002,0.372609363,0.544705977,0.070357963, , ,0,0,0,0,0,0
8540002,0.372609363,0.544705977,0.070357963, , ,0,0,0,0,0,0
8540002,0.372609363,0.544705977,0.070357963, , ,0,0,0,0,0,0
8550002,0.505315469,0.503101813,0.070357963, , ,0,0,0,0,0,0
8550002,0.505315469,0.503101813,0.070357963, , ,0,0,0,0,0,0
8550002,0.505315469,0.503101813,0.070357963, , ,0,0,0,0,0,0
8550003,0.539219233,1.054376275,0.078670759, , ,0,0,0,0,0,0
8550003,0.539219233,1.054376275,0.078670759, , ,0,0,0,0,0,0
8550003,0.539219233,1.054376275,0.078670759, , ,0,0,0,0,0,0
8560001,2.737748567,2.196387112,0.35730244, , ,0,0,0,0,0,0
8560001,2.737748567,2.196387112,0.35730244, , ,0,0,0,0,0,0
8560001,2.737748567,2.196387112,0.35730244, , ,0,0,0,0,0,0
8560002,3.854006656,3.721495659,0.597599131, , ,0,0,0,0,0,0
8560002,3.854006656,3.721495659,0.597599131, , ,0,0,0,0,10,0
8560002,3.854006656,3.721495659,0.597599131, , ,0,0,0,0,0,0
8570001,0.826217885,1.155569654,0.115346488, , ,0,0,0,0,0,0
8570001,0.826217885,1.155569654,0.115346488, , ,0,0,0,0,0,0
8570001,0.826217885,1.155569654,0.115346488, , ,0,0,0,0,0,0
8570002,0.775478699,0.996708052,0.107542238, , ,0,0,0,0,0,0
8570002,0.775478699,0.996708052,0.107542238, , ,0,0,0,0,0,0
8570002,0.775478699,0.996708052,0.107542238, , ,0,0,0,0,0,0
8570003,0.726791349,0.969255035,0.096335042, , ,0,0,0,0,0,0
8570003,0.726791349,0.969255035,0.096335042, , ,0,0,0,0,0,0
8570003,0.726791349,0.969255035,0.096335042, , ,0,0,0,0,0,0
8570004,0.787459374,1.115699512,0.128542889, , ,0,0,0,0,0,0
8570004,0.787459374,1.115699512,0.128542889, , ,0,0,0,0,0,0
8570004,0.787459374,1.115699512,0.128542889, , ,0,0,0,0,0,0
8580001,0.790733006,1.081180681,0.115346488, , ,0,0,10,0,0,0
8580001,0.790733006,1.081180681,0.115346488, , ,0,0,0,0,0,0
8580001,0.790733006,1.081180681,0.115346488, , ,0,0,0,0,0,0
8580002,0.748340965,1.013061674,0.10195065, , ,0,0,0,0,0,0
8580002,0.748340965,1.013061674,0.10195065, , ,0,0,0,0,0,0
8580002,0.748340965,1.013061674,0.10195065, , ,0,0,0,0,0,0
8580003,0.741312594,1.011887976,0.110179026, , ,0,0,0,0,0,0
8580003,0.741312594,1.011887976,0.110179026, , ,0,0,0,0,0,0
8580003,0.741312594,1.011887976,0.110179026, , ,0,0,0,0,0,0
8580004,0.695576698,0.949118842,0.096335042, , ,0,0,0,0,0,0
8580004,0.695576698,0.949118842,0.096335042, , ,0,0,0,0,0,0
8580004,0.695576698,0.949118842,0.096335042, , ,0,0,0,0,0,0
8590001,0.349854658,0.441243341,0.237549782, , ,0,0,0,0,0,0
8590001,0.349854658,0.441243341,0.237549782, , ,0,0,0,0,0,0
8590001,0.349854658,0.441243341,0.237549782, , ,0,0,0,0,0,0
8590002,0.325587923,0.394386921,0.22151861,1.384857347, ,0,0,0,0,0,0
8590002,0.325587923,0.394386921,0.22151861,1.384857347, ,0,0,0,0,0,0
8590002,0.325587923,0.394386921,0.22151861,1.384857347, ,0,0,0,0,0,0
8590004,0.458339395,0.669655309,0.37049657, , ,0,0,0,0,0,0
8590004,0.458339395,0.669655309,0.37049657, , ,0,0,0,0,0,0
8590004,0.458339395,0.669655309,0.37049657, , ,0,0,0,0,0,0
8600002,0.67991379,0.947318501,0.115007842, , ,0,0,0,0,0,0
8600002,0.67991379,0.947318501,0.115007842, , ,0,0,0,0,0,0
8600002,0.67991379,0.947318501,0.115007842, , ,0,0,0,0,0,0
8600003,0.600509392,0.870370748,0.122940838, , ,0,0,0,0,0,0
8600003,0.600509392,0.870370748,0.122940838, , ,0,0,0,0,0,0
8600003,0.600509392,0.870370748,0.122940838, , ,0,0,0,0,0,0
8630002,0.268731187,0.354380187,0.482666412,1.823803491, ,0,0,0,0,0,0
8630002,0.268731187,0.354380187,0.482666412,1.823803491, ,0,0,0,0,0,0
8630002,0.268731187,0.354380187,0.482666412,1.823803491, ,0,0,0,0,0,0
8650001,2.301885622,2.615030877,4.170838911, , ,0,0,0,0,0,0
8650001,2.301885622,2.615030877,4.170838911, , ,0,0,0,0,0,0
8650001,2.301885622,2.615030877,4.170838911, , ,0,0,0,0,0,0
8650002,2.251172961,2.344423726,3.847653268,8.382760719, ,0,0,0,0,0,0
8650002,2.251172961,2.344423726,3.847653268,8.382760719, ,0,0,0,0,0,0
8650002,2.251172961,2.344423726,3.847653268,8.382760719, ,0,0,0,0,0,0
8670001,0.964089691,1.14381808,0.17304477, , ,0,0,0,0,0,0
8670001,0.964089691,1.14381808,0.17304477, , ,0,0,0,0,0,0
8670001,0.964089691,1.14381808,0.17304477, , ,0,0,0,10,10,0
8670002,0.904609376,1.079035567,0.151301711, , ,0,0,0,0,0,0
8670002,0.904609376,1.079035567,0.151301711, , ,0,0,0,0,0,0
8670002,0.904609376,1.079035567,0.151301711, , ,0,0,0,0,0,0
8740001,3.716880879,2.622857119,0.35730244, , ,0,0,0,0,0,0
8740001,3.716880879,2.622857119,0.35730244, , ,0,0,0,0,0,0
8740001,3.716880879,2.622857119,0.35730244, , ,0,0,0,0,0,0
8740002,5.950224202,5.411505707,0.680166214, , ,0,0,0,0,0,0
8740002,5.950224202,5.411505707,0.680166214, , ,0,0,0,0,0,0
8740002,5.950224202,5.411505707,0.680166214, , ,0,0,0,0,0,0
8750002,0.279565493,0.32336004,0.070357963, , ,0,0,0,0,10,0
8750002,0.279565493,0.32336004,0.070357963, , ,0,0,0,0,0,0
8750002,0.279565493,0.32336004,0.070357963, , ,0,0,0,0,0,0
8750003,0.39355231,0.535974958,0.111457682, , ,0,0,0,0,0,0
8750003,0.39355231,0.535974958,0.111457682, , ,0,0,0,0,0,0
8750003,0.39355231,0.535974958,0.111457682, , ,0,0,0,0,0,0
8760001,0.294242277,0.430746426,0.072233532, , ,0,0,0,0,0,0
8760001,0.294242277,0.430746426,0.072233532, , ,0,0,0,0,0,0
8760001,0.294242277,0.430746426,0.072233532, , ,0,0,0,0,0,0
8760002,0.251727911,0.366282788,0.070357963, , ,0,0,0,0,0,0
8760002,0.251727911,0.366282788,0.070357963, , ,0,0,0,10,10,0
8760002,0.251727911,0.366282788,0.070357963, , ,0,0,0,0,0,0
8760003,0.277764756,0.381437154,0.070357963, , ,0,0,0,0,0,0
8760003,0.277764756,0.381437154,0.070357963, , ,0,0,0,0,0,0
8760003,0.277764756,0.381437154,0.070357963, , ,0,0,0,0,0,0
8770001,0.820190199,0.914532812,0.123497238, , ,0,0,0,0,0,0
8770001,0.820190199,0.914532812,0.123497238, , ,0,0,0,0,0,0
8770001,0.820190199,0.914532812,0.123497238, , ,0,0,0,0,0,0
8770002,0.812487024,0.93101528,0.133464627, , ,0,0,0,0,0,0
8770002,0.812487024,0.93101528,0.133464627, , ,0,0,0,0,0,0
8770002,0.812487024,0.93101528,0.133464627, , ,0,0,0,0,0,0
8790001,0.164984208,0.252360544,0.337828514,1.023833744, ,0,0,0,0,0,0
8790001,0.164984208,0.252360544,0.337828514,1.023833744, ,0,0,0,0,0,0
8790001,0.164984208,0.252360544,0.337828514,1.023833744, ,0,0,0,0,0,0
8790002,0.223180532,0.260144775,0.339589673,0.903761688, ,0,0,0,0,0,0
8790002,0.223180532,0.260144775,0.339589673,0.903761688, ,0,0,0,0,0,0
8790002,0.223180532,0.260144775,0.339589673,0.903761688, ,0,0,0,0,0,0
8820001,0.171424833,0.250795289,0.372768676,0.997411352, ,0,0,0,0,0,0
8820001,0.171424833,0.250795289,0.372768676,0.997411352, ,0,0,0,0,0,0
8820001,0.171424833,0.250795289,0.372768676,0.997411352, ,0,0,0,0,0,0
8820002,0.229912011,0.273853793,0.370678436,0.958950129, ,0,0,8,0,0,0
8820002,0.229912011,0.273853793,0.370678436,0.958950129, ,0,0,10,0,0,0
8820002,0.229912011,0.273853793,0.370678436,0.958950129, ,0,0,0,0,0,0
8820003,0.253692383,0.285966978,0.380743757,1.584558337, ,0,0,0,0,0,0
8820003,0.253692383,0.285966978,0.380743757,1.584558337, ,0,0,0,0,0,0
8820003,0.253692383,0.285966978,0.380743757,1.584558337, ,0,0,0,0,0,0
8820004,0.253692383,0.427052307,0.380743757, , ,0,0,0,0,0,0
8820004,0.253692383,0.427052307,0.380743757, , ,0,0,0,0,0,0
8820004,0.253692383,0.427052307,0.380743757, , ,0,0,8,0,0,0
8830001,1.050090869,1.102141633,1.421736093,1.471130281, ,0,0,0,0,0,0
8830001,1.050090869,1.102141633,1.421736093,1.471130281, ,0,0,0,0,0,0
8830001,1.050090869,1.102141633,1.421736093,1.471130281, ,0,0,0,0,0,0
8830002,1.112668391,1.21435118,1.333358233,1.318211074, ,0,0,0,0,0,0
8830002,1.112668391,1.21435118,1.333358233,1.318211074, ,0,0,0,0,0,0
8830002,1.112668391,1.21435118,1.333358233,1.318211074, ,0,0,0,0,0,0
8840001,0.181740163,0.263280095,0.405174931,0.994144688, ,0,0,0,0,0,0
8840001,0.181740163,0.263280095,0.405174931,0.994144688, ,0,0,0,0,0,0
8840001,0.181740163,0.263280095,0.405174931,0.994144688, ,0,0,0,0,0,0
8840002,0.229702074,0.284860776,0.48079946,1.57168596, ,0,0,0,0,0,0
8840002,0.229702074,0.284860776,0.48079946,1.57168596, ,0,0,0,0,0,0
8840002,0.229702074,0.284860776,0.48079946,1.57168596, ,0,0,0,0,0,0
8840004,0.268958087,0.306414771,0.413843317, , ,0,0,0,0,0,0
8840004,0.268958087,0.306414771,0.413843317, , ,0,0,0,0,0,0
8840004,0.268958087,0.306414771,0.413843317, , ,0,0,0,0,0,0
8840005,0.378082081,0.45758827,0.865870146, , ,0,0,0,0,0,0
8840005,0.378082081,0.45758827,0.865870146, , ,0,0,0,0,0,0
8840005,0.378082081,0.45758827,0.865870146, , ,0,0,0,0,0,0
8870002,0.331887419,0.382891026,0.371211316,0.985936326, ,0,0,0,0,0,0
8870002,0.331887419,0.382891026,0.371211316,0.985936326, ,0,0,0,0,0,0
8870002,0.331887419,0.382891026,0.371211316,0.985936326, ,0,0,0,0,0,0
8880001,0.290181772,0.456572726,0.68705933,1.475641023, ,0,0,0,0,0,0
8880001,0.290181772,0.456572726,0.68705933,1.475641023, ,0,0,0,0,0,0
8880001,0.290181772,0.456572726,0.68705933,1.475641023, ,0,0,0,0,0,0
8880002,0.389186758,0.523082248,0.683206756,1.24652939, ,0,0,7,7,0,0
8880002,0.389186758,0.523082248,0.683206756,1.24652939, ,0,0,0,0,0,0
8880002,0.389186758,0.523082248,0.683206756,1.24652939, ,0,0,0,0,0,0
8880003,0.308618073,0.484308955,0.600280259,2.025911818, ,0,0,0,0,0,0
8880003,0.308618073,0.484308955,0.600280259,2.025911818, ,0,0,0,0,0,0
8880003,0.308618073,0.484308955,0.600280259,2.025911818, ,0,0,0,0,0,0
8890002,0.151601624,0.216262641,0.213635274,0.990719812, ,0,0,0,0,0,0
8890002,0.151601624,0.216262641,0.213635274,0.990719812, ,0,0,0,0,0,0
8890002,0.151601624,0.216262641,0.213635274,0.990719812, ,0,0,0,0,0,0
8900002,0.211812059,0.287035558,0.323460361,0.804759266, ,0,0,0,0,0,0
8900002,0.211812059,0.287035558,0.323460361,0.804759266, ,0,0,0,0,0,0
8900002,0.211812059,0.287035558,0.323460361,0.804759266, ,0,0,0,0,0,0
8910002,0.317784476,0.509601737,0.091198352, , ,0,0,0,0,0,0
8910002,0.317784476,0.509601737,0.091198352, , ,0,0,0,0,0,0
8910002,0.317784476,0.509601737,0.091198352, , ,0,0,0,0,0,0
8930001,0.798667354,0.862652942,0.312432453,1.16037471, ,0,0,0,0,0,0
8930001,0.798667354,0.862652942,0.312432453,1.16037471, ,0,0,0,0,0,0
8930001,0.798667354,0.862652942,0.312432453,1.16037471, ,0,0,0,0,0,0
8930002,0.767421705,0.914423332,0.422999954,0.832572789, ,0,0,0,0,0,0
8930002,0.767421705,0.914423332,0.422999954,0.832572789, ,0,0,0,10,10,0
8930002,0.767421705,0.914423332,0.422999954,0.832572789, ,0,0,0,0,0,0
8930003,1.189874746,1.546221673,0.554613956, , ,0,0,0,0,0,0
8930003,1.189874746,1.546221673,0.554613956, , ,0,0,0,0,0,0
8930003,1.189874746,1.546221673,0.554613956, , ,0,0,0,0,0,0
8940002,0.368911699,0.499927983,0.167177256, , ,0,0,0,0,0,0
8940002,0.368911699,0.499927983,0.167177256, , ,0,0,0,0,0,0
8940002,0.368911699,0.499927983,0.167177256, , ,0,0,0,0,0,0
8950002,0.212661862,0.336784911,0.102911721, , ,0,0,0,0,0,0
8950002,0.212661862,0.336784911,0.102911721, , ,0,0,0,0,0,0
8950002,0.212661862,0.336784911,0.102911721, , ,0,0,0,0,0,0
8960002,0.635520348,0.867553226,0.265988487, , ,0,0,0,0,0,0
8960002,0.635520348,0.867553226,0.265988487, , ,0,0,11,0,0,0
8960002,0.635520348,0.867553226,0.265988487, , ,0,0,0,0,0,0
8970001,0.286340621,0.405597251,0.076831456, , ,0,0,0,0,0,0
8970001,0.286340621,0.405597251,0.076831456, , ,0,0,0,0,0,0
8970001,0.286340621,0.405597251,0.076831456, , ,0,0,0,0,0,0
8980002,0.20180905,0.323622613,0.195655139,0.907338096, ,0,0,0,0,0,0
8980002,0.20180905,0.323622613,0.195655139,0.907338096, ,0,0,0,0,0,0
8980002,0.20180905,0.323622613,0.195655139,0.907338096, ,0,0,0,0,0,0
9020001,0.697954172,0.76748068,0.57039481,1.379388476, ,0,0,0,0,0,0
9020001,0.697954172,0.76748068,0.57039481,1.379388476, ,0,0,0,0,0,0
9020001,0.697954172,0.76748068,0.57039481,1.379388476, ,0,0,0,0,0,0
9030001,0.746673955,0.82105367,0.610210478,1.475674893, ,0,0,0,0,0,0
9030001,0.746673955,0.82105367,0.610210478,1.475674893, ,0,0,0,0,8,0
9030001,0.746673955,0.82105367,0.610210478,1.475674893, ,0,0,0,0,0,0
9040001,0.34546165,0.319646412,0.36559021,1.345892297, ,0,0,0,0,0,0
9040001,0.34546165,0.319646412,0.36559021,1.345892297, ,0,0,0,0,0,0
9040001,0.34546165,0.319646412,0.36559021,1.345892297, ,0,0,0,0,0,0
9040002,0.533813588,0.647293932,0.678601481, , ,0,0,0,0,0,0
9040002,0.533813588,0.647293932,0.678601481, , ,0,0,0,0,0,0
9040002,0.533813588,0.647293932,0.678601481, , ,0,0,0,0,0,0
9040003,0.533813588,0.659552117,0.678601481,2.599287756, ,0,0,0,0,0,0
9040003,0.533813588,0.659552117,0.678601481,2.599287756, ,0,0,0,0,0,0
9040003,0.533813588,0.659552117,0.678601481,2.599287756, ,0,0,0,0,0,0
9040004,0.348332675,0.344714016,0.346581586,1.372762249, ,0,0,0,0,0,0
9040004,0.348332675,0.344714016,0.346581586,1.372762249, ,0,0,0,0,0,0
9040004,0.348332675,0.344714016,0.346581586,1.372762249, ,0,0,0,0,0,0
9130001,0.632322008,0.691469712,0.636610882,2.536623748, ,0,0,0,0,0,0
9130001,0.632322008,0.691469712,0.636610882,2.536623748, ,0,0,0,0,0,0
9130001,0.632322008,0.691469712,0.636610882,2.536623748, ,0,0,0,0,0,0
9130002,0.580148714,0.623954631,0.6154199,1.643001776, ,0,0,0,0,0,0
9130002,0.580148714,0.623954631,0.6154199,1.643001776, ,0,0,0,0,0,0
9130002,0.580148714,0.623954631,0.6154199,1.643001776, ,0,0,0,0,0,0
9130003,0.53845546,0.618783834,0.650814439,3.735070299, ,0,0,0,11,0,0
9130003,0.53845546,0.618783834,0.650814439,3.735070299, ,0,0,0,0,0,0
9130003,0.53845546,0.618783834,0.650814439,3.735070299, ,0,0,0,7,0,0
9130004,0.816691873,1.106493975,1.029308385,3.261504382, ,0,0,0,0,0,0
9130004,0.816691873,1.106493975,1.029308385,3.261504382, ,0,0,0,0,0,0
9130004,0.816691873,1.106493975,1.029308385,3.261504382, ,0,0,0,0,11,0
9130005,0.942049258,1.307664111,1.130078761,3.583797163, ,0,0,11,0,0,0
9130005,0.942049258,1.307664111,1.130078761,3.583797163, ,0,0,0,0,0,0
9130005,0.942049258,1.307664111,1.130078761,3.583797163, ,0,0,0,0,0,0
9140001,1.929681066,1.902941721,1.490085735,3.863305033, ,0,0,0,0,0,0
9140001,1.929681066,1.902941721,1.490085735,3.863305033, ,0,0,0,0,0,0
9140001,1.929681066,1.902941721,1.490085735,3.863305033, ,0,0,0,0,0,0
9140002,1.770461845,1.768699833,1.440484981,2.620459417, ,0,0,0,0,0,0
9140002,1.770461845,1.768699833,1.440484981,2.620459417, ,0,0,0,11,0,0
9140002,1.770461845,1.768699833,1.440484981,2.620459417, ,0,0,0,0,0,0
9140003,2.874887469,3.585666184,2.645123243,5.379152617, ,0,0,7,0,0,0
9140003,2.874887469,3.585666184,2.645123243,5.379152617, ,0,0,0,0,0,0
9140003,2.874887469,3.585666184,2.645123243,5.379152617, ,0,0,0,0,0,0
9150001,0.527495869,0.57205383,0.519166058,2.243765467, ,0,0,0,0,0,0
9150001,0.527495869,0.57205383,0.519166058,2.243765467, ,0,0,0,0,0,0
9150001,0.527495869,0.57205383,0.519166058,2.243765467, ,0,0,0,8,0,0
9150002,0.483971847,0.522259456,0.501884483,1.581936022, ,0,0,0,0,0,0
9150002,0.483971847,0.522259456,0.501884483,1.581936022, ,0,0,0,0,0,0
9150002,0.483971847,0.522259456,0.501884483,1.581936022, ,0,0,0,0,0,0
9150005,0.785876635,1.082184015,0.921596774,3.396502712, ,0,0,0,11,0,0
9150005,0.785876635,1.082184015,0.921596774,3.396502712, ,0,0,0,11,0,0
9150005,0.785876635,1.082184015,0.921596774,3.396502712, ,0,0,0,0,11,0
9170001,0.290101915,0.295443168,0.293528287,0.994857373, ,0,0,0,0,0,0
9170001,0.290101915,0.295443168,0.293528287,0.994857373, ,0,0,0,0,0,0
9170001,0.290101915,0.295443168,0.293528287,0.994857373, ,0,0,0,0,0,0
9170002,0.283470433,0.360025919,0.376672733,0.675744635, ,0,0,0,0,0,0
9170002,0.283470433,0.360025919,0.376672733,0.675744635, ,0,0,0,0,0,0
9170002,0.283470433,0.360025919,0.376672733,0.675744635, ,0,0,0,0,0,0
9180001,0.774922514,0.900212536,0.200422764, , ,0,0,0,0,0,0
9180001,0.774922514,0.900212536,0.200422764, , ,0,0,0,0,0,0
9180001,0.774922514,0.900212536,0.200422764, , ,0,0,0,0,0,0
9190001,0.639923518,0.743386806,0.585396982,1.214858072, ,0,0,0,0,0,0
9190001,0.639923518,0.743386806,0.585396982,1.214858072, ,0,0,0,0,0,0
9190001,0.639923518,0.743386806,0.585396982,1.214858072, ,0,0,0,0,0,0
9200001,1.496242857,1.449251902,1.479206055,1.292459355, ,0,0,0,0,0,0
9200001,1.496242857,1.449251902,1.479206055,1.292459355, ,0,0,0,0,0,0
9200001,1.496242857,1.449251902,1.479206055,1.292459355, ,0,0,0,0,0,0
9200102,0.372090953,0.504236326,0.167177256, , ,0,0,0,0,0,0
9200102,0.372090953,0.504236326,0.167177256, , ,0,0,0,0,0,0
9200102,0.372090953,0.504236326,0.167177256, , ,0,0,0,0,0,0
9230001,0.286876542,0.346565853,0.381113097,1.149027715, ,0,0,0,0,0,0
9230001,0.286876542,0.346565853,0.381113097,1.149027715, ,0,0,0,0,0,0
9230001,0.286876542,0.346565853,0.381113097,1.149027715, ,0,0,0,0,0,0
9230002,0.277924096,0.424200401,0.483802195,0.737275388, ,0,0,0,0,0,0
9230002,0.277924096,0.424200401,0.483802195,0.737275388, ,0,0,0,0,0,0
9230002,0.277924096,0.424200401,0.483802195,0.737275388, ,0,0,0,0,0,0
9230003,0.305102849,0.359114146,0.332976583,1.724751102, ,0,0,0,0,0,0
9230003,0.305102849,0.359114146,0.332976583,1.724751102, ,0,0,0,0,0,0
9230003,0.305102849,0.359114146,0.332976583,1.724751102, ,0,0,0,0,0,0
9230004,0.305102849, ,0.332976583, , ,0,0,0,0,0,0
9230004,0.305102849, ,0.332976583, , ,0,0,0,0,0,0
9230004,0.305102849, ,0.332976583, , ,0,0,0,0,0,0
9240001,0.522981048,0.607536994,0.478418933,0.992849504, ,0,0,0,0,0,0
9240001,0.522981048,0.607536994,0.478418933,0.992849504, ,0,0,0,0,0,0
9240001,0.522981048,0.607536994,0.478418933,0.992849504, ,0,0,0,0,0,0
9250003,0.838948985,0.854576565,0.963723229,3.020660322, ,0,0,0,0,0,0
9250003,0.838948985,0.854576565,0.963723229,3.020660322, ,0,0,0,0,0,0
9250003,0.838948985,0.854576565,0.963723229,3.020660322, ,0,0,0,0,0,0
9270001,1.747321267,1.990032585,3.957431043,9.134529167, ,0,0,0,0,0,0
9270001,1.747321267,1.990032585,3.957431043,9.134529167, ,0,0,0,0,0,0
9270001,1.747321267,1.990032585,3.957431043,9.134529167, ,0,0,0,9,0,0
9270002,1.627064924,1.879373645,3.404033193,5.0216616, ,0,0,0,0,0,0
9270002,1.627064924,1.879373645,3.404033193,5.0216616, ,0,0,0,0,0,0
9270002,1.627064924,1.879373645,3.404033193,5.0216616, ,0,0,0,0,0,0
9270003,2.52378374,1.962787388,7.315534711, , ,0,0,0,0,0,0
9270003,2.52378374,1.962787388,7.315534711, , ,0,0,0,0,0,0
9270003,2.52378374,1.962787388,7.315534711, , ,0,0,0,0,0,0
9280001,0.952318991,0.910864619,1.469951866,4.84148133, ,0,0,10,10,10,0
9280001,0.952318991,0.910864619,1.469951866,4.84148133, ,0,0,10,10,10,0
9280001,0.952318991,0.910864619,1.469951866,4.84148133, ,0,0,0,0,0,0
9280002,0.886777295,0.879091214,1.264397254,2.386031226, ,0,0,0,0,0,0
9280002,0.886777295,0.879091214,1.264397254,2.386031226, ,0,0,0,0,0,0
9280002,0.886777295,0.879091214,1.264397254,2.386031226, ,0,0,0,0,0,0
9280003,0.97849888,1.370384691,1.29873042, , ,0,0,0,0,0,0
9280003,0.97849888,1.370384691,1.29873042, , ,0,0,0,0,0,0
9280003,0.97849888,1.370384691,1.29873042, , ,0,0,0,0,0,0
9280004,1.312153013,1.388617457,2.443854267, , ,0,0,0,0,0,0
9280004,1.312153013,1.388617457,2.443854267, , ,0,0,0,0,0,0
9280004,1.312153013,1.388617457,2.443854267, , ,0,0,0,0,0,0
9290001,0.735616675,0.967881145,0.960951377,4.127263679, ,0,0,0,0,0,0
9290001,0.735616675,0.967881145,0.960951377,4.127263679, ,0,0,0,0,0,0
9290001,0.735616675,0.967881145,0.960951377,4.127263679, ,0,0,0,0,0,0
9290002,0.624548744,0.914060568,0.77288666,2.321311796, ,0,0,0,0,0,0
9290002,0.624548744,0.914060568,0.77288666,2.321311796, ,0,0,10,10,10,0
9290002,0.624548744,0.914060568,0.77288666,2.321311796, ,0,0,0,0,0,0
9290003,0.689147376,0.954630049,0.793873456,4.962909362, ,0,0,0,0,0,0
9290003,0.689147376,0.954630049,0.793873456,4.962909362, ,0,0,0,0,0,0
9290003,0.689147376,0.954630049,0.793873456,4.962909362, ,0,0,18,18,18,0
9290004,0.689147376,0.954630049,0.793873456,5.058154418, ,0,0,0,0,0,0
9290004,0.689147376,0.954630049,0.793873456,5.058154418, ,0,0,0,0,0,0
9290004,0.689147376,0.954630049,0.793873456,5.058154418, ,0,0,0,0,0,0
9320001,1.542771497,1.503067891,0.232551453, , ,0,0,0,0,0,0
9320001,1.542771497,1.503067891,0.232551453, , ,0,0,0,0,0,0
9320001,1.542771497,1.503067891,0.232551453, , ,0,0,0,0,0,0
9320002,1.436592935,1.402706251,0.200032005, , ,0,0,0,0,0,0
9320002,1.436592935,1.402706251,0.200032005, , ,0,0,0,0,0,0
9320002,1.436592935,1.402706251,0.200032005, , ,0,0,0,11,0,0
9320003,2.125708178,2.243675045,0.386626171, , ,0,0,0,0,0,0
9320003,2.125708178,2.243675045,0.386626171, , ,0,0,0,0,0,0
9320003,2.125708178,2.243675045,0.386626171, , ,0,0,0,0,0,0
9340001,1.010844782,0.977934507,1.659817271,4.782958, ,0,0,0,0,0,0
9340001,1.010844782,0.977934507,1.659817271,4.782958, ,0,0,0,0,0,0
9340001,1.010844782,0.977934507,1.659817271,4.782958, ,0,0,0,0,0,0
9340002,0.941275151,0.929978353,1.427712328,3.378091658, ,0,0,0,0,0,0
9340002,0.941275151,0.929978353,1.427712328,3.378091658, ,0,0,0,0,0,0
9340002,0.941275151,0.929978353,1.427712328,3.378091658, ,0,0,0,0,0,0
9340003,1.392792792,1.470171637,2.759513162, , ,0,0,0,0,0,0
9340003,1.392792792,1.470171637,2.759513162, , ,0,0,0,0,0,0
9340003,1.392792792,1.470171637,2.759513162, , ,0,0,0,0,0,0
9340004,1.460036956,1.450434605,3.068265936, , ,0,0,0,0,0,0
9340004,1.460036956,1.450434605,3.068265936, , ,0,0,0,0,0,0
9340004,1.460036956,1.450434605,3.068265936, , ,0,0,0,0,0,0
9350001,0.377328682,0.539257363,0.725626726, , ,0,0,0,0,0,0
9350001,0.377328682,0.539257363,0.725626726, , ,0,0,0,0,0,0
9350001,0.377328682,0.539257363,0.725626726, , ,0,0,0,0,0,0
9350002,0.325274651,0.447112061,0.658575422, , ,0,0,0,0,0,0
9350002,0.325274651,0.447112061,0.658575422, , ,0,0,0,0,0,0
9350002,0.325274651,0.447112061,0.658575422, , ,0,0,0,0,0,0
9350003,0.301898302,0.44405052,0.696451956,3.10910903, ,0,0,0,0,0,0
9350003,0.301898302,0.44405052,0.696451956,3.10910903, ,0,0,0,0,11,0
9350003,0.301898302,0.44405052,0.696451956,3.10910903, ,0,0,0,0,0,0
9350004,0.349755479,0.514246661,0.79158283, , ,0,0,0,0,0,0
9350004,0.349755479,0.514246661,0.79158283, , ,0,0,0,0,0,0
9350004,0.349755479,0.514246661,0.79158283, , ,0,0,0,0,0,0
9370001,0.86133454,0.956099816,0.993231218,2.135585832, ,0,0,0,0,0,0
9370001,0.86133454,0.956099816,0.993231218,2.135585832, ,0,0,0,0,0,0
9370001,0.86133454,0.956099816,0.993231218,2.135585832, ,0,0,0,0,0,0
9370002,0.80205469,0.905253339,0.8543401,1.417317666, ,0,0,0,0,0,0
9370002,0.80205469,0.905253339,0.8543401,1.417317666, ,0,0,0,0,0,0
9370002,0.80205469,0.905253339,0.8543401,1.417317666, ,0,0,0,0,0,0
9370003,1.313668612,1.013601727,1.865488796, , ,0,0,0,0,0,0
9370003,1.313668612,1.013601727,1.865488796, , ,0,0,0,0,0,0
9370003,1.313668612,1.013601727,1.865488796, , ,0,0,0,0,0,0
9380001,0.299379483,0.339327026,0.506218773,1.539562449, ,0,0,0,0,0,0
