Date,Open,High,Low,Close,Adj Close,Volume
2016-10-13,31000,31620,30900,31140,1577.46582,21864550
2016-10-14,30960,31760,30940,31540,1597.728638,14158950
2016-10-17,31300,32040,30760,31800,1610.899536,12785200
2016-10-18,31440,31900,31440,31780,1609.886353,10384500
2016-10-19,31580,32860,31500,32500,1646.359497,15444550
2016-10-20,32520,33020,32180,32400,1641.293823,10330450
2016-10-21,32120,32260,31760,31780,1609.886353,10477500
2016-10-24,31860,32160,31800,32160,1629.136108,9289950
2016-10-25,32000,32080,31840,31940,1617.991333,9866100
2016-10-26,31940,31980,31240,31340,1587.597168,10534000
2016-10-27,31420,32340,31120,31460,1593.676147,14117000
2016-10-28,31600,32280,31600,32280,1635.214966,10214200
2016-10-31,32320,32780,32220,32780,1660.543579,12067200
2016-11-01,32600,33040,32240,33040,1673.714355,10347400
2016-11-02,32800,33040,32620,32860,1664.596313,10099250
2016-11-03,32600,32800,32120,32320,1637.241211,10341850
2016-11-04,32100,32680,32100,32540,1648.385864,7103850
2016-11-07,32940,33000,32680,32800,1661.556519,7661900
2016-11-08,32980,32980,32700,32880,1665.609253,5417450
2016-11-09,32920,33140,31820,31920,1616.978394,15683600
2016-11-10,32600,33000,32360,32980,1670.675049,11795350
2016-11-11,31700,32360,31700,31960,1619.004761,12836800
2016-11-14,31900,31920,31040,31060,1573.413086,15133300
2016-11-15,31060,31620,30780,30780,1559.229248,13665700
2016-11-16,30800,31280,30800,31160,1578.478882,13308200
2016-11-17,31100,31520,30900,31360,1588.610229,7870550
2016-11-18,31640,31760,31400,31720,1606.846924,9460750
2016-11-21,31300,32120,31300,31860,1613.938965,8180200
2016-11-22,32140,32900,32000,32800,1661.556519,9751100
2016-11-23,33220,33220,32520,32980,1670.675049,12668600
2016-11-24,32980,33040,32660,33000,1671.688232,7757150
2016-11-25,32820,33040,32660,33000,1671.688232,6276900
2016-11-28,33000,33620,32800,33540,1699.043091,13294050
2016-11-29,33800,33960,33380,33540,1699.043091,18081300
2016-11-30,33540,34940,33540,34920,1768.949951,28535200
2016-12-01,34800,35060,34660,34980,1771.989258,15535350
2016-12-02,34480,34760,34140,34540,1749.700073,15352950
2016-12-05,34340,34680,34220,34360,1740.582031,8484600
2016-12-06,34440,35200,34400,34960,1770.976196,14001800
2016-12-07,35040,35480,35040,35440,1795.291626,9603650
2016-12-08,35980,36020,35520,35800,1813.528442,16462550
2016-12-09,35900,35900,35400,35600,1803.396851,10652450
2016-12-12,34660,35360,34660,35040,1775.028809,11414450
2016-12-13,34620,35440,34620,35320,1789.212891,11684450
2016-12-14,35560,35680,35280,35540,1800.357422,7455100
2016-12-15,34820,35500,34820,35180,1782.12085,5773550
2016-12-16,35300,36020,35200,35860,1816.567749,11747700
2016-12-19,35620,36380,35620,35900,1818.594116,5435800
2016-12-20,35920,36400,35840,36240,1835.817505,7615200
2016-12-21,36360,36600,36020,36100,1828.725586,6552100
2016-12-22,36260,36300,35980,36180,1832.778198,6354600
2016-12-23,36020,36080,35600,35640,1805.422974,8334850
2016-12-26,35600,36000,35560,35960,1821.633545,4823600
2016-12-27,35980,36200,35860,35980,1822.646484,4653450
2016-12-28,35840,35980,35600,35760,7686.066406,6662900
2016-12-29,35420,36040,35400,36040,7746.248535,7516450
2017-01-02,35980,36240,35880,36100,7759.14502,4650600
2017-01-03,36280,36620,36020,36480,7840.819824,7357650
2017-01-04,36500,36520,36100,36160,7772.040527,7971750
2017-01-05,36060,36060,35540,35560,7643.07959,10967450
2017-01-06,36180,36440,36040,36200,7780.637695,8880950
2017-01-09,36600,37500,36560,37220,7999.871094,13194900
2017-01-10,37280,37400,37080,37240,8004.169922,9099800
2017-01-11,37520,38560,37420,38280,8227.702148,12018150
2017-01-12,38000,38800,37980,38800,8339.46875,11669150
2017-01-13,38100,38320,37460,37460,8051.455566,15954450
2017-01-16,36860,37820,36320,36660,7879.507324,16611500
2017-01-17,36580,37460,36580,36960,7943.988281,8150700
2017-01-18,37040,37500,36620,36940,7939.689453,8875400
2017-01-19,37720,37920,37020,37480,8055.754395,9418900
2017-01-20,37120,37420,36880,37200,7995.572754,9185000
2017-01-23,37200,38060,37000,38060,8180.416016,8810400
2017-01-24,38120,38580,37880,38160,8201.910156,11048750
2017-01-25,38340,39400,38320,39400,8468.429688,13433850
2017-01-26,39420,40000,39420,39900,8575.896484,15214500
2017-01-31,39900,39900,39460,39460,8481.325195,17992200
2017-02-01,39540,39660,39040,39120,8408.248047,14150400
2017-02-02,39600,39660,39200,39360,8459.832031,15029300
2017-02-03,39400,39500,39180,39460,8481.325195,10386350
2017-02-06,39580,39660,39140,39560,8502.819336,8860700
2017-02-07,39560,39580,38760,38820,8343.766602,14041800
2017-02-08,38740,38780,38200,38400,8253.495117,17092950
2017-02-09,38780,38840,38220,38400,8253.495117,13694150
2017-02-10,38400,38760,38300,38360,8244.898438,11020750
2017-02-13,37740,38060,37720,37960,8158.92334,11102050
2017-02-14,37960,38260,37320,37580,8077.249023,13124150
2017-02-15,37080,37960,37080,37720,8107.338867,14191550
2017-02-16,37800,38360,37780,38020,8171.818848,10226350
2017-02-17,37560,38040,37280,37860,8137.429688,15377450
2017-02-20,38220,38780,38160,38660,8309.376953,7485800
2017-02-21,38540,39560,38420,38940,8369.558594,10562600
2017-02-22,39000,39340,38980,39300,8446.935547,8539450
2017-02-23,39020,39440,39020,39180,8421.142578,10217300
2017-02-24,38960,39100,38060,38220,8214.805664,9296850
2017-02-27,38020,38140,37700,38060,8180.416016,9033700
2017-02-28,38060,38760,37960,38440,8262.091797,15088700
2017-03-02,38420,39860,38420,39720,8537.208008,21249800
2017-03-03,39340,39720,39160,39620,8515.713867,12708700
2017-03-06,39220,40220,39220,40080,8614.584961,12234850
2017-03-07,39800,40320,39800,40200,8640.37793,10553250
2017-03-08,40200,40620,40140,40200,8640.37793,12140950
2017-03-09,40200,40300,40020,40200,8640.37793,14372250
2017-03-10,39960,40420,39860,40180,8636.078125,10227800
2017-03-13,40040,40980,40040,40600,8726.350586,7424100
2017-03-14,40620,41540,40500,41360,8889.702148,11325050
2017-03-15,40800,41440,40800,41400,8898.298828,9587850
2017-03-16,41800,42180,41540,41840,8992.870117,9933150
2017-03-17,41800,42500,41720,42400,9113.233398,12602300
2017-03-20,42000,42120,41740,41900,9005.766602,10250050
2017-03-21,41780,42680,41760,42560,9147.623047,14220150
2017-03-22,41600,42460,41580,42460,9126.129883,16427250
2017-03-23,42200,42360,41700,41800,8984.272461,15397100
2017-03-24,41600,41980,41080,41500,8919.792969,12808150
2017-03-27,41200,41880,41180,41200,8855.311523,12177650
2017-03-28,41560,41840,41380,41480,8915.493164,8216250
2017-03-29,41740,41960,41580,41780,8979.974609,10093250
2017-03-30,41880,42440,41880,41980,10838.96875,8204000
2017-03-31,41820,42020,41200,41200,10637.57715,10500300
2017-04-03,41400,41720,41300,41440,10699.54297,9579400
2017-04-04,41600,42180,41520,42080,10864.78711,12255500
2017-04-05,41900,42240,41700,42140,10880.2793,10699700
2017-04-06,42000,42080,41600,41840,10802.82031,9683400
2017-04-07,41800,41820,41160,41600,10740.85352,10021000
2017-04-10,41940,41940,41500,41940,10828.64063,7141350
2017-04-11,41940,41940,41580,41600,10740.85352,7172900
2017-04-12,41860,41940,41700,41900,10818.31152,8274900
2017-04-13,41660,42460,41660,42420,10952.57324,9040800
2017-04-14,42160,42260,41760,42020,10849.2959,5462850
2017-04-17,42000,42080,41520,41560,10730.52539,5224750
2017-04-18,41680,41820,41280,41500,10715.03516,6860650
2017-04-19,41300,41420,40900,40900,10560.11816,11762900
2017-04-20,40580,40800,40080,40280,10400.03809,21148850
2017-04-21,40480,41400,40480,40760,10523.97168,15130500
2017-04-24,41260,41260,40920,41240,10647.9043,8990150
2017-04-25,41460,42740,41320,42700,11024.86816,19299600
2017-04-26,42700,42800,42520,42800,11050.68652,14794800
2017-04-27,42700,44520,41960,43840,11319.20801,23032250
2017-04-28,45780,45800,44520,44620,11520.59961,22685700
2017-05-02,45500,45500,44760,44900,11592.89258,14068300
2017-05-04,45700,45700,44860,45520,11752.97266,13690100
2017-05-08,45520,47020,45340,47020,12140.26367,19582550
2017-05-10,46160,47220,45600,45600,11773.62793,23410950
2017-05-11,45420,46180,45220,45500,11747.81055,21277850
2017-05-12,45760,46160,45660,45820,11830.43164,9422900
2017-05-15,45620,46280,45620,46100,11902.72656,8001400
2017-05-16,46660,46800,46100,46380,11975.02051,8803750
2017-05-17,46120,46640,46100,46340,11964.69141,7424450
2017-05-18,45740,46000,45540,45940,11861.41504,11160350
2017-05-19,45640,45780,44720,44720,11546.41797,15762350
2017-05-22,45040,45380,44760,45100,11644.53125,17643550
2017-05-23,45400,45580,44900,44920,11598.05762,12607050
2017-05-24,44860,45300,44800,44880,11587.72852,8675400
2017-05-25,45160,45680,44800,45680,11794.28418,13044800
2017-05-26,45600,46460,45540,46080,11897.56152,13613650
2017-05-29,46220,46400,45380,45620,11778.79199,8739550
2017-05-30,45520,45660,44480,44640,11525.76172,12433600
2017-05-31,44580,45020,44400,44700,11541.25391,18669100
2017-06-01,44860,44900,44400,44680,11536.08887,9753500
2017-06-02,45060,45960,45000,45960,11866.57715,12488750
2017-06-05,46040,46360,45720,45940,11861.41504,7599400
2017-06-07,46500,46500,45240,45300,11696.17188,13729400
2017-06-08,45000,45580,45000,45160,11660.02441,13978750
2017-06-09,45680,46440,45600,46100,11902.72656,11732850
2017-06-12,45420,45600,45140,45380,11716.82617,10954300
2017-06-13,45140,45620,45140,45400,11721.98926,8624900
2017-06-14,45800,46060,45240,45360,11711.66113,10166700
2017-06-15,45680,45920,45180,45680,11794.28418,9657000
2017-06-16,45500,45940,45460,45580,11768.46387,17403450
2017-06-19,45580,46560,45560,46560,12021.49414,11303900
2017-06-20,47240,48140,47220,48140,12429.44043,15045000
2017-06-21,47740,48120,47480,47480,12259.03125,9973650
2017-06-22,47960,48080,47720,47960,12382.96582,11455800
2017-06-23,47600,47780,47420,47620,12295.17969,9515100
2017-06-26,47520,48360,47520,48280,12465.58691,8552800
2017-06-27,48220,48400,47900,48300,12470.75195,9616750
2017-06-28,47600,48000,47560,47700,12315.83594,9572500
2017-06-29,48040,48320,47940,47940,14506.66113,8306550
2017-06-30,47500,47620,47100,47540,14385.62207,11877550
2017-07-03,47500,47780,47120,47220,14288.78906,6805550
2017-07-04,47160,47400,46900,47000,14222.21582,7961000
2017-07-05,46820,47680,46780,47580,14397.72461,10640250
2017-07-06,48000,48100,47720,48060,14542.97266,10923050
2017-07-07,47740,48120,47620,47860,14482.45313,8131900
2017-07-10,48500,48900,48320,48660,14724.53418,10792750
2017-07-11,48640,49000,48280,49000,14827.41895,9717800
2017-07-12,49000,50000,48840,49880,15093.70703,9486150
2017-07-13,50080,50940,50040,50560,15299.47559,16034150
2017-07-14,51000,51080,50420,50480,15275.2666,8239000
2017-07-17,50900,51020,50520,50640,15323.68262,8976100
2017-07-18,50420,50880,50360,50840,15384.2041,7084450
2017-07-19,50620,50820,50000,50740,15353.94238,11157500
2017-07-20,50760,51320,50560,51200,15493.13965,8367600
2017-07-21,50860,51160,50520,51080,15456.82617,8449050
2017-07-24,50700,51000,50620,50860,15390.25391,7099750
2017-07-25,50500,50760,49940,50000,15130.01856,10810600
2017-07-26,49600,50020,49300,49840,15081.60254,11224800
2017-07-27,50000,50640,49560,49800,15069.49805,11449500
2017-07-28,49800,49800,47380,47760,14452.19238,26168300
2017-07-31,47420,48240,46920,48200,14585.33789,12701400
2017-08-01,48000,48840,47540,48600,14706.37793,11369500
2017-08-02,49200,49340,48600,49000,14827.41895,7777450
2017-08-03,49000,49000,47120,47780,14458.24609,15540800
2017-08-04,48160,48180,47500,47700,14434.03809,8359200
2017-08-07,47500,48080,47440,47580,14397.72461,7218250
2017-08-08,47980,48260,47480,47720,14440.08887,7979600
2017-08-09,47400,47400,46240,46280,14004.34375,14555400
2017-08-10,46200,46320,45460,45900,13889.35645,22986150
2017-08-11,45120,45300,44220,44620,13502.02734,25407300
2017-08-14,45120,45400,44720,45000,13617.0166,19185600
2017-08-16,46220,46380,46000,46200,13980.13574,21913650
2017-08-17,46960,47300,46740,47040,14234.32031,12415850
2017-08-18,46760,47240,46240,46900,14191.95703,10477950
2017-08-21,47240,47240,46580,46840,14173.80078,5103450
2017-08-22,46820,47160,46700,47000,14222.21582,7381750
2017-08-23,47780,47780,47180,47480,14367.46484,9384700
2017-08-24,47520,47660,47340,47520,14379.56934,8657450
2017-08-25,47880,47880,46720,47020,14228.26953,11243550
2017-08-28,47020,47240,45960,46100,13949.87695,9962100
2017-08-29,45640,46080,45160,46080,13943.82324,12623650
2017-08-30,46380,46400,45960,46200,13980.13574,7513000
2017-08-31,46220,46640,46000,46320,14016.44824,11011700
2017-09-01,46460,46640,46300,46480,14064.86328,10641700
2017-09-04,45780,46360,45500,46040,13931.7207,7943500
2017-09-05,46240,46900,45960,46760,14149.59375,11716100
2017-09-06,46760,47180,46700,47000,14222.21582,10811050
2017-09-07,47000,48220,47000,48120,14561.13086,9676500
2017-09-08,48700,49180,48580,49080,14851.62598,10893000
2017-09-11,49700,50180,49500,49800,15069.49805,10374750
2017-09-12,50200,50220,49140,49600,15008.97852,12029750
2017-09-13,49820,50400,49440,49620,15015.0293,9357000
2017-09-14,50060,50320,49760,50300,15220.79785,14204750
2017-09-15,50300,50560,49860,50400,15251.05859,10757300
2017-09-18,50540,52480,50520,52480,15880.46777,11524950
2017-09-19,52500,52640,51780,52120,15771.53223,9850400
2017-09-20,52120,52500,51840,52220,15801.79102,9292750
2017-09-21,52220,52960,52220,52800,15977.29981,8839800
2017-09-25,53000,53680,53000,53620,16225.43066,9303100
2017-09-26,53620,53620,53620,53620,16225.43066,0
2017-09-27,52000,52200,51500,51680,15638.3877,10797000
2017-09-28,52260,52460,51260,51260,17941.44336,12025450
2017-09-29,51180,51620,50840,51280,17948.44531,12909400
2017-10-10,53360,53640,52800,52800,18480.45703,20519800
2017-10-11,53600,54760,53340,54640,19124.47266,13652150
2017-10-12,54840,55160,54100,54800,19180.47461,13890700
2017-10-13,54540,54840,53780,54000,18900.46875,12601650
2017-10-16,53980,54860,53760,53920,18872.4668,9769950
2017-10-17,54020,55380,54000,54800,19180.47461,10607800
2017-10-18,54820,55240,54040,54760,19166.47461,10110750
2017-10-19,54700,54700,52980,52980,18543.45898,12108700
2017-10-20,52800,54100,52800,53840,18844.4668,8027050
2017-10-23,54600,54640,54000,54300,19005.4707,8311050
2017-10-24,54700,54780,54040,54040,18914.46875,5806050
2017-10-25,54040,54420,53700,53900,18865.4668,5882850
2017-10-26,53720,53900,52400,52400,18340.45313,9776550
2017-10-27,52400,53320,52140,53080,18578.46094,7392500
2017-10-30,53780,54320,53700,54040,18914.46875,8196150
2017-10-31,54060,55440,53500,55080,19278.47852,13381550
2017-11-01,57500,57500,56180,57220,20027.49609,14510250
2017-11-02,57500,57520,56760,57060,19971.49414,10721050
2017-11-03,57060,57140,55860,56380,19733.48828,9935800
2017-11-06,56380,56500,55340,56380,19733.48828,9000950
2017-11-07,56380,56920,55860,56100,19635.48633,7464550
2017-11-08,56100,57060,55860,56760,19866.49219,8520200
2017-11-09,56920,56920,55900,56340,19719.49023,11994050
2017-11-10,55800,56540,55780,56400,19740.49023,6748800
2017-11-13,56400,56800,56100,56380,19733.48828,8806650
2017-11-14,56380,56740,55920,55920,19572.48438,6725000
2017-11-15,55920,56320,55320,55340,19369.47852,8816950
2017-11-16,55440,56000,55400,55780,19523.48242,7640700
2017-11-17,56400,56880,55820,55820,19537.48242,10733150
2017-11-20,55900,55980,55200,55200,19320.47852,9472750
2017-11-21,55400,55840,55280,55280,19348.47852,10324700
2017-11-22,55980,56200,55620,55960,19586.48438,7952950
2017-11-23,55960,55980,55020,55300,19355.48047,6272900
2017-11-24,55300,55500,55180,55460,19411.48047,4536200
2017-11-27,55360,55360,52640,52640,18424.45703,18128900
2017-11-28,52700,53280,51720,53280,18648.46289,13499400
2017-11-29,53200,53240,52500,52600,18410.45508,9590250
2017-11-30,50800,51860,50200,50800,17780.43945,29634150
2017-12-01,50800,51780,50800,50840,17794.44141,12868600
2017-12-04,50840,51340,50020,51340,17969.44531,14865050
2017-12-05,50600,51300,50280,51260,17941.44336,9326550
2017-12-06,51260,51560,50020,50020,17507.43359,10889200
2017-12-07,50040,50980,50020,50740,17759.43945,11065600
2017-12-08,51360,52000,51040,52000,18200.45117,11290450
2017-12-11,52000,52040,51500,51780,18123.44922,8125850
2017-12-12,51820,52100,51660,52100,18235.45117,8765050
2017-12-13,52100,52100,51100,51320,17962.44531,11333700
2017-12-14,51320,52280,51060,51060,17871.44141,20310400
2017-12-15,51240,51480,50520,50620,17717.43945,14928550
2017-12-18,50620,51240,50620,51200,17920.44336,7350250
2017-12-19,51540,52080,51520,51560,18046.44531,11978600
2017-12-21,51000,51060,49100,49140,17199.42578,15624300
2017-12-22,49400,49960,49240,49700,17395.42969,11199650
2017-12-26,49760,50100,48200,48200,16870.41797,16039850
2017-12-27,48960,49560,48460,49360,31188.1582,10743600
2017-12-28,49560,50960,49500,50960,32199.11914,8985450
2018-01-02,51380,51400,50780,51020,32237.03125,8474250
2018-01-03,52540,52560,51420,51620,32616.14063,10013500
2018-01-04,52120,52180,50640,51080,32274.94141,11695450
2018-01-05,51300,52120,51200,52120,32932.06641,9481150
2018-01-08,52400,52520,51500,52020,32868.88281,8383650
2018-01-09,51460,51720,49980,50400,31845.2832,18013600
2018-01-10,50500,50520,48640,48840,30859.5957,18566800
2018-01-11,48200,49260,48020,48240,30480.48633,25123800
2018-01-12,48240,48480,46760,48200,30455.21289,27270450
2018-01-15,48800,48980,47920,48540,30670.04102,10096000
2018-01-16,48760,50140,48620,50000,31592.54297,20389650
2018-01-17,50020,50020,49060,49620,31352.43945,11053050
2018-01-18,50020,50640,49820,49900,31529.35938,14848850
2018-01-19,50380,50380,49040,49320,31162.88477,9219950
2018-01-22,48640,48680,47960,48240,30480.48633,12520900
2018-01-23,48660,49160,48300,49160,31061.78711,13532700
2018-01-24,48860,49700,48560,49340,31175.52148,9550500
2018-01-25,49220,50360,49160,50260,31756.82422,11160350
2018-01-26,50500,50780,49840,50780,32085.38477,10350100
2018-01-29,51200,51480,50900,51220,32363.40039,11838800
2018-01-30,50440,50640,49780,49800,31466.17383,12284550
2018-01-31,50020,54140,49600,49900,31529.35938,64681300
2018-02-01,50620,50960,49720,49820,31478.81055,27609450
2018-02-02,49380,49400,47700,47700,30139.28516,29260350
2018-02-05,46500,48320,46000,47920,30278.29297,28357900
2018-02-06,46600,47920,46580,47420,29962.36914,19406450
2018-02-07,48240,48260,45800,45800,28938.76758,23448050
2018-02-08,46120,46620,45980,46000,29065.13867,23251050
2018-02-09,44440,45180,44420,44700,28243.73242,17465000
2018-02-12,45100,46320,45040,45720,28888.22266,15754950
2018-02-13,46200,48060,46200,47540,30038.18945,18923250
2018-02-14,48080,49100,47940,49000,30960.69336,18905900
2018-02-19,49800,49800,47860,48380,30568.94336,15353450
2018-02-20,48040,48160,47220,47400,29949.72852,10122600
2018-02-21,47280,47580,46840,47280,29873.9082,12880200
2018-02-22,47260,47260,46760,46760,29545.3457,8869950
2018-02-23,46760,47800,46760,47220,29835.99805,12423300
2018-02-26,47280,47560,47080,47380,29937.0918,9560650
2018-02-27,48360,48380,47380,47380,29937.0918,9830550
2018-02-28,47380,48100,47000,47060,29734.90039,15162350
2018-03-02,46580,46800,46000,46020,29077.77734,13265500
2018-03-05,45820,46160,45080,45200,28559.6582,14100950
2018-03-06,45920,47100,45820,47020,29709.62891,15423350
2018-03-07,48200,48900,47220,48620,30720.58984,21427050
2018-03-08,49200,49480,48080,49200,31087.0625,19463650
2018-03-09,49440,50540,49240,49740,31428.26172,14304400
2018-03-12,50560,50780,49580,49740,31428.26172,8688950
2018-03-13,50760,51660,50360,51660,32641.41406,20098700
2018-03-14,51020,52000,51000,51760,32704.59961,12713250
2018-03-15,52000,52020,51020,51540,32565.59375,8882450
2018-03-16,51220,51420,50240,51140,32312.85352,12184900
2018-03-19,50620,51340,50440,50740,32060.11328,8218850
2018-03-20,50700,51200,50100,51200,32350.76563,8193250
2018-03-21,51780,51780,51060,51060,32262.30469,8905200
2018-03-22,51060,51780,51040,51780,32717.23633,8454100
2018-03-23,50340,50720,49600,49720,31415.625,14854950
2018-03-26,49420,50280,49040,50280,31769.46094,10057750
2018-03-27,50320,50460,49080,49980,31579.9043,11874000
2018-03-28,49100,49100,48340,48700,30771.13867,15159450
2018-03-29,48700,49560,48320,49040,48677.95313,10067000
2018-03-30,49080,49900,49080,49220,48856.625,7777100
2018-04-02,49000,49220,48500,48540,48181.64453,7115650
2018-04-03,47880,48140,47280,48120,47764.74609,12768250
2018-04-04,48160,48260,46920,46920,46573.60547,12384200
2018-04-05,47400,49380,47340,48740,48380.16797,13245600
2018-04-06,48000,48580,47400,48400,48042.67969,12532700
2018-04-09,48260,49440,48200,49200,48836.77344,9950400
2018-04-10,48540,49220,48040,48880,48519.13281,10984350
2018-04-11,49900,49900,48600,48860,48499.28125,10051100
2018-04-12,49440,49440,48880,49000,48638.25,12466250
2018-04-13,49600,50180,49400,49800,49432.34375,10278300
2018-04-16,50320,50600,49860,50340,49968.35547,7877450
2018-04-17,50240,50540,49820,49980,49611.01172,7772000
2018-04-18,51000,51360,50580,51360,50980.82422,13462600
2018-04-19,52000,52980,51540,52780,52390.33984,17190550
2018-04-20,51800,52260,51420,51620,51238.90625,11761000
2018-04-23,51000,52080,51000,51900,51516.83984,11619000
2018-04-24,51840,51860,50080,50460,50087.46875,15770300
2018-04-25,49220,50500,49220,50400,50027.91406,16614600
2018-04-26,50420,52160,50400,52140,51755.06641,18046550
2018-04-27,53380,53640,52440,53000,52608.71875,30310800
2018-04-30,53000,53000,53000,53000,52608.71875,0
2018-05-02,53000,53000,53000,53000,52608.71875,0
2018-05-03,53000,53000,53000,53000,52608.71875,0
2018-05-04,53000,53900,51800,51900,51516.83984,39565391
2018-05-08,52600,53200,51900,52600,52211.67188,23104720
2018-05-09,52600,52800,50900,50900,50524.22266,16128305
2018-05-10,51700,51700,50600,51600,51219.05469,13905263
2018-05-11,52000,52200,51200,51300,50921.26953,10314997
2018-05-14,51000,51100,49900,50100,49730.12891,14909272
2018-05-15,50200,50400,49100,49200,48836.77344,18709146
2018-05-16,49200,50200,49150,49850,49481.97266,15918683
2018-05-17,50300,50500,49400,49400,49035.29688,10365440
2018-05-18,49900,49900,49350,49500,49134.55859,6706570
2018-05-21,49650,50200,49100,50000,49630.86719,9020998
2018-05-23,50600,52000,50400,51800,51417.57813,17095490
2018-05-24,52000,52000,51100,51400,51020.53125,8289275
2018-05-25,51000,52800,50800,52700,52310.93359,15207266
2018-05-28,52500,53000,52000,52300,51913.88672,9787820
2018-05-29,52200,52500,51300,51300,50921.26953,8480437
2018-05-30,51300,51500,49100,49500,49134.55859,20498098
2018-05-31,50400,50800,49850,50700,50325.69922,63491109
2018-06-01,50500,51700,49950,51300,50921.26953,13038499
2018-06-04,50800,51200,50700,51100,50722.74609,9767171
2018-06-05,51100,51400,50400,51300,50921.26953,9144100
2018-06-07,51800,51800,50500,50600,50226.4375,13590016
2018-06-08,50200,50400,49600,49650,49283.44922,16951706
2018-06-11,49750,50300,49350,49900,49531.60547,10571312
2018-06-12,49700,49800,49250,49400,49035.29688,12110569
2018-06-14,49000,49000,48200,48200,47844.15625,20971729
2018-06-15,48500,48700,47650,47650,47298.21484,17080892
2018-06-18,47600,47650,46200,46600,46255.96484,16661870
2018-06-19,47200,47350,46500,47000,46653.01172,15217971
2018-06-20,47450,47600,46850,47000,46653.01172,12959316
2018-06-21,47900,47900,47050,47050,46702.64453,10015541
2018-06-22,47000,47250,46200,47250,46901.16797,10298006
2018-06-25,47050,47050,46150,46650,46305.59766,10587711
2018-06-26,45900,47300,45900,47000,46653.01172,11223166
2018-06-27,47450,48500,47000,47950,47596,15274752
2018-06-28,46850,47150,46600,46800,46800,12784800
2018-06-29,46250,47150,46200,46650,46650,14099635
2018-07-02,46500,47150,45500,45550,45550,13112253
2018-07-03,45750,46450,45750,46150,46150,10959655
2018-07-04,46700,47050,46050,46250,46250,8776763
2018-07-05,46100,46550,45600,45950,45950,7039773
2018-07-06,45500,45850,44650,44900,44900,17843706
2018-07-09,45500,46100,45200,45600,45600,11602464
2018-07-10,46200,46550,46100,46300,46300,10528665
2018-07-11,46400,46450,45400,46000,46000,11224077
2018-07-12,45900,46250,45450,45500,45500,11828104
2018-07-13,45800,46500,45750,46500,46500,11543389
2018-07-16,46800,46800,46000,46050,46050,7678719
2018-07-17,46150,46200,45600,45850,45850,8892953
2018-07-18,46700,47200,46450,46550,46550,10952645
2018-07-19,47050,47200,46600,46900,46900,9880128
2018-07-20,47000,47600,46700,47450,47450,10474547
2018-07-23,47100,47200,46150,46500,46500,10823782
2018-07-24,46350,46600,45950,46150,46150,8261363
2018-07-25,46250,46550,45900,46150,46150,7222471
2018-07-26,46100,47000,46000,46900,46900,7374946
2018-07-27,46450,47000,46450,46900,46900,4762460
2018-07-30,46550,46800,46350,46500,46500,5723035
2018-07-31,46200,46450,46000,46250,46250,8033607
2018-08-01,46050,46850,46050,46550,46550,7484499
2018-08-02,46550,46800,45500,45550,45550,8560924
2018-08-03,45850,45900,45450,45750,45750,8274944
2018-08-06,46150,46150,45750,45800,45800,6771979
2018-08-07,46300,46750,45900,46700,46700,9058174
2018-08-08,47000,47000,46550,46800,46800,6429338
2018-08-09,47000,47050,46450,46900,46900,12010886
2018-08-10,46150,46400,44850,45400,45400,16670643
2018-08-13,44950,45100,44650,45050,45050,9803831
2018-08-14,44850,45400,44850,45150,45150,6409259
2018-08-16,43800,44650,43700,44250,44250,10088229
2018-08-17,44050,44400,44050,44100,44100,6808747
2018-08-20,43500,44200,43500,43850,43850,7289124
2018-08-21,43700,44900,43700,44800,44800,9520270
2018-08-22,45150,46200,44900,46100,46100,11641656
2018-08-23,46150,46200,45700,46200,46200,6730918
2018-08-24,45900,46400,45550,46150,46150,6582535
2018-08-27,46100,46550,46000,46300,46300,5263782
2018-08-28,46800,46950,46300,46550,46550,7365976
2018-08-29,46750,46800,46400,46800,46800,5572374
2018-08-30,46950,47950,46700,47650,47650,12193231
2018-08-31,47100,48450,47000,48450,48450,13577454
2018-09-03,48200,48300,47300,47450,47450,8595084
2018-09-04,47550,47800,47200,47650,47650,6791255
2018-09-05,47300,47450,46400,46600,46600,9139998
2018-09-06,46200,46400,45800,46100,46100,9040553
2018-09-07,44500,45200,44400,44900,44900,18285508
2018-09-10,45450,45550,45000,45500,45500,9979838
2018-09-11,45550,45900,45050,45050,45050,9865790
2018-09-12,44900,45100,44500,44550,44550,12995269
2018-09-13,44550,44750,44000,44050,44050,18277942
2018-09-14,45000,45850,44900,45850,45850,12446344
2018-09-17,45550,45800,44900,45150,45150,8123384
2018-09-18,44950,45900,44700,45500,45500,9987090
2018-09-19,46000,46200,45700,46150,46150,9367454
2018-09-20,46850,47600,46400,47250,47250,13536966
2018-09-21,46550,47550,46550,47400,47400,14476906
2018-09-27,46950,47500,46450,47500,47500,15804586
2018-09-28,47250,47250,46300,46450,46450,11270515
2018-10-01,46450,46800,45800,46350,46350,6354983
2018-10-02,46450,46700,45700,45700,45700,6607188
2018-10-04,45150,45600,44700,44700,44700,11865327
2018-10-05,44800,45500,44550,44700,44700,10544165
2018-10-08,44200,45200,44200,44950,44950,6759464
2018-10-10,45250,45500,44500,45300,45300,10341349
2018-10-11,44000,44650,43100,43100,43100,19324537
2018-10-12,43200,44650,43200,44000,44000,12640906
2018-10-15,44050,44050,43350,43800,43800,7434522
2018-10-16,43700,44150,43350,43600,43600,6825677
2018-10-17,44150,44500,44000,44150,44150,8306193
