hid,h21area,h21hhld,h21fly_typ,h21houstyp,h21h_income1,h21h_income2
1083500,17,1,1,3,6,3
1083600,17,1,1,3,4,2
1083800,17,1,1,2,2,1
1083900,17,1,1,2,2,1
1084200,17,1,1,2,2,1
1084300,17,1,1,2,2,1
1084400,17,1,1,2,2,1
1084500,17,3,3,2,9,5
1084700,17,2,2,2,2,1
1084800,17,2,2,2,4,2
1084900,17,1,1,2,2,1
1085000,17,1,1,2,2,1
1085100,17,1,1,2,2,1
1087300,1,4,3,1,10,5
1087500,1,4,3,1,20,6
1088000,8,3,3,2,15,6
1088100,8,4,3,2,15,6
1088400,8,2,2,2,18,6
1088500,8,2,2,2,6,3
1090200,8,3,3,2,11,6
1090300,8,4,3,2,19,6
1090400,8,4,3,2,20,6
1090500,8,3,3,2,10,5
1090600,8,2,2,2,5,3
1090700,8,3,3,2,7,4
1090800,8,4,3,2,18,6
1090900,8,4,3,2,11,6
1091000,8,3,3,2,16,6
1091100,8,3,4,2,5,3
1091200,8,4,3,2,8,4
1091300,8,3,3,2,18,6
1091400,8,4,3,2,20,6
1091500,8,4,3,3,9,5
1091700,8,3,3,3,9,5
1091800,8,4,5,2,9,5
1091900,8,4,3,3,12,6
1092000,8,3,3,3,10,5
1092100,8,2,2,3,7,4
1092200,8,3,3,3,9,5
1092300,8,2,2,2,2,1
1092400,8,5,3,2,9,5
1092500,8,3,3,2,9,5
1092600,8,3,3,3,7,4
1092700,8,4,3,3,9,5
1092800,8,4,3,2,11,6
1092900,8,4,3,2,9,5
1093000,8,4,4,2,9,5
1093100,8,4,3,2,9,5
1093200,8,4,3,2,12,6
1093300,8,4,3,2,11,6
1093400,8,4,3,2,13,6
1093500,8,4,3,2,11,6
1093600,8,4,3,2,16,6
1093700,8,4,5,2,10,5
1093800,8,4,3,2,9,5
1093900,8,4,3,2,9,5
1094000,8,2,2,3,2,1
1094100,8,4,3,2,11,6
1095400,8,3,3,2,10,5
1095500,8,4,3,3,7,4
1095600,8,4,3,3,13,6
1095700,8,4,3,2,9,5
1095800,8,4,3,3,9,5
1095900,8,3,3,2,13,6
1096000,8,3,3,2,15,6
1096100,8,3,3,2,6,3
1096200,8,4,3,2,8,4
1096300,8,4,3,2,10,5
1096400,8,3,3,2,12,6
1096500,8,2,2,2,8,4
1096600,8,5,3,2,10,5
1096700,8,4,3,2,11,6
1096800,8,2,2,2,7,4
1096900,8,3,3,2,10,5
1097000,8,4,3,2,7,4
1097100,8,4,3,2,13,6
1097200,8,3,3,2,9,5
1097300,8,4,3,2,10,5
1097800,8,4,3,2,16,6
1097900,1,4,3,3,22,6
1098000,1,3,3,3,10,5
1098100,8,1,1,2,4,2
1098200,1,3,3,3,11,6
1098300,8,3,3,2,14,6
1098500,8,4,3,2,16,6
1098600,1,2,2,3,14,6
1099000,4,1,1,3,8,4
1099100,4,2,2,3,16,6
1099200,4,3,3,3,16,6
1099300,4,3,3,3,8,4
1099400,4,3,3,3,11,6
1099500,4,2,2,3,7,4
1099600,4,3,3,3,11,6
1099700,4,3,3,3,11,6
1100200,8,3,3,3,16,6
1100300,1,4,3,2,12,6
1100400,8,4,3,3,10,5
1100500,8,4,3,3,10,5
1100600,8,2,2,3,9,5
1100700,8,3,3,3,9,5
1100900,8,2,2,3,11,6
1101000,8,4,3,3,19,6
1101100,8,2,2,2,11,6
1101300,8,3,3,2,10,5
1101400,8,2,2,2,8,4
1102200,1,2,2,3,16,6
1102300,8,2,2,2,19,6
1103200,8,4,3,2,19,6
1103300,8,4,3,2,18,6
1103400,8,4,3,2,22,6
1103600,8,4,3,2,12,6
1103700,8,4,3,2,22,6
1103800,8,4,3,2,22,6
1103900,8,5,4,2,9,5
1104000,8,4,3,2,15,6
1104100,8,4,3,2,18,6
1105200,8,2,2,2,13,6
1105300,8,3,3,2,9,5
1105400,8,3,3,2,10,5
1105500,8,3,3,1,3,2
1105600,8,2,2,1,4,2
1105700,8,4,3,1,10,5
1105800,8,1,1,1,2,1
1105900,8,2,2,1,5,3
1106000,8,2,3,1,6,3
1106100,8,3,3,2,7,4
1106200,8,4,3,2,11,6
1106300,8,3,3,2,10,5
1106400,8,4,3,3,11,6
1106500,8,4,3,2,11,6
1106600,8,3,3,3,10,5
1106700,8,4,3,2,10,5
1106800,8,2,3,2,8,4
1106900,8,3,3,2,10,5
1107000,8,1,1,2,3,2
1107100,8,1,1,1,2,1
1107200,4,4,3,2,13,6
1107300,4,4,3,2,10,5
1107400,4,2,2,2,16,6
1107500,4,1,1,2,6,3
1107600,4,4,3,2,10,5
1107700,8,1,1,2,7,4
1107800,8,2,2,2,12,6
1107900,8,4,3,2,13,6
1108000,8,3,3,2,7,4
1108200,8,3,3,3,7,4
1108300,8,6,3,3,10,5
1108500,8,1,1,3,2,1
1109100,8,3,3,3,13,6
1109200,8,4,3,3,20,6
1109300,8,1,1,3,5,3
1109400,8,4,3,3,22,6
1109500,8,4,3,2,13,6
1109600,8,3,3,3,19,6
1109700,8,4,3,2,13,6
1109800,8,3,3,2,16,6
1109900,8,3,3,3,18,6
1110100,8,4,3,3,11,6
1110200,8,1,1,2,8,4
1110300,8,2,2,3,9,5
1110400,8,2,2,3,22,6
1110500,8,2,2,3,6,3
1110600,8,2,2,3,11,6
1110700,8,2,2,2,16,6
1110800,8,4,3,2,22,6
1110900,8,4,3,2,18,6
1111000,8,3,3,2,12,6
1111100,8,2,2,2,9,5
1120000,8,4,3,2,11,6
1120100,8,4,3,2,11,6
1120200,8,3,3,2,11,6
1120300,8,5,4,2,11,6
1120400,8,4,3,2,16,6
1120500,8,3,3,2,12,6
1120600,8,4,4,2,20,6
1120700,8,4,3,2,18,6
1120800,8,5,4,2,16,6
1120900,8,5,4,2,21,6
1121000,8,5,4,2,15,6
1121200,8,4,4,2,10,5
1121300,8,4,3,2,22,6
1121400,8,4,3,2,19,6
1121500,8,3,3,2,18,6
1121600,8,4,3,2,16,6
1121700,8,2,2,2,5,3
1121800,8,4,4,2,10,5
1121900,8,4,4,2,12,6
1122000,8,3,3,2,7,4
1122100,8,4,3,2,11,6
1122200,8,4,3,2,8,4
1122300,8,4,3,2,15,6
1122400,8,3,3,2,14,6
1122500,8,2,5,2,6,3
1122600,8,3,3,2,9,5
1122700,8,3,3,2,6,3
1122900,8,4,4,2,10,5
1123200,8,3,3,2,13,6
1123400,8,2,2,2,8,4
1124000,1,1,1,4,6,3
1124100,1,4,3,4,8,4
1124200,1,1,1,3,6,3
1124300,1,3,3,4,16,6
1124400,1,4,3,4,10,5
1124500,1,4,3,4,14,6
1124600,1,6,4,4,20,6
1124700,1,3,3,4,12,6
1124800,8,4,3,3,10,5
1124900,8,2,2,1,6,3
1125200,8,3,3,3,13,6
1125300,8,3,3,3,10,5
1125400,8,4,3,1,11,6
1125600,8,4,3,1,12,6
1125700,8,4,3,1,21,6
1125800,8,2,2,2,18,6
1125900,8,4,3,2,19,6
1126000,8,3,3,2,12,6
1126100,8,4,3,2,13,6
1126500,8,3,3,2,11,6
1126700,8,3,3,2,15,6
1127000,8,2,2,3,16,6
1127100,8,4,3,3,11,6
1127200,8,4,3,3,13,6
1127300,8,3,3,3,14,6
1127700,8,3,3,3,19,6
1128000,8,6,4,1,11,6
1128100,8,4,3,1,14,6
1128200,8,4,3,2,15,6
1128300,8,4,3,2,22,6
1128400,8,4,3,2,11,6
1128500,8,3,3,3,5,3
1128700,8,4,3,2,8,4
1128800,8,4,3,1,12,6
1128900,8,4,3,2,9,5
1129000,8,3,3,2,22,6
1129100,8,4,3,2,16,6
1129200,8,3,3,2,22,6
1129400,8,1,1,2,2,1
1129500,8,4,3,2,14,6
1129600,8,3,3,2,22,6
1129700,8,3,3,2,8,4
1130000,8,3,3,2,15,6
1131400,8,3,3,2,5,3
1131500,8,4,3,2,16,6
1131700,8,1,1,2,4,2
1131800,8,2,2,2,8,4
1131900,8,1,1,2,9,5
1132000,8,2,2,3,5,3
1132100,8,3,3,3,9,5
1132200,8,4,3,3,11,6
1132300,8,3,3,2,10,5
1132400,8,3,3,2,7,4
1132500,8,1,1,3,3,2
1132600,8,1,1,3,4,2
1132700,8,2,2,3,4,2
1132800,8,4,3,2,12,6
1132900,8,3,3,2,11,6
1133500,8,4,3,1,14,6
1140600,9,2,2,2,3,2
1140700,9,2,5,2,3,2
1140800,9,2,2,2,3,2
1140900,9,2,3,2,4,2
1141000,9,1,1,2,2,1
1141100,9,1,1,2,2,1
1141200,9,1,1,2,3,2
1141300,9,1,1,2,2,1
1141400,9,1,1,2,4,2
1141500,9,3,3,2,4,2
1142000,9,3,3,3,11,6
1142100,9,4,3,2,6,3
1142200,9,4,3,2,14,6
1142300,9,4,3,2,11,6
1142400,9,2,2,2,10,5
1142500,9,2,3,2,4,2
1142600,9,4,3,2,13,6
1142700,9,4,3,2,11,6
1142800,9,4,3,2,8,4
1142900,9,4,3,2,11,6
1143000,9,4,3,2,11,6
1143100,9,3,3,2,14,6
1144000,9,4,3,2,10,5
1144100,9,4,3,2,22,6
1144200,9,3,3,2,6,3
1144300,9,4,3,2,10,5
1144400,9,4,3,2,19,6
1144500,9,2,3,2,8,4
1144600,9,4,3,1,5,3
1144700,9,2,2,2,6,3
1144800,9,3,3,2,5,3
1144900,9,2,2,2,8,4
1145000,9,4,3,1,8,4
1145100,9,4,3,2,16,6
1145200,9,4,3,2,15,6
1145300,9,4,3,1,22,6
1145400,9,3,3,2,12,6
1145500,9,3,3,1,10,5
1145600,9,4,3,2,7,4
1145700,9,4,3,2,5,3
1145800,9,5,3,1,22,6
1145900,9,2,2,1,4,2
1148000,9,1,1,3,3,2
1148100,9,1,1,1,2,1
1148200,9,5,3,1,4,2
1148400,9,2,2,1,4,2
1148500,9,1,1,1,2,1
1148600,9,1,1,1,1,1
1148700,9,1,1,1,2,1
1148800,9,1,1,1,2,1
1148900,9,2,2,1,5,3
1149000,9,2,2,1,11,6
1149100,9,2,2,1,15,6
1149200,9,2,2,1,2,1
1149500,9,2,2,1,3,2
1149800,9,2,3,1,8,4
1149900,9,2,2,1,2,1
1150000,9,2,2,1,4,2
1150100,9,2,2,1,9,5
1150200,9,2,2,2,2,1
1150300,9,3,3,1,11,6
1150400,9,2,2,1,4,2
1150500,9,2,2,1,3,2
1150600,9,2,2,3,3,2
1150700,9,2,2,1,9,5
1150800,9,2,3,1,6,3
1150900,9,5,4,3,10,5
1153400,10,2,3,2,7,4
1153500,10,2,2,1,5,3
1153600,10,2,2,1,5,3
1153700,10,3,3,1,10,5
1153800,10,1,1,2,2,1
1153900,10,2,2,1,6,3
1154000,10,2,2,1,3,2
1154100,10,2,2,1,3,2
1154200,10,2,2,1,3,2
1154300,10,2,3,1,11,6
1154400,10,1,1,2,4,2
1154500,10,1,1,2,2,1
1154600,10,2,2,2,2,1
1154700,10,2,2,2,2,1
1154800,10,2,5,2,4,2
1155000,10,2,2,2,2,1
1155200,10,1,1,2,3,2
1155300,10,1,1,2,2,1
1155400,10,1,1,2,2,1
1156400,11,3,3,2,11,6
1156500,11,1,1,2,1,1
1156600,11,2,3,2,5,3
1156700,11,2,2,2,9,5
1156800,11,2,2,2,8,4
1156900,11,2,2,2,7,4
1157000,6,2,2,1,9,5
1157100,6,5,3,2,9,5
1157200,6,4,3,2,11,6
1157300,11,1,1,3,5,3
1157400,11,1,1,1,1,1
1157500,11,2,2,1,7,4
1157600,11,1,1,1,5,3
1157700,11,3,3,1,7,4
1157800,11,2,3,1,5,3
1157900,11,2,2,1,7,4
1158000,11,2,2,1,7,4
1158100,11,2,2,1,7,4
1158200,11,2,2,1,14,6
1158400,11,2,2,2,7,4
1158500,11,3,3,2,7,4
1158600,11,1,1,2,2,1
1158700,11,2,2,2,3,2
1158800,11,1,1,2,2,1
1158900,11,3,3,2,7,4
1159000,11,1,1,3,1,1
1159100,11,4,3,2,15,6
1161400,12,2,2,2,6,3
1161500,12,1,1,2,5,3
1161600,12,3,3,2,8,4
1161700,12,3,3,2,13,6
1161800,12,2,2,2,2,1
1161900,12,2,2,2,8,4
1162000,12,2,2,2,2,1
1162100,12,1,1,2,1,1
1162200,12,3,3,2,9,5
1162300,12,2,2,2,5,3
1162400,12,4,3,2,8,4
1162500,12,1,1,2,1,1
1162600,12,2,2,1,3,2
1162700,12,2,2,2,8,4
1162800,12,2,2,1,4,2
1162900,12,2,2,1,6,3
1163000,12,2,2,1,8,4
1163100,12,2,2,1,6,3
1163200,12,2,2,1,3,2
1163300,12,2,2,1,12,6
1163600,12,2,2,2,4,2
1163700,12,2,2,1,6,3
1164500,13,2,2,2,10,5
1164600,13,3,3,2,12,6
1164800,12,2,2,2,9,5
1164900,13,3,3,2,18,6
1165000,13,5,3,2,12,6
1165100,13,4,3,2,12,6
1165200,13,4,3,2,9,5
1165300,13,3,3,2,12,6
1166500,14,3,3,2,10,5
1166600,14,2,2,2,2,1
1166700,14,2,2,2,9,5
1166800,14,2,2,2,11,6
1166900,14,5,3,2,11,6
1167100,14,3,4,2,9,5
1167200,14,4,3,2,18,6
1167300,14,4,3,2,12,6
1167400,14,4,3,2,9,5
1169700,14,3,3,1,9,5
1169800,14,2,2,3,6,3
1169900,14,2,2,3,12,6
1170100,14,4,3,3,11,6
1170200,14,4,3,3,13,6
1170300,14,3,3,3,9,5
1170400,14,2,2,1,7,4
1170600,14,2,2,3,9,5
1170900,14,4,3,2,13,6
1171100,14,1,1,2,2,1
1171300,14,4,3,2,14,6
1171500,15,2,2,2,4,2
1171700,15,3,3,2,12,6
1171800,15,4,3,2,11,6
1171900,15,1,1,2,4,2
1172100,15,2,2,2,4,2
1172200,15,4,3,2,13,6
1172300,15,4,3,2,9,5
1172400,15,3,3,2,7,4
1172500,15,2,2,2,9,5
1172700,15,1,1,1,2,1
1172800,15,2,2,1,7,4
1172900,15,1,1,1,2,1
1173000,15,1,1,1,2,1
1173100,15,4,3,1,3,2
1173200,15,2,2,1,4,2
1173300,15,4,4,2,5,3
1173400,15,3,3,1,8,4
1173500,15,2,2,1,4,2
1173600,15,1,1,1,2,1
1173700,15,4,3,1,8,4
1174600,15,4,3,2,9,5
1174700,15,4,3,2,9,5
1174800,15,2,2,2,5,3
1174900,15,2,2,2,6,3
1175000,15,2,2,2,4,2
1175100,15,2,2,2,4,2
1175200,15,3,3,2,7,4
1175500,15,2,2,1,3,2
1175600,15,4,3,3,11,6
1175700,15,3,3,3,10,5
1175800,15,1,1,3,2,1
1176000,15,2,2,3,2,1
1176100,15,1,1,3,2,1
1176200,15,4,3,3,16,6
1178500,16,1,1,1,2,1
1178600,16,4,4,1,8,4
1178701,16,2,2,3,5,3
1178800,16,3,3,3,8,4
1179000,16,2,2,3,6,3
1179100,16,4,3,3,9,5
1179200,16,4,3,3,4,2
1179300,16,5,3,3,19,6
1179400,16,4,3,3,18,6
1179600,16,3,3,3,13,6
1179900,16,3,3,3,8,4
1180000,16,5,3,3,12,6
1180100,16,3,3,1,7,4
1180200,16,3,4,1,11,6
1180300,16,1,1,1,5,3
1180400,16,1,1,3,1,1
1180500,16,2,3,3,2,1
1180700,16,2,3,1,10,5
1180800,16,4,3,2,13,6
1180900,16,3,3,2,11,6
1181200,16,4,4,2,9,5
1181300,16,4,3,2,10,5
1181400,16,5,3,2,10,5
1181500,16,4,3,2,16,6
1181600,16,1,1,3,1,1
1181700,16,2,3,3,8,4
1181800,16,3,3,3,12,6
1181900,16,3,4,3,5,3
1182000,16,3,3,1,12,6
1182300,16,2,2,2,4,2
1182400,16,5,3,3,12,6
1182500,16,2,2,3,3,2
1182700,16,1,1,1,1,1
1182900,16,3,3,1,4,2
1183000,16,2,3,1,6,3
1183100,16,1,1,3,1,1
1183200,16,1,1,3,1,1
1183300,16,2,3,3,4,2
