hid,h21area,h21hhld,h21fly_typ,h21houstyp,h21h_income1,h21h_income2
301600,2,2,2,3,2,1
301900,2,2,2,1,3,2
302100,8,4,3,2,22,6
302400,2,2,2,2,7,4
302401,2,4,3,2,8,4
302900,8,1,1,2,2,1
303300,8,2,2,2,2,1
303600,8,4,3,2,7,4
400100,1,1,1,3,5,3
400200,1,2,2,3,5,3
400400,1,3,3,2,10,5
400500,1,4,3,3,8,4
400600,1,3,3,2,8,4
400700,1,3,3,1,14,6
400800,1,2,2,3,13,6
401000,1,1,1,3,5,3
401100,1,4,3,3,14,6
401200,1,3,3,3,8,4
401300,1,2,4,3,4,2
401400,1,3,3,2,9,5
401600,1,1,1,3,8,4
401700,1,2,3,3,7,4
401800,1,1,1,3,4,2
401900,1,3,3,1,18,6
402000,1,3,3,1,9,5
402100,1,1,1,1,5,3
402200,1,4,3,1,20,6
402300,1,4,3,3,18,6
402400,1,3,3,2,14,6
402800,1,1,1,3,6,3
402900,1,2,2,2,10,5
403000,1,2,5,3,5,3
403100,1,4,3,1,8,4
403200,1,3,3,2,8,4
403300,1,1,1,3,3,2
403400,1,5,4,2,12,6
403600,1,3,3,3,10,5
403700,1,3,3,2,13,6
403800,1,2,2,2,5,3
403900,1,4,3,2,13,6
404000,1,4,3,3,21,6
404100,1,2,2,3,6,3
404200,1,2,2,1,13,6
404300,1,2,2,1,7,4
404400,1,2,2,3,6,3
404500,1,4,3,3,14,6
404600,1,4,3,1,18,6
404900,1,2,2,1,4,2
405000,1,3,3,3,13,6
405200,1,3,3,2,11,6
405300,1,3,5,3,14,6
405400,1,2,2,2,5,3
405500,1,4,3,3,11,6
405600,1,3,3,3,9,5
405700,1,1,1,2,7,4
405800,1,2,2,3,5,3
406000,1,2,5,3,13,6
406100,1,4,3,1,14,6
406200,1,1,1,3,2,1
406400,1,2,2,2,3,2
500100,15,2,2,3,6,3
500200,15,4,3,3,7,4
500300,15,4,3,1,20,6
500500,15,2,2,1,7,4
500600,15,1,1,1,1,1
500800,15,2,2,1,2,1
500900,15,2,3,3,10,5
501000,15,1,1,1,1,1
501100,15,3,3,2,8,4
501200,15,2,2,1,8,4
501300,15,2,2,2,4,2
501700,15,5,4,1,14,6
501800,15,2,2,1,6,3
501900,15,2,2,1,2,1
502000,15,1,1,1,1,1
502100,15,1,1,1,1,1
502200,15,1,1,1,1,1
502300,15,6,4,1,8,4
502400,15,1,1,1,1,1
502600,15,4,3,1,13,6
502800,15,2,2,2,2,1
503000,15,2,2,2,4,2
503200,15,5,4,2,10,5
503300,15,5,3,2,8,4
503400,15,4,3,2,15,6
503500,15,4,3,2,11,6
503600,15,4,3,2,9,5
503800,15,2,3,2,6,3
503900,15,3,3,2,7,4
504000,15,4,3,2,11,6
504100,15,4,3,2,9,5
504200,15,1,1,2,6,3
504300,15,4,3,2,15,6
504400,15,3,3,2,5,3
504500,15,2,2,2,4,2
504600,15,2,2,2,8,4
504700,15,4,3,2,7,4
504900,15,4,5,2,10,5
505000,15,3,3,2,11,6
505100,15,2,2,2,4,2
505200,15,1,1,2,2,1
505500,15,3,3,2,2,1
505700,15,4,3,2,9,5
505800,15,2,2,2,8,4
505900,15,3,3,2,10,5
506000,15,3,3,2,8,4
506200,15,1,1,2,2,1
506300,15,2,5,2,4,2
506400,15,4,3,1,9,5
506600,15,2,2,3,7,4
506700,15,2,2,2,2,1
506800,15,2,2,2,2,1
506900,15,1,1,2,2,1
507000,15,2,2,2,3,2
507200,15,1,1,2,2,1
507500,15,4,3,1,22,6
507700,15,4,3,2,8,4
507800,15,4,3,3,8,4
507900,15,4,3,1,8,4
508000,15,4,3,2,12,6
508100,15,3,3,2,4,2
508200,15,1,1,2,1,1
508300,15,1,1,2,1,1
508400,15,1,1,2,1,1
508500,15,3,3,3,5,3
508600,15,1,1,2,2,1
508700,15,1,1,2,2,1
508800,15,2,3,2,2,1
508900,15,1,1,2,2,1
509000,15,2,2,2,5,3
509100,15,4,3,2,7,4
509300,15,2,2,2,4,2
509400,15,2,2,2,5,3
509500,15,2,2,2,3,2
509600,15,2,2,2,3,2
509700,15,2,2,2,8,4
509800,15,1,1,2,5,3
509900,15,4,3,2,10,5
510100,15,3,3,2,10,5
510200,15,5,3,2,11,6
510300,15,3,3,2,11,6
510400,15,4,3,2,15,6
510500,15,4,3,2,7,4
510700,15,4,3,2,10,5
511100,15,3,3,1,3,2
511200,15,4,3,1,9,5
511400,15,1,1,1,8,4
511600,15,3,3,1,10,5
511700,15,4,3,2,15,6
511800,15,1,1,1,6,3
511900,15,4,3,2,9,5
512000,15,4,3,1,16,6
512300,15,4,3,1,20,6
512600,15,2,2,1,3,2
513100,15,3,3,1,8,4
513200,15,2,2,1,4,2
513300,15,2,5,1,9,5
513400,15,1,1,1,3,2
513500,15,3,3,1,9,5
513600,15,2,2,1,5,3
513700,15,1,1,1,3,2
513800,15,4,5,1,7,4
514000,15,1,1,1,3,2
514100,15,1,1,3,5,3
514200,15,2,2,1,7,4
514300,15,2,2,1,2,1
514400,15,1,1,1,2,1
514500,15,3,3,1,8,4
514600,15,2,5,2,7,4
514800,15,4,3,2,10,5
514900,15,2,2,1,4,2
515000,15,1,1,1,2,1
515200,15,4,3,1,10,5
515300,15,4,3,1,9,5
515600,15,2,2,1,2,1
515700,15,2,2,1,3,2
515800,15,1,1,1,2,1
515900,15,2,2,1,8,4
516000,15,3,5,1,3,2
516300,15,2,3,1,11,6
516400,15,4,3,1,11,6
516600,15,2,2,1,3,2
516700,15,1,1,2,2,1
516900,15,1,1,3,5,3
517000,15,4,4,3,19,6
517300,15,2,2,1,5,3
517500,15,2,2,1,4,2
517700,15,1,1,3,2,1
517900,15,2,2,1,4,2
518000,15,2,2,1,6,3
518100,15,3,3,2,6,3
518300,15,1,1,2,2,1
518500,15,4,3,2,7,4
518800,15,1,1,2,4,2
519100,15,4,3,1,9,5
519200,15,2,2,1,5,3
519300,15,2,3,1,4,2
519400,15,4,3,2,11,6
519500,15,3,3,3,6,3
519600,15,4,3,2,6,3
519700,15,3,3,1,6,3
519800,15,4,3,1,11,6
519900,15,2,5,1,7,4
520000,15,3,3,2,7,4
520100,15,2,2,1,5,3
520300,15,2,2,1,1,1
520400,15,2,2,1,6,3
520700,15,3,3,1,6,3
521100,15,1,1,1,1,1
521300,15,1,1,1,3,2
521400,15,1,1,1,3,2
521600,15,1,1,1,2,1
521700,15,1,1,1,3,2
521800,15,1,1,1,5,3
521900,15,3,3,1,9,5
522000,15,1,1,1,3,2
522100,15,3,3,3,3,2
522200,15,4,3,1,3,2
522300,15,4,3,1,13,6
522400,15,6,4,1,22,6
522500,15,5,4,3,2,1
522600,15,2,2,1,2,1
522700,15,2,2,1,1,1
522800,15,3,3,1,5,3
522900,15,2,2,1,3,2
523000,15,4,3,3,4,2
523100,15,2,3,1,2,1
523200,15,1,1,1,2,1
523300,15,2,2,1,2,1
523500,15,1,1,1,2,1
523600,15,2,2,1,5,3
523700,15,2,2,1,2,1
524000,15,3,3,1,5,3
524100,15,1,1,1,1,1
524200,15,1,1,1,1,1
524300,15,2,2,1,2,1
524400,15,2,2,1,2,1
524500,15,2,2,1,2,1
524600,15,2,2,1,2,1
524700,15,2,2,1,2,1
524800,15,2,2,1,3,2
524900,15,6,4,1,11,6
525000,15,3,3,1,7,4
525100,15,4,4,1,9,5
525200,15,3,3,1,2,1
525300,15,1,1,1,1,1
525400,15,1,1,1,1,1
525500,15,1,1,1,2,1
525600,15,2,2,1,2,1
525700,15,1,1,1,1,1
525800,15,2,2,1,2,1
525900,15,2,2,1,2,1
526000,15,2,2,1,2,1
526100,15,1,1,1,1,1
526200,15,2,2,1,2,1
526300,15,3,3,1,9,5
526400,15,2,5,1,4,2
526600,15,2,2,1,2,1
526800,15,2,2,1,2,1
526900,15,4,3,1,14,6
527000,15,3,3,1,7,4
527100,15,3,3,2,9,5
527400,15,1,1,2,2,1
527500,15,2,2,2,2,1
527700,15,1,1,1,2,1
527800,15,4,3,2,10,5
527900,15,3,3,2,9,5
528000,15,4,3,2,9,5
528100,15,1,1,1,1,1
528300,15,1,1,1,4,2
528400,15,5,4,1,7,4
528800,15,1,1,1,2,1
529000,15,3,3,1,7,4
529100,15,3,3,2,8,4
529300,15,4,3,2,9,5
529500,15,4,3,2,11,6
529700,15,3,5,2,5,3
529800,15,4,3,2,7,4
529900,15,4,3,2,13,6
530000,15,4,3,2,8,4
530300,15,1,1,2,5,3
530500,15,2,2,3,6,3
530600,15,2,2,3,2,1
531600,15,4,3,2,15,6
531900,15,2,2,2,2,1
532000,15,4,3,2,4,2
532200,15,2,2,2,6,3
532300,15,4,3,2,2,1
532600,15,4,3,2,10,5
532800,15,4,3,2,13,6
533900,15,1,1,1,1,1
534200,15,2,2,1,2,1
534300,15,2,2,2,2,1
534500,15,1,1,1,4,2
534800,15,2,2,2,9,5
534900,15,5,3,1,8,4
535000,15,6,4,1,16,6
535100,14,1,1,1,3,2
535200,14,2,2,1,6,3
535300,14,2,2,1,8,4
535400,14,6,3,1,15,6
535500,14,2,2,1,5,3
535800,14,2,2,1,4,2
536100,14,2,2,1,10,5
536200,14,3,3,1,10,5
536300,14,1,1,1,2,1
536500,14,4,3,2,15,6
536600,14,3,3,2,14,6
536700,14,2,2,2,2,1
536800,14,4,3,2,13,6
537200,14,2,2,1,4,2
537600,14,1,1,1,2,1
537800,14,1,1,1,2,1
537900,14,4,3,2,18,6
538100,14,3,3,2,13,6
538300,14,2,2,2,7,4
538301,14,4,3,2,8,4
538600,14,5,3,3,14,6
538700,14,3,3,2,5,3
538900,14,1,1,1,5,3
539000,14,1,1,4,4,2
539100,14,1,1,1,3,2
539400,14,2,3,1,3,2
539500,14,4,3,3,13,6
539700,14,2,2,1,9,5
539800,14,2,2,1,8,4
539900,14,1,1,1,2,1
540000,14,2,2,1,2,1
540100,14,4,3,1,4,2
540200,14,5,4,2,11,6
540500,14,4,3,2,9,5
540600,14,4,3,2,12,6
540900,14,1,1,1,2,1
541000,14,1,1,1,2,1
541300,14,2,2,1,5,3
541400,14,2,2,1,3,2
541600,14,1,1,1,3,2
541900,14,2,2,1,2,1
542000,14,2,2,1,2,1
542100,14,2,3,1,4,2
542200,14,2,2,1,5,3
542300,14,5,3,2,5,3
542500,14,4,3,1,22,6
542600,14,4,3,2,12,6
543200,14,1,1,1,2,1
543300,14,5,5,1,5,3
543500,14,2,3,1,3,2
543900,14,1,1,1,2,1
544600,14,1,1,1,2,1
544700,14,2,2,1,5,3
545000,14,1,1,1,2,1
545100,14,2,2,1,5,3
545200,14,2,2,1,2,1
545300,14,2,3,3,2,1
545400,14,1,1,1,2,1
545500,14,2,3,1,7,4
545600,14,1,1,1,2,1
545700,14,3,3,1,10,5
545800,14,1,1,1,2,1
545900,14,4,3,2,10,5
546100,14,3,3,2,6,3
546200,14,5,3,2,7,4
546300,14,1,1,1,2,1
546500,14,1,1,1,2,1
546600,14,1,1,1,2,1
546700,14,2,2,1,5,3
546900,14,2,2,1,5,3
547000,14,1,1,1,2,1
547100,14,2,5,1,6,3
547200,14,1,1,1,4,2
547300,14,1,1,1,4,2
547400,14,1,1,1,3,2
547700,14,4,3,2,18,6
547800,14,2,2,2,8,4
547900,14,1,1,1,4,2
548100,14,4,3,1,13,6
548200,14,1,1,2,2,1
548300,14,2,2,1,4,2
548400,14,2,3,2,11,6
548500,14,2,2,1,4,2
548600,14,4,4,1,11,6
548700,14,2,2,1,4,2
548800,14,3,3,1,18,6
548900,14,3,4,2,7,4
549000,14,2,2,1,8,4
549200,14,1,1,1,2,1
549400,14,2,2,1,3,2
549700,14,2,2,1,2,1
549800,14,2,3,1,1,1
550000,14,4,3,1,9,5
550200,14,2,2,1,4,2
550400,14,3,3,2,4,2
550600,14,2,2,1,4,2
550700,14,1,1,1,3,2
550900,14,2,2,2,4,2
551000,3,4,3,2,18,6
551300,14,3,3,2,10,5
551400,14,3,3,2,8,4
551600,14,2,2,2,3,2
551800,14,3,3,2,4,2
552200,14,1,1,1,2,1
552300,14,1,1,1,2,1
552400,14,2,2,1,9,5
552600,14,2,2,3,3,2
552700,14,1,1,2,6,3
553000,14,3,3,2,6,3
553400,14,3,3,2,12,6
553500,14,1,1,2,2,1
553800,14,1,1,1,2,1
554000,14,2,2,1,6,3
554100,14,1,1,1,1,1
554200,14,1,1,1,1,1
554300,14,1,1,1,1,1
554600,14,1,1,1,2,1
554800,14,2,3,1,9,5
554900,14,4,3,2,12,6
555100,14,2,2,3,12,6
555200,14,3,5,2,18,6
555300,14,2,2,1,5,3
555400,14,4,3,1,10,5
555600,14,1,1,1,3,2
555700,14,3,3,3,12,6
555800,14,3,3,1,7,4
555900,14,1,1,1,1,1
556000,14,3,5,1,8,4
556200,14,4,3,2,22,6
556300,14,2,2,3,3,2
556400,14,2,3,1,11,6
556600,14,1,1,1,2,1
556800,14,3,3,1,6,3
557100,14,4,3,2,18,6
557200,14,2,2,2,22,6
557201,14,4,3,2,6,3
557300,14,4,3,2,12,6
557400,14,4,3,2,20,6
557600,14,4,3,2,15,6
557700,14,1,1,1,1,1
557800,14,1,1,1,2,1
558200,14,5,3,2,22,6
558600,14,4,3,3,12,6
558700,3,4,3,4,7,4
558900,14,3,3,2,19,6
559100,14,4,3,2,12,6
559300,14,2,2,1,4,2
559400,14,4,3,2,11,6
559500,14,6,4,2,22,6
559600,14,1,1,1,1,1
559700,14,1,1,1,2,1
559800,14,2,2,1,2,1
560200,14,3,3,2,10,5
560300,14,4,4,2,20,6
560500,14,5,3,2,22,6
560700,14,4,3,2,15,6
560800,14,2,2,2,5,3
561400,14,2,2,1,7,4
561700,14,2,2,2,1,1
561800,14,2,2,2,6,3
561900,14,4,3,2,12,6
562100,14,4,3,2,14,6
562200,14,4,3,2,12,6
562300,14,4,3,2,11,6
562500,3,5,3,2,16,6
562600,14,3,3,2,12,6
562800,14,2,2,1,4,2
562900,14,1,1,1,2,1
563000,14,3,3,2,6,3
563100,14,2,2,1,3,2
563200,14,3,3,2,16,6
563400,14,3,3,3,11,6
563500,14,2,2,1,5,3
563700,14,2,3,1,4,2
564000,14,1,1,1,2,1
564100,14,4,3,2,10,5
564200,14,2,2,1,3,2
564300,14,3,5,2,15,6
564400,14,5,4,1,9,5
564600,14,2,5,2,6,3
564700,14,1,1,1,2,1
564900,14,4,3,2,10,5
565000,14,2,2,2,8,4
565100,14,3,3,2,16,6
565400,14,2,2,2,12,6
565500,14,3,3,2,18,6
565700,14,5,3,2,7,4
565900,14,4,3,2,16,6
566000,14,4,3,2,22,6
566100,14,3,3,1,11,6
566400,14,4,3,1,19,6
566500,14,1,1,1,3,2
566700,14,2,2,1,2,1
566800,14,3,3,1,5,3
566900,14,1,1,1,1,1
567000,14,4,3,1,6,3
567500,14,5,3,2,10,5
567700,14,1,1,1,1,1
567800,14,1,1,1,1,1
568000,14,4,3,2,8,4
568200,12,2,2,2,6,3
568500,12,3,3,2,9,5
568700,12,2,2,2,2,1
569200,12,1,1,2,2,1
569800,12,5,3,2,12,6
570100,12,4,3,2,6,3
570300,12,2,2,2,3,2
570500,12,6,3,2,18,6
570900,12,4,3,2,15,6
571100,5,4,3,2,22,6
571200,12,4,3,2,19,6
571300,12,4,3,2,12,6
571500,12,3,3,2,6,3
571600,12,4,3,2,13,6
571700,12,1,1,2,7,4
571800,12,3,3,2,11,6
571900,12,4,3,2,10,5
572000,12,2,2,3,11,6
572100,12,2,2,1,4,2
572200,12,4,3,3,16,6
572300,12,2,2,2,5,3
572400,12,2,2,2,8,4
572500,12,5,4,2,14,6
572600,12,5,4,2,20,6
572700,12,4,3,2,9,5
572800,12,5,3,2,12,6
572900,12,2,2,2,4,2
573100,12,2,2,2,4,2
573200,13,3,3,2,6,3
573300,12,2,2,2,4,2
573400,12,3,3,2,10,5
573500,12,3,3,2,12,6
573700,12,2,2,2,4,2
573800,12,2,2,2,6,3
573900,12,2,2,2,4,2
574000,12,2,2,2,6,3
574100,12,3,3,2,6,3
574200,12,3,3,2,12,6
574300,12,3,3,2,10,5
574600,12,4,3,2,6,3
574700,12,3,3,2,10,5
574800,12,3,3,2,12,6
575000,12,3,3,2,6,3
575100,5,1,1,2,8,4
575200,12,2,2,2,18,6
575300,12,2,2,2,19,6
575500,12,4,3,2,20,6
575600,12,2,2,2,14,6
575800,12,2,2,2,7,4
575900,12,2,2,2,3,2
576000,12,2,2,2,4,2
576200,12,1,1,2,9,5
576300,12,2,2,3,16,6
576500,12,2,2,2,18,6
576600,12,5,3,2,13,6
576700,12,5,3,2,9,5
576800,12,2,2,2,11,6
577000,12,2,2,2,12,6
577300,12,4,3,1,14,6
577500,12,3,3,1,14,6
577600,12,4,3,2,10,5
577800,12,1,1,1,3,2
578000,12,3,3,1,7,4
578200,12,2,3,1,7,4
578400,12,1,1,1,4,2
578600,12,2,2,1,2,1
578700,12,2,2,1,3,2
578900,12,3,5,1,5,3
579000,12,3,5,1,4,2
579100,12,4,3,1,16,6
579300,12,3,5,1,8,4
579600,12,4,4,1,15,6
579700,12,2,2,1,2,1
579800,12,2,2,1,2,1
579900,5,4,3,2,9,5
580000,12,4,3,1,20,6
580100,12,4,3,2,22,6
580200,12,3,3,2,11,6
580300,12,2,2,2,5,3
580400,12,3,3,2,11,6
580500,12,4,4,2,11,6
580600,12,4,3,2,11,6
580700,12,3,5,2,13,6
580800,12,4,3,2,13,6
580900,12,4,3,2,20,6
581000,12,4,3,2,22,6
581100,12,3,3,1,11,6
581200,12,3,3,1,11,6
581300,12,4,3,2,8,4
581400,12,4,3,1,19,6
581500,12,2,2,2,6,3
581600,12,3,3,1,13,6
581700,12,4,3,1,11,6
581800,12,1,1,1,3,2
581900,12,1,1,1,4,2
582100,12,4,3,2,16,6
582200,12,3,3,1,16,6
582300,12,3,3,1,15,6
582400,12,4,3,2,16,6
582500,12,4,3,2,15,6
582600,12,2,2,1,19,6
582800,12,1,1,1,9,5
582900,12,2,2,3,16,6
583000,12,1,1,1,12,6
583100,12,2,2,1,2,1
583300,12,4,3,3,6,3
583500,12,4,3,1,6,3
583600,9,4,3,1,21,6
583700,12,2,2,1,11,6
583800,12,1,1,1,4,2
584000,12,1,1,1,2,1
584100,12,2,2,1,4,2
584200,12,2,2,1,3,2
584300,12,1,1,1,2,1
584500,12,1,1,1,3,2
584600,12,2,2,1,3,2
584700,12,2,2,1,4,2
584800,12,3,3,1,9,5
584900,12,2,2,1,3,2
585000,12,2,2,1,2,1
585300,12,1,1,1,2,1
585600,12,1,1,1,2,1
585800,12,1,1,1,2,1
585900,12,2,2,1,3,2
586000,12,7,4,1,14,6
586200,12,2,2,1,2,1
586300,12,1,1,1,1,1
586400,12,1,1,1,1,1
586500,12,1,1,1,2,1
586700,12,1,1,1,2,1
586900,12,1,1,1,1,1
587200,12,2,2,1,3,2
587300,12,5,4,1,6,3
587600,12,2,2,1,3,2
587700,12,2,2,1,7,4
588000,12,2,2,1,7,4
588100,12,2,2,1,3,2
588200,12,2,2,1,2,1
588300,12,2,2,1,3,2
588400,12,1,1,1,1,1
588500,12,2,2,1,6,3
588600,12,1,1,1,2,1
588700,12,1,1,1,1,1
588800,12,1,1,1,1,1
588900,12,2,3,1,2,1
589000,12,2,2,1,2,1
589100,12,3,3,1,11,6
589300,12,1,1,1,2,1
589400,12,2,2,1,4,2
589500,12,2,2,1,5,3
589700,12,4,4,1,10,5
589800,13,2,2,1,5,3
590000,12,3,3,1,5,3
590400,12,2,2,2,22,6
590600,12,2,2,2,12,6
590700,12,3,3,2,7,4
590800,12,4,3,2,14,6
590900,12,2,2,2,4,2
591000,12,3,3,2,14,6
591200,12,2,2,2,2,1
591500,12,4,4,2,10,5
591600,12,4,3,2,4,2
591800,12,2,2,2,6,3
591900,12,4,4,2,15,6
592100,12,2,2,1,3,2
592200,12,3,3,1,10,5
592300,12,4,3,1,16,6
592400,12,1,1,1,3,2
592500,12,3,3,1,7,4
592600,12,2,2,1,4,2
592700,12,1,1,1,3,2
592900,12,1,1,1,2,1
593000,12,2,2,1,9,5
593200,13,2,2,2,4,2
593201,13,2,2,2,10,5
593600,13,3,3,1,4,2
593700,5,3,3,2,11,6
593800,13,2,2,2,3,2
593900,13,2,2,2,4,2
594100,13,2,2,2,5,3
594400,13,5,4,2,22,6
594500,13,3,3,2,18,6
594600,13,3,3,2,18,6
594800,13,2,3,2,10,5
595100,13,4,3,2,20,6
595200,13,4,3,2,9,5
595300,13,4,3,2,8,4
595400,13,2,3,2,12,6
595500,13,3,5,2,7,4
595700,13,4,3,2,8,4
595800,13,1,1,2,3,2
595801,13,4,3,2,12,6
595802,13,2,2,2,11,6
595900,13,4,3,2,12,6
596000,1,4,3,2,19,6
596100,13,1,1,2,6,3
596800,13,4,3,2,6,3
596900,13,4,3,2,6,3
597200,13,6,3,2,6,3
597300,13,2,2,2,8,4
597500,13,5,3,2,11,6
597600,13,3,3,1,6,3
597700,13,2,2,2,2,1
597800,13,2,2,2,4,2
597900,13,3,3,2,13,6
598000,13,5,3,2,5,3
598100,13,2,2,2,6,3
598300,13,3,3,2,8,4
598400,13,2,2,2,6,3
598500,13,3,3,2,6,3
598700,13,3,3,2,6,3
598800,13,3,3,2,6,3
598900,13,2,2,2,6,3
599100,13,2,2,1,3,2
599200,13,2,2,1,4,2
599300,13,3,3,1,6,3
599600,13,2,2,1,3,2
599700,13,1,1,1,2,1
599800,13,2,2,1,2,1
600100,13,1,1,1,2,1
600200,13,1,1,1,2,1
600300,13,1,1,1,2,1
600600,13,2,2,1,2,1
600700,13,3,3,1,19,6
600800,13,3,3,1,12,6
600900,13,4,3,1,14,6
601000,13,4,3,1,22,6
601100,13,2,2,2,11,6
601101,13,3,3,2,12,6
601102,13,4,3,2,12,6
601200,13,3,3,2,16,6
601300,13,3,3,1,7,4
601400,13,2,2,1,12,6
601500,13,1,1,1,5,3
601600,13,2,2,1,11,6
601700,13,3,3,1,13,6
601800,13,5,4,2,22,6
601900,13,2,2,1,13,6
602000,13,2,2,1,9,5
602100,13,2,5,1,6,3
602200,13,2,2,1,2,1
602300,13,4,4,1,2,1
602500,13,1,1,1,2,1
602600,13,4,3,1,6,3
602700,13,4,4,1,12,6
602800,13,2,2,1,4,2
602900,13,2,2,1,2,1
603100,13,2,2,1,2,1
603200,13,1,1,2,1,1
603300,13,2,2,1,6,3
603400,13,4,3,1,4,2
603600,13,2,2,1,4,2
603700,13,2,2,1,3,2
603800,13,2,2,1,2,1
603900,13,3,3,1,8,4
604100,13,2,2,1,2,1
604101,13,4,3,2,15,6
604300,13,2,2,1,4,2
604500,13,1,1,1,2,1
604700,13,2,2,1,12,6
604900,13,1,1,1,3,2
605000,13,3,3,1,10,5
605100,13,3,3,1,10,5
605200,13,4,4,1,7,4
605300,13,1,1,1,3,2
605400,13,1,1,1,2,1
605500,13,1,1,1,2,1
606000,13,2,2,1,7,4
606100,13,5,3,1,4,2
606300,13,2,2,1,5,3
606600,13,2,2,1,4,2
606700,13,1,1,1,4,2
606800,13,1,1,1,2,1
607000,13,2,4,1,4,2
607100,13,1,1,1,3,2
607600,13,2,2,1,4,2
607700,13,1,1,1,3,2
607800,13,2,3,1,8,4
608000,13,2,2,1,3,2
608100,13,2,2,1,4,2
608200,13,2,2,1,4,2
608300,13,3,3,1,5,3
608400,13,2,2,1,4,2
608500,13,1,1,1,2,1
608600,13,2,2,1,3,2
608800,13,1,1,1,1,1
608900,13,2,2,1,4,2
609000,13,1,1,1,2,1
609200,13,1,1,1,1,1
609300,13,2,2,1,3,2
609400,13,2,2,1,4,2
609500,13,1,1,1,2,1
609600,13,1,1,1,2,1
609700,13,2,2,1,4,2
609800,13,2,2,1,4,2
609900,13,2,2,1,3,2
610200,13,2,2,1,7,4
610300,13,2,2,1,4,2
610500,13,3,3,1,18,6
610600,13,2,2,1,5,3
610700,13,3,3,1,9,5
610900,13,5,4,1,6,3
611000,13,2,2,1,4,2
611100,13,3,3,1,7,4
611400,13,1,1,1,2,1
611500,13,1,1,1,2,1
611700,13,1,1,1,2,1
611800,13,1,1,1,2,1
611900,13,2,2,1,4,2
612000,13,4,3,1,4,2
612100,13,2,2,1,3,2
612300,13,2,2,1,3,2
612400,13,4,3,1,9,5
612500,13,1,1,1,2,1
612600,13,1,1,1,2,1
612700,13,2,2,1,3,2
612800,13,2,2,1,3,2
612900,13,1,1,1,4,2
613000,13,2,2,1,4,2
613300,13,2,2,1,4,2
613400,13,2,2,1,2,1
613500,13,3,3,1,12,6
613600,13,2,2,1,3,2
613700,13,5,3,2,12,6
613900,13,2,3,1,9,5
614000,13,4,3,1,8,4
614100,13,2,2,1,5,3
614200,13,2,2,1,4,2
614300,13,2,2,1,4,2
614400,13,2,2,1,4,2
614700,13,1,1,1,4,2
614800,13,2,2,1,2,1
614900,13,1,1,1,3,2
615000,13,2,2,1,6,3
615300,13,1,1,1,2,1
615400,5,2,2,2,3,2
615500,13,1,1,1,2,1
615600,13,2,2,1,3,2
615700,13,1,1,1,3,2
615800,13,4,3,1,3,2
616100,13,2,2,1,4,2
616200,13,3,3,1,4,2
616300,13,2,2,1,4,2
616400,13,1,1,1,2,1
616700,13,2,2,1,4,2
616800,13,2,2,1,4,2
616900,13,2,2,1,4,2
617100,13,3,3,1,8,4
617200,13,3,3,1,9,5
617300,13,2,3,1,4,2
617400,13,1,1,1,2,1
617500,13,2,2,1,6,3
617600,13,2,3,1,5,3
617700,13,2,3,1,6,3
617900,13,1,1,1,2,1
618000,13,3,5,1,6,3
618100,13,3,3,2,10,5
618300,5,3,3,1,6,3
618400,13,2,2,1,3,2
618500,13,2,2,1,4,2
618600,13,1,1,1,2,1
618700,13,2,2,1,6,3
618800,13,2,3,1,6,3
618900,13,2,2,1,4,2
619000,13,2,2,1,6,3
619100,10,3,3,2,7,4
619200,10,2,2,1,3,2
619300,10,2,2,1,4,2
619500,10,2,2,1,4,2
619700,10,1,1,2,2,1
620300,10,2,2,2,2,1
620400,10,1,1,2,2,1
620500,10,2,3,2,7,4
620600,10,3,3,2,9,5
620700,10,3,4,2,12,6
620800,10,4,3,2,21,6
620900,10,5,4,2,18,6
621000,10,3,3,2,9,5
621100,10,4,3,2,16,6
621200,17,3,5,2,10,5
621400,6,5,3,2,22,6
621500,17,4,3,2,11,6
621700,10,1,1,2,2,1
621900,17,2,2,2,13,6
622000,10,2,2,2,5,3
622300,10,3,3,2,14,6
622400,10,4,3,2,12,6
622500,10,4,3,1,10,5
622600,10,3,3,2,11,6
622700,10,3,3,3,20,6
623100,10,3,3,2,13,6
623200,10,2,3,2,8,4
624700,10,2,5,1,9,5
624800,10,1,1,1,3,2
624900,10,1,1,1,2,1
625000,10,2,2,1,9,5
625100,10,2,2,1,5,3
625200,10,2,2,1,3,2
625300,10,2,2,1,4,2
625400,10,2,2,1,3,2
625600,10,4,4,2,11,6
625900,10,4,3,2,16,6
626000,10,5,3,2,12,6
626200,10,3,3,2,15,6
626400,10,3,3,2,18,6
626600,10,2,2,1,4,2
626900,10,2,2,2,6,3
627000,10,3,3,1,9,5
627100,10,2,3,1,8,4
627200,10,2,2,2,4,2
627300,10,3,3,2,13,6
627301,10,3,3,2,6,3
627400,10,4,4,1,8,4
627500,10,2,2,1,4,2
627600,10,2,2,3,2,1
627700,10,4,3,2,8,4
627800,10,3,3,3,9,5
627900,10,4,4,3,14,6
628000,10,3,3,3,8,4
628100,10,2,5,3,6,3
628300,10,3,3,3,7,4
628400,10,5,4,3,9,5
628600,10,2,2,1,2,1
628700,9,4,3,1,8,4
628800,10,1,1,2,1,1
628900,10,4,3,3,8,4
629100,10,1,1,2,6,3
629400,10,1,1,1,7,4
629500,10,1,1,1,5,3
629600,10,1,1,1,1,1
629700,10,2,2,1,3,2
629800,10,4,4,1,18,6
629900,10,2,2,1,4,2
