code,year,bank,y1,y2,y3,y4,y5,y6,x1,p1,p2,x2,w1,w2,
71,2010,오에스비저축은행,"755,118 ","507,934 ","19,146 ","49,605 ","672,348 ","615,060 ",73 ,"2,375 ","1,854 ","35,587 ",32.53 ,0.05 ,
72,2010,오케이저축은행,,,,,,,,,,,,,
73,2010,오투저축은행,"110,894 ","80,396 ","19,397 ","7,428 ","106,972 ","101,154 ",45 ,821 ,586 ,"2,925 ",18.24 ,0.20 ,
74,2010,우리저축은행,"550,467 ","409,018 ","84,501 ","26,894 ","573,608 ","534,117 ",34 ,895 ,"1,761 ","22,720 ",26.32 ,0.08 ,
75,2010,웰컴저축은행,,,,,,,,,,,,,
76,2010,유니온상호저축은행,"240,649 ","167,684 ","22,005 ","48,305 ","231,209 ","221,612 ",23 ,717 ,"1,502 ","8,718 ",31.17 ,0.17 ,
77,2010,유안타저축은행,"1,088,069 ","685,888 ","5,742 ","206,489 ","855,167 ","807,059 ",73 ,"2,924 ","2,786 ","6,795 ",40.05 ,0.41 ,
78,2010,유진저축은행,"741,774 ","511,931 ","67,646 ","203,693 ","726,942 ","670,626 ",59 ,"1,409 ","2,282 ","8,820 ",23.88 ,0.26 ,
79,2010,융창상호저축은행,"254,324 ","197,370 ","86,645 ","3,150 ","239,047 ","226,213 ",32 ,751 ,"1,245 ","32,432 ",23.47 ,0.04 ,
80,2010,인성저축은행,"524,472 ","436,122 ","47,292 ","71,623 ","506,263 ","473,791 ",48 ,"1,058 ","1,122 ","4,659 ",22.04 ,0.24 ,
81,2010,인천저축은행,"264,601 ","202,316 ","18,829 ","28,525 ","247,648 ","233,105 ",25 ,664 ,784 ,"8,318 ",26.56 ,0.09 ,
82,2010,제이티저축은행,"471,622 ","341,230 ","188,814 ","5,009 ","408,838 ","391,924 ",176 ,"3,792 ","4,762 ","6,389 ",21.55 ,0.75 ,
83,2010,제이티친애저축은행,,,,,,,,,,,,,
84,2010,조은저축은행,"244,811 ","212,065 ","3,661 ","24,121 ","244,207 ","230,599 ",27 ,644 ,559 ,"6,688 ",23.85 ,0.08 ,
85,2010,조흥저축은행,"157,618 ","120,310 ","26,678 ","5,448 ","139,046 ","134,899 ",31 ,853 ,576 ,"4,239 ",27.52 ,0.14 ,
86,2010,진주저축은행,"307,317 ","209,782 ","87,884 ","31,637 ","266,643 ","256,332 ",79 ,"1,520 ","1,207 ","20,570 ",19.24 ,0.06 ,
87,2010,참저축은행,"221,888 ","178,917 ","61,235 ","13,986 ","208,834 ","201,734 ",48 ,815 ,"1,140 ","9,802 ",16.98 ,0.12 ,
88,2010,청주저축은행,"107,830 ","90,293 ","37,530 ","7,878 ","96,473 ","92,342 ",33 ,510 ,321 ,"1,369 ",15.45 ,0.23 ,
89,2010,케이비저축은행,,,,,,,,,,,,,
90,2010,키움예스저축은행,"479,808 ","364,186 ","13,140 ","13,942 ","432,490 ","409,205 ",55 ,"1,486 ","1,263 ","38,428 ",27.02 ,0.03 ,
91,2010,키움저축은행,"472,801 ","407,460 ","39,237 ","16,364 ","433,677 ","417,876 ",58 ,"1,597 ","1,083 ","7,759 ",27.53 ,0.14 ,
92,2010,페퍼저축은행,"263,602 ","200,893 ","15,885 ","22,119 ","250,567 ","237,418 ",38 ,"1,193 ",710 ,"3,784 ",31.39 ,0.19 ,
93,2010,평택상호저축은행,"246,521 ","176,363 ","30,296 ","23,368 ","219,401 ","205,754 ",31 ,786 ,709 ,"8,702 ",25.35 ,0.08 ,
94,2010,푸른상호저축은행,"1,594,231 ","1,238,934 ","51,230 ","108,496 ","1,417,003 ","1,281,192 ",164 ,"4,727 ","5,615 ","65,256 ",28.82 ,0.09 ,
95,2010,하나저축은행,,,,,,,,,,,,,
96,2010,한국투자저축은행,"1,134,600 ","982,543 ","289,219 ","66,223 ","975,630 ","941,268 ",183 ,"8,046 ","4,065 ","17,052 ",43.97 ,0.24 ,
97,2010,한성저축은행,"192,738 ","134,717 ","101,066 ","1,741 ","179,026 ","173,302 ",76 ,"1,252 ","1,187 ","4,413 ",16.47 ,0.27 ,
98,2010,한화저축은행,"606,236 ","527,368 ","78,970 ","79,291 ","608,686 ","555,429 ",66 ,"1,515 ","1,303 ","8,144 ",22.95 ,0.16 ,
99,2010,흥국저축은행,"297,023 ","209,385 ","44,293 ","10,313 ","276,754 ","265,699 ",31 ,949 ,685 ,"2,205 ",30.61 ,0.31 ,
21,2011,CK저축은행,"48,154 ","34,364 ","31,939 ",23 ,"46,453 ","44,047 ",21 ,393 ,196 ,"3,077 ",18.71 ,0.06 ,
22,2011,고려저축은행,"424,572 ","304,672 ","200,964 ","96,996 ","360,599 ","336,285 ",117 ,"2,342 ","1,830 ","4,380 ",20.02 ,0.42 ,
23,2011,국제저축은행,"204,691 ","151,684 ","20,152 ","3,040 ","192,296 ","165,635 ",28 ,"1,039 ",667 ,"5,573 ",37.11 ,0.12 ,
24,2011,금화저축은행,"363,559 ","287,070 ","55,515 ","40,924 ","341,121 ","327,971 ",31 ,"1,017 ",683 ,"3,163 ",32.81 ,0.22 ,
25,2011,남양저축은행,"495,989 ","416,815 ","18,699 ","15,139 ","433,476 ","413,868 ",35 ,"1,048 ",928 ,"7,961 ",29.94 ,0.12 ,
26,2011,대명상호저축은행,"125,192 ","92,870 ","61,684 ","2,889 ","109,837 ","105,196 ",43 ,738 ,447 ,"4,436 ",17.16 ,0.10 ,
27,2011,대백저축은행,"177,559 ","142,831 ","32,423 ","20,360 ","164,384 ","159,350 ",21 ,627 ,686 ,218 ,29.86 ,3.15 ,
28,2011,대신저축은행,"1,280,070 ","577,213 ","100,896 ","188,513 ","1,155,826 ","1,120,834 ",135 ,"1,753 ","5,325 ","13,076 ",12.99 ,0.41 ,
29,2011,대아상호저축은행,"67,618 ","36,006 ","23,299 ","1,383 ","64,218 ","61,651 ",24 ,572 ,264 ,"5,044 ",23.83 ,0.05 ,
30,2011,대원상호저축은행,"57,936 ","45,297 ","11,251 ","3,002 ","75,077 ","45,419 ",32 ,228 ,289 ,"2,599 ",7.13 ,0.11 ,
31,2011,대한저축은행,"138,277 ","78,619 ","43,547 ","22,317 ","130,344 ","120,895 ",40 ,848 ,496 ,"9,990 ",21.20 ,0.05 ,
32,2011,더블저축은행,"116,915 ","67,202 ","26,901 ","5,051 ","111,963 ","105,883 ",18 ,419 ,409 ,"9,862 ",23.28 ,0.04 ,
33,2011,더케이저축은행,"600,501 ","479,606 ","69,397 ","67,613 ","557,405 ","533,635 ",53 ,"1,496 ","1,304 ","9,177 ",28.23 ,0.14 ,
34,2011,동양저축은행,"222,365 ","151,763 ","39,197 ","29,632 ","214,043 ","199,304 ",27 ,511 ,426 ,"6,519 ",18.93 ,0.07 ,
35,2011,동원제일저축은행,"198,266 ","203,530 ","32,762 ","2,507 ","187,773 ","181,878 ",24 ,548 ,630 ,"8,878 ",22.83 ,0.07 ,
36,2011,드림저축은행,"288,112 ","235,345 ","70,095 ","7,477 ","261,946 ","250,950 ",32 ,838 ,947 ,"14,059 ",26.19 ,0.07 ,
37,2011,디비저축은행,"1,743,434 ","1,157,320 ","180,771 ","198,806 ","1,601,419 ","1,493,742 ",159 ,"5,141 ","5,405 ","134,045 ",32.33 ,0.04 ,
38,2011,디에이치저축은행,"261,113 ","222,016 ","9,591 ","5,009 ","240,683 ","233,321 ",28 ,790 ,550 ,"2,571 ",28.21 ,0.21 ,
39,2011,라온저축은행,"88,987 ","65,550 ","33,887 ","4,950 ","82,515 ","79,286 ",25 ,498 ,348 ,"5,460 ",19.92 ,0.06 ,
40,2011,라이브저축은행,"28,636 ","4,073 ",298 ,68 ,"6,339 ","5,336 ",10 ,127 ,302 ,"5,488 ",12.70 ,0.06 ,
41,2011,머스트삼일저축은행,"106,245 ","81,290 ","23,626 ","1,791 ","100,519 ","94,210 ",26 ,592 ,690 ,"7,348 ",22.77 ,0.09 ,
42,2011,모아저축은행,"1,703,226 ","1,217,899 ","341,259 ","178,736 ","1,619,517 ","1,525,776 ",176 ,"4,300 ","4,049 ","60,820 ",24.43 ,0.07 ,
43,2011,민국저축은행,"438,321 ","357,247 ","4,948 ","35,862 ","388,068 ","369,405 ",40 ,"1,009 ","1,832 ","9,986 ",25.23 ,0.18 ,
44,2011,바로저축은행,"1,044,204 ","855,754 ","109,347 ","123,384 ","978,710 ","923,108 ",56 ,"1,574 ","1,123 ","8,076 ",28.11 ,0.14 ,
45,2011,부림저축은행,"346,945 ","260,977 ","19,401 ","5,651 ","284,914 ","276,447 ",35 ,"1,239 ",755 ,"9,780 ",35.40 ,0.08 ,
46,2011,비엔케이저축은행,,,,,,,,,,,,,
47,2011,삼정저축은행,"304,805 ","194,360 ","10,116 ","21,967 ","268,399 ","255,809 ",27 ,785 ,687 ,"3,387 ",29.07 ,0.20 ,
48,2011,삼호저축은행,"523,018 ","202,295 ","95,494 ","9,530 ","509,885 ","493,760 ",82 ,"1,203 ","1,226 ","5,357 ",14.67 ,0.23 ,
49,2011,상상인저축은행,"697,633 ","377,201 ","125,135 ","126,406 ","656,541 ","602,590 ",78 ,"1,603 ","2,120 ","6,173 ",20.55 ,0.34 ,
50,2011,상상인플러스저축은행,"329,157 ","248,400 ","94,224 ","33,087 ","315,314 ","298,518 ",56 ,"1,204 ",908 ,"8,591 ",21.50 ,0.11 ,
51,2011,세람상호저축은행,"548,718 ","448,759 ","124,442 ","22,438 ","505,433 ","485,254 ",102 ,"2,226 ","2,415 ","16,209 ",21.82 ,0.15 ,
52,2011,센트럴저축은행,"80,204 ","54,300 ","14,847 ",555 ,"62,935 ","60,036 ",18 ,452 ,258 ,"6,603 ",25.11 ,0.04 ,
53,2011,솔브레인저축은행,"151,402 ","109,334 ","19,418 ","6,273 ","140,894 ","136,796 ",22 ,457 ,569 ,"1,639 ",20.77 ,0.35 ,
54,2011,스마트저축은행,"356,729 ","251,771 ","66,048 ","57,924 ","344,658 ","319,631 ",66 ,"2,121 ","1,596 ","17,254 ",32.14 ,0.09 ,
55,2011,스카이저축은행,"333,723 ","263,560 ","17,308 ","4,913 ","295,447 ","283,750 ",39 ,"1,781 ","1,563 ","35,088 ",45.67 ,0.04 ,
56,2011,스타저축은행,"153,460 ","100,752 ","75,556 ","30,223 ","112,741 ","108,712 ",56 ,"1,133 ","1,098 ","7,254 ",20.23 ,0.15 ,
57,2011,신한저축은행,,,,,,,,,,,,,
58,2011,아산저축은행,"155,346 ","117,729 ","43,579 ","12,425 ","139,752 ","135,033 ",19 ,573 ,329 ,"1,042 ",30.16 ,0.32 ,
59,2011,아이비케이저축은행,"948,156 ","270,855 ","55,827 ","32,209 ","910,383 ","840,539 ",114 ,437 ,"1,605 ","1,020 ",3.83 ,1.57 ,
60,2011,아주저축은행,"512,411 ","343,980 ","77,995 ","113,532 ","550,477 ","467,636 ",100 ,"2,570 ","1,857 ","12,134 ",25.70 ,0.15 ,
61,2011,안국저축은행,"185,256 ","147,300 ","27,172 ","15,152 ","162,594 ","156,639 ",30 ,599 ,430 ,"3,399 ",19.97 ,0.13 ,
62,2011,안양저축은행,"329,302 ","239,720 ","80,105 ","12,501 ","307,727 ","286,050 ",37 ,797 ,"1,177 ","19,262 ",21.54 ,0.06 ,
63,2011,애큐온저축은행,"2,593,184 ","2,067,959 ","1,037,418 ","254,041 ","2,425,855 ","2,249,527 ",762 ,"12,455 ","20,521 ","60,002 ",16.35 ,0.34 ,
64,2011,에스비아이저축은행,"2,694,493 ","1,982,001 ","866,372 ","580,676 ","2,643,299 ","2,349,122 ",217 ,"4,755 ","14,336 ","19,049 ",21.91 ,0.75 ,
65,2011,에스앤티저축은행,"157,253 ","102,284 ","24,940 ","14,200 ","135,425 ","130,476 ",34 ,755 ,605 ,"3,219 ",22.21 ,0.19 ,
66,2011,엔에이치저축은행,"635,697 ","533,758 ","131,466 ","3,969 ","525,429 ","509,695 ",130 ,"2,380 ","4,640 ","1,464 ",18.31 ,3.17 ,
67,2011,엠에스상호저축은행,"319,954 ","212,703 ","108,485 ","23,449 ","301,828 ","286,659 ",57 ,"1,193 ","1,506 ","12,172 ",20.93 ,0.12 ,
68,2011,영진저축은행,"99,364 ","64,864 ","25,264 ",800 ,"86,463 ","82,855 ",20 ,964 ,420 ,"4,450 ",48.20 ,0.09 ,
69,2011,예가람저축은행,"320,542 ","254,145 ","155,648 ","25,370 ","282,855 ","269,608 ",125 ,"2,577 ","2,273 ","2,038 ",20.62 ,1.12 ,
70,2011,오성상호저축은행,"101,306 ","67,261 ","26,737 ","18,485 ","84,985 ","81,671 ",27 ,672 ,400 ,"5,303 ",24.89 ,0.08 ,
71,2011,오에스비저축은행,"723,007 ","547,013 ","17,018 ","53,152 ","645,244 ","602,935 ",98 ,"2,996 ","2,844 ","36,804 ",30.57 ,0.08 ,
72,2011,오케이저축은행,,,,,,,,,,,,,
73,2011,오투저축은행,"104,437 ","51,819 ","18,049 ","42,854 ","101,645 ","97,276 ",37 ,846 ,724 ,"2,832 ",22.86 ,0.26 ,
74,2011,우리저축은행,"452,889 ","217,658 ","20,462 ","31,111 ","486,680 ","453,122 ",32 ,696 ,"1,031 ","22,591 ",21.75 ,0.05 ,
75,2011,웰컴저축은행,,,,,,,,,,,,,
76,2011,유니온상호저축은행,"224,753 ","131,058 ","29,744 ","61,787 ","220,471 ","206,738 ",30 ,966 ,822 ,"8,541 ",32.20 ,0.10 ,
77,2011,유안타저축은행,"845,684 ","342,912 ","9,460 ","170,185 ","676,799 ","652,094 ",75 ,"3,878 ","3,828 ","195,194 ",51.71 ,0.02 ,
78,2011,유진저축은행,"547,124 ","385,229 ","33,160 ","155,764 ","524,412 ","456,332 ",76 ,"1,484 ","2,207 ","8,560 ",19.53 ,0.26 ,
79,2011,융창상호저축은행,"263,384 ","202,709 ","74,570 ","3,167 ","247,090 ","231,839 ",34 ,874 ,"1,249 ","32,247 ",25.71 ,0.04 ,
80,2011,인성저축은행,"483,926 ","390,194 ","70,800 ","44,570 ","464,044 ","420,555 ",49 ,"1,219 ","1,104 ","4,548 ",24.88 ,0.24 ,
81,2011,인천저축은행,"264,620 ","209,724 ","36,858 ","27,930 ","249,810 ","234,030 ",25 ,752 ,705 ,"8,096 ",30.08 ,0.09 ,
82,2011,제이티저축은행,"542,144 ","436,363 ","328,273 ","4,734 ","473,475 ","437,086 ",195 ,"4,079 ","5,624 ","6,420 ",20.92 ,0.88 ,
83,2011,제이티친애저축은행,,,,,,,,,,,,,
84,2011,조은저축은행,"174,020 ","123,202 ","3,898 ","28,374 ","164,259 ","155,285 ",25 ,623 ,506 ,"6,727 ",24.92 ,0.08 ,
85,2011,조흥저축은행,"150,849 ","115,860 ","28,469 ","2,072 ","130,960 ","125,847 ",30 ,964 ,502 ,"4,077 ",32.13 ,0.12 ,
86,2011,진주저축은행,"310,755 ","203,371 ","91,020 ","16,487 ","269,122 ","260,062 ",85 ,"1,881 ","1,356 ","21,819 ",22.13 ,0.06 ,
87,2011,참저축은행,"257,191 ","198,925 ","89,201 ","26,439 ","241,035 ","232,601 ",59 ,"1,069 ","1,322 ","11,741 ",18.12 ,0.11 ,
88,2011,청주저축은행,"122,855 ","94,032 ","54,201 ","6,960 ","111,657 ","105,183 ",34 ,560 ,358 ,"1,362 ",16.47 ,0.26 ,
89,2011,케이비저축은행,,,,,,,,,,,,,
90,2011,키움예스저축은행,"441,007 ","330,039 ","15,295 ","23,392 ","388,100 ","363,970 ",53 ,"1,289 ","1,276 ","38,343 ",24.32 ,0.03 ,
91,2011,키움저축은행,"461,708 ","391,302 ","77,308 ","12,834 ","419,529 ","401,608 ",70 ,"1,645 ","1,336 ","8,044 ",23.50 ,0.17 ,
92,2011,페퍼저축은행,"289,759 ","211,874 ","52,235 ","53,802 ","281,970 ","264,587 ",36 ,"1,129 ",801 ,"3,731 ",31.36 ,0.21 ,
93,2011,평택상호저축은행,"187,735 ","109,029 ","15,755 ","14,171 ","159,859 ","148,750 ",30 ,749 ,671 ,"8,554 ",24.97 ,0.08 ,
94,2011,푸른상호저축은행,"1,491,822 ","1,084,085 ","38,697 ","105,244 ","1,322,181 ","1,203,178 ",155 ,"4,639 ","4,369 ","66,687 ",29.93 ,0.07 ,
95,2011,하나저축은행,,,,,,,,,,,,,
96,2011,한국투자저축은행,"1,280,906 ","1,137,896 ","305,150 ","80,332 ","1,107,430 ","1,054,720 ",202 ,"5,123 ","4,634 ","16,419 ",25.36 ,0.28 ,
97,2011,한성저축은행,"190,514 ","144,079 ","119,339 ","1,934 ","172,689 ","165,655 ",75 ,"1,508 ","1,002 ","4,145 ",20.11 ,0.24 ,
98,2011,한화저축은행,"630,898 ","550,418 ","152,641 ","73,973 ","612,889 ","554,219 ",65 ,"1,682 ","1,554 ","7,932 ",25.88 ,0.20 ,
99,2011,흥국저축은행,"242,525 ","187,696 ","33,665 ","4,937 ","229,350 ","217,045 ",30 ,984 ,694 ,"2,178 ",32.80 ,0.32 ,
21,2012,CK저축은행,"48,138 ","32,949 ","31,022 ",44 ,"47,495 ","45,282 ",20 ,362 ,195 ,"2,850 ",18.10 ,0.07 ,
22,2012,고려저축은행,"429,283 ","332,093 ","214,889 ","53,698 ","358,678 ","344,293 ",144 ,"2,470 ","1,977 ","4,201 ",17.15 ,0.47 ,
23,2012,국제저축은행,"170,742 ","140,525 ","13,960 ","2,680 ","156,646 ","151,416 ",25 ,"1,169 ",624 ,"5,507 ",46.76 ,0.11 ,
24,2012,금화저축은행,"360,553 ","282,013 ","76,762 ","44,492 ","339,370 ","325,552 ",29 ,822 ,624 ,"3,100 ",28.34 ,0.20 ,
25,2012,남양저축은행,"474,912 ","429,059 ","11,375 ","8,028 ","407,406 ","392,628 ",31 ,"1,035 ",973 ,"7,650 ",33.39 ,0.13 ,
26,2012,대명상호저축은행,"141,853 ","99,657 ","70,567 ","1,300 ","124,327 ","119,443 ",34 ,683 ,414 ,"4,388 ",20.09 ,0.09 ,
27,2012,대백저축은행,"176,415 ","130,799 ","21,526 ","26,648 ","164,443 ","159,670 ",19 ,460 ,579 ,184 ,24.21 ,3.15 ,
28,2012,대신저축은행,"826,830 ","588,900 ","137,718 ","50,832 ","716,831 ","693,997 ",161 ,"3,785 ","6,737 ","13,741 ",23.51 ,0.49 ,
29,2012,대아상호저축은행,"56,838 ","25,708 ","19,362 ","1,398 ","56,216 ","53,649 ",23 ,600 ,225 ,"5,035 ",26.09 ,0.04 ,
30,2012,대원상호저축은행,"49,486 ","34,340 ","11,803 ","4,457 ","72,346 ","37,996 ",28 ,223 ,274 ,"2,571 ",7.96 ,0.11 ,
31,2012,대한저축은행,"143,731 ","77,098 ","45,597 ","14,929 ","134,730 ","121,216 ",36 ,798 ,553 ,"9,976 ",22.17 ,0.06 ,
32,2012,더블저축은행,"123,020 ","84,543 ","34,695 ","4,728 ","116,756 ","110,777 ",20 ,380 ,375 ,"9,553 ",19.00 ,0.04 ,
33,2012,더케이저축은행,"537,601 ","409,530 ","49,826 ","59,343 ","492,725 ","465,755 ",53 ,"1,671 ","1,289 ","9,106 ",31.53 ,0.14 ,
34,2012,동양저축은행,"230,993 ","166,757 ","44,491 ","36,528 ","223,711 ","207,859 ",31 ,512 ,466 ,"6,408 ",16.52 ,0.07 ,
35,2012,동원제일저축은행,"192,137 ","155,181 ","46,126 ","2,259 ","186,172 ","176,544 ",24 ,443 ,748 ,"8,835 ",18.46 ,0.08 ,
36,2012,드림저축은행,"283,164 ","228,572 ","76,970 ","6,866 ","255,127 ","243,068 ",32 ,887 ,854 ,"13,909 ",27.72 ,0.06 ,
37,2012,디비저축은행,"1,685,366 ","1,012,932 ","159,476 ","201,585 ","1,552,315 ","1,439,092 ",161 ,"5,378 ","5,139 ","133,395 ",33.40 ,0.04 ,
38,2012,디에이치저축은행,"214,533 ","176,349 ","9,777 ","4,504 ","204,641 ","199,615 ",28 ,783 ,548 ,"2,553 ",27.96 ,0.21 ,
39,2012,라온저축은행,"89,555 ","65,036 ","32,931 ","4,947 ","83,065 ","79,957 ",22 ,553 ,296 ,"5,409 ",25.14 ,0.05 ,
40,2012,라이브저축은행,"28,684 ","4,123 ",349 ,88 ,"6,836 ","5,991 ",9 ,132 ,287 ,"5,428 ",14.67 ,0.05 ,
41,2012,머스트삼일저축은행,"95,795 ","71,899 ","25,260 ","1,724 ","92,985 ","87,160 ",23 ,488 ,570 ,"7,342 ",21.22 ,0.08 ,
42,2012,모아저축은행,"1,697,484 ","1,192,587 ","281,135 ","202,899 ","1,610,741 ","1,523,884 ",176 ,"4,930 ","4,017 ","57,268 ",28.01 ,0.07 ,
43,2012,민국저축은행,"422,189 ","339,998 ","12,298 ","36,185 ","372,163 ","353,121 ",41 ,"1,054 ","1,640 ","9,815 ",25.71 ,0.17 ,
44,2012,바로저축은행,"1,145,280 ","908,502 ","115,102 ","103,761 ","1,065,996 ","993,684 ",55 ,"1,488 ","1,157 ","7,957 ",27.05 ,0.15 ,
45,2012,부림저축은행,"328,988 ","250,548 ","19,923 ","2,759 ","263,311 ","256,265 ",34 ,979 ,850 ,"9,594 ",28.79 ,0.09 ,
46,2012,비엔케이저축은행,"651,577 ","495,824 ","108,608 ","37,216 ","535,108 ","517,781 ",113 ,"2,393 ","4,540 ","12,551 ",21.18 ,0.36 ,
47,2012,삼정저축은행,"298,031 ","149,185 ","7,919 ","21,573 ","264,519 ","252,341 ",27 ,763 ,594 ,"3,508 ",28.26 ,0.17 ,
48,2012,삼호저축은행,"213,747 ","140,984 ","63,247 ","12,403 ","208,101 ","201,212 ",78 ,"2,004 ","1,434 ","5,594 ",25.69 ,0.26 ,
49,2012,상상인저축은행,"646,588 ","381,020 ","196,103 ","170,518 ","613,382 ","558,049 ",96 ,"2,765 ","2,676 ","27,004 ",28.80 ,0.10 ,
50,2012,상상인플러스저축은행,"316,562 ","234,494 ","129,024 ","26,283 ","300,398 ","276,541 ",73 ,"1,571 ",936 ,"9,212 ",21.52 ,0.10 ,
51,2012,세람상호저축은행,"541,997 ","445,672 ","138,119 ","26,644 ","498,989 ","477,635 ",87 ,"2,839 ","2,017 ","15,766 ",32.63 ,0.13 ,
52,2012,센트럴저축은행,"100,499 ","58,234 ","23,570 ",564 ,"80,963 ","78,173 ",17 ,447 ,251 ,"6,580 ",26.29 ,0.04 ,
53,2012,솔브레인저축은행,"162,367 ","126,293 ","23,010 ","5,299 ","149,185 ","145,058 ",25 ,489 ,490 ,953 ,19.56 ,0.51 ,
54,2012,스마트저축은행,"372,176 ","262,525 ","118,248 ","57,080 ","363,111 ","334,047 ",92 ,"1,797 ","1,411 ","18,368 ",19.53 ,0.08 ,
55,2012,스카이저축은행,"331,963 ","250,968 ","12,458 ","4,524 ","291,282 ","276,551 ",37 ,"1,401 ","1,767 ","35,009 ",37.86 ,0.05 ,
56,2012,스타저축은행,"139,029 ","93,897 ","70,259 ","15,516 ","94,874 ","91,121 ",55 ,"1,263 ","1,064 ","7,043 ",22.96 ,0.15 ,
57,2012,신한저축은행,"1,248,080 ","144,900 ","5,586 ","46,760 ","1,211,165 ","1,177,239 ",53 ,286 ,"2,440 ",737 ,5.40 ,3.31 ,
58,2012,아산저축은행,"153,402 ","117,424 ","47,748 ","10,951 ","137,230 ","132,466 ",19 ,556 ,339 ,985 ,29.26 ,0.34 ,
59,2012,아이비케이저축은행,"772,076 ","375,921 ","78,104 ","44,996 ","728,058 ","693,072 ",126 ,"2,062 ","2,480 ","3,826 ",16.37 ,0.65 ,
60,2012,아주저축은행,"552,996 ","358,752 ","187,569 ","113,497 ","512,811 ","414,274 ",174 ,"3,993 ","3,419 ","13,730 ",22.95 ,0.25 ,
61,2012,안국저축은행,"208,092 ","163,632 ","30,104 ","11,743 ","184,517 ","179,420 ",28 ,614 ,434 ,"3,380 ",21.93 ,0.13 ,
62,2012,안양저축은행,"318,784 ","222,304 ","108,576 ","12,391 ","295,993 ","276,911 ",37 ,"1,141 ","1,090 ","19,068 ",30.84 ,0.06 ,
63,2012,애큐온저축은행,"2,654,215 ","2,225,971 ","1,242,598 ","220,236 ","2,460,906 ","2,291,070 ",820 ,"14,082 ","23,209 ","60,030 ",17.17 ,0.39 ,
64,2012,에스비아이저축은행,"2,108,017 ","1,571,651 ","761,210 ","402,088 ","2,340,170 ","2,027,510 ",183 ,"4,186 ","13,123 ","16,014 ",22.87 ,0.82 ,
65,2012,에스앤티저축은행,"136,325 ","71,051 ","12,979 ","3,485 ","113,999 ","107,844 ",28 ,760 ,551 ,"3,521 ",27.14 ,0.16 ,
66,2012,엔에이치저축은행,"1,623,213 ","851,985 ","150,879 ","111,891 ","1,442,669 ","1,380,936 ",182 ,"3,762 ","6,563 ","4,471 ",20.67 ,1.47 ,
67,2012,엠에스상호저축은행,"333,400 ","210,019 ","119,845 ","59,848 ","314,549 ","296,329 ",56 ,"1,099 ","1,567 ","11,987 ",19.63 ,0.13 ,
68,2012,영진저축은행,"110,507 ","64,294 ","22,434 ",900 ,"97,335 ","93,233 ",21 ,810 ,472 ,"4,281 ",38.57 ,0.11 ,
69,2012,예가람저축은행,"336,423 ","272,022 ","160,704 ","7,504 ","295,861 ","282,395 ",136 ,"2,628 ","2,248 ","1,823 ",19.32 ,1.23 ,
70,2012,오성상호저축은행,"103,316 ","64,842 ","26,550 ","17,657 ","86,948 ","84,423 ",26 ,680 ,409 ,"5,277 ",26.15 ,0.08 ,
71,2012,오에스비저축은행,"511,682 ","399,169 ","11,557 ","35,364 ","439,026 ","405,620 ",88 ,"2,793 ","2,219 ","34,148 ",31.74 ,0.06 ,
72,2012,오케이저축은행,,,,,,,,,,,,,
73,2012,오투저축은행,"109,252 ","53,526 ","16,141 ","5,001 ","100,706 ","96,632 ",25 ,693 ,523 ,"2,802 ",27.72 ,0.19 ,
74,2012,우리저축은행,"440,731 ","191,004 ","16,020 ","32,788 ","479,070 ","448,280 ",31 ,577 ,"1,461 ","31,255 ",18.61 ,0.05 ,
75,2012,웰컴저축은행,,,,,,,,,,,,,
76,2012,유니온상호저축은행,"247,768 ","146,248 ","64,644 ","47,038 ","241,178 ","220,131 ",32 ,658 ,892 ,"8,057 ",20.56 ,0.11 ,
77,2012,유안타저축은행,"531,193 ","187,096 ","11,471 ","54,913 ","360,693 ","347,832 ",69 ,"1,995 ","2,586 ","7,251 ",28.91 ,0.36 ,
78,2012,유진저축은행,"939,829 ","736,305 ","166,507 ","166,381 ","927,167 ","834,523 ",130 ,"3,724 ","4,746 ","9,174 ",28.65 ,0.52 ,
79,2012,융창상호저축은행,"261,455 ","199,010 ","56,998 ","5,183 ","244,338 ","231,039 ",39 ,"1,040 ","1,301 ","31,986 ",26.67 ,0.04 ,
80,2012,인성저축은행,"465,770 ","341,570 ","67,622 ","42,037 ","443,442 ","397,854 ",48 ,"1,047 ","1,119 ","4,535 ",21.81 ,0.25 ,
81,2012,인천저축은행,"257,452 ","197,412 ","28,991 ","29,922 ","243,808 ","226,921 ",23 ,719 ,669 ,"7,869 ",31.26 ,0.09 ,
82,2012,제이티저축은행,"499,743 ","429,965 ","345,943 ","5,342 ","435,090 ","400,325 ",191 ,"4,256 ","5,620 ","6,145 ",22.28 ,0.91 ,
83,2012,제이티친애저축은행,"1,016,567 ","285,062 ","154,471 ","429,759 ","942,374 ","912,750 ",376 ,"3,237 ","5,290 ","2,348 ",8.61 ,2.25 ,
84,2012,조은저축은행,"129,506 ","102,296 ","2,061 ","26,982 ","126,792 ","118,320 ",26 ,667 ,524 ,250 ,25.65 ,2.10 ,
85,2012,조흥저축은행,"150,979 ","110,540 ","30,707 ","1,372 ","131,810 ","127,683 ",29 ,954 ,503 ,"3,992 ",32.90 ,0.13 ,
86,2012,진주저축은행,"315,763 ","228,639 ","105,673 ","11,696 ","271,069 ","262,154 ",237 ,"1,893 ","1,302 ","21,951 ",7.99 ,0.06 ,
