pid,hid,housenum,p15wt,p15wt2,KMPS10,KMPS11,KMPS19,p10ans,p11ans,p12ans,p13ans,p14ans,p15ans,p16ans,p17ans,p18ans,p19ans,p20ans,p15rep,p15housenum,p15area,p15area_siz,p15hhldsiz,p15fly_typ,p15houstyp,p15rel,p15gender,p15byear,p15age,p15age1,p15school,p15school1,p15school2,p15school4,p15school6,p15school8,p15school9,p15school10,p15school12,p15school13,p15school14,p15school16,p15school17,p15mar,p15income1,p15income,p15job1,p15job2,p15job3,p15job4,p15relig1,p15relig2,p15relig3,p15a01001,p15a01002,p15a02001,p15a03001,p15a04001,p15a03002,p15a03003,p15a03004,p15a03005,p15a03006,p15a03007,p15a03008,p15a03009,p15a03010,p15a03016,p15a03017,p15a03018,p15a03019,p15a03020,p15a03021,p15a03022,p15a03023,p15c01001,p15c01002,p15c01003,p15c01004,p15c02001,p15c02002,p15c03001,p15c03002,p15c08001,p15c05011,p15c05012,p15c05013,p15c05014,p15c05001,p15c05002,p15c05003,p15c05004,p15c05005,p15c05006,p15c05007,p15c05008,p15c05009,p15c05010,p15c05015,p15c05016,p15c05017,p15c06006,p15c06007,p15c06008,p15c06012,p15c06009,p15c06013,p15c06010,p15c06011,p15c07001,p15c07002,p15c07003,p15c07004,p15c07005,p15c07006,p15c07007,p15c07008,p15d01001,p15d01002,p15d01003,p15d02001,p15d02002,p15d02003,p15d06002,p15d06003,p15d06011,p15d06004,p15d06005,p15d06006,p15d06012,p15d06013,p15d06007,p15d06008,p15d06009,p15d06010,p15d08001,p15d22001,p15d10001,p15d11001,p15d12001,p15d08002,p15d08004,p15d13001,p15d13010,p15d14001,p15d14002,p15d14003,p15d14004,p15d14005,p15d14006,p15d14007,p15d14008,p15d14009,p15d14010,p15d14011,p15d14012,p15d14013,p15d14014,p15d23001,p15d23002,p15d23007,p15d23003,p15d23004,p15d23005,p15d23006,p15h01001,p15h01002,p15h01003,p15h01004,p15h01005,p15h01006,p15h01007,p15h01008,p15h01009,p15h01010,p15h01011,p15h01012,p15h01013,p15h01014,p15h01015,p15h01016,p15h01017,p15h01018,p15h01019,p15h01020,p15h01021,p15h01022,p15h01023,p15h01024,p15h01025
25310002,253100,2,1.173884919,1.638122166, ,1, ,1,1,1,1,1,1,1,0,0,0,0,0,2,1,1,3,4,2,2,2,1962,6,53,4,3,5, , , , , , , , , , ,2,1,1,2, , ,2,2, , ,1,1,0,1,0,3, ,1, ,2, ,2, ,24,2014, ,4, ,7, , , ,44,5,12,2,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,4,1,40,9,2,1,35,8,10,11,16,6,8,9,1,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,3, ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,3,3,4,2,2,1,3,2,3,2,2,1,2,2,2,2,3,2,2,2,3,3,2,2,2,3,3,2
25310003,253100,3,1.897590898, , ,1, ,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,3,4,2,3,1,1990,3,25,5,4,1, , , , , ,3,2,1, , ,1,1,1,2, , ,1,1,2, ,1,1,0,1,0,3, ,1, ,1, ,2, ,19,2014, ,4, ,11, , , ,68,7,15,2,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,10,3,100,11,2,1,50,11,1,6,19,8,10,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,3,3,3,2,2,3,3,2,3,3,2,2,2,2,4,3,4,4,3,4,4,3,4,2,3,3,3,2,3,2,2,3,2,2,2,3,2,2,3,2,2,3,3,2,3,3
25310004,253100,4,1.091151661, , ,1, ,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,3,4,2,6,2,1936,8,79,2,1,5, , , , , , , , , , ,3,1,1,2, , ,4,1,2, ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,22,3,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,6, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,4,4,4,3,4,1,3,3,2,3,3,4,3,2,3,2,2,2,3,3,4,3,3,4,3,3,2,2
25320001,253200,1,1.034624513,2.028475515, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,5,2,1,1,1947,7,68,4,3,3, , , , , , , , , , ,2,4,4,1,1,94, ,2, , ,1,1,0,1,0,2, ,1, ,2, ,1, ,1,2013, ,3, ,1, , , ,23,3,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,9,13,8,1,9,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,4,4,4,3,2,3,2,2,2,2,3,2,2,2,1,2,3,1,2,2,3,2,1,1,2,3,2,2,3
25320002,253200,2,0.977417857,1.319740174, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,1,1,3,5,2,2,2,1955,7,60,2,1,5, , , , , , , , , , ,2,1,1,2, , ,2,2, , ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,23,3,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,6,13,15,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,3,4,4,2,3,1,2,2,3,2,3,3,2,2,2,3,2,3,3,2,3,2,2,3,3,2,3,3
25330001,253300,1,0.839304633,1.740192998, ,1, ,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,4,2,1,1,1970,5,45,5,4,5, , , , , , , , , , ,2,9,6,1,1,42, ,2, , ,1,1,0,1,0,3, ,1, ,2, ,3, ,45,2014, ,3, ,11, , , ,72,8,8,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,16,9,19,9,10,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,4,4,4,3,2,3,3,2,3,3,2,3,3,3,2,2,3,3,2,3,3,2,2,3,3,3,2,3
25330002,253300,2,0.714429342,1.267535757, ,1, ,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,3,4,2,2,2,1972,5,43,5,4,5, , , , , , , , , , ,2,8,6,1,1,42, ,1,2, ,1,1,0,1,0,3, ,1, ,2, ,3, ,49,2014, ,3, ,11, , , ,52,6,8,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,4,1,45,10,1,1,54,11,9,5,17,8,9,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,7,3,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,4,4,4,3,3,2,2,3,3,3,2,3,3,3,3,3,2,3,2,2,3,3,2,2,2,3,3,3,2
25330003,253300,3,0.760341253, , ,1, ,1,1,0,0,0,1,1,0,0,0,0,0,3,1,1,3,4,2,3,1,2002,2,13,3,2,1, ,1, , , , , , , , ,1,1,1,2, , ,1,2, , ,1,1,0,1,0,2, ,2, ,2, ,3, ,66,2015, ,4, ,2, , , ,25,3,12,2,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,2,1,0,1,0,1, , ,3,1, ,5,9,13,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,3,4,4,3,2,2,3,3,3,2,3,3,3,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2
25330004,253300,4,0.844672158, , ,1, ,1,1,0,0,0,1,0,0,1,1,1,0,4,1,1,3,4,2,6,1,1942,8,73,2,1,3, , , , , , , , , , ,2,1,1,2, , ,4,2, , ,2,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,4,4,4,3,3,4,3,4,3,3,4,3,3,3,4,4,3,3,4,3,3,2,3,4,3,3,3,3
25330005,253300,5,0.878022226, , ,1, ,1,0,0,0,0,1,0,0,1,1,1,0,5,1,1,3,4,2,6,2,1946,7,69,2,1,3, , , , , , , , , , ,2,1,1,2, , ,2,1,1, ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,25,3,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,6,9,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,4,4,3,3,3,3,4,3,3,3,4,4,3,3,2,1,2,2,2,2,1,2,3,2,2,3,3,2,2
25340001,253400,1,0.529853248, , ,1, ,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,3,3,2,1,1,1972,5,43,4,3,5, , , , , , , , , , ,2,10,7,1,3,75, ,2, , ,1,1,0,1,0,3, ,1, ,1, ,3, ,45,2014, ,4, ,3, , , ,88,9,9,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,2,1,20,5,1,1,40,9,6,19,9,10,8,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,1,2,3,2,4,3,2,1,1,1,1,1,1,3,1,1,4,3,4,2,3,4,2,3,2,1,2,3,2,2,3,1,2,2,3,2,1,3,2,2,3,3,2,2,3,3,2,3
25340002,253400,2,0.451019442, , ,1, ,1,1,0,0,0,1,1,1,1,1,1,0,2,1,1,3,3,2,2,2,1972,5,43,4,3,5, , , , , , , , , , ,2,1,1,2, , ,2,2, , ,1,1,0,1,0,2, ,1, ,1, ,3, ,55,2013, ,4, ,9, , , ,45,5,12,2,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,4,1,40,9,2,1,80,11,5,6,11,6,15,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,2,3,3,2,3,4,3,2,2,2,1,1,1,1,1,3,4,3,4,4,3,4,3,2,1,2,3,3,3,2,3,3,2,2,3,1,2,2,3,2,2,2,3,3,2,3,2
25350001,253500,1,1.636850234,2.475171121, ,1, ,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,3,2,1,1,1979,4,36,5,4,5, , , , , , , , , , ,2,8,6,1,1,31, ,2, , ,1,1,0,1,0,2, ,1, ,2, ,3, ,50,2014, ,4, ,2, , , ,48,5,8,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,12,10,13,8,12,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,1,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,4,3,4,3,4,3,3,2,2,1,2,3,2,3,3,2,3,3,3,2,1,2,2,3,2,3,2,2,2,3,2,3
25350002,253500,2,1.285367235,1.419742054, ,1, ,1,1,1,1,1,1,0,0,0,1,1,0,2,1,1,3,3,2,2,2,1979,4,36,5,4,5, , , , , , , , , , ,2,6,5,1,1,42, ,1,2, ,1,1,0,1,0,3, ,1, ,2, ,3, ,57,2015, ,4, ,4, , , ,67,7,10,2,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,4,1,36,8,1,1,50,11,10,5,6,6,9,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,2,3,2,2,2,2,2,3,1,1,1,1,1,1,1,3,4,3,3,4,3,4,2,3,1,2,3,3,3,1,2,3,2,3,2,1,2,2,2,3,2,3,3,3,2,3,2
25360001,253600,1,2.245132815, , ,1, ,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,1,1,1980,4,35,5,4,5, , , , , , , , , , ,1,9,6,1,1,27, ,2, , ,1,1,0,1,0,3, ,1, ,2, ,2, ,27,2014, ,4, ,7, , , ,80,9,11,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,7,2,70,11,2,1,160,11,19,11,10,1,10,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,4,1,2,3,2,2,2,1,1,1,1,1,1,2,2,2,2,3,2,2,3,4,3,3,2,3,2,3,2,2,3,2,2,2,2,3,2,2,2,2,3,2,3,2,2,3,2,2,2
25370001,253700,1,2.904031908, , ,1, ,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,5,4,1,1,1963,6,52,4,3,5, , , , , , , , , , ,4,8,6,1,1,15, ,2, , ,1,1,0,1,0,2, ,1, ,2, ,1, ,7,2014, ,4, ,6, , , ,98,10,8,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,6,19,11,15,9,10,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2, , ,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,4,4,4,5,4,4,2,3,3,2,2,3,2,2,3,2,1,1,2,2,1,1,2,1,2,1,2,1,2,1,1
25370002,253700,2,2.299786704,6.169584, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,1,1,2,5,4,3,1,2000,2,15,3,2,1, ,3, , , , , , , , ,1,1,1,2, , ,1,2, , ,1,1,0,1,0,2, ,1, ,2, ,3, ,49,2014, ,4, ,1, , , ,37,4,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,5,2,42,9,0,1, , ,19,11,10,9,13,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4, ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,2,3,3,2,1,2,2,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,2,1,2,1,1,1
25390001,253900,1,1.579728813,1.935588811, ,0, ,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,3,3,3,1,1,1964,6,51,4,3,5, , , , , , , , , , ,2,5,4,1,3,52, ,2, , ,1,1,0,1,0,1, ,1, ,2, ,1, ,14,2012, ,4, ,8, , , ,35,4,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,9,8, ,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,2,2,3,3,2,3,3,2,2,2,2,3,3,2,2,3,3
25390002,253900,2,1.175491364,1.463551027, ,0, ,1,1,1,1,1,1,1,1,1,0,0,0,2,1,1,3,3,3,2,2,1966,5,49,4,3,5, , , , , , , , , , ,2,5,4,1,3,52, ,1,1, ,1,1,0,1,0,2, ,1, ,2, ,1, ,1,2014, ,4, ,24, ,스카이, ,35,4,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,5,2,75,11,0,1, , ,6,10,11,1,2,6,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,3,4,4,4,4,1,3,3,3,3,2,1,1,4,4,3,3,4,4,3,3,4,4,3,3,3,4,3
25390003,253900,3,2.021966756,3.226042126, ,0, ,1,1,1,1,1,1,1,1,1,0,0,0,3,1,1,3,3,3,3,2,1991,3,24,5,4,5, , , , , , , , , , ,1,5,4,1,1,31, ,2, , ,1,1,0,1,0,3, ,1, ,2, ,1, ,16,2015, ,4, ,21, , , ,9,1,1,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,5,2,6,2,2,1,20,5,3,2,1,1,6,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,3,3,4,4,3,3,3,4,3,2,3,2,2,2,5,5,4,5,5,4,5,4,4,1,3,3,4,4,3,1,1,3,3,3,3,2,4,4,4,4,3,3,3,2,3,3
25390004,253900,4,2.202405678,3.272393545, ,0, ,1,1,1,1,1,1,1,1,1,0,0,0,4,1,1,3,3,3,3,1,1995,3,20,5,4,2, , , , , ,2,2,5, , ,1,1,1,2, , ,4,2, , ,1,1,0,1,0,2, ,1, ,2, ,1, ,1,2013, ,4, ,8, , , ,35,4,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,3,1,0,1, ,2,2, , , , , , ,5,2,75,11,0,1, , ,10,1,13,3,12,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,4,1,2,4,3,3,1,1,1,2,4,3,2,1,1,2,2,4,4,3,3,3,4,4,3,3,2,3,4,4,3,2,2,2,3,3,3,2,2,2,3,2,2,2,3,4,2,2,2
25400001,254000,1,1.899191353,3.738970451, ,0, ,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,2,2,1,1,1,1955,7,60,5,4,5, , , , , , , , , , ,2,6,5,1,3,52, ,2, , ,1,1,0,1,0,1, ,1, ,2, ,1, ,14,2011, ,4, ,8, , , ,25,3,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,9,19,6,1,2,3,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,1,1,1,4,4,3,3,4,3,3,2,2,2,4,4,3,3,3,4,4,2,3,3,2,3,3,3,3
25400002,254000,2,1.692079688,2.407126231, ,0, ,1,1,1,1,1,1,1,1,1,0,0,0,2,1,1,2,2,1,2,2,1960,6,55,4,3,5, , , , , , , , , , ,2,1,1,2, , ,2,2, , ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,15,2,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,1,6,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,3,3,2,2,2,3,3,3,3,2,2,3,1,2,2,2,2,2,1,3,2,2,2,2
25410001,254100,1,1.24193786,2.273577933, ,0, ,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,2,2,3,1,1,1957,6,58,5,4,5, , , , , , , , , , ,2,12,8,1,1,27, ,2, , ,1,1,0,1,0,3, ,1, ,2, ,1, ,4,2015, ,4, ,6, , , ,65,7,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,5,2,75,11,3,1,15,4,19,9,6,1,2,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,4,4,4,4,4,1,2,3,3,3,2,1,3,4,4,4,4,3,3,3,3,4,2,3,3,3,4,3
25410002,254100,2,1.071118646,1.617018239, ,0, ,1,1,1,1,1,1,1,1,1,0,0,0,2,1,1,2,2,3,2,2,1961,6,54,4,3,5, , , , , , , , , , ,2,1,1,2, , ,2,2, , ,1,1,0,1,0,3, ,1, ,2, ,1, ,4,2015, ,4, ,6, , , ,65,7,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,20,5,20,5,0,1, , ,19,11,9,6,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,3,3,4,3,3,3,3,1,1,1,3,3,4,4,4,4,3,3,3,4,4,3,3,3,3
25420001,254200,1,1.414241327,2.127245183, ,0, ,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,3,3,2,1,1,1964,6,51,4,3,5, , , , , , , , , , ,2,1,1,2, , ,4,2, , ,1,1,0,1,0,2, ,1, ,2, ,3, ,49,2014, ,4, ,9, , , ,36,4,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,6,2,60,11,2,1,100,11,19,16,3,3,2,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4, ,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,5,4,4,3,3,1,2,2,2,3,3,3,3,4,3,3,3,3,2,2,3,4,4,3,2,2,3,3
25420002,254200,2,1.052350538,1.516159581, ,0, ,0,1,1,1,1,1,1,1,1,0,0,0,2,1,1,3,3,2,2,2,1968,5,47,4,3,5, , , , , , , , , , ,2,6,5,1,1,75, ,2, , ,1,1,0,1,0,2, ,1, ,2, ,3, ,49,2013, ,4, ,1, , , ,35,4,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,2,1,25,6,0,1, , ,4,8,9,1,2,10,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2, , ,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,3,2,3,3,3,3,2,2,2,2,2,3,1,2,2,3,3,2,2,2,1,3,2,2
25420003,254200,3,1.119978534,3.002147406, ,0, ,0,1,1,1,1,1,1,1,1,0,0,0,3,1,1,3,3,2,3,1,1999,2,16,4,3,1, , ,1,9999,9999, , , , , ,1,1,1,2, , ,1,2, , ,1,1,0,1,0,3, ,1, ,2, ,3, ,49,2015, ,4, ,8, , , ,35,4,20,3,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,3,1,30,7,1,1,10,3,1,2,3,13,4,3,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,3,3,4,4,3,3,2,2,3,3,3,2,3,3,2,3,3,2,2,3,2,2,4,3,3,2,2,2,3
25430001,254300,1,1.747416833,3.290391806, ,0, ,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,3,3,2,1,1,1952,7,63,5,4,5, , , , , , , , , , ,2,9,6,1,1,25, ,1,3, ,1,1,0,1,0,1, ,1, ,2, ,1, ,1,2012, ,4, ,8, , , ,35,4,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,5,2,75,11,5,2,500,11,1,2,8,12,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4, ,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,3,3,2,3,3,1,3,3,4,4,1,2,1,4,4,4,3,3,3,2,3,3,4,4,2,3,3,3
25430002,254300,2,1.650798328,2.364537479, ,0, ,1,1,1,1,1,1,1,1,1,0,0,0,2,1,1,3,3,2,2,2,1950,7,65,5,4,5, , , , , , , , , , ,2,10,7,1,1,25, ,1,3, ,1,1,0,1,0,3, ,1, ,2, ,1, ,1,2015, ,4, ,8, , , ,35,4,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,5,2,75,11,5,2,250,11,19,11, ,1,6,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1, ,1,2,4,3,3,3,4,2,2,2,1,1,1,2,3,3,4,3,3,4,4,4,3,3,3,2,3,4,4,4,3,2,2,4,4,3,3,2,3,3,2,4,4,2,2,3,3,3
25440002,254400,2,1.770890489,2.998336686, ,0, ,1,1,1,1,1,1,1,1,1,0,0,0,2,1,1,3,3,2,2,2,1954,7,61,4,3,5, , , , , , , , , , ,2,1,1,2, , ,2,1,3, ,1,1,0,1,0,2, ,1, ,2, ,2, ,37,2013, ,4, ,8, , , ,30,4,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,10,9,19,6,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,3,3,4,3,3,4,2,4,3,3,3,2,3,2,3,3,3,2,2,3,3,3,2,1,1,2,2,1
25440005,254400,5,2.699748781, , ,0, ,1,0,1,1,1,1,1,1,1,0,0,0,4,1,1,3,3,2,3,1,1992,3,23,5,4,5, , , , , , , , , , ,1,1,1,2, , ,4,1,3, ,1,1,0,1,0,3, ,1, ,2, ,1, ,3,2015, ,4, ,4, , , ,60,7,25,3,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,1,1,1,1,1,1,5,2,5,2,75,11,2,1,150,11,3,17,18,8,10,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3, ,1,2,4,3,3,5,2,2,2,1,1,1,2,3,4,2,4,5,3,3,4,4,4,3,3,4,4,4,3,3,2,2,2,4,4,3,3,3,2,3,3,2,2,3,3,2,2,3
25450001,254500,1,0.70142999,1.464396121, ,0, ,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,2,2,2,1,1,1944,8,71,5,4,5, , , , , , , , , , ,2,8,6,2, , ,4,2, , ,1,1,0,1,0,2, ,1, ,2, ,1, ,18,2013, ,4, ,5, , , ,23,3,0,1,1, ,2, ,2,5,2,0,1,0,1,0,1,0,1,0,1,3,1,0,1, ,2,1, , ,10,3,20,5,4,1,20,5,0,1, , ,19,18,3,6,13,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,4,3,2,2,1,1,1,1,3,1,1,1,1,1,1,4,4,1,4,4,4,5,4,4,4,3,2,1,3,2,3,3,2,2,1,2,2,3,2,3,3,3,2,2,1,2,2,3,3,2
25450002,254500,2,0.729124448,1.033272507, ,0, ,1,1,1,1,1,1,1,0,0,0,0,0,2,1,1,2,2,2,2,2,1947,7,68,3,2,5, , , , , , , , , , ,2,1,1,2, , ,2,1,3, ,1,1,0,1,0,2, ,1, ,2, ,1, ,18,2014, ,4, ,1, , , ,25,3,0,1,4, ,2, ,2,5,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,1, , ,4,1,0,1,4,1,20,5,0,1, , ,19,18,16,6,14,2,1,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,2,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,4,3,4,2,2,1,2,2,2,3,2,2,1,2,2,1,2,2,3,3,2,2,2,2,3,3,3,2
