pid,hid,housenum,p15wt,p15wt2,KMPS10,KMPS11,KMPS19,p10ans,p11ans,p12ans,p13ans,p14ans,p15ans,p16ans,p17ans,p18ans,p19ans,p20ans,p15rep,p15housenum,p15area,p15area_siz,p15hhldsiz,p15fly_typ,p15houstyp,p15rel,p15gender,p15byear,p15age,p15age1,p15school,p15school1,p15school2,p15school4,p15school6,p15school8,p15school9,p15school10,p15school12,p15school13,p15school14,p15school16,p15school17,p15mar,p15income1,p15income,p15job1,p15job2,p15job3,p15job4,p15relig1,p15relig2,p15relig3,p15a01001,p15a01002,p15a02001,p15a03001,p15a04001,p15a03002,p15a03003,p15a03004,p15a03005,p15a03006,p15a03007,p15a03008,p15a03009,p15a03010,p15a03016,p15a03017,p15a03018,p15a03019,p15a03020,p15a03021,p15a03022,p15a03023,p15c01001,p15c01002,p15c01003,p15c01004,p15c02001,p15c02002,p15c03001,p15c03002,p15c08001,p15c05011,p15c05012,p15c05013,p15c05014,p15c05001,p15c05002,p15c05003,p15c05004,p15c05005,p15c05006,p15c05007,p15c05008,p15c05009,p15c05010,p15c05015,p15c05016,p15c05017,p15c06006,p15c06007,p15c06008,p15c06012,p15c06009,p15c06013,p15c06010,p15c06011,p15c07001,p15c07002,p15c07003,p15c07004,p15c07005,p15c07006,p15c07007,p15c07008,p15d01001,p15d01002,p15d01003,p15d02001,p15d02002,p15d02003,p15d06002,p15d06003,p15d06011,p15d06004,p15d06005,p15d06006,p15d06012,p15d06013,p15d06007,p15d06008,p15d06009,p15d06010,p15d08001,p15d22001,p15d10001,p15d11001,p15d12001,p15d08002,p15d08004,p15d13001,p15d13010,p15d14001,p15d14002,p15d14003,p15d14004,p15d14005,p15d14006,p15d14007,p15d14008,p15d14009,p15d14010,p15d14011,p15d14012,p15d14013,p15d14014,p15d23001,p15d23002,p15d23007,p15d23003,p15d23004,p15d23005,p15d23006,p15h01001,p15h01002,p15h01003,p15h01004,p15h01005,p15h01006,p15h01007,p15h01008,p15h01009,p15h01010,p15h01011,p15h01012,p15h01013,p15h01014,p15h01015,p15h01016,p15h01017,p15h01018,p15h01019,p15h01020,p15h01021,p15h01022,p15h01023,p15h01024,p15h01025
25460001,254600,1,1.49927117,1.9753763, ,0, ,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,2,3,1,1,2,1959,6,56,4,3,5, , , , , , , , , , ,4,4,4,1,1,39, ,2, , ,1,1,0,1,0,3, ,1, ,2, ,1, ,2,2015, ,4, ,15, , , ,48,5,10,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,5,2,75,11,0,1, , ,3,6,11,2,1,6,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,4,4,3,2,3,2,2,3,3,3,3,2,2,3,3,3,2,4,4,3,3,2,2,3,3,3,2,3
25460002,254600,2,1.797166066,3.470387057, ,0, ,0,1,1,1,1,1,1,1,1,0,0,0,2,1,1,2,3,1,3,2,1985,4,30,5,4,5, , , , , , , , , , ,1,6,5,1,1,31, ,2, , ,1,1,0,1,0,3, ,1, ,2, ,1, ,5,2015, ,4, ,4, , , ,70,8,15,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,10,3,150,11,5,2,400,11,3,16,17,3,6,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,2,3,3,3,4,3,3,5,3,3,2,1,1,2,2,4,4,5,5,5,5,5,3,3,2,4,4,3,3,2,3,3,4,4,3,3,3,2,2,2,3,4,4,3,3,3,2
25470001,254700,1,0.918503354,1.497363157, ,0, ,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,3,3,1,1,1,1972,5,43,5,4,5, , , , , , , , , , ,2,10,7,1,1,14, ,2, , ,1,1,0,1,0,3, ,1, ,2, ,1, ,2,2014, ,4, ,3, , , ,5,1,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,5,2,6,2,1,1,5,2,4,5,17,1,2,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,2,3,3,4,3,1,2,2,1,1,1,2,3,2,2,5,5,5,4,5,5,4,4,4,3,3,3,3,3,2,2,2,4,4,3,3,4,4,3,3,2,2,3,3,4,4,3
25470002,254700,2,0.781844542,1.040251841, ,0, ,1,1,1,1,1,1,1,1,1,0,0,0,2,1,1,3,3,1,2,2,1975,5,40,5,4,5, , , , , , , , , , ,2,1,1,2, , ,2,2, , ,1,1,0,1,0,3, ,1, ,2, ,3, ,49,2015, ,4, ,15, , , ,35,4,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,10,3,10,3,1,1,10,3,10,8,13,1,6,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3, ,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,1,3,3,3,2,2,2,2,3,3,3,2,2,2,3,4,2,3,3,2,2,3,3
25470003,254700,3,0.830922202,1.912746894, ,0, ,1,1,1,1,1,1,1,1,1,0,0,0,3,1,1,3,3,1,3,2,2002,2,13,3,2,1, ,1, , , , , , , , ,1,1,1,2, , ,1,2, , ,2,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,2,1,2,1,0,1, , , , , ,4,5,14,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2, ,2,2,3,1,1,1,1,1,3,3,1,1,1,1,1,1,4,3,3,3,3,3,3,3,3,1,2,2,2,3,3,2,2,3,3,3,2,3,3,4,3,2,2,2,3,3,3,2
25470004,254700,4,1.011958454,2.13272806, ,0, ,0,1,1,1,1,1,1,1,1,0,0,0,4,1,1,3,3,1,3,2,2005,2,10,2,1,1,4, , , , , , , , , ,1,1,1,2, , ,1,2, , ,2,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,13,3,4,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , 
25480001,254800,1,4.020327531,5.727029805, ,1, ,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,5,1,1,2,1989,3,26,5,4,5, , , , , , , , , , ,1,5,4,1,1,42, ,2, , ,1,1,0,1,0,3, ,1, ,2, ,2, ,19,2014, ,4, ,11, , , ,68,7,10,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,3,1,30,7,2,1,60,11,16,11,19,12,6,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,3,3,4,3,3,2,1,1,1,1,1,1,3,2,4,3,2,2,3,4,3,3,2,3,4,3,3,4,3,3,3,3,3,4,4,3,3,4,3,2,2,3,4,3,3,3
25480002,254800,2,4.020327531, , ,1, ,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,2,5,1,10,2,1991,3,24,5,4,5, , , , , , , , , , ,1,4,4,1,1,32, ,2, , ,1,1,0,1,0,3, ,1, ,2, ,1, ,8,2015, ,4, ,20, , , ,55,6,15,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,4,1,36,8,1,1,80,11,11,16,5,12,14,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,4,4,3,3,2,2,1,1,1,1,1,1,4,4,4,3,3,4,4,3,3,3,2,3,4,3,3,4,3,3,3,3,3,4,3,3,3,3,2,2,3,4,3,3,3,3
25490001,254900,1,1.663343364,2.573362932, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,3,3,1,1,1965,6,50,5,4,5, , , , , , , , , , ,2,12,8,1,1,23, ,2, , ,1,1,0,1,0,2, ,1, ,1, ,1, ,8,2013, ,4, ,2, , , ,45,5,8,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,2,1,20,5,0,1, , ,9,12,11,1,8,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,3,3,2,3,2,3,3,4,2,3,2,3,3,1,3,4,3,3,4,3,4,2,3,1,2,1,2,3,2,3,3,2,3,3,2,2,2,2,2,3,3,2,3,3,3,2
25490002,254900,2,1.237709753,1.965215446, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,1,1,3,3,3,2,2,1966,5,49,5,4,5, , , , , , , , , , ,2,1,1,2, , ,2,1,2, ,1,1,0,1,0,2, ,1, ,2, ,1, ,7,2013, ,2, ,6, , , ,37,4,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,4,1,32,7,1,1,50,11,10,5,6,6,9,12,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2, , ,1,2,3,2,2,2,3,1,1,1,1,1,1,1,1,1,3,4,3,3,4,3,4,2,2,1,3,3,2,3,2,2,3,2,2,1,1,3,3,2,3,2,2,2,3,2,2,2
25490003,254900,3,1.315402818,3.277509929, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,3,1,1,3,3,3,3,2,1999,2,16,4,3,1, , ,1,1,1, , , , , ,1,1,1,2, , ,1,2, , ,1,1,0,1,0,3, ,2, ,2, ,3, ,66,2014, ,4, ,6, , , ,28,3,5,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,3,1,21,5,0,1, , ,10,17,18,13,9, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,2,4,3,2,2,3,2,1,1,1,1,1,3,4,3,4,3,4,5,4,4,3,3,4,2,3,2,4,4,3,1,1,3,2,3,1,2,3,4,3,3,4,3,3,2,3,3
25500001,255000,1,2.827639881,5.734705595, ,1, ,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,3,1,1,2,1969,5,46,5,4,5, , , , , , , , , , ,4,5,4,1,1,27, ,1,2, ,1,1,0,1,0,1, ,1, ,2, ,1, ,7,2012, ,2, ,1, , , ,37,4,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,4,1,32,7,1,1,50,11,10,5,6,6,9,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,2,3,2,2,3,2,3,1,1,1,1,1,1,1,1,4,3,4,3,4,3,4,2,4,1,2,3,2,2,3,2,3,1,2,3,1,2,2,3,2,2,3,2,2,3,3,3
25500002,255000,2,4.020327531,6.169584, ,1, ,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,2,3,1,3,1,1995,3,20,5,4,1, , , , , ,1,2,2, , ,1,1,1,2, , ,1,2, , ,1,1,0,1,0,2, ,1, ,2, ,2, ,44,2014, ,3, ,9, , , ,39,4,0,1,4, ,1,1,1,0,1,0,1,0,1,2,1,0,1,0,1,2,1,0,1, ,2,2, , , , , , ,4,1,40,9,2,1,60,11,3,12,19,13,14,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,2,5,4,4,3,4,3,2,2,3,3,3,4,5,4,4,5,5,4,4,4,4,4,3,1,2,1,4,3,3,1,1,3,4,3,3,4,4,3,2,3,3,1,4,4,3,3
25510001,255100,1,0.595366252,1.298824633, ,0, ,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,2,2,2,1,1,1931,8,84,3,2,5, , , , , , , , , , ,2,5,4,2, , ,4,1,1, ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,20,3,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,1,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,2,3,3,1,2,3,1,2,2,2,2,1,2,1,3,2,2,2
25510002,255100,2,0.54251996,0.821169708, ,0, ,1,1,1,1,1,1,1,1,1,0,0,0,2,1,1,2,2,2,2,2,1932,8,83,4,3,5, , , , , , , , , , ,2,1,1,2, , ,2,1,1, ,2,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,1,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,2,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1
25520001,255200,1,1.749774946,3.177830827, ,0, ,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,2,1965,6,50,4,3,5, , , , , , , , , , ,4,4,4,1,1,42, ,2, , ,1,1,0,1,0,2, ,1, ,2, ,3, ,55,2014, ,3, ,8, , , ,38,4,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,5,2,65,11,0,1, , ,16,18,19,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3, ,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,4,4,4,4,3,3,3,2,3,3,3,1,1,1,3,3,3,2,2,2,3,3,4,2,3,3,2,2,3
25530001,255300,1,1.651032845,2.645471646, ,0, ,0,1,1,1,1,1,1,1,1,0,0,0,1,8,1,3,3,2,1,1,1973,5,42,4,3,5, , , , , , , , , , ,2,10,7,1,2,44, ,2, , ,1,1,0,1,0,2, ,1, ,2, ,1, ,2,2013, ,2, ,1, , , ,40,5,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,2,1,30,7,0,1, , ,6,9,11,1,2,12,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,2,2,3,3,3,3,2,4,4,3,2,2,2,3,3,2,2,2,3,3,2,2,4,3,3,2,2,3
25530002,255300,2,1.423200236,1.937725426, ,0, ,0,1,1,1,1,1,1,1,1,0,0,0,2,8,1,3,3,2,2,2,1971,5,44,5,4,5, , , , , , , , , , ,2,1,1,2, , ,2,2, , ,1,1,0,1,0,3, ,1, ,2, ,1, ,1,2015, ,4, ,4, , , ,40,5,30,4,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,10,3,150,11,3,1,200,11,5,1,9,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3, ,1,2,5,3,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,4,4,3,3,3,4,4,4,3,3,1,1,3,3,2,2,3,3,3,2,2,2,3,3,2,2,2
25530003,255300,3,2.081204255,4.255524909, ,0, ,0,1,1,1,1,1,1,1,1,0,0,0,3,8,1,3,3,2,3,1,2004,2,11,2,1,1,5, , , , , , , , , ,1,1,1,2, , ,1,2, , ,1,1,0,1,0,2, ,1, ,2, ,1, ,1,2012, ,4, ,1, , , ,30,4,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,2,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,2,1,3,9,4,5,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , 
25550001,255500,1,1.164112708,4.249076226, ,1, ,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,3,1,1,1,1967,5,48,4,3,5, , , , , , , , , , ,2,6,5,1,3,43, ,2, , ,1,1,0,1,0,3, ,1, ,2, ,2, ,25,2014, ,4, ,10, , , ,49,5,9,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,7,2,60,11,1,1,40,9,11,5,16,6,8,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,3,1,2,5,4,5,2,2,1,2,1,1,1,3,3,3,3,4,3,3,4,4,3,4,3,4,2,3,3,4,3,3,3,3,2,3,2,3,3,2,3,3,3,3,2,3,3,2,2
25550002,255500,2,0.990911098,3.43287714, ,1, ,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,3,3,1,2,2,1969,5,46,4,3,5, , , , , , , , , , ,2,4,4,1,1,52, ,1,2, ,1,1,0,1,0,3, ,1, ,2, ,2, ,19,2014, ,4, ,11, , , ,68,7,11,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,1,1,10,3,0,1, , ,16,11,14,12,6,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4, ,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,3,4,3,4,4,4,4,3,4,2,3,4,4,4,3,4,4,3,3,3,4,4,3,4,2,4,3,4,3,3
25560001,255600,1,1.282125849, , ,1, ,0,1,0,1,1,1,1,1,1,1,1,0,1,8,1,1,1,1,1,1,1980,4,35,5,4,5, , , , , , , , , , ,1,8,6,1,1,32, ,2, , ,1,1,0,1,0,2, ,1, ,2, ,1, ,5,2013, ,3, ,1, , , ,69,7,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,4,1,40,9,0,1, , ,1,9,11,1,3,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,4,3,3,3,3,2,3,4,4,4,3,2,3,2,3,3,3,2,3,4,3,3,3,3,2,3,3,4
25570001,255700,1,1.926500377,2.50391255, ,1, ,1,1,1,1,1,1,1,1,1,1,1,0,1,8,1,3,3,2,1,1,1962,6,53,6,5,5, , , , , , , , , , ,2,18,8,1,1,25, ,1,2, ,1,1,0,1,0,3, ,1, ,2, ,1, ,4,2014, ,4, ,6, , , ,70,8,18,2,1, ,2, ,2,20,5,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,4,1,20,5,0,1, , ,11,8,9,1,2,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,3,1,3,1,3,2,2,1,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2
25570002,255700,2,1.451699187,1.857962218, ,1, ,1,1,1,1,1,1,1,1,1,1,1,0,2,8,1,3,3,2,2,2,1972,5,43,5,4,5, , , , , , , , , , ,2,3,3,1,3,25, ,2, , ,1,1,0,1,0,3, ,1, ,2, ,1, ,2,2014, ,4, ,2, , , ,45,5,0,1,1, ,2, ,2,20,5,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,4,1,20,5,0,1, , ,11,9,5,13,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,3,1,3,1,3,3,3,1,1,3,1,2,1,2,2,3,3,3,2,2,2,3,2,3
25570003,255700,3,1.525651264,4.653838685, ,1, ,1,1,1,1,1,1,1,1,1,1,1,0,3,8,1,3,3,2,3,1,2001,2,14,3,2,1, ,2, , , , , , , , ,1,1,1,2, , ,1,2, , ,1,1,0,1,0,3, ,1, ,2, ,1, ,2,2014, ,4, ,11, , , ,45,5,0,1,4, ,2, ,2,20,5,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,4,1,20,5,0,1, , ,3,11,16,13,9,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,3,1,3,1,3,3,3,1,1,3,1,2,1,2,2,3,3,3,2,2,2,3,2,3
25570004,255700,4,2.122879444, , ,1, ,0,1,0,0,1,1,1,1,1,1,1,0,4,8,1,3,3,2,3,1,2005,2,10,2,1,1,4, , , , , , , , , ,1,1,1,2, , ,1,2, , ,1,1,0,1,0,3, ,1, ,2, ,1, ,1,2014, ,4, ,8, , , ,35,4,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,4,1,20,5,0,1, , ,3,11,16,13,9,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,6, ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , 
25580001,255800,1,1.678745687,2.501372046, ,1, ,1,1,1,1,1,1,1,1,1,1,1,0,1,8,1,1,1,3,1,2,1979,4,36,4,3,5, , , , , , , , , , ,4,6,5,1,1,42, ,2, , ,1,1,0,1,0,3, ,1, ,2, ,3, ,50,2015, ,4, ,12, , , ,45,5,20,3,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,5,2,50,11,0,1, , ,11,18,19,6,13,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,4,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,1,3,2,3,2,2,2,3,3,3,3,3,3,3,3,4,3,3,2,2,2,3,3
25590001,255900,1,1.211089507,2.723604588, ,0, ,0,1,1,1,1,1,1,1,1,0,0,0,1,8,1,3,3,2,1,1,1970,5,45,5,4,3, , , , , , , , , , ,2,13,8,1,2,82, ,1,1, ,1,1,0,1,0,3, ,1, ,2, ,1, ,11,2014, ,4, ,7, , , ,72,8,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,4,1,36,8,0,1, , ,3,19,4,10,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,7,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,3,3,5,5,4,3,1,4,1,4,4,4,1,1,2,2,3,1,2,2,2,4,2,2,1,2,2,2,2
25590002,255900,2,1.043966434,1.598733589, ,0, ,0,1,1,1,1,1,1,1,1,0,0,0,2,8,1,3,3,2,2,2,1974,5,41,5,4,5, , , , , , , , , , ,2,13,8,2, , ,2,1,1, ,1,1,0,1,0,3, ,1, ,2, ,1, ,1,2013, ,4, ,10, , , ,32,4,5,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,1, , ,2,1,0,1,8,2,72,11,0,1, , ,10,19,3,1,6,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3, ,1,2,2,1,2,1,1,1,1,1,1,1,1,3,2,1,4,4,4,5,4,5,5,3,3,1,4,1,3,2,3,1,1,3,2,3,1,3,3,3,3,2,1,1,2,3,3,2
25590003,255900,3,1.109497914, , ,0, ,0,1,0,1,1,1,1,1,1,0,0,0,3,8,1,3,3,2,3,2,2001,2,14,3,2,1, ,2, , , , , , , , ,1,1,1,2, , ,1,2, , ,1,1,0,1,0,2, ,1, ,2, ,1, ,7,2013, ,4, ,8, , , ,34,4,10,2,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,6,2,42,9,0,1, , ,11,10,17,6,13,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,3, ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,4,5,3,3,1,4,2,3,3,3,1,1,2,2,3,2,3,2,2,3,2,2,1,2,2,2,2
25590004,255900,4,1.526635065, , ,0, ,0,1,0,1,1,1,1,1,1,0,0,0,4,8,1,3,3,2,3,1,2004,2,11,2,1,1,5, , , , , , , , , ,1,1,1,2, , ,1,2, , ,1,1,0,1,0,2, ,1, ,2, ,1, ,7,2013, ,4, ,8, , , ,34,4,10,2,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,6,2,42,9,0,1, , ,3,19,17,5,13,8,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , 
25610001,256100,1,1.766712025,2.243690064, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,8,1,3,3,3,1,1,1957,6,58,4,3,5, , , , , , , , , , ,2,5,4,1,1,14, ,2, , ,1,1,0,1,0,1, ,1, ,2, ,1, ,2,2013, ,4, ,1, , , ,38,4,20,3,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,2,1,20,5,0,1, , ,3,18,10,9,2,13,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,4, ,1,2,2,2,2,2,3,3,1,1,3,3,2,2,2,2,4,3,4,4,3,4,4,4,4,3,3,2,3,3,2,2,2,3,2,2,3,4,3,2,2,3,2,2,2,3,3,3
25610002,256100,2,1.543029076,1.384266996, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,8,1,3,3,3,2,2,1962,6,53,4,3,5, , , , , , , , , , ,2,5,4,1,1,44, ,1,1, ,1,1,0,1,0,3, ,1, ,2, ,1, ,2,2015, ,4, ,12, , , ,57,6,10,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,4,1,50,11,1,1,70,11,10,5,16,9,6,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4, ,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,4,3,4,2,3,4,4,3,3,4,3,2,4,3,3,4,3,3,4,4,3,2,4,3,3,4,4,3,2,3,3,3
25610003,256100,3,2.325911668,4.060740545, ,1, ,0,1,1,1,1,1,1,0,1,1,1,0,3,8,1,3,3,3,3,1,1984,4,31,4,3,5, , , , , , , , , , ,1,5,4,1,1,39, ,2, , ,1,1,0,1,0,1, ,1, ,2, ,1, ,2,2013, ,4, ,1, , , ,45,5,19,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,2,1,0,1,0,1, ,2,2, , , , , , ,3,1,30,7,1,1,100,11,13,16,17,1,14,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4, ,1,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,4,3,4,2,3,4,4,3,3,4,3,2,4,3,3,4,3,3,4,4,3,2,4,3,3,4,4,3,2,3,3,3
