pid,hid,housenum,p20ans,p21ans,p20area,p20area_siz,p20hhldsiz,p20gender,p20age1,p20school,p20mar,p20income1,p20job1,p20job2,p20relig1,ott_yes,ott_freq,ott_score,sns_yes,sns_freq_1,sns_freq_2,sns_freq_3,sns_freq_4,sns_score_1,sns_score_1,sns_score_1,sns_score_1,sns_score_all,p20d25040,p20d25041,p20d25042,p20d25043,p20d25044,p20d25045,p20d25046,p20d25047,p20d25048,p20d25049,p20d25050,p20d25051,p20d25052,p20d25053,p20d25054,p20d25055,p20d25056,p20d25057,p20d25058,p20d25059,p20d25060,pc_ability,p20d25061,p20d25062,p20d25063,p20d25064,p20d25065,p20d25066,p20d25067,p20d25068,p20d25070,p20d25071,p20d25072,p20d25073,p20d25074,p20d25075,p20d25076,p20d25077,p20d25078,p20d25079,p20d25080,p20d25081,p20d25082,p20d25083,p20d25084,p20d25085,p20d25086,smart_ability,p20h01001,p20h01002,p20h01003,p20h01004,p20h01005,p20h01006,p20h01007,p20h01008,p20h01009,p20h01010,esteem
109410004,1094100,4,1,1,8,1,3,1,12,2,1,1,2, ,2,1,2,8,1,1,7,9,7,9,3,1,3,4,4,4,4,4,4,4,3,3,1,2,3,3,4,4,4,4,4,4,3,3,2,3.380952381,4,4,4,4,4,4,4,4,4,3,1,3,3,3,4,4,4,4,3,3,3,4,3,3,3,3.48, , , , , , , , , , ,#VALUE!
109540001,1095400,1,1,1,8,1,3,1,35,5,2,7,1,1,2,1,5,5,1,4,4,5,5,6,6,5,5,5.5,5,5,5,4,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,4,3,4.666666667,5,5,5,5,4,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,4,3,4,4.68,3,3,3,4,4,3,3,3,4,3,24
109540002,1095400,2,1,1,8,1,3,2,32,5,2,7,1,1,2,1,1,9,1,7,7,7,7,3,3,3,3,3,5,5,4,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,4,5,4.714285714,5,5,5,5,5,5,5,4,5,5,3,3,3,3,5,5,5,5,5,5,5,5,4,4,4,4.52,3,3,3,4,3,3,3,2,3,3,27
109550001,1095500,1,1,1,8,1,3,1,39,5,2,9,1,1,2,1,2,8,1,4,5,6,5,6,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4.952380952,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,3,5,5,3,3,4.64,3,4,1,4,1,3,3,3,1,1,35
109550002,1095500,2,1,1,8,1,3,2,38,5,2,1,2, ,2,1,1,9,1,1,2,9,6,9,8,1,4,5.5,5,5,5,5,5,4,5,4,5,5,5,5,4,5,4,4,4,4,5,5,5,4.666666667,5,5,5,5,5,4,5,5,5,3,5,5,3,3,5,5,4,4,5,5,5,5,3,3,3,4.4,3,3,1,3,2,3,3,3,1,1,32
109550003,1095500,3,1,1,8,1,3,1,10,2,1,1,2, ,2,1,6,4,2, , , , ,0,0,0,0,0,3,3,1,1,1,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.571428571,5,5,5,5,5,5,4,4,4,4,1,1,1,1,1,1,1,1,5,1,4,1,1,1,1,2.72, , , , , , , , , , ,#VALUE!
109560001,1095600,1,1,1,8,1,3,1,49,5,2,9,1,1,2,1,5,5,1,7,7,7,7,3,3,3,3,3,4,4,4,3,3,4,3,4,4,4,4,4,3,3,3,4,3,4,3,4,4,3.619047619,5,5,4,4,5,5,4,5,4,4,4,5,5,5,5,4,4,4,5,5,4,4,4,4,5,4.48,2,2,2,1,2,2,1,1,2,2,24
109560002,1095600,2,1,1,8,1,3,2,46,5,2,5,1,1,2,1,3,7,1,7,7,7,7,3,3,3,3,3,3,4,3,3,4,4,3,3,3,4,3,4,3,3,3,3,4,4,3,4,3,3.380952381,3,3,3,2,2,3,3,4,3,3,2,2,3,3,2,2,2,3,3,3,2,2,2,3,3,2.64,3,3,3,2,2,3,3,2,3,2,27
109560003,1095600,3,1,1,8,1,3,1,19,5,1,1,2, ,2,1,3,7,1,1,4,7,4,9,6,3,6,6,5,5,4,5,4,4,5,4,4,5,4,4,5,4,4,3,4,4,3,4,4,4.19047619,5,5,4,5,5,5,5,4,5,4,5,5,5,4,4,4,5,5,5,4,4,5,4,4,5,4.6,2,2,3,3,2,3,2,3,4,3,22
109570001,1095700,1,1,1,8,1,3,1,48,4,2,5,1,1,1,1,6,4,1,7,7,7,7,3,3,3,3,3,4,4,3,4,4,3,3,3,4,4,3,3,4,4,4,4,3,4,3,4,4,3.619047619,4,5,5,5,4,4,4,5,4,5,4,4,4,5,5,4,5,4,4,3,4,3,3,4,4,4.2,3,3,2,2,2,3,2,3,2,2,27
109570002,1095700,2,1,1,8,1,3,2,46,5,2,5,1,1,1,1,5,5,1,6,6,7,7,4,4,3,3,3.5,4,4,5,4,4,5,4,4,4,4,5,4,5,4,4,5,4,5,5,4,4,4.333333333,4,4,5,5,4,5,5,5,4,4,5,4,4,5,4,4,5,4,5,4,4,3,3,4,4,4.28,3,3,3,2,3,3,2,2,3,2,25
109580001,1095800,1,1,1,8,1,3,1,54,5,2,11,1,1,1,1,3,7,2, , , , ,0,0,0,0,0,5,5,5,5,4,5,3,5,4,5,5,3,5,5,5,4,4,5,3,5,5,4.523809524,5,5,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,3,4,5,5,5,5,4.72,3,3,1,4,1,3,3,2,1,1,35
109580002,1095800,2,1,1,8,1,3,2,52,5,2,1,2, ,1,1,2,8,2, , , , ,0,0,0,0,0,5,4,5,5,4,4,5,5,4,3,5,4,5,5,4,5,5,5,5,4,3,4.476190476,4,5,4,5,3,5,4,4,5,5,4,5,5,5,4,4,3,5,5,5,5,3,3,4,4,4.32,4,3,1,2,2,3,3,2,1,1,33
109580003,1095800,3,1,1,8,1,3,1,23,5,1,1,2, ,1,1,1,9,1,1,5,4,1,9,5,6,9,7.25,5,5,4,5,5,3,5,5,5,5,4,4,5,3,5,5,5,5,4,3,5,4.523809524,5,5,3,5,5,5,5,3,5,5,4,4,5,4,5,5,5,4,5,3,5,5,5,5,4,4.56,4,4,1,3,2,3,3,3,1,1,34
109590001,1095900,1,1,1,8,1,3,1,39,5,2,7,1,1,1,1,5,5,1,4,4,4,4,6,6,6,6,6,4,4,4,4,5,5,5,4,4,4,4,3,3,3,3,3,4,4,3,3,3,3.761904762,4,4,4,4,5,5,5,5,4,4,5,5,4,4,4,4,4,4,5,5,4,4,4,5,4,4.36,3,2,3,2,2,2,3,3,3,3,23
109590002,1095900,2,1,1,8,1,3,2,38,5,2,5,1,1,1,1,5,5,1,4,4,7,7,6,6,3,3,4.5,3,3,4,4,3,3,4,4,4,4,4,4,3,3,3,3,3,4,4,3,3,3.476190476,3,3,3,4,4,3,4,3,3,3,3,3,3,4,4,4,4,4,3,3,4,3,4,3,3,3.4,2,2,2,2,3,2,3,2,2,2,25
109590003,1095900,3,1,1,8,1,3,1,11,2,1,1,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,5,5,1,1,1,5,2,2,1,1,1,1,5,1,1,1,2,3,1,2,2,2.095238095,5,5,4,4,5,5,5,2,5,3,1,1,1,1,5,1,1,1,5,2,5,1,2,2,2,2.96, , , , , , , , , , ,#VALUE!
109600001,1096000,1,1,1,8,1,3,2,63,4,4,5,1,1,1,1,5,5,1,7,7,7,7,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,2,2,3,3,2,1,1,1,1,1,1,1.666666667,3,3,3,3,3,2,1,1,2,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,1.76,3,3,3,2,3,3,3,2,2,3,26
109600002,1096000,2,1,1,8,1,3,1,30,5,1,7,1,1,1,1,4,6,1,4,4,4,4,6,6,6,6,6,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,4,4,5,5,4,4.761904762,5,5,5,5,5,5,5,5,4,5,4,5,5,3,5,5,5,5,4,4,5,5,4,4,4,4.64,3,3,2,3,3,2,2,2,3,3,25
109600003,1096000,3,1,1,8,1,3,2,27,5,1,5,1,1,1,1,5,5,1,4,4,3,3,6,6,7,7,6.5,4,4,4,5,4,4,4,5,4,5,4,5,5,5,5,5,5,4,4,5,5,4.523809524,4,4,5,5,5,4,5,5,5,4,4,4,4,5,4,5,4,4,5,5,4,4,4,4,5,4.44,3,3,2,2,3,2,3,2,2,3,26
109610001,1096100,1,1,1,8,1,3,1,36,5,2,7,1,1,1,1,4,6,1,4,4,4,4,6,6,6,6,6,5,5,5,5,4,5,4,4,5,5,5,5,5,4,4,4,5,4,4,4,4,4.523809524,5,5,5,5,5,4,4,4,5,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4.36,3,3,3,3,3,3,3,2,2,3,27
109610002,1096100,2,1,1,8,1,3,2,34,5,2,1,2, ,1,1,1,9,1,1,3,9,1,9,7,1,9,6.5,5,5,5,3,5,5,5,5,5,4,4,3,5,5,5,5,5,3,5,5,4,4.571428571,5,4,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,3,5,5,5,4,3,4,5,4.6,4,4,1,3,2,4,4,4,1,1,35
109620001,1096200,1,1,1,8,1,3,1,56,4,2,7,1,1,2,1,6,4,1,5,5,7,6,5,5,3,4,4.25,2,2,4,3,3,3,3,3,4,1,2,2,1,1,1,1,1,1,1,1,1,1.952380952,4,4,4,4,3,4,4,3,3,3,4,1,2,2,1,1,1,1,3,2,2,2,2,2,2,2.56,4,4,1,3,1,4,4,4,1,1,36
109620002,1096200,2,1,1,8,1,3,2,54,4,2,1,2, ,2,1,4,6,2, , , , ,0,0,0,0,0,4,4,1,3,3,3,3,2,3,3,2,2,4,4,4,4,2,2,2,2,2,2.80952381,5,5,5,5,5,3,3,3,3,2,4,4,2,2,5,5,5,5,5,2,5,2,3,2,2,3.68,3,3,1,3,2,3,3,3,1,1,32
109630001,1096300,1,1,1,8,1,3,1,47,5,2,9,1,1,2,1,6,4,1,6,6,6,6,4,4,4,4,4,4,4,4,4,5,5,5,4,5,4,4,4,5,5,5,5,5,4,4,4,5,4.476190476,5,5,5,5,4,5,4,4,5,5,4,4,4,4,5,5,5,5,5,4,4,4,4,5,4,4.52,3,3,2,2,3,2,2,2,3,3,24
109630002,1096300,2,1,1,8,1,3,2,44,4,2,5,1,1,2,1,5,5,1,6,6,6,6,4,4,4,4,4,4,4,5,4,5,5,5,4,5,4,5,4,4,4,5,5,4,5,4,5,5,4.523809524,4,4,4,5,4,5,4,4,4,4,4,3,5,5,5,4,4,4,4,3,4,4,4,5,4,4.16,3,3,3,2,3,2,2,2,3,2,24
109630003,1096300,3,1,1,8,1,3,1,15,3,1,1,2, ,2,1,5,5,2, , , , ,0,0,0,0,0,5,5,2,3,4,5,3,1,1,1,1,1,4,2,2,2,1,1,1,1,1,2.238095238,5,5,5,5,5,5,5,5,5,5,1,1,1,1,4,1,1,1,5,2,5,1,1,1,1,3.08,3,2,1,2,1,4,4,3,1,1,33
109630004,1096300,4,1,1,8,1,3,1,13,3,1,1,2, ,2,1,5,5,1,4,7,6,5,6,3,4,5,4.5,5,5,2,4,3,4,4,3,2,4,3,3,2,4,3,3,4,3,2,3,3,3.285714286,5,5,5,5,4,5,5,5,5,5,1,3,4,4,5,4,4,5,5,4,5,4,5,4,4,4.4,3,3,1,1,2,2,3,2,1,1,30
109640001,1096400,1,1,1,8,1,3,1,60,5,2,11,1,1,2,1,5,5,1,6,6,6,6,4,4,4,4,4,5,5,5,5,4,4,3,3,3,3,3,3,5,5,5,5,4,4,4,4,4,4.095238095,5,5,5,4,4,4,5,4,4,4,3,3,3,3,4,4,5,5,5,5,5,5,5,4,4,4.28,2,2,2,3,2,3,2,2,3,2,26
109640002,1096400,2,1,1,8,1,3,2,52,5,2,5,1,1,2,1,5,5,1,7,7,7,7,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,4,3,4,4,4,4,4,3,3,3,3,3.428571429,4,4,3,3,4,3,4,3,3,3,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3.44,3,3,3,3,3,2,2,3,3,3,23
109640003,1096400,3,1,1,8,1,3,2,20,5,1,3,2, ,2,1,4,6,1,4,4,4,4,6,6,6,6,6,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,4,4.80952381,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,5,5,4,4,4,4.72,2,2,2,3,3,3,3,3,2,2,26
109650001,1096500,1,1,1,8,1,2,1,63,5,2,5,1,1,1,1,4,6,1,3,3,5,5,7,7,5,5,6,3,3,3,3,3,3,2,2,1,2,2,2,3,3,2,2,2,1,1,1,1,2.142857143,4,4,4,4,3,3,3,3,3,2,1,2,2,1,3,3,2,2,3,3,2,2,2,2,2,2.6,2,2,2,3,2,3,2,2,2,3,26
109650002,1096500,2,1,1,8,1,2,2,60,4,2,1,2, ,1,1,5,5,2, , , , ,0,0,0,0,0,2,2,1,2,2,2,1,1,1,1,2,2,3,3,2,1,1,1,1,1,2,1.619047619,3,3,3,2,3,2,2,2,2,3,2,3,3,3,3,3,3,2,2,2,2,3,3,2,2,2.52,3,2,2,2,3,2,2,3,3,3,22
109660001,1096600,1,1,1,8,1,3,1,41,5,2,9,1,1,1,1,6,4,1,4,4,4,4,6,6,6,6,6,4,4,4,4,3,4,4,4,3,3,4,4,3,4,3,4,4,3,4,4,4,3.714285714,5,5,5,5,5,4,5,5,5,4,4,4,4,4,5,5,5,5,5,5,4,5,5,4,4,4.64,3,3,2,3,2,3,2,2,2,3,28
109660002,1096600,2,1,1,8,1,3,2,40,5,2,5,1,1,2,1,5,5,1,7,7,7,7,3,3,3,3,3,4,4,4,5,5,4,4,4,4,4,5,4,4,4,5,5,4,5,5,5,4,4.380952381,5,5,5,5,4,4,5,5,5,4,5,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4.6,3,3,3,3,2,3,2,3,2,2,27
109660003,1096600,3,1,1,8,1,3,1,10,2,1,1,2, ,2,1,4,6,1,3,3,3,1,7,7,7,9,7.5,1,4,2,2,2,2,3,3,2,1,1,3,3,3,3,3,3,2,2,1,2,2.285714286,4,4,4,4,4,3,3,3,3,2,1,1,2,2,3,3,3,3,3,2,2,1,1,1,1,2.52, , , , , , , , , , ,#VALUE!
109670001,1096700,1,1,1,8,1,3,1,51,5,2,9,1,1,2,1,4,6,1,4,4,4,4,6,6,6,6,6,4,5,5,4,4,5,4,5,5,5,5,4,4,4,4,4,4,4,4,3,3,4.238095238,4,4,4,5,5,5,5,5,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,4,3,3,2,3,3,3,25
109670002,1096700,2,1,1,8,1,3,2,50,5,2,5,1,1,2,1,5,5,1,7,7,7,7,3,3,3,3,3,3,3,3,4,3,3,3,3,2,2,2,3,3,3,3,2,2,2,2,2,2,2.619047619,4,4,4,4,3,4,4,4,3,3,3,3,3,3,4,4,4,3,3,2,2,3,3,3,3,3.32,2,2,3,2,3,2,2,2,2,3,22
109670003,1096700,3,1,1,8,1,3,1,21,5,1,2,2, ,1,1,1,9,1,6,6,6,6,4,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,4,4,4.761904762,5,5,5,5,4,5,5,5,5,5,5,5,5,3,5,5,4,5,5,5,5,5,3,5,3,4.68,2,2,2,3,2,2,2,2,2,3,25
109670004,1096700,4,1,1,8,1,3,1,19,4,1,1,2, ,1,1,4,6,1,7,7,7,7,3,3,3,3,3,5,5,5,5,5,5,5,4,3,4,5,5,5,5,5,5,5,4,5,4,4,4.666666667,5,5,5,5,5,5,5,5,5,5,3,3,3,3,5,5,4,4,4,3,4,4,3,3,3,4.16,3,3,2,2,3,3,3,3,2,3,26
109690001,1096900,1,1,1,8,1,3,1,44,5,2,9,1,1,2,1,4,6,1,4,4,4,3,6,6,6,7,6.25,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,4,4,4,4,5,5,4.619047619,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,4,4,4,4,5,1,4.56,2,2,3,2,3,2,2,2,3,3,21
109690002,1096900,2,1,1,8,1,3,2,42,5,2,5,1,1,1,1,5,5,1,7,7,7,7,3,3,3,3,3,4,4,4,4,4,3,3,4,4,4,4,4,3,3,3,4,3,3,3,3,4,3.571428571,4,4,4,4,4,4,3,3,4,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3.6,2,2,3,3,3,3,2,2,3,3,23
109690003,1096900,3,1,1,8,1,3,1,13,3,1,1,2, ,2,1,5,5,1,5,5,5,7,5,5,5,3,4.5,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2.619047619,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3.04,2,2,2,3,2,3,2,3,3,3,24
109700002,1097000,2,1,1,8,1,3,2,35,5,2,1,2, ,2,1,3,7,1,4,7,7,7,6,3,3,3,3.75,5,5,5,4,4,5,4,5,4,4,4,5,4,4,5,4,4,4,5,4,3,4.333333333,5,5,4,4,4,5,4,4,4,5,4,4,4,5,5,4,4,5,5,5,4,3,3,4,3,4.24,2,2,3,2,3,2,2,2,3,2,22
109700003,1097000,3,1,1,8,1,3,1,10,2,1,1,2, ,2,1,5,5,2, , , , ,0,0,0,0,0,2,4,3,3,2,2,3,3,1,1,1,1,3,3,3,3,3,3,1,1,2,2.285714286,3,3,2,2,3,3,3,4,3,2,1,1,1,1,2,2,1,1,2,2,1,2,2,1,1,1.96, , , , , , , , , , ,#VALUE!
109710001,1097100,1,1,1,8,1,3,1,62,5,2,9,1,1,1,1,2,8,1,4,4,4,7,6,6,6,3,5.25,3,3,3,4,4,4,3,4,4,4,4,4,3,3,3,4,4,4,3,4,3,3.571428571,4,4,4,3,3,4,3,4,3,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3.72,2,2,2,2,3,2,2,2,3,3,22
109710002,1097100,2,1,1,8,1,3,2,55,5,2,5,1,1,1,1,5,5,1,7,7,7,7,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,3,3,3,3,4,4,4,3,4,3,3,3.380952381,4,4,4,3,4,3,4,3,3,4,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,3.44,3,2,3,2,2,2,3,3,3,2,24
109710003,1097100,3,1,1,8,1,3,2,30,5,1,5,1,1,2,1,4,6,1,6,6,7,7,4,4,3,3,3.5,4,4,3,4,5,5,4,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3.619047619,4,4,4,5,5,5,4,4,5,3,3,4,3,3,4,5,5,5,4,4,4,4,4,3,3,4.04,2,2,3,2,2,3,2,2,2,2,25
109720001,1097200,1,1,1,8,1,3,1,36,5,2,7,1,1,2,1,4,6,1,4,4,4,4,6,6,6,6,6,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,4,4,4,4.761904762,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,5,5,5,5,5,5,4,4,4,4.72,2,2,2,3,2,3,2,3,2,2,26
109720002,1097200,2,1,1,8,1,3,2,32,5,2,5,1,1,2,1,5,5,1,4,4,4,4,6,6,6,6,6,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,5,5,4,4,4,4,4.666666667,5,5,5,5,5,5,5,4,4,5,4,4,3,3,5,4,4,4,5,5,4,4,3,4,3,4.28,3,2,2,2,3,2,3,2,2,2,26
109730002,1097300,2,1,1,8,1,3,2,46,5,2,5,1,1,1,1,5,5,1,6,6,6,6,4,4,4,4,4,3,3,3,3,4,3,4,4,4,4,3,3,3,3,3,3,3,4,3,4,3,3.333333333,3,3,3,3,3,3,4,3,4,4,4,3,3,3,3,3,4,4,4,3,3,3,3,3,4,3.32,2,3,2,2,2,3,3,2,2,3,27
109780001,1097800,1,1,1,8,1,3,1,59,4,2,7,1,1,2,1,6,4,1,7,7,7,7,3,3,3,3,3,4,4,3,3,3,4,3,3,4,4,3,3,5,4,5,4,3,3,2,2,2,3.380952381,5,4,5,5,4,4,3,3,4,3,4,4,3,3,5,5,4,5,4,4,4,2,3,3,3,3.84,3,3,1,3,1,4,4,3,1,1,35
109780002,1097800,2,1,1,8,1,3,2,56,5,2,1,2, ,1,1,6,4,1,7,7,7,7,3,3,3,3,3,3,3,2,2,3,3,2,2,3,3,2,2,4,4,3,4,3,2,2,2,2,2.666666667,5,4,5,5,4,4,3,3,4,3,4,4,3,3,5,4,4,5,4,3,2,2,3,3,2,3.64,3,4,1,3,1,3,4,3,1,1,35
109780003,1097800,3,1,1,8,1,3,1,34,5,1,6,1,1,2,1,5,5,1,6,6,6,6,4,4,4,4,4,5,4,4,3,4,5,4,3,5,5,4,4,5,4,5,4,4,3,4,4,4,4.142857143,5,5,5,4,5,4,3,3,5,4,5,5,4,4,5,4,5,5,4,3,3,3,4,4,3,4.16,4,4,1,3,1,4,3,4,1,1,35
109780004,1097800,4,1,1,8,1,3,2,32,5,1,6,1,1,2,1,5,5,1,5,5,5,5,5,5,5,5,5,4,4,3,3,4,5,4,3,5,4,4,3,5,4,5,4,3,3,4,4,4,3.904761905,5,4,5,4,4,5,4,3,5,4,5,4,4,3,5,4,5,4,4,3,4,3,4,4,3,4.08,3,4,1,3,1,4,4,3,1,1,36
109790001,1097900,1,1,1,1,1,3,1,53,4,2,10,1,1,1,1,5,5,1,6,6,6,6,4,4,4,4,4,4,4,3,3,3,4,4,3,5,5,4,4,5,4,5,4,3,3,3,3,3,3.761904762,5,4,4,5,5,4,3,3,4,3,5,4,3,3,5,4,5,4,4,3,3,3,3,3,3,3.8,2,2,1,3,1,2,3,2,1,1,31
109790002,1097900,2,1,1,1,1,3,2,51,4,2,4,1,1,1,1,6,4,1,6,6,6,6,4,4,4,4,4,3,3,2,3,3,4,3,3,4,4,3,3,5,4,5,4,4,2,3,3,3,3.380952381,5,4,5,4,5,4,3,3,4,3,4,4,3,3,5,4,5,4,4,3,3,2,3,3,3,3.72,3,2,1,2,2,3,2,2,1,2,29
109790003,1097900,3,1,1,1,1,3,2,27,5,1,5,1,1,1,1,6,4,1,6,6,6,6,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,3,3,5,5,4,5,3,3,4,4,4,3.761904762,5,4,4,5,5,4,4,3,4,3,4,4,3,3,5,5,5,5,4,3,3,3,4,4,3,3.96,3,3,1,3,1,4,3,3,1,1,34
109790004,1097900,4,1,1,1,1,3,2,25,5,1,5,1,1,1,1,5,5,1,5,5,5,5,5,5,5,5,5,4,4,3,3,3,5,5,3,5,5,4,4,5,5,4,5,4,3,4,4,4,4.095238095,5,5,5,5,5,4,3,3,4,3,4,5,4,4,5,5,5,5,4,3,3,3,4,3,3,4.08,3,4,1,3,1,4,4,3,1,1,36
109800001,1098000,1,1,1,1,1,3,1,50,5,2,11,1,1,2,1,6,4,1,7,7,7,7,3,3,3,3,3,4,4,3,4,3,4,4,3,5,4,3,3,5,4,5,4,4,3,4,4,4,3.857142857,5,5,4,5,5,4,3,4,5,4,4,4,3,3,5,4,5,4,4,4,3,3,4,4,3,4.04,3,4,1,3,1,4,3,3,1,1,35
109800002,1098000,2,1,1,1,1,3,2,48,5,2,1,2, ,2,1,6,4,1,7,7,7,7,3,3,3,3,3,2,2,2,2,1,4,2,2,4,4,3,3,5,4,5,4,3,2,3,3,3,3,5,5,4,4,5,4,3,2,4,3,4,3,2,2,5,4,4,4,3,2,2,2,3,3,2,3.36,3,4,1,3,1,4,4,3,1,1,36
109800003,1098000,3,1,1,1,1,3,1,21,5,1,1,2, ,2,1,5,5,1,6,6,6,6,4,4,4,4,4,5,5,4,3,4,5,4,3,5,5,4,4,5,4,5,4,4,3,3,3,4,4.095238095,5,4,5,4,5,4,4,3,4,3,5,4,3,3,5,4,5,4,4,3,3,3,4,4,3,3.92,3,4,1,3,1,3,3,4,1,1,33
109810001,1098100,1,1,1,8,1,1,2,60,4,3,5,1,1,1,1,1,9,1,8,8,8,8,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,3,3,3,3,1,1,1,1,1,1.571428571,4,4,3,3,4,3,1,1,3,2,1,1,1,1,3,3,3,3,3,1,3,1,1,1,1,2.2,2,2,1,2,1,2,2,2,1,1,29
109820001,1098200,1,1,1,1,1,3,1,59,4,2,8,1,1,2,1,6,4,1,6,7,7,6,4,3,3,4,3.5,4,4,3,3,3,4,3,3,4,4,3,3,5,4,4,5,4,3,3,3,3,3.571428571,5,4,4,5,5,4,3,3,4,3,5,3,3,3,5,4,5,4,4,3,4,2,3,3,3,3.76,3,3,1,4,1,3,3,3,1,1,34
109820002,1098200,2,1,1,1,1,3,2,55,4,2,1,2, ,2,1,6,4,1,7,7,7,7,3,3,3,3,3,3,3,2,2,2,4,2,2,4,3,2,2,4,4,4,4,2,2,2,2,2,2.714285714,5,4,4,5,5,4,2,2,3,2,4,4,3,3,4,4,4,4,3,2,3,2,2,2,2,3.28,3,4,1,4,1,3,4,3,1,1,36
109820003,1098200,3,1,1,1,1,3,2,31,5,1,6,1,1,2,1,6,4,1,6,6,6,4,4,4,4,6,4.5,4,4,2,2,3,3,3,2,4,4,3,3,5,4,4,4,3,3,4,4,3,3.380952381,5,5,5,5,5,4,4,3,4,3,5,5,4,4,5,5,5,5,4,4,3,3,4,4,3,4.24,4,3,1,3,1,4,4,3,1,1,36
109830001,1098300,1,1,1,8,1,3,1,58,5,2,10,1,1,2,1,6,4,1,6,8,6,6,4,2,4,4,3.5,3,3,1,1,2,3,2,2,2,2,2,2,4,3,4,3,3,2,2,2,2,2.380952381,4,4,3,3,4,3,2,2,3,2,2,2,2,2,4,4,4,4,3,2,3,2,2,2,2,2.8,2,2,1,2,1,2,2,2,1,1,29
109830002,1098300,2,1,1,8,1,3,2,55,4,2,1,2, ,2,1,6,4,1,8,8,8,8,2,2,2,2,2,3,3,2,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1.619047619,4,4,3,4,3,3,2,2,3,2,2,2,2,2,4,3,4,3,3,1,3,1,1,1,1,2.52,2,2,1,2,1,2,2,2,1,1,29
109830003,1098300,3,1,1,8,1,3,1,28,4,1,6,1,1,2,1,5,5,1,6,6,6,6,4,4,4,4,4,5,5,4,4,5,5,4,5,5,4,5,4,5,4,4,4,5,3,3,3,3,4.238095238,5,5,4,5,5,4,5,4,4,4,3,3,3,3,5,5,4,5,4,3,3,4,3,3,3,3.96,3,3,1,3,1,3,4,3,1,1,34
109850001,1098500,1,1,1,8,1,3,1,48,5,2,10,1,1,2,1,6,4,1,7,7,7,7,3,3,3,3,3,4,4,3,3,4,4,2,4,4,3,3,3,5,4,5,4,3,3,4,4,3,3.619047619,5,4,5,4,4,3,3,4,5,5,4,4,3,3,5,5,4,5,5,4,4,3,4,4,3,4.08,4,3,1,4,1,4,3,4,1,1,35
109850002,1098500,2,1,1,8,1,3,2,46,5,2,6,1,1,2,1,7,3,1,8,8,8,6,2,2,2,4,2.5,3,3,2,2,3,3,4,4,4,3,3,3,4,4,4,4,3,2,3,3,3,3.19047619,5,5,5,5,5,4,3,3,4,4,5,5,4,4,5,5,5,5,4,3,3,2,3,3,2,4.04,3,3,1,3,1,3,2,3,1,1,32
109850003,1098500,3,1,1,8,1,3,1,20,5,1,1,2, ,2,1,4,6,1,6,6,6,6,4,4,4,4,4,5,5,4,4,4,5,4,4,5,4,3,3,5,4,5,4,4,4,3,3,3,4.047619048,5,4,5,5,4,4,4,4,5,4,5,5,4,4,5,5,4,5,4,4,5,3,4,4,4,4.36,4,4,1,3,1,4,4,3,1,1,37
