id,lat,lon
680,37.52128810 ,126.93249880 
681,37.49478980 ,126.98667140 
682,37.49478980 ,126.98667140 
683,37.52190300 ,126.96319060 
684,37.52599840 ,126.93256290 
685,37.52213130 ,126.93377870 
686,37.52599840 ,126.93256290 
687,37.52213130 ,126.93377870 
688,37.52213130 ,126.93377870 
689,37.52599840 ,126.93256290 
690,37.49478980 ,126.98667140 
691,37.49478980 ,126.98667140 
692,37.49478980 ,126.98667140 
693,37.52599840 ,126.93256290 
694,37.52599840 ,126.93256290 
695,37.52599840 ,126.93256290 
696,37.52599840 ,126.93256290 
697,37.52306020 ,126.93068050 
698,37.52747810 ,126.93029040 
699,37.50423810 ,126.86836840 
700,37.50423810 ,126.86836840 
701,37.49678460 ,126.98686610 
702,37.53134960 ,127.02486370 
703,37.53119810 ,127.02692480 
704,37.53119810 ,127.02692480 
705,37.53119810 ,127.02692480 
706,37.53119810 ,127.02692480 
707,37.53119810 ,127.02692480 
708,37.53119810 ,127.02692480 
709,37.55837580 ,126.97969560 
710,37.55750770 ,126.99658060 
711,37.53134960 ,127.02486370 
712,37.52306020 ,126.93068050 
713,37.53412220 ,126.99807980 
714,37.50423810 ,126.86836840 
715,37.50423810 ,126.86836840 
716,37.50423810 ,126.86836840 
717,37.50423810 ,126.86836840 
718,37.50423810 ,126.86836840 
719,37.50423810 ,126.86836840 
720,37.50423810 ,126.86836840 
721,37.50423810 ,126.86836840 
722,37.50423810 ,126.86836840 
723,37.50423810 ,126.86836840 
724,37.50423810 ,126.86836840 
725,37.50423810 ,126.86836840 
726,37.50423810 ,126.86836840 
727,37.50423810 ,126.86836840 
728,37.50423810 ,126.86836840 
729,37.50423810 ,126.86836840 
730,37.50423810 ,126.86836840 
731,37.56722980 ,127.07891630 
732,37.55910800 ,126.90270270 
733,37.55910800 ,126.90270270 
734,37.51446660 ,126.92537240 
735,37.52306020 ,126.93068050 
736,37.52306020 ,126.93068050 
737,37.50423810 ,126.86836840 
738,37.49629420 ,126.99157950 
739,37.53119810 ,127.02692480 
740,37.53119810 ,127.02692480 
741,37.53119810 ,127.02692480 
742,37.53119810 ,127.02692480 
743,37.53119810 ,127.02692480 
744,37.55750770 ,126.99658060 
745,37.55359110 ,127.01879520 
746,37.52190300 ,126.96319060 
747,37.51804090 ,126.97794310 
748,37.62285550 ,127.05951180 
749,37.50423810 ,126.86836840 
750,37.50423810 ,126.86836840 
751,37.50423810 ,126.86836840 
752,37.50423810 ,126.86836840 
753,37.50423810 ,126.86836840 
754,37.50423810 ,126.86836840 
755,37.50423810 ,126.86836840 
756,37.50423810 ,126.86836840 
757,37.50423810 ,126.86836840 
758,37.51804090 ,126.97794310 
759,37.56694900 ,127.07976640 
760,37.56694900 ,127.07976640 
761,37.56722980 ,127.07891630 
762,37.56694900 ,127.07976640 
763,37.56722980 ,127.07891630 
764,37.55910800 ,126.90270270 
765,37.55910800 ,126.90270270 
766,37.56722980 ,127.07891630 
767,37.56694900 ,127.07976640 
768,37.52306020 ,126.93068050 
769,37.50423810 ,126.86836840 
770,37.50423810 ,126.86836840 
771,37.50423810 ,126.86836840 
772,37.52306020 ,126.93068050 
773,37.53134960 ,127.02486370 
774,37.53134960 ,127.02486370 
775,37.53577040 ,127.05786380 
776,37.55359110 ,127.01879520 
777,37.53412220 ,126.99807980 
778,37.62285550 ,127.05951180 
779,37.62285550 ,127.05951180 
780,37.62285550 ,127.05951180 
781,37.50423810 ,126.86836840 
782,37.50423810 ,126.86836840 
783,37.50423810 ,126.86836840 
784,37.50423810 ,126.86836840 
785,37.50423810 ,126.86836840 
786,37.50423810 ,126.86836840 
787,37.50423810 ,126.86836840 
788,37.50423810 ,126.86836840 
789,37.50423810 ,126.86836840 
790,37.50423810 ,126.86836840 
791,37.50423810 ,126.86836840 
792,37.50423810 ,126.86836840 
793,37.50423810 ,126.86836840 
794,37.50423810 ,126.86836840 
795,37.50423810 ,126.86836840 
796,37.53412220 ,126.99807980 
797,37.56722980 ,127.07891630 
798,37.56694900 ,127.07976640 
799,37.56722980 ,127.07891630 
800,37.55910800 ,126.90270270 
801,37.55910800 ,126.90270270 
802,37.52747810 ,126.93029040 
803,37.52747810 ,126.93029040 
804,37.51446660 ,126.92537240 
805,37.52306020 ,126.93068050 
806,37.51446660 ,126.92537240 
807,37.50695650 ,126.96247210 
808,37.52045280 ,127.03214830 
809,37.53119810 ,127.02692480 
810,37.53134960 ,127.02486370 
811,37.53134960 ,127.02486370 
812,37.52045280 ,127.03214830 
813,37.53134960 ,127.02486370 
814,37.53134960 ,127.02486370 
815,37.52747810 ,126.93029040 
816,37.62285550 ,127.05951180 
817,37.50423810 ,126.86836840 
818,37.50423810 ,126.86836840 
819,37.50423810 ,126.86836840 
820,37.50423810 ,126.86836840 
